Name,auction_value
Tanner Banks,-2016513708252298.0
Lyon Richardson,-2014444516831433.2
Anderson Cardenas,-2004647658934438.5
Jefry Yan,-1984034254796561.2
Jemir Leal,-1979532164715542.5
George Soriano,-1971130252787114.0
Greudis De Los Santos,-1968170150012601.5
Mason Black,-1947455820904671.2
Davidxon Lara,-1942961907398172.8
Yerlin Rodriguez,-1918317852597887.2
Randel Clemente,-1917086253653165.2
Stiven Rogers,-1914597557172460.0
Brady Hill,-1907276381917811.2
Ronan Kopp,-1898656517106051.5
Alejandro Méndez,-1893963092041343.5
Andrés Parra,-1880679512037508.8
John McMillon,-1862656127333545.5
Colin Selby,-1860568629631194.8
Kenya Huggins,-1860390656267158.5
Carlos Canales,-1860378787611264.5
Elvis Peguero,-1854410080593126.5
Joe Ross,-1853388139839193.2
Wuilliams Rodriguez,-1848272418408614.8
Josh Simpson,-1836782997875968.5
Reese Sharp,-1835639884341408.8
Carson Spiers,-1818862716237342.5
Ben Harris,-1817080479143960.8
Cody Adcock,-1814916691222388.8
Ethan Hammerberg,-1814085609060790.8
Ben Thompson,-1809687274511880.8
Jeremy Peguero,-1806711911235250.5
Fabian Soto,-1796105939465111.8
Giovanny Gallegos,-1787229832537021.8
Bryce Jarvis,-1778333638861042.5
Wuilliams Rodriguez,-1773069951994197.2
Trent Thornton,-1747291343692984.8
Daniel Gonzalez,-1747129151798693.5
Nathanael Cruz,-1741115377319617.5
Bradley Blalock,-1730874857611600.2
Bernardo Rivera,-1719786844187790.0
Juan Arnaud,-1712508257351789.8
Cesar De Jesus,-1709386639695591.0
Kyle Amendt,-1705886517370112.8
Danny Carrion,-1670930335167236.8
Austin Becker,-1670925703719189.0
Carlos Gonzalez,-1665831943271908.2
Matt Brash,-1664925683590098.5
Cristofher Carrasco,-1655861482280820.2
Drew Gray,-1642424312011612.5
Jean Reyes,-1638025963641980.0
Redinson Gomez,-1632715041065071.0
Juan Abreu,-1620352825768417.5
JoJo Romero,-1612211022916890.0
Cesar Espinal,-1609556660569185.2
Joseph Herrera,-1609185984484195.2
Henry Martinez,-1601097276414941.5
Hayden Durke,-1595238939232768.2
Doug Nikhazy,-1589237396515210.8
Jesus Carrera,-1586091849911155.5
Seth Martinez,-1576693811220601.5
Gunnar Hoglund,-1575166362340590.8
Cole Schoenwetter,-1556726805454202.0
Jordy Luciano,-1549372068018231.8
Alexander De Los Santos,-1549176292413126.2
Hurston Waldrep,-1545236845818450.5
Eric Orze,-1539121457713278.0
Hayden Harris,-1534335574820448.0
Miguel Cruz,-1526736690056866.0
Marlon Nieves,-1515021338815923.8
Lake Bachar,-1514838055261180.2
Troy Taylor,-1508204642176118.5
Roman Camacho,-1503025019315705.8
Steven Cruz,-1488342704535336.5
Dilan Figueredo,-1485162227790312.2
Miguel Mesa,-1476492426372922.2
Bryan Baker,-1475014154659605.0
Juan Archbold,-1470053715880295.5
Alex Speas,-1465733802998509.0
Nicolas Carreno,-1459988666112974.8
Joshawn Lampson,-1457386357538202.2
Riley O'Brien,-1451030478939188.0
Zack Kelly,-1438886329080766.8
Edinson Salgado,-1429182703843833.0
Yordy Herrera,-1420904554148559.8
Yuliangel De La Cruz,-1415446092267302.5
Yennier Cano,-1395008075408439.5
Stevie Branche,-1366517547255925.0
Raimy Rodriguez,-1363237887673235.8
Aneudis Mejia,-1321660026603649.0
Zack Thompson,-1309136862927726.2
Jaitoine Kelly,-1292040427321196.8
David Bracho,-1288157067013511.5
Ryan Gusto,-1278953024051709.5
Luis Contreras,-1278000758476335.5
Sam Thoresen,-1264155341867694.5
Julio Bonilla,-1262722880565961.0
Cole Sulser,-1249892530547132.5
Peter Strzelecki,-1232962864551666.0
Yoelvin Chirino,-1220644999977482.2
Alex Makarewich,-1208685190327936.8
Adam Shoemaker,-1188492699904246.2
Zach Penrod,-1186903661262518.8
Wilson Lopez,-1182752913678688.8
Merlin Bido,-1170260987072369.8
Ryan Bergert,-1170139632285422.2
Jerson Alejandro,-1164521444891412.0
Kai Peterson,-1160585925400039.2
Janderson Linares,-1160024134136729.0
Antonio Florido,-1157203321629577.0
Eduardo Salazar,-1154715507224404.0
Elvis Alvarado,-1143316998966940.5
Sam Knowlton,-1143284294410734.8
Jordarlin Mendoza,-1141901793193807.0
Dominic Hambley,-1131725069601134.5
Michael Grove,-1123869083307992.2
Michell Chirinos,-1112932110577707.0
Santiago Rojas,-1108834875274149.2
Jose Fernandez,-1105509826449430.2
Eliezer Pena,-1105158014684766.4
Wande Torres,-1104902794390718.0
Noah Takacs,-1100498804157927.8
Patrick Monteverde,-1093216509776281.6
Bryce Montes de Oca,-1088294298291330.0
Hunter Parks,-1085148066587040.8
Eliazar De Los Santos,-1078586143761115.6
Graham Firoved,-1076157082324498.2
Ayendy Bravo,-1075391417397081.8
Daury Vasquez,-1070927222869859.0
Joan Ogando,-1067607540237028.4
Leudy Tirado,-1067570254255587.0
Taijuan Walker,-1045817520469871.6
Josh Mollerus,-1036842001668389.0
Jose Silvestre,-1032433054503909.6
Jeison Calvo,-1021911317815008.8
Carson Whisenhunt,-1018034421284128.2
Anthony Cruz,-977468127971341.4
Joseph Menefee,-971892357227030.4
Darian Rivero,-971822817809419.6
Rolddy Munoz,-967946651155333.8
Christian Oppor,-967722830691270.4
Carson Rudd,-966659407901806.8
Jhoniel Serrano,-954564446743397.4
Justin Sterner,-951749930496118.0
Eduardo Soriano,-950567357678833.6
Jose Pena Jr.,-949277598307471.8
Julio Zapata,-937643980102414.8
Jesus Lopez,-930212533704093.8
Nic Enright,-929383083123857.6
Victor Espiritu,-928014792811882.2
Yoendrys Gómez,-925248561647482.6
Luis Viloria,-918484372295033.4
Ismael Michel,-905616126677146.4
Michael Petersen,-901278348736098.6
Adam Stone,-889408927412075.4
Josh Walker,-878681134522447.9
Andinson Ferrer,-878103486023439.6
Luarbert Arias,-874170541311223.0
Juan Nuñez,-871688311363684.0
Jimmy Lewis,-868793665349425.6
Maximo Martinez,-850638901657420.1
Jeff Brigham,-841836588945229.9
Jose De La Rosa,-838572062542435.2
Andrew Bolivar,-838388817012168.4
Wilmer Lugo,-820690955535305.9
Juan Rasquin,-809525406999655.4
Carson Jacobs,-808935757068331.5
Marlon De La Cruz,-799450560661227.4
Evelio Hernandez,-794778695875492.1
Eliecer Bata,-791958802347733.8
Luimy Munoz,-789005723620926.1
Andrew Misiaszek,-788988519763433.5
Will Varmette,-783153506799245.4
Geury Rodriguez,-771244775850239.6
Kristófer Bow,-768196939603472.6
Adonis Villavicencio,-760712322908357.5
Paul Chacon,-759632090475782.5
Jonawel Valdez,-758854240924771.9
Jace Beck,-758759863558064.9
Angel Zerpa,-756046977755626.9
Andres Cova,-753371751219090.4
Steven Okert,-749211349605354.5
Alison Zacarias,-745695887670184.4
Fraynel Nova,-745640223679215.0
Emannoel Madeira,-728254186540977.9
Génesis Cabrera,-725473514601853.4
Rodolfo Garrido,-723942823308100.2
Jared Shuster,-723647878470702.6
Ian Seymour,-722527157518814.9
Fabian Ysalla,-717394755003072.6
Grant Holman,-707853638849032.5
Reynardo Cruz,-703087857787974.9
Luis Hernandez,-699276846637868.8
Angel Gonzalez,-694544056620820.2
Marco Corcho,-682729555791446.4
Estarlin Francisco,-670241663597285.5
Bobby Ay,-668240634700804.0
Deivi García,-661426399724947.0
Brandon Herbold,-657187973865028.9
Seth Keller,-656679095929715.6
Tanner Shears,-656463321656110.2
Gil Luna,-651472433522309.4
Roiber Talavera,-645581883164470.9
Franco Aleman,-641656457930672.2
Eric Cerantola,-640499548615707.4
Jaden Hill,-615996225804800.4
Ernesto Mercedes,-612504331193875.6
Caswell Smith,-612124862768565.0
Hudson Leach,-602019498517979.6
Sandy Ozuna,-583055462378188.8
Dylan Wilson,-576573034659690.4
Renil Ramos,-562679716417494.6
Adrian Herrera,-559123165525174.1
Isaac Stebens,-555318414936429.6
Kendeglys Virguez,-544486221042319.9
Eiver Espinoza,-537817685625785.4
Dennis Boatman,-532481666455506.2
Richard Fitts,-511933791784129.9
Maikel Rodriguez,-502634667180127.7
Denis Reguillo,-498306353459872.9
Franklin Sanchez,-489620131028324.8
Johan Otanez,-484203255117114.6
Oscar Romero,-477278727166828.9
Jose Pinto,-476447814952787.3
Vince Sanchez,-474154650312696.4
Connor Brogdon,-470761833806021.4
Michael Mercado,-463825268862412.0
Luis Tejeda,-460207008449229.9
Mervin Fell,-453353576790634.9
Jimmy Herget,-446304382418709.1
Carlos Jimenez,-441066334657957.0
Kody Funderburk,-438154046564478.1
Maximo Gonzalez,-436892292334679.2
Christian Roa,-434047526242333.3
Justin King,-433665729723159.8
Jackson Cox,-430372151095807.3
Abraham Parra,-427019322831359.9
Zane Russell,-406363884762167.0
Rob Hensey,-400024619060922.8
McKinley Moore,-396820761529395.2
Starlin Savinon,-389955382717886.4
Alexis Liebano,-380541503574748.2
Branneli Franco,-371167160788022.2
Colson Lawrence,-368698249037059.8
Kannon Handy,-365929150164374.8
Alvaro Gamez,-359500353914023.4
Angel Anazco,-359008389419122.7
Jaydenn Estanista,-357829336480325.7
Joel Garcia,-357656431729326.4
Enderjer Sifontes,-347216360141130.6
Cionel Pérez,-345524128431866.8
Jordany Chirinos,-342766027848861.1
Juan Mejia,-335051211587728.2
Junior William,-332075947847882.5
Anfernny Reyes,-331567318414250.0
Maddux Bruns,-317416712359100.1
Eybersson Polanco,-316969565167613.2
Denny Lima,-311047618854680.4
Juan Cota,-291514145820926.9
Tyler Thornton,-287281505317651.8
Francis Texido,-284572835004891.6
Pedro Marquez,-279502193671426.2
Cristian Rueda,-278432205567054.6
Hogan Harris,-268793802942649.5
Tayler Saucedo,-265091979474366.0
Alberto Mota,-260886192442966.6
Ezequiel Jimenez,-247590808351637.4
Eric Torres,-230790254116230.6
Moises Meza,-221056157622370.0
Brent Suter,-212154874341940.3
Mack Anglin,-202826802292833.2
Alejandro Hidalgo,-199481069031513.4
Santiago Peraza,-194221204710414.4
Juan Rodriguez,-192318509663568.0
Omar Victorino,-190739860116630.0
Freilyn Guzman,-187944539720446.6
Albert Polanco,-179049441260257.8
Marwys Cabrera,-178950578392349.8
Winyer Chourio,-178162665539490.2
Lenny Torres Jr.,-175072792299627.4
Dawel Serda,-170996284584714.3
Christopher Troye,-166648441802561.1
Smil Guzman,-162230501467025.2
Justin Wrobleski,-160388869225589.0
Whilmer Guerra,-158067209134293.2
Juan Pinto,-157740831888363.8
Wilmer Blanco,-155263406597907.0
Orlando Suarez,-154339042078535.0
Keiber Armas,-141351947425946.3
JP Wheat,-137498866889997.5
Fabian Gallardo,-132970103014571.4
Miguel Flores,-121867715105474.4
Quinton Low,-119968598868867.8
Aaron Nixon,-117784668485050.4
Jholbran Herder,-114138312314235.9
Francisco Morao,-111683401015878.8
Gabe Speier,-111602677361206.2
Alexander Agramonte,-109911141713802.3
Yeferson Silva,-109407893385282.1
Denny Larrondo,-108048273144367.2
Jacob Wallace,-106577986806333.2
Jose Martinez,-106415669891000.0
Luis Vasquez,-103194736973577.5
Luis Carias,-100472310068793.4
Jack Dashwood,-95279110200060.1
Justin Sanchez,-80238507597472.2
Erubiel Armenta,-79686740372119.1
Hanfermin Vargas,-72522924390535.4
Francis Marte,-71905488748444.1
Braulio Salas,-60801703357018.7
Bernard Jose,-36677553997062.0
Colby Langford,-34686538835221.4
Alex Rao,-34038503573373.5
Lewis Sifontes,-22121481210081.9
Nate Lavender,-16961409970884.1
Jesus Tillero,7631323188596.2
Sandy Mejia,16658816779453.8
Sam Weatherly,21180621715107.0
Shane Smith,24071013672271.5
Joelvis Perez,30678469197413.7
Trey Dillard,50169298189641.2
Louie Varland,50914698407804.8
Julio Polanco,51258558502686.4
Sam Aldegheri,54612783980601.0
Esteban Luna,54766959419934.0
Jose Romero,67961735451324.2
Trevor Stephan,74059772352158.4
Francisco Mercado,79123895432970.5
Matthew Linskey,83657633777993.2
Lisandro Almonte,100295550611467.2
Chalniel Arias,101572099486712.5
Oswaldo Aponte,102245007108679.8
Gregory Sanchez,104040946567797.9
Devin Kirby,107916476039140.9
Penn Murfee,111583052443739.7
Josh Bortka,114463682843130.0
Edgar Leon,122001590445737.3
Aneuris Rodriguez,131062816557110.0
Jake Madden,138349786317779.8
Jonathan Russell,144200744557676.8
Luis Valdez,158018726944922.7
Shane Marshall,160976513437808.6
Alek Jacob,168747147799830.2
Kleyderve Andrade,173446142137131.8
Bradgley Rodriguez,178360822290386.5
Nick Robertson,182173223036830.1
Kelvin Rosario,185368348979880.1
Pedro Santillan,187776708512087.8
Mason Miller,196347254715191.8
Matt Canterino,199133501322202.4
Matt Merrill,200286697768254.8
Anderson Pilar,216341657329422.4
Paul Wilson,216769696673632.3
Manuel Perez,217830040198801.1
Jesus Flores,245534299093158.1
Luis Avila,245896519859993.4
Luis Reyes,248412609474519.9
Natanael Garabitos,248738336242474.9
Armando Vasquez,249353020395418.8
Simon Miller,254105911647783.0
Zach Agnos,254661346793865.2
Eiberson Castellano,261716326707101.6
Ricky DeVito,262496529162830.0
Peter Heubeck,267228211663121.6
Jeremy Pilon,269109206856213.8
Manuel Cazorla,271797126024248.2
Jorge Luna,272659967631953.8
Tom Cosgrove,279596461312272.3
Michael Flynn,280428954760382.0
Luis Curvelo,285120727438897.0
Wyatt Olds,297817607243058.7
Emerson Hancock,298018919138676.0
Tommy Nance,303024279826886.8
Wifrailyn Jaquez,308294804885771.9
Dioris De La Rosa,317047547480679.0
Noble Meyer,319544442385734.7
Manuel Osorio,324792666197592.5
Enderson Mercado,328569005746810.7
Connor Housley,328966085061369.0
Braian Salazar,331222862072300.5
Sam Bachman,335692295594255.0
Isaac Gallegos,354074654176135.4
Chase Petty,355681556395802.8
Dan Hammer,359243128953339.3
Victor Simeon,363823210085551.0
Alex Bustamante,364007155223320.8
Jesus Broca,367416158268470.0
Dawry Segura,369971285320187.6
Robert Wegielnik,370085515166809.9
Dailoui Abad,370537558649636.8
Graham Ashcraft,371485884090980.8
Juan Martinez,373940852480262.6
Andres Silvera,391736570898841.3
Yeimison Arias,392726010244136.3
Jack Dreyer,400965016836137.0
Walvin Mena,405399566075584.3
Luis Maracara,409297925796237.7
Ryan Sublette,419771776190475.4
Liam Norris,423492322944483.6
Adan Moreno,425460201137580.5
Ismael Cabral,429496879763262.2
Isaac Mattson,430644512308658.8
Alex Faedo,439427766541231.4
Dan Altavilla,440801648860934.4
Gabriel Colmenarez,457660811282092.8
Jaiker Garcia,465806031087537.7
Tyler Bryant,468649698180972.0
Brock Porter,470214100633083.0
Adrian Heredia,470971327301268.6
Adolfo Oviedo,471835438339671.5
Edelvis Perez,478355818062006.2
Yohemy Nolasco,484090512044048.9
Connery Peters,485492756314884.6
Chad Patrick,485836744832351.2
Eduard Monroy,495079745660674.7
Randry De Leon,495297799542517.2
Ismael Luciano,498412086946247.8
Jesús  Palacios,500274131135275.6
Franyel Diaz,506220038542050.1
Harol Arias,507891318287474.8
Alix Hernandez,509843988848007.5
Jonathan Salazar,513309054449503.7
Leodarlyn Colon,516814255082793.2
Bryce Hubbart,526675408848653.1
Braxton Ashcraft,529218108046839.2
Ty Madden,556627334935868.3
Graham Osman,558195024848900.1
Juanmi Vasquez,562428578887688.1
Cody Bolton,564831775625896.2
Natanael Polanco,569607687537123.6
Devin Sweet,576253512663764.4
Miguel Ullola,589399151049962.6
Rafael Montero,590855729608688.0
Eddy Alberto,600851703702953.4
Tristan Beck,603732386645443.2
Joe Jiménez,609046866115064.4
Noah Murdock,616667010529437.8
Ethan Chenault,616779484170283.9
Stharlin Torres,621021624761115.0
Grant Anderson,621234025427298.9
Mason Pelio,626356972429469.5
Kevin Velasco,633316956644502.2
Francis Rivera,633432700926021.5
Jairo Iriarte,634769164414420.5
Bryan Hoeing,637162423517198.2
Garrett McDaniels,638582465780850.4
Hyun-Seok Jang,646950217264123.2
Gabriel Rodriguez,678676449434160.1
Cristofer Gomez,683413315422737.0
Bryce McGowan,686411425599491.2
Jake Gilbert,695692800154284.6
Jordan Weems,699675674789977.8
Nick Sando,700489066945908.8
Daniel Lynch IV,702947947643754.6
Adam Macko,711274393565037.6
Anthony Crespo,713902182759811.4
Wenderlyn King,719617578069419.8
Jake Eder,721793221449413.1
Dane Acker,725298045886765.6
Jeremy Gonzalez,726496162866863.1
Grayson Moore,726706302348748.8
Max Gieg,730270669873319.1
Julian Bosnic,732033454734607.5
Edinzo Marquez,732890939995723.1
Roansy Contreras,738429012949616.0
Helcris Olivarez,740434866865644.5
Dalton Fowler,748221832805111.9
Luis Frías,760096377354459.9
Jared Lyons,760743118342583.9
Thomas Balboni Jr.,760822053309502.6
Victor Garcia,765901103116494.2
Luis Aguilar,770045051110136.2
Zane Barnhart,778216104229335.2
Justin Lange,778896270251115.5
Ronny Oliver,785279371927395.0
Ben Petschke,789747369963460.1
Kevin Kelly,791156330034766.5
Xavier Meachem,792982943654147.4
Adam Serwinowski,793304381363992.2
Andy Rodriguez,793848073272926.2
Norbis Diaz,794906874080378.2
Joshua Quezada,807270901468535.1
Wilson Betemit Jr.,810697794467062.8
Henson Leal,813123468257040.6
Jordy Vargas,819520863139773.8
Jeremy Wu-Yelland,820853049668604.8
Nick Bitsko,830507329527275.9
Jesus Luna,840239239982677.4
Ryan Och,846469285198806.9
Felix Cabrera,862242058705188.2
Enyel De Los Santos,868146558564151.8
Mason Thompson,872748844885930.9
Jose Rengel,874955848813226.4
Angel Bello,875064006255690.5
Allan Hernandez,878868861876785.5
Carson Hobbs,886352971593143.2
Juan Nunez,887242125541591.5
Javier Chacon,887828398474357.0
Samir Chires,887856439706105.4
James Marinan,888111443484962.6
Johzan Oquendo,895121017626115.2
Wandy Peralta,897863055281687.1
Franck De La Rosa,906398157935325.0
Kyle Larsen,909304979332885.2
Yermain Ruiz,932665123384435.8
Luis Cesar,938644547739278.4
Connor Gillispie,940748632921269.6
Melvin Rodriguez,946217726359574.2
Anderson Beltre,949914319484449.8
Jonney Rosario,954237234162443.6
Randy Berigüete,955676733790685.2
Adrian Bohorquez,962323309672598.8
Saul Teran,965892016166798.8
Preston Johnson,972356114959287.0
Christian Chamberlain,974627567330303.8
Raymon Rosario,975137123536188.8
Davison Palermo,997565781219928.2
Ryan Cardona,999763555029309.0
Kade Strowd,1001375408188729.8
Johan Simon,1008870378785119.8
Hamlet Garcia,1015111975689182.2
Johnathan Rogers,1015188877418413.2
Tanner Gordon,1033028624218442.4
Rafael Gonzalez,1036142063388797.6
Juan Mendez,1039509903120367.8
Jose Guevara,1057471033164118.2
Estarlin Escalante,1058454353070463.6
Juan Soto,1069308629662832.0
Blake Walston,1075754767950330.0
Jefferson Moran,1075850478951290.2
Chris Kean,1079389805619493.0
Jeferson Figueroa,1086373632269975.8
Gage Stanifer,1092635362050993.6
Ryan Ammons,1096371165385314.0
Livan Reinoso,1100410887484046.8
Argenis Aparicio,1101526953235088.4
Samuel Perez,1105489665754552.4
Antoine Kelly,1105615049477011.2
Alexander Alberto,1105753945644701.8
Austin Aldeano,1106253101554134.0
Hayden Snelsire,1109550086943186.4
Vitico Valdez,1114237499678192.8
Franklin Gil,1114655994987864.4
Donny Troconis,1115376737914703.6
Alfonso Perez,1116351879392912.8
Madinson Frias,1119982544434560.8
Jared Beck,1120477414774957.4
Jay Driver,1136248891782228.0
Josh Harlow,1140020581311467.8
Brendan Hardy,1140628742052690.8
Garrett Whitlock,1142533290586659.2
Julio Rosario,1145673563190596.8
Bryan Bautista,1151713503032884.0
Elwis Mijares,1159458036752008.0
Greiber Mendez,1160354143234132.0
Luis Torres,1161703772551730.2
Luis Espinoza,1165918139388509.2
Drey Jameson,1166235852811022.8
Angel Hernandez,1167545719262692.5
Deivy Paulino,1170716926452581.8
Mauricio Colmenares,1174069295812475.2
Zach Jackson,1174190901617723.8
Emiliano Teodo,1174611120873095.8
Miguel Valdez,1178646315030992.2
Junior Flores,1190218836753076.5
Ryan Birchard,1192037151147880.5
Shane Telfer,1196824425887108.8
Ryan Thompson,1198336806492351.0
Jose Serrano,1213457119625532.5
Amos Willingham,1221467529181694.2
Darwin Rodriguez,1221471384312865.0
Marques Johnson,1222118704055562.0
Franyerson Reyes,1225687595724145.5
Jorge De Leon,1226078743772538.5
Felix Ramires,1229560233061946.2
Eduar Gonzalez,1229953301353500.2
Marcos Herrera,1232592346227862.0
Jack Neely,1239142845471819.8
Franyer Herrera,1240912747213340.5
Deibi Rodriguez,1247055205371296.2
Bennett Sousa,1247072323185604.0
Brody Jessee,1252243035896972.8
Manuel Davila,1254037778886133.0
Jackson Kowar,1262698692765159.5
Chase Hopewell,1264832678350669.0
Silvano Hechavarria,1264927796934943.5
Andre Granillo,1274819797972749.8
Paul Gervase,1286829477100615.5
Michael Arias,1288843151434908.0
Franly Urena,1295898397511697.2
James McArthur,1299937522646914.2
Yensy Bello,1302502407372009.8
Joel Valdez,1303314187681546.0
Ky Bush,1305455744917604.0
Yaqui Rivera,1319415163341019.8
Larson Kindreich,1327841877844799.2
Diego Castillo,1329052327777506.2
Cesar Aquino,1336207099863055.0
Wilmy Sanchez,1337548767458415.5
Alex Martinez,1349497138501369.8
Brendon Little,1351847494338503.2
Jerming Rosario,1361682996382715.8
Zach Fogell,1362427999994194.8
Cody Poteet,1369675629796511.5
Grant Wolfram,1371453584620370.2
Javier González,1373640527430976.2
Joseilyn Gonzalez,1373881191188934.5
Wellington Aracena,1378594495605723.5
Yendy Gomez,1380272327789540.0
Wilian Bormie,1380901435086754.5
Zhiorman Imbriano,1386850873081751.5
Brayner Sánchez,1390352489541410.2
Marcos Pimentel,1397559149225163.0
Thaddeus Ward,1405854904302570.8
Eddy Felix,1406850728805421.8
Jesus Mendez,1407825620001230.5
Deivy Cruz,1414665090353734.8
Xander Hamilton,1416964448664672.2
Inmer Lobo,1417465306428102.5
Rubender Pena,1421029516947107.2
Steven Perez,1421207260312511.5
Joey Gerber,1426774935186264.8
Dualvert Gutierrez,1434344573048774.0
LJ McDonough,1439460863627404.2
Austin Emener,1445855710458095.5
Eduard Bazardo,1450611403044352.2
Bo Bonds,1471308842650872.2
Luichi Casilla,1476931623512698.2
Christian Rodriguez,1477325320580986.8
Jeter Martinez,1483364911453710.0
Osiel Rodriguez,1497025130519320.2
Andrew Saalfrank,1497136353869893.5
Dylan Simmons,1498893909306483.2
Barrett Kent,1499774806579038.2
Frander Veras,1502532919185803.2
Anthony Maldonado,1502907044076233.5
Diomede Sierra,1503130454235741.5
Jose Feliz,1525686384396441.2
Justin Topa,1529490688122607.0
Andrew Baker,1532302179675522.5
Yimi Presinal,1532405230277250.5
Anderson Brito,1542227753785990.2
Keagan Gillies,1543441288538604.5
Zac Addkison,1546289497683902.8
Yovanny Cabrera,1555792491279631.0
Yerry Landinez,1560619531726160.5
Zander Mueth,1570771729318549.5
Zack Showalter,1578283105051522.5
Jesse Wainscott,1578850142758878.0
Yordin Chalas,1600795655269335.5
Evan Sisk,1602783779475553.5
Franklin Marquez,1602939486283804.8
Justin Showalter,1604212531562242.0
Hoby Milner,1608324633053634.0
Kevin Abel,1611669590165573.2
Geoffrey Gilbert,1611730843941165.8
Bryce Collins,1614231017006540.2
Josiah Gray,1620009579564456.5
Alexander Fuentes,1622179162906554.5
Tyler Baum,1622543514732934.5
Bryan Mena,1628816047894876.0
Eli Ankeney,1640781410979723.8
Brendan Cellucci,1642556620169128.2
Alfred Morillo,1643897415369469.0
Alejandro Gomez,1649218954151736.5
Tyler Mattison,1657223019347954.2
Joe Mantiply,1658726403966600.0
Ubaldo Soto,1670380869234926.2
German Fajardo,1677372260807498.0
Cristofer Melendez,1677480739792081.5
Gavin Hollowell,1693375969032815.0
Cristian Javier,1696948242030858.2
Anthony Hoopii-Tuionetoa,1700428197681447.0
Caleb Kilian,1704523159210023.8
Jesus Colina,1706890984617432.0
Tink Hence,1711203272156743.8
Owen Kellington,1715765243131264.5
Cristian Mena,1729515593769057.0
Ezequiel Ventura,1730591408065136.5
Anthony Arguelles,1735550830677842.0
Juan Valera,1738549833442239.5
Jose Gonzalez,1745533365878648.5
Mark McLaughlin,1748196619924755.0
Dale Stanavich,1764618306459694.2
Welinton Herrera,1764799179699948.0
Matt Wyatt,1766829108478899.8
Pedro Tucent,1769349392718707.8
Alejandro Lugo,1773325045496483.0
Trey Braithwaite,1781593642389117.8
Isaias Uribe,1787046399625676.0
Eduardo Robles,1789864001721066.0
Elison Joseph,1791521528704138.8
Manuel Medina,1800055604908888.2
Wilfred Alvarado,1812757136550153.5
Patrick Pridgen,1816174290884523.5
Carlos Vargas,1817677618675052.5
Samuel Mejia,1818735761508763.5
Chris Roycroft,1820814434908214.5
Breck Eichelberger,1821016843285166.5
Ignacio Briceno,1822786554154668.8
Anthony Veneziano,1835602488780351.2
Moisés Chace,1846386106716676.5
Maikel Miralles,1864320029650920.5
Samuel Vasquez,1866765428958444.8
Cade Denton,1883387939073582.5
Jonathan Jimenez,1892150798912394.8
Will Bednar,1892190525338377.2
Jake Smith,1893817678558366.0
Engel Daniel Peralta,1895325799986041.2
Ray Kerr,1900342642396898.8
Mick Abel,1908864849403095.2
Caleb Freeman,1913007061404535.5
Cleiber Maldonado,1913331185816818.8
Yereny Teus,1935166561266926.0
Yoniel Curet,1935739304800480.5
Carson Ragsdale,1935970985298614.8
Kamdyn Perry,1939008329542274.8
Jorge Herrera,1939124143888353.5
Roddery Muñoz,1943127606799156.5
Ryan Jensen,1944625852213137.2
Johan Montero,1945851721493547.5
Walter Pennington,1949430341352017.5
Tyler Burch,1951670267103138.8
Yorman Galindez,1953565159071364.8
Candido Cuevas,1954253806069984.5
Tyler Zuber,1956585127907047.2
Wikelman Gonzalez,1962584041321551.5
Jose Adames,1978547046906170.5
Gregori Louis,1986993477854630.8
Nolan Perry,1990507585095044.5
McCade Brown,1995612901471195.2
Jake Eddington,1997865321728204.5
Yeferson Vargas,1999496959683231.5
Wilker Reyes,2011494857132906.5
Leandro Lopez,2013305005580536.5
Brayan Castillo,2015349648400552.8
Andre Sanchez,2022003616347968.5
Carlos Lagrange,2024926803220807.2
Deretd Parra,2029221903523946.5
Carlos Rodriguez,2031785100229386.5
Andrew Schultz,2036028648582081.2
Eric Prado,2044312347009884.8
Jonalbert Rumbol,2048167110860532.5
Kelvis Salcedo,2051357124099726.5
Maxwel Hernandez,2056075853705408.5
Jostin Florentino,2058984573549812.0
Rio Britton,2059126101109478.5
Jonah Hurney,2060485793010248.5
Brandon Young,2064080375907018.5
Bayden Root,2066212792439332.8
Collin Baumgartner,2066588725901298.5
Colten Brewer,2069902275896172.0
Brayan Narvaez,2072871164703270.5
Holt Jones,2082633096302680.5
Jorge Mercedes,2093468478647425.5
Landon Sims,2097555923135852.5
Will Schomberg,2100860942250120.5
Braydon Fisher,2117447693734978.8
Donye Evans,2119027025874910.0
Everhett Hazelwood,2123030167499974.0
Riley Bauman,2127768403210834.5
Josh Winckowski,2139777586998560.0
Andrew Dalquist,2145344068543564.8
Angel Jimenez,2145622153560879.5
Tyler Rogers,2154790835501823.2
Scott Effross,2156104255223763.5
Xiomer Guacache,2160731380894646.0
Rob Zastryzny,2163753026312091.5
Roman Phansalkar,2170464563339858.5
Edwin Nuñez,2171116219728511.5
Tanner McDougal,2172149025770062.5
Braxton Hyde,2174543434846853.5
Thomas Bruss,2176551748219585.2
Stu Flesland III,2179282374332057.5
Seth Johnson,2184762379789789.5
Richard Fernandez,2190442050872338.5
Yeiber Cartaya,2191819367932847.5
Jonh Henriquez,2198095427349128.0
Zach Pop,2200358601130370.8
Andy Basora,2202968853291427.5
J.P. France,2206814038056115.2
Easton Sikorski,2207490277676852.8
Reibyn Corona,2210108727713216.8
Eriq Swan,2219719250286139.2
Reiver Camacho,2230796264053405.5
Cole Waites,2236476145735768.8
Jacob Cravey,2257994521519556.0
Jesus Rios,2258809600948134.0
