Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,FPTS,FPTS/G,SPTS,SPTS/G,NameASCII,PlayerId,MLBAMID,HR_z,R_z,RBI_z,SB_z,OBP_z,PA_z,total_z,HR_contribution,R_contribution,RBI_contribution,SB_contribution,OBP_contribution,PA_contribution,value_above_replacement,dollar_value,Position,W,L,QS,ERA,GS,SV,HLD,IP,TBF,ER,K/9,BB/9,K/BB,HR/9,K-BB%,WHIP,LOB%,GB%,HR/FB,FIP,FPTS/IP,SPTS/IP,RA9-WAR,QS_z,SV_z,HLD_z,ERA_z,WHIP_z,IP_z,QS_contribution,SV_contribution,HLD_contribution,ERA_contribution,WHIP_contribution,IP_contribution
Roki Sasaki,,26,,,117,,,,16,57,,46,,190,7,,,,,,0.212886,0.07653,0.31405,,,,,,,,0.293614,,,,,,,,,,3.68458,999.0,,,,815.2,,753.0,,Roki Sasaki,sa3025686,808963,,,,,,,8.733269015859097,,,,,,,5.005283759766923,15.1,P,10.0,8.0,16.0,3.19508,26.0,0.0,0.0,148.0,604.0,52.0,11.5507,2.81475,4.10362,0.968,0.2375200390815735,1.10613,0.754419,,,3.07753,5.508108108108108,5.087837837837838,3.62105,2.4024151701362433,-0.06246723211030757,-0.17483239589564367,2.0530826141587784,2.4365598261262056,2.0785110334438213,0.94,-0.024,-0.068,0.803,0.953,0.813
Dylan Cease,SDP,32,,,158,,,,23,81,,71,,227,7,,,,,,0.219534,0.0896179,0.284298,,,,,,,,0.287629,,,,,,,,,,3.65162,47.68000030517578,,,,939.7,,876.0,,Dylan Cease,18525,656302,,,,,,,8.596365014393434,,,,,,,4.86837975830126,14.7,P,13.0,10.0,19.0,3.52488,32.0,0.0,0.0,191.0,798.0,75.0,10.6656,3.36208,3.17233,1.071,0.1946800276637077,1.19918,0.751532,,,3.56628,4.919895287958116,4.5863874345549736,3.7334,2.9571592734036174,-0.06246723211030757,-0.17483239589564367,1.300191788945327,1.3862745738592357,3.1900390061912045,1.157,-0.024,-0.068,0.509,0.542,1.248
Tyler Glasnow,LAD,24,,,117,,,,16,56,,41,,178,4,,,,,,0.218225,0.070133,0.306976,,,,,,,,0.295189,,,,,,,,,,3.69522,110.4000015258789,,,,785.6000000000001,,733.0,,Tyler Glasnow,14374,607192,,,,,,,8.503863853997162,,,,,,,4.775878597904987,14.4,P,11.0,6.0,15.0,3.21689,24.0,0.0,0.0,144.0,580.0,51.0,11.1492,2.5472,4.37706,1.006,0.236843042075634,1.0965,0.752127,,,3.06538,5.455555555555557,5.090277777777778,3.4521,2.2175004690471187,-0.06246723211030757,-0.17483239589564367,2.0032931996714973,2.5452567307939216,1.9751130824905763,0.867,-0.024,-0.068,0.784,0.996,0.773
Shota Imanaga,CHC,29,,,166,,,,26,78,,38,,182,6,,,,,,0.239158,0.0514311,0.246231,,,,,,,,0.288069,,,,,,,,,,3.00752,74.80000305175781,,,,812.6,,794.0,,Shota Imanaga,33829,684007,,,,,,,8.364598469620171,,,,,,,4.636613213527997,14.0,P,11.0,9.0,17.0,3.64254,29.0,0.0,0.0,180.0,740.0,73.0,9.12342,1.90564,4.78759,1.297,0.1947999633848667,1.13796,0.750106,,,3.74476,4.514444444444445,4.411111111111111,3.29587,2.587329871225368,-0.06246723211030757,-0.17483239589564367,1.0315891979974356,2.077284387333538,2.9056946410697804,1.012,-0.024,-0.068,0.404,0.813,1.137
Shane McClanahan,TBR,36,,,138,,,,18,65,,47,,180,5,,,,,,0.227737,0.0718671,0.273525,,,,,,,,0.294195,,,,,,,,,,3.12129,116.83999633789062,,,,819.2,,779.0,,Shane McClanahan,21483,663556,,,,,,,8.163797254284772,,,,,,,4.435811998192597,13.5,P,10.0,9.0,15.0,3.31085,26.0,0.0,1.0,161.0,659.0,59.0,10.066,2.64478,3.80599,1.004,0.2016582190990448,1.15159,0.75329,,,3.34786,5.088198757763975,4.838509316770186,3.0843,2.2175004690471187,-0.06246723211030757,-0.1180232031574149,1.788794649225603,1.9234381972379053,2.4145543740418676,0.867,-0.024,-0.046,0.7,0.752,0.944
Luis Castillo,SEA,31,,,166,,,,24,81,,52,,187,7,,,,,,0.234601,0.068059,0.243705,,,,,,,,0.286077,,,,,,,,,,2.77322,89.4000015258789,,,,831.8000000000001,,805.0,,Luis Castillo,15689,622491,,,,,,,8.131866846710276,,,,,,,4.403881590618101,13.4,P,11.0,11.0,18.0,3.64161,31.0,0.0,0.0,184.0,767.0,75.0,9.12753,2.54903,3.58079,1.165,0.1756460294127464,1.18431,0.743254,,,3.78252,4.520652173913044,4.375,2.61921,2.7722445723144924,-0.06246723211030757,-0.17483239589564367,1.0337122679411845,1.554117042437525,3.0090925920230256,1.084,-0.024,-0.068,0.404,0.608,1.177
Max Fried,NYY,29,,,163,,,,17,71,,48,,165,6,,,,,,0.243871,0.066696,0.228549,,,,,,,,0.299751,,,,,,,,,,3.28056,100.23999786376952,,,,815.3000000000002,,812.0,,Max Fried,13743,608331,,,,,,,8.12090951808436,,,,,,,4.392924261992186,13.3,P,12.0,9.0,18.0,3.35696,29.0,0.0,0.0,173.0,721.0,65.0,8.57416,2.50214,3.42673,0.903,0.1618529930710792,1.21766,0.747452,,,3.51154,4.712716763005782,4.69364161849711,3.52611,2.7722445723144924,-0.06246723211030757,-0.17483239589564367,1.6835314716919696,1.1776848751822482,2.7247482269016023,1.084,-0.024,-0.068,0.659,0.461,1.066
Blake Snell,LAD,31,,,142,,,,22,76,,77,,233,5,,,,,,0.211827,0.102743,0.309822,,,,,,,,0.289387,,,,,,,,,,3.59258,42.119998931884766,,,,904.8,,829.0,,Blake Snell,13543,605483,,,,,,,7.906478689704533,,,,,,,4.178493433612359,12.7,P,13.0,9.0,18.0,3.50548,31.0,0.0,0.0,179.0,752.0,70.0,11.6816,3.87385,3.0155,1.094,0.207079105079174,1.22036,0.760603,,,3.53144,5.054748603351955,4.631284916201118,3.56972,2.7722445723144924,-0.06246723211030757,-0.17483239589564367,1.3444794845461183,1.1472091075184037,2.8798451533314697,1.084,-0.024,-0.068,0.526,0.449,1.126
Mason Miller,ATH,68,,,45,,,,6,21,,24,,101,3,,,,,,0.184193,0.0883272,0.372407,,,,,,,,0.283188,,,,,,,,,,2.12652,44.43999862670898,,,,596.4000000000001,,546.0,,Mason Miller,31757,695243,,,,,,,7.875248277062805,,,,,,,4.14726302097063,12.6,P,4.0,3.0,0.0,2.56895,0.0,31.0,2.0,68.0,271.0,19.0,13.3479,3.16584,4.21622,0.808,0.2840794771909714,1.01348,0.791763,,,2.53721,8.770588235294118,8.029411764705882,2.16876,-0.5562200472897499,1.5173435952226524,-0.0612140104191861,3.482456575319779,3.482330149850387,0.010552014378923053,-0.218,0.594,-0.024,1.362,1.362,0.004
Framber Valdez,HOU,29,,,173,,,,16,78,,59,,177,9,,,,,,0.246956,0.0770941,0.231429,,,,,,,,0.310264,,,,,,,,,,3.50215,63.27999877929688,,,,872.4000000000001,,867.0,,Framber Valdez,17295,664285,,,,,,,7.864056039192268,,,,,,,4.136070783100093,12.6,P,12.0,9.0,18.0,3.42251,29.0,0.0,0.0,185.0,766.0,70.0,8.64616,2.88023,3.0019,0.763,0.1543350145220756,1.25464,0.733472,,,3.44689,4.715675675675676,4.686486486486486,3.59603,2.7722445723144924,-0.06246723211030757,-0.17483239589564367,1.533889283721255,0.7602797314011346,3.034942079761337,1.084,-0.024,-0.068,0.6,0.297,1.187
Cole Ragans,KCR,31,,,156,,,,19,77,,69,,207,6,,,,,,0.227093,0.09034,0.270986,,,,,,,,0.29634,,,,,,,,,,3.6213,49.0,,,,903.9,,857.0,,Cole Ragans,21846,666142,,,,,,,7.830062849886894,,,,,,,4.10207759379472,12.5,P,12.0,10.0,18.0,3.51552,31.0,0.0,0.0,183.0,764.0,71.0,10.2045,3.40193,2.99962,0.958,0.1806460320949554,1.23426,0.746696,,,3.52319,4.939344262295082,4.683060109289618,4.09632,2.7722445723144924,-0.06246723211030757,-0.17483239589564367,1.3215594606372552,0.9903153406563839,2.983243104284714,1.084,-0.024,-0.068,0.517,0.387,1.167
Joe Ryan,MIN,28,,,140,,,,23,71,,37,,177,7,,,,,,0.22961,0.056428,0.270746,,,,,,,,0.284899,,,,,,,,,,3.1738,92.27999877929688,,,,759.0999999999999,,723.0,,Joe Ryan,21390,657746,,,,,,,7.777022109521026,,,,,,,4.049036853428851,12.4,P,10.0,9.0,16.0,3.72833,28.0,0.0,0.0,160.0,655.0,66.0,9.99472,2.08307,4.79808,1.318,0.2143180668354034,1.11048,0.738339,,,3.6693,4.744375,4.51875,2.72474,2.4024151701362433,-0.06246723211030757,-0.17483239589564367,0.835741702863833,2.387459978223345,2.388704886303556,0.94,-0.024,-0.068,0.327,0.934,0.934
Corbin Burnes,ARI,31,,,179,,,,20,85,,53,,193,7,,,,,,0.244433,0.0673299,0.242458,,,,,,,,0.305852,,,,,,,,,,3.64539,39.91999816894531,,,,900.6,,896.0,,Corbin Burnes,19361,669203,,,,,,,7.662420747137121,,,,,,,3.9344354910449466,12.1,P,12.0,10.0,18.0,3.70975,31.0,0.0,0.0,190.0,794.0,78.0,9.1264,2.53438,3.60104,0.945,0.1751278862357139,1.22586,0.720304,,,3.46131,4.74,4.71578947368421,3.57883,2.7722445723144924,-0.06246723211030757,-0.17483239589564367,0.8781574443206733,1.0851288400550139,3.164189518452893,1.084,-0.024,-0.068,0.343,0.424,1.238
Aaron Nola,PHI,31,,,178,,,,26,86,,45,,185,6,,,,,,0.244309,0.057469,0.237162,,,,,,,,0.293315,,,,,,,,,,3.22875,83.72000122070312,,,,825.6000000000001,,819.0,,Aaron Nola,16149,605400,,,,,,,7.559833171502081,,,,,,,3.8318479154099068,11.8,P,12.0,10.0,17.0,3.83235,31.0,0.0,0.0,188.0,781.0,80.0,8.87877,2.1515,4.12678,1.258,0.1796930097043514,1.18919,0.733139,,,3.82259,4.391489361702129,4.3563829787234045,3.34872,2.587329871225368,-0.06246723211030757,-0.17483239589564367,0.5982774710909311,1.4990349142154635,3.1124905429762704,1.012,-0.024,-0.068,0.234,0.586,1.217
Justin Steele,CHC,29,,,158,,,,19,73,,48,,166,7,,,,,,0.243028,0.0676071,0.235615,,,,,,,,0.298968,,,,,,,,,,2.81271,121.36000061035156,,,,780.5,,770.0,,Justin Steele,17312,657006,,,,,,,7.505631686914718,,,,,,,3.7776464308225437,11.6,P,11.0,9.0,17.0,3.56026,29.0,0.0,0.0,170.0,703.0,67.0,8.77342,2.51743,3.48506,0.999,0.1680079102516174,1.2078,0.737584,,,3.61536,4.591176470588235,4.529411764705882,3.18672,2.587329871225368,-0.06246723211030757,-0.17483239589564367,1.2194238162465645,1.288977863762069,2.647199763686668,1.012,-0.024,-0.068,0.477,0.504,1.035
Kevin Gausman,TOR,32,,,184,,,,26,91,,55,,196,5,,,,,,0.241655,0.0669189,0.238283,,,,,,,,0.293401,,,,,,,,,,2.94117,166.83999633789062,,,,864.2000000000002,,854.0,,Kevin Gausman,14107,592332,,,,,,,7.4591392990165675,,,,,,,3.731154042924393,11.5,P,12.0,11.0,18.0,3.88147,32.0,0.0,0.0,196.0,822.0,84.0,9.01449,2.53161,3.56077,1.175,0.1713638976216316,1.22288,0.728531,,,3.78159,4.409183673469388,4.357142857142857,2.73635,2.7722445723144924,-0.06246723211030757,-0.17483239589564367,0.48614285212645286,1.1187650576988135,3.31928644488276,1.084,-0.024,-0.068,0.19,0.438,1.298
Yusei Kikuchi,LAA,31,,,157,,,,25,79,,55,,196,6,,,,,,0.234472,0.075054,0.268976,,,,,,,,0.294996,,,,,,,,,,3.03248,143.55999755859375,,,,795.7,,764.0,,Yusei Kikuchi,20633,579328,,,,,,,7.317947443590417,,,,,,,3.5899621874982426,11.1,P,11.0,10.0,17.0,3.75249,31.0,0.0,0.0,176.0,728.0,73.0,10.0115,2.79357,3.58377,1.26,0.1939218342304229,1.19929,0.747016,,,3.79551,4.521022727272728,4.340909090909091,3.15445,2.587329871225368,-0.06246723211030757,-0.17483239589564367,0.7805875417444976,1.3850329685099674,2.8022966901165356,1.012,-0.024,-0.068,0.305,0.542,1.096
Yoshinobu Yamamoto,LAD,28,,,144,,,,19,69,,43,,167,5,,,,,,0.2379,0.0661731,0.254543,,,,,,,,0.297812,,,,,,,,,,3.09986,55.7599983215332,,,,758.5000000000001,,738.0,,Yoshinobu Yamamoto,33825,808967,,,,,,,7.302640084356893,,,,,,,3.574654828264719,11.0,P,11.0,8.0,16.0,3.57094,28.0,0.0,0.0,159.0,655.0,63.0,9.45475,2.45793,3.84663,1.076,0.1883699595928192,1.18205,0.739258,,,3.53884,4.770440251572328,4.6415094339622645,3.00343,2.4024151701362433,-0.06246723211030757,-0.17483239589564367,1.1950427549570573,1.5796263887042985,2.362855398565245,0.94,-0.024,-0.068,0.467,0.618,0.924
Gerrit Cole,NYY,31,,,173,,,,28,89,,53,,197,7,,,,,,0.236183,0.067047,0.249534,,,,,,,,0.285515,,,,,,,,,,3.07861,63.15999984741211,,,,818.4000000000003,,795.0,,Gerrit Cole,13125,543037,,,,,,,7.295596830287702,,,,,,,3.567611574195528,11.0,P,12.0,10.0,17.0,3.93282,31.0,0.0,0.0,189.0,791.0,83.0,9.40061,2.52584,3.72178,1.352,0.1824870780110359,1.19457,0.736915,,,3.97926,4.330158730158732,4.206349206349207,2.617,2.587329871225368,-0.06246723211030757,-0.17483239589564367,0.36891743103879204,1.4383091253149127,3.1383400307145815,1.012,-0.024,-0.068,0.144,0.563,1.228
Cristopher Sánchez,PHI,29,,,164,,,,16,73,,48,,149,6,,,,,,0.250729,0.067414,0.210595,,,,,,,,0.301906,,,,,,,,,,3.19492,179.8000030517578,,,,770.8000000000001,,778.0,,Cristopher Sanchez,20778,650911,,,,,,,7.279132948979591,,,,,,,3.551147692887416,11.0,P,11.0,9.0,17.0,3.47525,29.0,0.0,0.0,170.0,707.0,66.0,7.88745,2.52487,3.12391,0.873,0.1431811302900314,1.24506,0.737103,,,3.61848,4.534117647058824,4.576470588235294,3.53512,2.587329871225368,-0.06246723211030757,-0.17483239589564367,1.413490672072506,0.8684122700010004,2.647199763686668,1.012,-0.024,-0.068,0.553,0.34,1.035
Freddy Peralta,MIL,31,,,151,,,,24,80,,63,,205,8,,,,,,0.224786,0.0846869,0.275393,,,,,,,,0.28671,,,,,,,,,,3.06996,97.8000030517578,,,,826.4,,775.0,,Freddy Peralta,18679,642547,,,,,,,7.232680475644461,,,,,,,3.5046952195522865,10.8,P,11.0,10.0,17.0,3.78292,31.0,0.0,0.0,178.0,745.0,75.0,10.3748,3.19038,3.25189,1.213,0.1907059326767921,1.20527,0.741538,,,3.81616,4.642696629213483,4.353932584269663,3.14251,2.587329871225368,-0.06246723211030757,-0.17483239589564367,0.7111197800366587,1.317534786795227,2.853995665593158,1.012,-0.024,-0.068,0.278,0.515,1.116
Carlos Rodón,NYY,31,,,153,,,,27,81,,54,,200,8,,,,,,0.22687,0.073441,0.271589,,,,,,,,0.282192,,,,,,,,,,2.75927,121.16000366210938,,,,786.5000000000002,,743.0,,Carlos Rodon,16137,607074,,,,,,,7.215379747485985,,,,,,,3.48739449139381,10.8,P,11.0,10.0,17.0,3.90842,31.0,0.0,0.0,176.0,736.0,76.0,10.2272,2.76556,3.69806,1.362,0.1981479600071907,1.17684,0.739697,,,3.91488,4.468750000000001,4.221590909090909,2.63908,2.587329871225368,-0.06246723211030757,-0.17483239589564367,0.4246194811758696,1.6384333329741627,2.8022966901165356,1.012,-0.024,-0.068,0.166,0.641,1.096
Spencer Strider,ATL,19,,,85,,,,12,42,,36,,146,4,,,,,,0.208504,0.0799031,0.326307,,,,,,,,0.291737,,,,,,,,,,2.67642,142.72000122070312,,,,617.4,,566.0,,Spencer Strider,27498,675911,,,,,,,7.160668896359196,,,,,,,3.4326836402670216,10.6,P,8.0,5.0,12.0,3.18677,19.0,0.0,0.0,110.0,447.0,39.0,11.9187,2.91854,4.08379,1.002,0.2464041039347648,1.09458,0.758709,,,3.0574,5.612727272727272,5.1454545454545455,2.80917,1.662756365779745,-0.06246723211030757,-0.17483239589564367,2.0720532713980857,2.566928387799322,1.0962304993879946,0.65,-0.024,-0.068,0.81,1.004,0.429
Michael King,SDP,31,,,158,,,,22,80,,64,,191,8,,,,,,0.232044,0.085257,0.253252,,,,,,,,0.290706,,,,,,,,,,3.06234,61.27999877929688,,,,816.6000000000001,,780.0,,Michael King,19853,650633,,,,,,,7.084579804777697,,,,,,,3.356594548685522,10.4,P,12.0,10.0,17.0,3.69462,31.0,0.0,0.0,180.0,755.0,74.0,9.58078,3.22536,2.97045,1.096,0.1679949834942817,1.24083,0.743226,,,3.82197,4.536666666666667,4.333333333333333,3.12198,2.587329871225368,-0.06246723211030757,-0.17483239589564367,0.9126972811474762,0.9161576393410245,2.9056946410697804,1.012,-0.024,-0.068,0.357,0.358,1.137
Nathan Eovaldi,TEX,29,,,167,,,,22,80,,47,,171,7,,,,,,0.24551,0.06373,0.232846,,,,,,,,0.297824,,,,,,,,,,2.87296,196.3999938964844,,,,777.6000000000001,,774.0,,Nathan Eovaldi,9132,543135,,,,,,,6.93673580060665,,,,,,,3.2087505445144755,10.0,P,11.0,10.0,16.0,3.75912,29.0,0.0,0.0,176.0,734.0,73.0,8.74265,2.39286,3.65363,1.115,0.1691159978508949,1.21534,0.730553,,,3.74792,4.418181818181819,4.3977272727272725,2.80866,2.4024151701362433,-0.06246723211030757,-0.17483239589564367,0.7654521076293821,1.2038714607304402,2.8022966901165356,0.94,-0.024,-0.068,0.299,0.471,1.096
Bryce Miller,SEA,31,,,163,,,,25,81,,47,,167,7,,,,,,0.240908,0.064227,0.229492,,,,,,,,0.28472,,,,,,,,,,1.86001,78.68000030517578,,,,735.7,,722.0,,Bryce Miller,29837,682243,,,,,,,6.933410999082672,,,,,,,3.2054257429904975,10.0,P,10.0,11.0,17.0,3.90348,31.0,0.0,0.0,175.0,730.0,76.0,8.62752,2.41455,3.57314,1.301,0.1652650013566017,1.20053,0.735777,,,4.05066,4.204000000000001,4.125714285714285,2.05339,2.587329871225368,-0.06246723211030757,-0.17483239589564367,0.43589686345772044,1.371036690027311,2.7764472023782245,1.012,-0.024,-0.068,0.171,0.536,1.086
Spencer Schwellenbach,ATL,29,,,164,,,,21,78,,43,,166,8,,,,,,0.246549,0.0595031,0.232344,,,,,,,,0.298588,,,,,,,,,,2.69838,85.80000305175781,,,,767.1,,766.0,,Spencer Schwellenbach,31846,680885,,,,,,,6.924992396365996,,,,,,,3.197007140273821,10.0,P,11.0,9.0,16.0,3.78394,29.0,0.0,0.0,172.0,716.0,72.0,8.70564,2.22951,3.90474,1.121,0.1728410273790359,1.2022,0.726016,,,3.7267,4.459883720930232,4.453488372093023,3.04056,2.4024151701362433,-0.06246723211030757,-0.17483239589564367,0.7087912517112562,1.3521868633611565,2.698898739163291,0.94,-0.024,-0.068,0.277,0.529,1.056
Shohei Ohtani,LAD,24,,,117,,,,17,58,,45,,163,7,,,,,,0.223861,0.077677,0.28287,,,,,,,,0.291084,,,,,,,,,,2.83128,1.399999976158142,,,,685.3000000000002,,644.0,,Shohei Ohtani,19755,660271,,,,,,,6.8495405188825185,,,,,,,3.121555262790344,9.8,P,10.0,7.0,14.0,3.48414,24.0,0.0,0.0,139.0,575.0,54.0,10.4983,2.88286,3.64162,1.105,0.2051928639411926,1.16118,0.750039,,,3.53224,4.930215827338131,4.633093525179856,2.88385,2.032585767957994,-0.06246723211030757,-0.17483239589564367,1.3931959497069886,1.8151927854244665,1.8458656437990202,0.795,-0.024,-0.068,0.545,0.71,0.722
Zach Eflin,BAL,29,,,180,,,,25,83,,31,,148,6,,,,,,0.258949,0.042018,0.202596,,,,,,,,0.29741,,,,,,,,,,2.61792,176.0399932861328,,,,711.9000000000001,,740.0,,Zach Eflin,13774,621107,,,,,,,6.793153356080023,,,,,,,3.065168099987848,9.6,P,11.0,10.0,16.0,3.91314,29.0,0.0,0.0,176.0,731.0,76.0,7.5784,1.57175,4.82165,1.263,0.1605780310928821,1.19691,0.725382,,,3.93217,4.044886363636365,4.204545454545454,2.30541,2.4024151701362433,-0.06246723211030757,-0.17483239589564367,0.41384433049361563,1.4118967933395798,2.8022966901165356,0.94,-0.024,-0.068,0.162,0.552,1.096
MacKenzie Gore,WSN,31,,,152,,,,22,79,,65,,188,7,,,,,,0.230003,0.088836,0.256332,,,,,,,,0.288968,,,,,,,,,,2.68155,189.67999267578125,,,,781.8,,744.0,,MacKenzie Gore,22201,669022,,,,,,,6.753337416197521,,,,,,,3.0253521601053466,9.5,P,11.0,10.0,17.0,3.75131,31.0,0.0,0.0,174.0,733.0,73.0,9.70138,3.36217,2.88545,1.115,0.167495846748352,1.24497,0.741204,,,3.87088,4.493103448275861,4.275862068965517,3.07727,2.587329871225368,-0.06246723211030757,-0.17483239589564367,0.7832813294150607,0.8694281289231302,2.750597714639913,1.012,-0.024,-0.068,0.306,0.34,1.076
Tanner Bibee,CLE,29,,,160,,,,25,80,,49,,178,8,,,,,,0.238382,0.066893,0.244715,,,,,,,,0.28902,,,,,,,,,,2.52325,85.95999908447266,,,,741.7,,725.0,,Tanner Bibee,30134,676440,,,,,,,6.703101108569379,,,,,,,2.975115852477204,9.4,P,10.0,10.0,16.0,3.88816,29.0,0.0,0.0,173.0,728.0,75.0,9.2384,2.52532,3.6583,1.275,0.1778220757842064,1.20307,0.735756,,,3.92984,4.28728323699422,4.190751445086705,2.42866,2.4024151701362433,-0.06246723211030757,-0.17483239589564367,0.470870445756902,1.3423668937805824,2.7247482269016023,0.94,-0.024,-0.068,0.184,0.525,1.066
Sandy Alcantara,MIA,28,,,176,,,,20,82,,45,,161,7,,,,,,0.253654,0.060234,0.215212,,,,,,,,0.304442,,,,,,,,,,3.12447,159.1999969482422,,,,779.6,,796.0,,Sandy Alcantara,18684,645261,,,,,,,6.622372601577573,,,,,,,2.8943873454853986,9.1,P,10.0,11.0,16.0,3.79878,28.0,0.0,0.0,178.0,747.0,75.0,8.10761,2.26918,3.57293,0.99,0.1549778692424297,1.23975,0.717742,,,3.67166,4.379775280898876,4.47191011235955,3.1528,2.4024151701362433,-0.06246723211030757,-0.17483239589564367,0.6749134474475582,0.9283479464065648,2.853995665593158,0.94,-0.024,-0.068,0.264,0.363,1.116
Grayson Rodriguez,BAL,28,,,146,,,,20,72,,53,,173,6,,,,,,0.235621,0.0781619,0.254374,,,,,,,,0.294474,,,,,,,,,,2.4933,101.76000213623048,,,,742.1999999999999,,719.0,,Grayson Rodriguez,24492,680570,,,,,,,6.607860528182159,,,,,,,2.8798752720899845,9.1,P,11.0,9.0,16.0,3.69284,28.0,0.0,0.0,162.0,679.0,67.0,9.56693,2.93965,3.25445,1.128,0.1762118637561798,1.22582,0.743325,,,3.75759,4.5814814814814815,4.438271604938271,2.5983,2.4024151701362433,-0.06246723211030757,-0.17483239589564367,0.9167607913623944,1.0855803329092937,2.4404038617801787,0.94,-0.024,-0.068,0.359,0.425,0.955
Félix Bautista,BAL,62,,,43,,,,6,21,,23,,90,2,,,,,,0.190588,0.093028,0.359258,,,,,,,,0.287018,,,,,,,,,,1.67323,57.400001525878906,,,,524.2,,483.0,,Felix Bautista,20666,642585,,,,,,,6.488283688353406,,,,,,,2.760298432261232,8.8,P,4.0,2.0,0.0,2.76202,0.0,26.0,4.0,62.0,251.0,19.0,13.1116,3.39518,3.86183,0.847,0.266230471432209,1.07106,0.784145,,,2.72051,8.45483870967742,7.790322580645161,1.64294,-0.5562200472897499,1.2625353972657234,0.05240437505727148,3.0417026892556156,2.8324061861154894,-0.1445449120509443,-0.218,0.494,0.02,1.19,1.108,-0.057
Brandon Woodruff,MIL,26,,,142,,,,22,71,,42,,167,6,,,,,,0.236205,0.064373,0.256798,,,,,,,,0.291421,,,,,,,,,,2.61977,225.75999450683597,,,,711.9999999999998,,689.0,,Brandon Woodruff,16162,605540,,,,,,,6.488204819904232,,,,,,,2.7602195638120577,8.8,P,10.0,9.0,14.0,3.79022,26.0,0.0,0.0,157.0,649.0,66.0,9.57408,2.39999,3.98922,1.248,0.1924251019954681,1.17251,0.735779,,,3.76407,4.535031847133757,4.388535031847134,2.72609,2.032585767957994,-0.06246723211030757,-0.17483239589564367,0.6944548224136798,1.687307434449887,2.3111564230886223,0.795,-0.024,-0.068,0.272,0.66,0.904
Reynaldo López,ATL,31,,,163,,,,22,83,,61,,190,6,,,,,,0.23769,0.08074,0.252024,,,,,,,,0.296839,,,,,,,,,,2.67011,152.9600067138672,,,,809.2,,788.0,,Reynaldo Lopez,16400,625643,,,,,,,6.480245368415387,,,,,,,2.7522601123232127,8.7,P,12.0,9.0,17.0,3.8967,31.0,0.0,0.0,179.0,752.0,77.0,9.54234,3.05705,3.12142,1.125,0.1712839156389236,1.25121,0.729113,,,3.78702,4.5206703910614525,4.402234636871508,2.96685,2.587329871225368,-0.06246723211030757,-0.17483239589564367,0.4513747282089248,0.7989952436555758,2.8798451533314697,1.012,-0.024,-0.068,0.177,0.313,1.126
Edwin Díaz,NYM,66,,,47,,,,6,23,,24,,92,3,,,,,,0.194198,0.0908061,0.340891,,,,,,,,0.283818,,,,,,,,,,1.59475,41.880001068115234,,,,579.4000000000001,,539.0,,Edwin Diaz,14710,621242,,,,,,,6.478905764214981,,,,,,,2.7509205081228068,8.7,P,4.0,3.0,0.0,2.91476,0.0,36.0,1.0,66.0,269.0,21.0,12.5021,3.3303,3.75405,0.836,0.2500845864415169,1.08021,0.765683,,,2.84991,8.778787878787881,8.166666666666666,1.62006,-0.5562200472897499,1.7721517931795816,-0.1180232031574149,2.6930169868811396,2.7291271956991245,-0.04114696109769941,-0.218,0.693,-0.046,1.053,1.068,-0.016
Hunter Brown,HOU,29,,,152,,,,18,75,,58,,175,6,,,,,,0.238462,0.082222,0.249252,,,,,,,,0.300891,,,,,,,,,,3.01392,101.95999908447266,,,,784.5999999999999,,764.0,,Hunter Brown,25880,686613,,,,,,,6.443263636897154,,,,,,,2.715278380804979,8.6,P,11.0,9.0,16.0,3.69518,29.0,0.0,0.0,168.0,703.0,69.0,9.40968,3.10402,3.03145,0.987,0.1670301109552383,1.25367,0.73172,,,3.65198,4.670238095238095,4.547619047619048,2.80358,2.4024151701362433,-0.06246723211030757,-0.17483239589564367,0.9114188734394119,0.7712284331174041,2.5955007882100456,0.94,-0.024,-0.068,0.357,0.302,1.015
Bailey Ober,MIN,29,,,160,,,,27,81,,42,,176,7,,,,,,0.239862,0.0590469,0.245895,,,,,,,,0.287341,,,,,,,,,,2.47841,80.76000213623047,,,,722.3000000000002,,709.0,,Bailey Ober,21224,641927,,,,,,,6.435556672127365,,,,,,,2.707571416035191,8.6,P,10.0,10.0,15.0,4.00203,29.0,0.0,0.0,171.0,716.0,76.0,9.2674,2.22539,4.1644,1.398,0.1868479996919632,1.18278,0.734012,,,3.9886,4.223976608187136,4.146198830409356,2.36488,2.2175004690471187,-0.06246723211030757,-0.17483239589564367,0.21091993554751465,1.5713866441137043,2.6730492514249793,0.867,-0.024,-0.068,0.083,0.615,1.046
