Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,NameASCII,PlayerId,MLBAMID,HR_z,R_z,RBI_z,SB_z,BB/K_z,OBP_z,PA_z,total_z,value_above_replacement,dollar_value,Position,W,L,QS,ERA,GS,SV,HLD,BS,IP,TBF,ER,K/9,BB/9,K/BB,HR/9,K-BB%,WHIP,LOB%,GB%,HR/FB,FIP,RA9-WAR,FPTS/IP,SPTS/IP,QS_z,SV_z,HLD_z,K-BB%_z,ERA_z,WHIP_z,IP_z
Nacho Alvarez Jr.,ATL,12.7272,48.492,42.9418,10.4249,7.9792,2.04919,0.0199395,0.376577,5.4098,4.60749,4.7713,0.0391983,10.8325,0.669675,0.0866365,0.0225798,1.43855,0.562258,0.187032,0.242768,0.0983935,0.223387,0.440463,0.327338,0.317725,0.292231,0.645063,0.0749572,3.42317,0.315792,0.0538515,-0.0689059,4.972,-0.7005,85.1652,-0.0150544,-0.0590188,-0.875284087844193,0.3992646411061287,0.117614,748.0,2.01975,0.94243,1.93361,,,,38.7,2.976923076,38.7,2.976923076,Nacho Alvarez Jr.,31765,805373,-1.3802560930024268,-1.2248099406529165,-1.2258362351696874,-0.545759946552376,0.7500930208107304,1.0959870882942289,-1.6949504095998125,-4.22553251587226,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerar Encarnacion,SFG,56.9778,218.113,197.874,46.806,30.4306,7.59046,0.62159,8.16329,25.0733,28.2487,16.7552,0.0817463,70.9301,1.18671,1.84434,0.452132,2.23662,2.79407,0.372277,0.236544,0.0768191,0.325199,0.236221,0.297472,0.404951,0.305257,0.702423,0.168407,4.35896,0.320353,-0.370223,0.0269088,24.6504,-0.86401,96.6703,-0.343314,-0.0445981,-1.1930360794067385,-4.7607751078903675,0.135637,553.75,3.52961,1.60718,1.14034,,,,229.0,4.017543859,229.0,4.017543859,Jerar Encarnacion,21871,666464,-0.27054515056852557,-0.5009641328513463,-0.33317754877510647,-0.3330639623387327,-1.5011129076000773,-0.719615133611609,-0.6392036531880338,-4.2976824889334315,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weston Wilson,PHI,35.8752,114.63,101.914,24.4577,15.4862,4.64129,0.270419,4.05982,13.5101,13.0223,10.9749,0.121275,33.888,0.860429,0.838146,0.0420284,1.80295,3.64512,0.787233,0.239983,0.0957425,0.29563,0.323859,0.316727,0.410338,0.317358,0.727066,0.170355,5.12487,0.31476,-0.176712,0.195513,14.0715,0.662332,102.681,0.0188014,-0.194654,0.3862570207566023,-1.5479724258184433,0.274261,999.0,2.83835,0.979962,1.67718,,,,125.3,3.480555555,125.3,3.480555555,Weston Wilson,19358,642215,-0.8553446110018612,-0.9266245618070823,-0.9081048990468754,-0.25195725739897024,-0.5351451578029425,0.45092731542062986,-1.283297495305225,-4.309546666942327,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Siani,STL,68.1859,217.481,194.08,42.5621,31.8802,7.0138,1.18427,2.48384,23.9664,16.3165,18.2088,0.0713225,55.9551,1.30774,1.01515,2.87018,2.20663,10.796,2.26188,0.219303,0.0837257,0.257287,0.325418,0.289261,0.30604,0.267187,0.595301,0.086737,6.56201,0.293279,-0.294744,0.838051,17.9151,-7.52542,70.4813,0.543307,1.88528,-6.9678648710250854,1.9662199169397352,0.231802,641.4299926757812,5.22362,1.59803,1.49573,,,,163.9,2.410294117,163.9,2.410294117,Michael Siani,22557,672279,-1.079942878724966,-0.5417109441848098,-0.7837205614972733,0.429535386064573,-0.5179614735343181,-1.2187750426743853,-0.6431373167677336,-4.355712831318914,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Heineman,TOR,65.0291,195.387,171.335,35.3486,24.8777,6.6086,0.952901,2.90945,18.5722,16.1442,17.9551,0.0,48.0486,4.56862,0.779138,0.748636,0.914747,2.8217,0.788721,0.206313,0.091895,0.245916,0.373685,0.297333,0.30695,0.274186,0.604284,0.100638,4.5791,0.267747,-0.260364,-0.129209,17.1957,-5.66024,78.0067,-0.389573,0.396102,-5.306472212076187,5.41377979516983,0.683763,999.0,1.00342,0.501527,1.29787,,,,151.1,2.324615384,151.1,2.324615384,Tyler Heineman,13897,623168,-1.0192877506613924,-0.7402803268706607,-0.7902263660506691,-0.3304307700968132,0.014049359431499275,-0.7280651673906525,-0.780653714125147,-4.374894735763835,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amed Rosario,WSN,63.9092,248.066,234.065,61.888,44.3733,11.6315,2.40252,3.4808,27.4044,24.6954,10.4152,0.0,48.1969,2.24942,1.26577,0.0705135,6.94933,7.64801,1.95782,0.264405,0.0419855,0.19429,0.216097,0.30062,0.37924,0.296243,0.67986,0.114835,6.34837,0.318029,0.0824432,0.286505,26.2358,-2.78255,89.4219,0.368948,0.166638,-2.7689500749111176,0.9556403309106828,0.665888,551.6400146484375,4.28377,1.27095,1.4803,,,,233.2,3.64375,233.2,3.64375,Amed Rosario,15518,642708,-0.9378627197196319,-0.4151525040687675,-0.46734513623640245,0.12952587301208163,-1.722924621661529,-0.5282431455797485,-0.45277165128495567,-4.394773905538954,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Murphy,SFG,48.5733,168.059,150.269,35.2312,22.1662,7.04713,0.617399,5.40047,17.844,17.5352,14.9178,0.0,49.0472,1.59973,0.910684,0.361803,2.19523,0.789121,0.246327,0.234455,0.0887655,0.291846,0.304152,0.308585,0.397386,0.309292,0.705971,0.16293,3.42895,0.308387,-0.159385,-0.247248,19.5392,-0.119922,99.4461,-0.406634,-1.20766,-0.5155462995171547,-0.8716377913951874,0.43503,741.7899780273438,3.07189,3.33581,1.41666,,,,171.9,3.508163265,171.9,3.508163265,Tom Murphy,13499,608596,-0.664284021639699,-0.7670865677352627,-0.7377041714263305,-0.5241394654963284,-0.7523605945455902,-0.04403797255758283,-0.9507473190397573,-4.440360112440551,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Carpenter,,43.2253,141.636,122.222,25.2756,15.6065,5.621,0.0318717,4.01622,14.7078,14.9342,16.2474,0.0669511,43.6258,1.7643,1.28588,0.116924,0.718401,0.631195,0.318849,0.206801,0.114712,0.308012,0.372426,0.305875,0.351893,0.293491,0.657768,0.145092,2.34667,0.280223,-0.313177,-0.267697,14.666,-1.90237,88.5763,-0.580875,0.0837156,-2.4739649891853333,-3.9792703464627266,-0.1791,999.0,3.07196,0.881158,1.41378,,,,128.9,2.997674418,128.9,2.997674418,Matt Carpenter,8090,572761,-0.861558195230549,-0.8825352529859702,-0.8359142564140407,-0.5391901176134977,0.0001723494929497603,-0.20878323544396882,-1.115208067087867,-4.443016775282944,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Stefanic,TOR,18.7256,55.5157,49.8413,11.8534,10.1255,1.72794,0.0,0.0,4.46068,4.82337,4.107,0.0,7.96429,1.17018,0.0,0.397216,1.37481,0.123672,0.00820298,0.237823,0.073979,0.14346,0.515677,0.310796,0.272492,0.267939,0.583288,0.0346689,2.03913,0.283053,0.100152,-0.100152,4.60671,-1.88741,73.6121,-4.40636e-10,0.0,-1.67619931741909,0.203981801867485,0.0390831,999.0,2.5684,0.343496,1.92632,,,,38.0,2.0,38.0,2.0,Michael Stefanic,25353,683021,-1.4339233615365221,-1.2597486104268951,-1.2176849113914687,-0.5875580374902887,1.57912036435168,0.0903722769781381,-1.6512338385796594,-4.480656118095016,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joey Loperfido,TOR,86.6216,311.245,283.515,62.382,39.366,13.6666,2.1624,7.18704,32.9547,31.3865,21.0835,0.820088,103.104,3.40395,2.21939,1.02338,3.55232,6.55912,1.84523,0.220031,0.0677391,0.331264,0.204487,0.280024,0.359538,0.27937,0.639562,0.139508,5.68939,0.314603,-0.300367,0.0670072,28.691,-7.71784,81.6535,-0.23336,0.535055,-6.76708048582077,-4.5213592648506165,-0.0942843,508.8599853515625,5.60521,0.0698112,0.87078,,,,260.7,2.996551724,260.7,2.996551724,Joey Loperfido,29630,694388,-0.409673857065233,-0.2108368233892823,-0.21469865424437315,0.02575255776402576,-1.8508929182354439,-1.7803071435162863,-0.059536000490892665,-4.500192839177485,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Vázquez,MIN,85.8541,311.043,288.113,67.9559,48.8879,12.5924,0.161798,6.31381,31.1687,30.5653,16.9107,0.204623,65.1944,1.58587,2.23296,2.20009,9.90584,2.54972,0.913937,0.235865,0.0543676,0.209599,0.259388,0.279924,0.346438,0.274607,0.626361,0.110572,3.06583,0.281679,-1.445,-0.390419,27.48,-8.90523,77.6311,-1.83542,-0.43074,-9.796486854553224,5.382636249065399,0.615012,659.4299926757812,1.31862,1.15489,0.913006,,,,246.8,2.869767441,246.8,2.869767441,Christian Vazquez,9774,543877,-0.5341208331206694,-0.27658242375206643,-0.24570600595214237,-0.3563509881915392,-1.2457604935838944,-1.7863863045084032,-0.06079327904010047,-4.505700328148816,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andy Ibáñez,DET,63.9642,214.729,197.381,47.8976,32.0065,10.4587,1.0056,4.42686,23.0716,22.4545,13.914,0.0,46.1202,1.77822,1.14835,0.508045,2.20195,1.79557,0.908047,0.242666,0.064798,0.214783,0.301691,0.296842,0.373127,0.293536,0.669969,0.130461,4.02646,0.293757,0.157103,-0.385109,22.2423,-2.87636,91.4607,-0.228006,0.386278,-2.326066955924034,-2.1665728986263275,0.275285,750.4299926757812,3.58869,0.634382,1.28472,,,,193.1,3.0171875,193.1,3.0171875,Andy Ibanez,18819,628451,-0.8030364927610916,-0.5746500053296133,-0.5519583540176249,-0.42822293640882586,-0.7794863462999746,-0.7579138478619512,-0.6602661809628816,-4.555534163641963,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Barnes,LAD,41.8784,144.989,129.1,29.0025,21.0402,5.12007,0.0258556,2.81631,15.346,13.533,13.0129,0.0,32.3184,1.07963,0.924799,0.872084,3.57684,2.16021,0.655668,0.224652,0.089751,0.222902,0.402649,0.299028,0.330157,0.281249,0.629185,0.105505,3.60021,0.275964,-0.176565,-0.110791,13.5846,-3.37599,80.155,-0.287356,-1.89801,-3.653842836618423,1.3333483934402466,0.259258,999.0,2.05967,0.604755,1.52212,,,,119.1,2.835714285,119.1,2.835714285,Austin Barnes,12158,605131,-1.0325614487132269,-0.8590420602919451,-0.8888215886265665,-0.3934720417619368,0.3332977437525038,-0.6250233885742593,-1.0943384880012639,-4.559961272216694,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrett Hampson,,79.9611,236.833,214.173,50.1831,36.7226,10.4569,0.845232,2.15839,22.7986,19.5527,17.6938,0.0,60.5682,1.59252,1.73819,1.63554,3.02618,6.68647,1.54465,0.234312,0.0747102,0.255743,0.29213,0.295367,0.321262,0.274681,0.616629,0.0869509,5.05641,0.31351,0.0345992,0.269655,20.9378,-6.76646,75.6368,0.304254,-0.877891,-6.446688801050186,-0.114006221294403,0.137376,999.0,0.984194,2.75172,1.39722,,,,187.2,2.34,187.2,2.34,Garrett Hampson,19262,641658,-1.1263238646705265,-0.5846995847803637,-0.6615262219981468,0.03788925816244975,-0.8848700571994748,-0.8475814724956856,-0.5226875420931311,-4.589799485074878,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brett Sullivan,SDP,60.2055,200.444,182.728,40.6295,26.2803,8.9509,0.969616,4.42866,20.4706,20.1341,15.0542,0.142394,37.9834,1.02396,1.13132,0.505629,0.962682,1.57912,0.314758,0.222349,0.0751045,0.189497,0.396336,0.283626,0.354655,0.280448,0.638282,0.132306,4.14512,0.255931,-0.160061,-0.144843,18.6511,-4.79641,79.604,-0.304904,-0.712597,-5.088183254003525,2.406516432762146,0.412777,999.0,1.21394,1.40531,1.23993,,,,167.8,2.796666666,167.8,2.796666666,Brett Sullivan,18217,664954,-0.8027799686415584,-0.6703970974592893,-0.6395733794714823,-0.4488510384994335,0.26371429359995274,-1.5613357645802113,-0.7491781813363158,-4.608401136388338,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Narvaez,BOS,61.4833,198.295,174.642,37.1352,25.0018,7.6837,0.0870186,4.36271,20.513,19.4799,19.4011,0.605427,63.4325,2.82879,0.912586,0.511016,0.630121,1.77079,0.558656,0.212636,0.0978395,0.319889,0.305855,0.300151,0.332572,0.282755,0.632723,0.119936,3.10243,0.304127,-0.0119555,-0.240095,18.8193,-4.37692,76.8906,-0.252051,0.62398,-5.495383679866791,5.368060946464539,0.669545,999.0,0.667506,0.785444,1.20931,,,,160.0,2.622950819,160.0,2.622950819,Carlos Narvaez,19722,665966,-0.8121787273544474,-0.6688362836544841,-0.6642750471373646,-0.4305845181589079,-0.7335897065985292,-0.5567544106327798,-0.7625538823375415,-4.628772575874054,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myles Straw,,37.3673,79.1307,71.4014,15.841,12.4367,3.23378,0.04126,0.129359,7.20091,5.63782,6.65392,0.0520311,12.325,0.111806,0.792831,0.170747,0.530802,8.24477,0.69659,0.221859,0.0840877,0.155755,0.539871,0.286307,0.27374,0.253244,0.560047,0.051881,6.17484,0.263002,-0.868003,1.21569,5.6304,-3.62615,63.2756,0.347685,0.115609,-2.977419465780258,0.692264087498188,0.0364269,745.3200073242188,2.22066,4.19308,1.99999,,,,60.7,1.64054054,60.7,1.64054054,Myles Straw,17620,664702,-1.415487970659485,-1.1588762327773363,-1.1869324301464705,0.18639825094504994,1.8457926268244864,-1.3983534583815396,-1.5042505071957848,-4.631709721391079,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javier Báez,DET,84.3287,327.053,304.752,68.6568,45.3752,13.7405,1.06268,8.47839,33.3961,36.6804,15.3765,0.770696,77.8113,4.21781,2.2488,0.457873,9.2984,6.78307,1.38237,0.225288,0.0470154,0.237917,0.197613,0.270216,0.360811,0.274426,0.631027,0.135524,5.00876,0.272657,-0.0464421,0.290062,28.8465,-9.41144,78.018,0.24362,-0.366062,-7.9824090749025345,3.4248814284801483,0.655291,718.6099853515625,2.61927,-0.0430866,0.810286,,,,270.4,3.219047619,270.4,3.219047619,Javier Baez,12979,595879,-0.22563917831027983,-0.1945881626949192,-0.014808470116561175,0.04709542430683738,-1.926659849385236,-2.376551253623178,0.0388553822114696,-4.652296107611868,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Higashioka,TEX,82.8005,283.543,262.846,58.1445,33.213,10.6448,0.862672,13.424,30.822,38.5183,16.4678,0.0,76.4465,1.09641,2.03779,1.09539,4.29233,1.67263,0.50652,0.221212,0.0580787,0.269611,0.215416,0.268045,0.42149,0.296201,0.689535,0.200278,3.46606,0.255527,-0.541118,-0.271374,29.9784,-3.18996,92.1619,-0.812492,-2.06289,-3.3554203510284424,3.406036376953125,0.981415,386.25,3.50173,2.83476,0.800667,,,,273.6,3.296385542,273.6,3.296385542,Kyle Higashioka,5517,543309,0.4791765165805588,-0.28934502153805597,0.05458803707256343,-0.439939355309354,-1.7304307723908001,-2.508529838762053,-0.23195743796690735,-4.666437872314048,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorge Barrosa,ARI,23.3987,77.1172,68.4906,15.9958,10.8312,3.80905,0.042859,1.31274,8.78813,7.15644,6.71885,0.0,14.5969,0.401138,0.136757,1.36981,0.0,2.10005,0.455363,0.233548,0.0871251,0.189281,0.460294,0.30517,0.347913,0.290519,0.653083,0.114366,4.51788,0.278522,-0.129809,0.0939078,7.80072,-1.2203,83.5707,-0.0359008,0.40562,-1.5509669482707975,0.4056202056239506,0.146937,999.0,1.85046,0.741827,1.82789,,,,67.4,2.930434782,67.4,2.930434782,Jorge Barrosa,23968,678489,-1.2468403211611185,-1.1004480514739667,-1.1295914846393438,-0.3992054056878825,0.9686752162764755,-0.25164132043839843,-1.516782835704844,-4.675834202829078,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coby Mayo,BAL,45.7097,158.643,141.632,32.8659,19.7401,6.93546,0.882127,5.3083,18.1215,18.5722,13.9401,0.192442,49.5961,2.06369,0.935197,0.0727413,3.4717,1.03315,0.310812,0.232052,0.0878706,0.312626,0.281072,0.308189,0.405916,0.311582,0.714105,0.173864,4.12657,0.314361,0.0436967,-0.199838,18.737,0.179152,105.588,-0.156142,-0.206752,0.8582309931516647,-1.3353871256113052,0.496901,389.1099853515625,3.78888,1.15389,1.39349,,,,165.7,3.602173913,165.7,3.602173913,Coby Mayo,28312,691723,-0.6774194816937851,-0.7568713358759837,-0.6985485166273088,-0.5008830315620763,-1.006754073006051,-0.06811145008636892,-1.009353927056296,-4.717941815907869,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adael Amador,COL,11.53,41.9181,37.8591,9.06257,6.76443,1.79262,0.0182346,0.487288,4.18147,4.01472,3.86184,0.0,7.96191,0.0987073,0.0769037,0.021483,1.0871,1.65852,0.332579,0.239376,0.0921282,0.18994,0.485039,0.31084,0.326302,0.285779,0.637142,0.0869262,4.54352,0.290817,-0.0954546,0.112361,4.08027,-0.82322,68.9102,0.0169068,-0.610631,-1.5414963215589523,-0.4326991140842438,-0.0597236,646.3599853515625,1.99905,1.37546,1.983,,,,34.0,2.833333333,34.0,2.833333333,Adael Amador,27962,691182,-1.3644782920037513,-1.2700267902014153,-1.2482183928314197,-0.44128406549876703,1.2414207372688544,0.09304710781466913,-1.7358673573950467,-4.725407052846876,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curt Casali,,29.6664,99.4669,85.8393,17.5963,12.6369,3.45479,0.0211119,1.48347,9.85634,8.42398,10.6561,0.0,22.426,1.25498,0.742519,0.974066,1.69441,0.395642,0.100314,0.204991,0.107132,0.225462,0.475166,0.299588,0.297576,0.272073,0.597164,0.0925848,2.54656,0.257096,-0.173565,-0.155242,8.58482,-3.05063,71.5977,-0.328807,-0.719172,-3.707073837518692,1.5698984265327454,0.121369,999.0,1.51645,0.333425,1.65354,,,,68.9,2.296666666,68.9,2.296666666,Curt Casali,12510,592200,-1.2225090084234154,-1.0611254827373882,-1.081730965175552,-0.5616387724148324,1.1325980850660755,-0.5909800870184005,-1.3776749228769727,-4.7630611535804865,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Wade,SDP,69.736,192.696,172.515,38.2348,29.0501,7.03716,0.719118,1.42839,22.0301,14.5263,14.6824,0.0,42.5834,1.91113,1.12214,2.46537,0.928348,9.45698,2.23424,0.221632,0.0761946,0.220987,0.344792,0.28822,0.2956,0.262876,0.58382,0.0739679,6.21012,0.283944,0.118933,0.626277,15.2048,-7.33645,67.5155,0.74521,-0.779566,-6.5786179304122925,0.5656493306159973,0.0420679,999.0,1.96764,2.21902,1.54779,,,,137.7,1.967142857,137.7,1.967142857,Tyler Wade,15730,642180,-1.2303586464811245,-0.6129893349924574,-0.851315984082817,0.30192419982587876,-0.30441644529805423,-1.2820591086023303,-0.7974029050950393,-4.776618224725944,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Schneemann,CLE,44.654,154.074,136.596,30.0648,19.2179,6.81936,0.728752,3.29874,15.3438,14.8247,15.588,0.0,44.5689,0.627647,1.19775,0.0651515,0.817096,2.67693,0.876929,0.220101,0.101172,0.289269,0.34975,0.300505,0.353144,0.289679,0.653648,0.133043,4.7646,0.297646,-0.204746,-0.0994314,15.4811,-2.5422,88.8,-0.304178,-0.514353,-2.2786629498004913,-0.1248590946197509,0.282218,733.4600219726562,3.98491,1.68077,1.48369,,,,139.1,3.091111111,139.1,3.091111111,Daniel Schneemann,25180,682177,-0.9638087092763954,-0.8591230459138924,-0.8400488216989904,-0.34422763006288964,-0.249768140869676,-0.5352341807206823,-1.0377920740430806,-4.830002602585607,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Allen,ATL,41.1437,139.92,126.501,30.2181,21.7821,6.10346,0.237601,2.09503,14.8675,11.3262,9.64305,0.0,23.433,0.988166,0.92751,1.86037,1.35331,2.75216,0.951744,0.238878,0.0689185,0.167475,0.411516,0.295883,0.340567,0.281696,0.63645,0.101689,4.44908,0.275987,0.0900108,-0.0908502,13.1598,-3.20769,78.0741,-0.000839367,0.100211,-3.6694203763036057,1.68754693120718,0.276535,999.0,1.54978,0.0643665,1.6465,,,,113.1,2.758536585,113.1,2.758536585,Nick Allen,22277,669397,-1.1353535136780875,-0.876656433065513,-0.9721472385884576,-0.3370580660976487,0.4310320147017633,-0.8162130017763579,-1.1258887106048998,-4.832284949109201,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Matos,SFG,34.1539,126.778,116.797,28.2406,19.4173,5.72644,0.0340783,3.06275,13.1261,13.405,7.60272,0.201327,17.7342,1.28789,0.904087,0.186978,3.11996,1.63228,0.27807,0.241793,0.0599687,0.139884,0.428703,0.293316,0.370075,0.290084,0.663391,0.128282,3.58632,0.259824,-0.107701,-0.00799426,12.7798,-2.05049,86.2323,-0.115695,-0.0117773,-2.1578823775053024,-1.197675870731473,0.0896938,597.5399780273438,1.95743,0.598132,1.63608,,,,116.2,3.417647058,116.2,3.417647058,Luis Matos,26467,682641,-0.9974404464811669,-0.9407602340015443,-0.8936546877724437,-0.4437847880622115,0.6204713870717781,-0.9722650644440154,-1.207686506118212,-4.8351203398078155,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Senzel,CHW,40.5104,148.257,132.996,29.2564,20.0635,5.89409,0.0286177,3.27016,15.3529,14.2336,13.115,0.202777,33.0711,1.04022,0.820016,0.285386,3.3996,1.85903,0.877328,0.219979,0.0884614,0.223066,0.39657,0.293378,0.338493,0.280706,0.631871,0.118513,3.2432,0.266594,0.230228,-0.251985,13.8258,-3.51695,79.7809,-0.0217574,-0.0960416,-3.528996467590332,-0.4235066398978233,0.101951,747.5700073242188,1.89363,5.89198,1.47865,,,,118.0,2.87804878,118.0,2.87804878,Nick Senzel,19293,669222,-0.9678817422409802,-0.8587880599322009,-0.8623679225203036,-0.4221750761239105,0.266293499577411,-0.9684959846289021,-1.0739979617695257,-4.887413247638412,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.D. Davis,,44.4172,162.375,145.051,33.2104,21.6993,6.36009,0.064247,5.08677,17.152,17.6026,14.2115,0.0319825,47.9598,2.1077,0.976481,0.0287006,5.20996,0.193965,0.0973611,0.228957,0.0875227,0.295364,0.296321,0.305086,0.378897,0.301442,0.683983,0.14994,1.77883,0.302468,-0.173879,-0.300445,17.8525,-1.14182,94.0458,-0.474323,0.116418,-1.6055099070072174,-1.441424921154976,0.244058,999.0,1.78852,7.17507,1.39207,,,,152.2,3.459090909,152.2,3.459090909,J.D. Davis,16219,605204,-0.7089904751383082,-0.7925602270023661,-0.7351592426573295,-0.580858979138452,-0.8386758168083226,-0.25674781567177557,-0.9861253946521197,-4.899117951068674,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedro Pagés,STL,58.6334,207.535,188.092,43.7592,29.6976,7.15971,1.00435,5.89753,20.7472,22.914,15.1811,0.0838388,53.4643,1.62159,1.75153,0.888745,6.5508,1.44562,0.294834,0.232648,0.0731498,0.257616,0.283949,0.293071,0.375456,0.292515,0.668527,0.142808,3.81157,0.290169,-0.180554,-0.196624,21.3265,-2.95054,87.9047,-0.377178,-0.00801017,-3.314126640558243,4.516175012104213,0.838279,582.3200073242188,1.48465,1.41416,1.25075,,,,193.7,3.283050847,193.7,3.283050847,Pedro Pages,25782,686780,-0.5934463111646636,-0.660214996081716,-0.5346082832556669,-0.4615738457486648,-0.9750430661806284,-0.9871590088747033,-0.7050427249381342,-4.917088236244177,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derek Hill,MIA,71.4019,261.805,241.819,58.241,39.2227,10.478,2.31629,6.22407,27.9137,27.4236,13.9376,0.0,74.3806,2.42101,1.60026,2.02756,1.75976,7.30915,1.87484,0.240846,0.0532365,0.284106,0.187382,0.287167,0.380548,0.290691,0.667716,0.139703,6.18576,0.319486,-0.204403,0.263839,26.5191,-4.10638,82.6998,0.0594354,-1.73164,-5.356722362339497,-0.7277078628540039,0.272028,625.9299926757812,3.70665,-0.407479,1.20758,,,,235.3,3.314084507,235.3,3.314084507,Derek Hill,16947,656537,-0.5469099856133859,-0.39640433258793556,-0.36433215897247656,0.09723186204223505,-2.0394284662885713,-1.3460726738493267,-0.367258037485123,-4.963173792754584,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ji Hwan Bae,PIT,20.8578,67.9908,61.1435,14.9811,10.2043,4.24574,0.124478,0.406563,9.5232,5.77636,6.27853,0.0673238,16.9134,0.209832,0.261209,0.0977094,0.204422,4.20394,0.72926,0.245015,0.0923439,0.24876,0.371216,0.316224,0.338474,0.291717,0.654698,0.0934586,6.52873,0.330602,-0.229999,0.41422,6.94314,-1.01029,83.4255,0.184221,-0.0308963,-1.163349166512489,0.2909826021641493,0.143741,999.0,7.32696,0.398744,1.91675,,,,57.4,2.733333333,57.4,2.733333333,Ji Hwan Bae,23818,678225,-1.3759826861978066,-1.0733889145990105,-1.1817013554927998,-0.19870063457488465,-0.013164570305020551,0.42034913563027987,-1.5735869295241025,-4.996175955063345,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darell Hernaiz,ATH,45.9508,153.096,139.421,33.8853,24.6259,6.77499,0.159369,2.32508,14.7284,14.3639,10.3923,0.0,28.3028,1.03364,1.26244,0.986897,4.68737,2.33924,0.91126,0.243043,0.0678807,0.184869,0.367182,0.297886,0.343953,0.28359,0.641839,0.10091,3.64307,0.286766,0.105654,-0.185754,14.6326,-3.27632,87.244,-0.0800997,-0.313188,-2.3146274983882904,1.0405811965465546,0.395502,748.8900146484375,3.36813,1.82988,1.60257,,,,124.5,2.706521739,124.5,2.706521739,Darell Hernaiz,26224,687231,-1.102568306067775,-0.8817769330713714,-0.8574479786241488,-0.3764101377781923,-0.05762831779676641,-0.6944474071042441,-1.0438792939496413,-5.014158374392139,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
