Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,NameASCII,PlayerId,MLBAMID,HR_z,R_z,RBI_z,SB_z,BB/K_z,OBP_z,PA_z,total_z,value_above_replacement,dollar_value,Position,W,L,QS,ERA,GS,SV,HLD,BS,IP,TBF,ER,K/9,BB/9,K/BB,HR/9,K-BB%,WHIP,LOB%,GB%,HR/FB,FIP,RA9-WAR,FPTS/IP,SPTS/IP,QS_z,SV_z,HLD_z,K-BB%_z,ERA_z,WHIP_z,IP_z
Juan Soto,NYM,151.128,674.537,537.573,150.104,84.5339,27.9435,2.40239,35.2245,109.39,97.3784,127.642,5.26238,112.482,3.92128,4.37999,1.02099,12.0763,8.56226,2.97394,0.279226,0.189229,0.166754,1.13477,0.418204,0.53672,0.408174,0.954924,0.257494,4.19417,0.291391,-1.63281,-1.15601,132.108,53.2021,167.467,-2.78882,-3.83187,50.4574613571167,-11.78047251701355,6.31558,7.929999828338623,2.01018,0.412981,1.15134,,,,1128.3,7.47218543,1128.3,7.47218543,Juan Soto,20123,665742,3.5860398876243176,2.6028724080830066,2.277062248293295,0.2166556597357498,8.402916801116067,6.619877515391794,2.2016483495031998,25.907072869747427,20.8848258543987,61.9,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Judge,NYY,146.265,641.148,517.048,145.992,75.7201,23.8522,1.03397,45.3854,104.425,111.128,113.713,10.0547,163.841,5.85564,4.14049,0.391191,15.3048,7.61169,1.53469,0.282356,0.177358,0.255543,0.694043,0.414448,0.595821,0.423341,1.01027,0.313465,3.63456,0.322495,0.0102216,-0.561166,133.396,58.3954,177.901,-0.550944,-0.466404,57.88648337125778,-7.60646653175354,7.39902,3.430000066757202,2.85299,0.75435,1.52863,,,,1168.5,8.003424657,1168.5,8.003424657,Aaron Judge,15640,592450,5.034104291048025,2.420102584006174,2.7962277171695047,0.12606450702487504,3.545114609545724,6.391544228527855,1.9938301639611211,22.306988101283277,17.28474108593455,51.4,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shohei Ohtani,LAD,145.098,649.135,556.743,158.585,83.3911,28.8816,5.04225,41.2696,112.065,100.02,82.461,9.99975,148.765,4.77831,3.83663,1.31575,6.46441,33.4177,7.09062,0.284843,0.127032,0.229174,0.554305,0.379464,0.577213,0.400955,0.956677,0.29237,6.9175,0.316601,-0.260308,2.54404,123.362,47.4273,162.502,2.28373,0.0,49.753581047058105,-13.787442207336426,5.9482,1.5,4.78738,0.931424,0.458641,,,,1135.5,7.831034482,1135.5,7.831034482,Shohei Ohtani,19755,660271,4.447547640395888,2.7013435620418234,2.376805331916338,2.585426987187685,2.0048877510921774,4.264810547045442,2.0435424598646996,20.42436427954405,15.402117264195324,45.9,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Tucker,CHC,148.747,646.342,552.572,155.64,90.5523,30.7972,2.18056,32.1096,96.9731,94.1565,85.1196,6.03206,100.277,2.9081,4.90362,0.838643,10.3514,20.4918,3.53257,0.281664,0.131694,0.155146,0.848843,0.377484,0.519619,0.382112,0.897103,0.237955,5.14657,0.290598,0.572216,1.30582,113.028,37.4205,149.539,1.87803,-0.798183,39.34085392951965,-9.023657202720642,5.35518,8.039999961853027,1.79303,0.662712,0.358398,,,,1013.5,6.802013422,1013.5,6.802013422,Kyle Tucker,18345,663656,3.1421248987724932,2.1457858766470306,2.1554078565893717,1.3535638094885187,5.251358563864587,4.144443159401511,2.026158405468969,20.218842570232482,15.196595554883755,45.3,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yordan Alvarez,HOU,137.754,598.027,507.084,152.39,83.8686,30.0602,2.09065,36.3705,90.5373,97.6792,76.2473,10.1003,99.7318,9.96608,4.3118,0.417986,11.6329,3.46562,0.75814,0.300522,0.127498,0.166768,0.764523,0.399263,0.583223,0.412398,0.982486,0.282701,3.3477,0.309143,-0.809953,-0.876571,119.157,49.2009,175.425,-1.68652,-1.16374,49.92450273036957,-14.71275758743286,5.69549,18.81999969482422,3.30366,0.851086,1.3907,,,,1041.9,7.55,1041.9,7.55,Yordan Alvarez,19556,670541,3.749360243726983,1.9088734831337015,2.2884200312861065,-0.26906395328838617,4.321962632158084,5.468423631874799,1.7254385386126545,19.193414607503943,14.171167592155216,42.3,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
José Ramírez,CLE,152.444,662.145,590.062,164.229,94.135,36.866,3.04672,30.1818,94.1432,100.173,63.6161,10.1003,78.7329,2.76845,5.29705,0.401139,7.65873,30.9712,6.91974,0.278326,0.0960758,0.118906,0.807999,0.348495,0.504581,0.360357,0.853076,0.226255,5.90543,0.275566,0.794438,2.20452,104.198,26.7416,138.517,2.99896,-0.634818,32.1803936958313,1.129583477973938,5.71982,5.0,3.37801,0.390139,0.345189,,,,975.1,6.415131578,975.1,6.415131578,Jose Ramirez,13510,608070,2.86738756675267,2.0416125986701865,2.3825823957391448,2.3522708228787383,4.801165876072599,2.3821551793965456,2.1245186674151633,18.951693106925045,13.929446091576319,41.6,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mookie Betts,LAD,147.268,652.328,566.442,159.358,94.5957,33.4141,3.11979,28.2289,103.505,89.6665,75.6837,2.76222,88.3489,5.03834,4.2158,0.947911,9.50639,15.409,3.21505,0.281332,0.116021,0.135436,0.856646,0.368572,0.500843,0.373135,0.869416,0.219511,5.38941,0.288781,0.178268,0.417807,109.362,33.0537,143.364,0.596075,-2.70865,33.69249939918518,2.7972583770751953,6.01326,12.359999656677246,1.91614,0.106017,0.680022,,,,963.5,6.554421768,963.5,6.554421768,Mookie Betts,13611,605141,2.589073148399359,2.3862358693736088,1.9858718006128941,0.8691631751335163,5.337365163189845,3.6026683317839936,2.06341617475391,18.83379366324713,13.811546647898401,41.3,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freddie Freeman,LAD,151.131,663.519,569.776,167.266,105.469,35.1989,2.55161,24.046,96.5482,93.0077,78.0736,9.24376,106.742,9.84143,5.40661,0.421981,11.927,10.7164,2.33846,0.293564,0.117666,0.160873,0.731421,0.384831,0.490905,0.374718,0.875736,0.197341,4.74939,0.322281,0.0832767,-0.257131,112.083,34.4663,144.453,-0.173854,0.66396,34.335865557193756,-10.997359693050385,4.69354,25.11000061035156,2.79404,0.0321782,1.0245,,,,988.7,6.547682119,988.7,6.547682119,Freddie Freeman,5361,518692,1.9929538486246314,2.1301446081172726,2.112030791755123,0.4219493526785145,3.9571041865775745,4.59107911749239,2.13307065121027,17.338332556455775,12.316085541107048,36.9,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vladimir Guerrero Jr.,TOR,154.019,668.76,588.357,173.819,107.321,34.6087,1.06862,30.8207,91.5217,101.033,68.7578,8.62441,95.6821,6.71734,4.52408,0.404295,18.9709,4.02014,1.65187,0.295431,0.102814,0.143074,0.718607,0.372996,0.515039,0.37771,0.888034,0.219608,3.0402,0.306614,-1.78992,-1.23963,114.58,36.3493,150.828,-3.02955,-2.72232,35.86406421661377,-13.418094873428345,4.62059,15.43000030517578,3.12148,0.266649,1.34773,,,,1015.0,6.59090909,1015.0,6.59090909,Vladimir Guerrero Jr.,19611,665489,2.9584393778469043,1.945110867790546,2.415054780625508,-0.21621712875023086,3.815865103692291,3.871610414075275,2.1656914278261024,16.95555484310639,11.933307827757664,35.8,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Witt Jr.,KCR,152.85,668.796,606.123,179.804,106.844,35.4102,7.76534,29.7844,105.591,95.9137,49.7579,5.08913,106.977,6.38963,5.48292,1.04197,6.84161,32.8144,10.2321,0.296645,0.0743993,0.159955,0.465126,0.35335,0.528106,0.373345,0.881457,0.231461,7.1745,0.315933,2.1426,1.17256,112.236,34.0013,143.508,3.31516,3.4924,37.360220432281494,10.568763256072998,7.25135,1.6399999856948853,3.91341,1.53989,0.547473,,,,1033.8,6.756862745,1033.8,6.756862745,Bobby Witt Jr.,25764,677951,2.8107527416957776,2.463024963638316,2.2217572458013692,2.5279313346523944,1.0219347174862219,2.677298445563854,2.165915497270516,15.88861494610845,10.866367930759724,32.7,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corbin Carroll,ARI,150.401,655.393,568.458,147.835,86.6462,26.0663,10.4438,24.6791,109.642,76.1194,68.7799,0.62357,124.653,10.6961,4.44128,3.0179,4.61852,39.4656,7.72943,0.260064,0.104945,0.190196,0.551772,0.348437,0.472906,0.35436,0.821342,0.212842,8.50658,0.29076,2.20958,3.45646,99.9723,23.3056,126.541,5.66604,1.63753,26.46658229827881,-4.751220107078552,4.49677,9.859999656677246,1.55768,-1.31661,1.28869,,,,919.9,6.132666666,919.9,6.132666666,Corbin Carroll,25878,682998,2.083179082000371,2.612148942960622,1.474352445619811,3.161803511252298,1.9769683974985748,2.3786292660211172,2.0824931982852073,15.769574843638,10.747327828289274,32.3,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Kwan,CLE,145.862,644.714,570.187,160.915,117.066,28.1146,4.23739,11.4972,90.513,55.971,63.7137,0.85608,64.5995,4.99394,3.41812,2.40145,7.09521,17.0156,3.93484,0.282215,0.0988246,0.100199,0.986288,0.357494,0.406878,0.336269,0.764371,0.124663,5.71212,0.300333,0.728861,0.350039,88.9558,13.5384,121.573,1.0789,2.54978,16.992830514907837,-4.203091621398926,3.54053,140.88999938964844,2.12576,-0.371135,1.27157,,,,767.1,5.254109589,767.1,5.254109589,Steven Kwan,24610,680757,0.20458169796047598,1.9079789601276458,0.713577329754228,1.0222752509883102,6.766311408188591,2.9292188770772056,2.016025487260503,15.55996901135696,10.537721996008234,31.7,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryce Harper,PHI,143.308,623.251,532.758,149.428,86.2136,34.0723,1.02064,28.1214,88.3529,89.9679,81.4334,9.89974,133.889,4.21271,4.48255,0.364605,16.2957,9.11103,3.08606,0.28048,0.130659,0.214824,0.608214,0.377395,0.50662,0.37578,0.884014,0.22614,3.83542,0.323286,-1.21286,-0.705925,105.814,32.9072,142.002,-1.91878,1.73426,29.38519251346588,-9.509708881378174,4.19621,21.459999084472656,3.19516,-1.05056,0.73806,,,,932.6,6.521678321,932.6,6.521678321,Bryce Harper,11579,547180,2.5737529579272502,1.8284621228691633,1.9972522387579523,0.26895449819388195,2.599086105958944,4.139032706118526,1.8824365293315548,15.288977159157271,10.266730143808545,30.9,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronald Acuña Jr.,ATL,118.368,537.221,463.464,129.95,82.2995,24.3766,1.79153,21.4824,91.7158,63.0306,62.9603,1.63246,101.499,7.43845,2.41907,0.939125,9.76241,33.3721,8.51431,0.280389,0.117196,0.188933,0.620306,0.373589,0.479772,0.369668,0.853361,0.199383,6.34746,0.316323,2.38058,2.03379,88.5652,25.7222,137.285,4.41436,-2.00731,28.36694622039795,-7.848123788833618,3.96677,32.88999938964844,5.82338,-0.467563,1.04988,,,,790.9,6.702542372,790.9,6.702542372,Ronald Acuna Jr.,18401,660670,1.6276064970497695,1.9522560083450906,0.9801378510841933,2.5810812193182846,2.732367125956513,3.907659838758532,1.3469727986961662,15.12808133920855,10.105834323859822,30.5,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gunnar Henderson,BAL,151.261,664.562,583.331,158.877,91.8657,30.0736,5.28516,31.6529,104.565,86.3217,70.6284,1.16573,147.597,5.6293,3.63848,1.33458,4.57416,16.8103,3.9511,0.272362,0.106278,0.222097,0.478521,0.354532,0.504825,0.368435,0.859357,0.232463,6.23514,0.312039,1.46909,0.444149,108.899,31.1601,145.58,1.91324,-1.4249,36.572142243385315,5.577927470207214,6.64113,5.960000038146973,2.93863,-0.55818,0.661533,,,,975.8,6.462251655,975.8,6.462251655,Gunnar Henderson,26289,683002,3.077039029110986,2.425256214493738,1.8595768785571878,1.0027097653833128,1.1695777263240843,2.749154128490685,2.1395624409470213,14.422876183307014,9.400629167958288,28.4,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Schwarber,PHI,148.752,665.023,553.574,124.673,65.4547,20.2215,0.898,38.0988,101.987,89.9015,100.105,3.99622,191.357,5.63245,4.33098,1.38094,5.91595,4.62307,1.57549,0.225215,0.150528,0.287745,0.523129,0.34719,0.471458,0.353041,0.818648,0.246243,3.55238,0.263585,-0.476199,-1.03305,100.735,22.9418,126.698,-1.50925,-1.19476,19.721797108650208,-17.16701650619507,2.55103,77.86000061035156,3.52262,-0.396336,1.95788,,,,888.8,5.965100671,888.8,5.965100671,Kyle Schwarber,16478,656941,3.995666152498567,2.330355790229876,1.9947450685760284,-0.15875673792791603,1.6612581547107497,2.3028221284494106,2.142431774665758,14.268522331202472,9.246275315853746,28.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ketel Marte,ARI,141.204,615.308,537.222,149.166,87.0048,30.1383,3.76785,28.2554,92.4768,85.5536,66.9159,4.91262,109.445,5.32824,4.93606,0.905735,11.8499,7.25332,1.63395,0.277663,0.108752,0.177871,0.611409,0.360368,0.505576,0.369143,0.865944,0.227914,4.83501,0.298946,-0.316814,-0.429184,101.179,29.2012,136.491,-0.745998,-0.693401,26.10334038734436,-0.0468644499778747,4.80725,29.93000030517578,3.00241,2.78082,0.802027,,,,894.1,6.341134751,894.1,6.341134751,Ketel Marte,13613,606466,2.5928497534924833,1.9802696712096362,1.8305745078232158,0.09191115546002848,2.634302187574246,3.103933963990668,1.8329980960822594,14.066839335632537,9.04459232028381,27.4,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Arraez,SDP,145.521,642.613,594.346,184.11,142.048,31.9432,2.34617,7.77277,81.7807,57.0791,36.85,4.85373,36.1959,5.99144,3.33114,2.0945,15.6896,7.01952,2.15294,0.309769,0.057344,0.0563261,1.01807,0.354325,0.410643,0.332474,0.764968,0.100874,4.17261,0.318466,0.602188,-0.888971,86.7031,11.5314,115.393,-0.286783,1.72631,11.286754965782166,-10.839987516403198,2.2574,194.61000061035156,2.84936,-0.691411,2.0661,,,,752.5,5.154109589,752.5,5.154109589,Luis Arraez,18568,650333,-0.3261994834352033,1.5865286207950926,0.7554176200944364,0.0696295649366556,7.116620486716771,2.7365702652370008,2.0029485455184948,13.941515619863248,8.91926860451452,27.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Lindor,NYM,150.209,666.988,591.01,153.404,92.9573,30.5244,2.04179,27.8806,99.497,84.1902,59.7659,0.978997,125.715,10.6738,4.22992,1.30758,7.65569,24.615,4.62987,0.259562,0.0896057,0.188482,0.475408,0.336263,0.459643,0.344279,0.795906,0.200081,5.87786,0.284218,0.146927,1.76601,96.3287,18.3057,123.513,1.91293,3.06417,20.262368202209473,9.78174901008606,5.39802,14.710000038146973,3.6968,1.60536,0.632331,,,,876.8,5.845333333,876.8,5.845333333,Francisco Lindor,12916,596019,2.5394357312697267,2.238694790843912,1.779094450202207,1.746512714732192,1.1352654690256698,1.6385522068407212,2.154662231839983,13.232217594754413,8.209970579405686,24.9,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Olson,ATL,154.694,663.135,573.523,144.684,80.5661,28.3975,1.41291,34.3075,91.0372,103.212,79.3818,5.37234,159.636,5.7584,4.06913,0.402984,13.4556,0.561654,0.115573,0.252273,0.119707,0.240729,0.497269,0.346783,0.486171,0.356535,0.832954,0.233898,2.28002,0.287702,-0.467243,-1.1999,102.314,24.7419,128.446,-1.66714,0.761412,20.890393495559692,-11.17481642961502,3.28409,38.81999969482422,2.26663,-0.390198,1.53359,,,,901.4,5.81548387,901.4,5.81548387,Matt Olson,14344,621566,3.4553551000622376,1.9272756251389398,2.497330741866654,-0.5458175089162602,1.3762228274582582,2.278079943211493,2.1306805771365283,13.119127305957852,8.096880290609125,24.6,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elly De La Cruz,CIN,149.863,650.493,579.507,147.298,84.2033,31.1462,7.37949,24.5687,96.4751,77.8503,60.9385,2.26205,196.351,4.94086,3.26286,1.84403,10.5576,54.9258,13.9209,0.254178,0.0936804,0.301849,0.310355,0.328648,0.460579,0.339421,0.789227,0.206402,8.33732,0.339171,0.0163524,4.18044,91.4032,15.3097,111.646,4.19679,2.51878,13.255446434020996,9.312327146530151,4.56796,4.110000133514404,3.90724,-1.25383,1.86268,,,,871.3,5.808666666,871.3,5.808666666,Elly De La Cruz,26668,682829,2.0674456026690144,2.1274536767698375,1.5397087839916788,4.6351903624475455,-0.6839895916473995,1.1756240972909682,2.0519948572400675,12.913427788761712,7.8911807734129855,24.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael Devers,BOS,147.197,639.409,561.237,152.069,86.2508,32.3735,2.92388,30.5212,91.8506,92.2093,67.2296,10.05,139.77,5.98489,4.13124,0.826225,14.1891,3.83353,0.921468,0.270954,0.105143,0.218592,0.481003,0.352787,0.502202,0.36208,0.854989,0.231248,3.912,0.307657,-0.368063,-0.785742,101.507,26.7098,132.689,-1.1538,-4.64129,22.76227366924286,-3.30645489692688,4.21072,37.209999084472656,1.59415,-0.018968,1.02641,,,,915.3,6.226530612,915.3,6.226530612,Rafael Devers,17350,646240,2.915756614624611,1.9572182182716882,2.0818843358327133,-0.23400142134033605,1.1969349452815747,2.643072769178233,1.9830063649657133,12.543871826814197,7.52162481146547,22.9,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Tatis Jr.,SDP,145.812,634.487,571.753,156.953,90.1352,31.9936,1.88764,32.9362,95.5015,88.2535,51.2327,0.0,137.293,6.98915,3.41294,1.09908,13.5016,19.3964,4.3494,0.274511,0.0807466,0.216385,0.373162,0.33972,0.509888,0.363844,0.849608,0.235377,5.44285,0.306261,0.891054,0.946852,101.626,27.4053,136.973,1.83791,2.41165,29.284789443016052,-4.52449369430542,4.74048,10.31999969482422,6.76888,-0.385904,0.394698,,,,920.5,6.30479452,920.5,6.30479452,Fernando Tatis Jr.,19709,665487,3.2599264749980277,2.0916138578934618,1.9325189170728578,1.2491700786959496,0.008284723849401356,1.8487088023382285,1.9523710925934312,12.342593947441358,7.320346932092631,22.3,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Seager,TEX,125.797,549.463,485.392,137.123,80.3384,27.0829,0.779777,28.922,79.4015,79.036,54.9145,9.40826,93.6918,4.38922,3.86443,0.902914,8.96857,1.73734,0.719269,0.2825,0.0999421,0.170515,0.586118,0.358077,0.520263,0.370672,0.87834,0.237763,2.56936,0.295113,-1.16511,-0.971701,91.0277,26.7526,144.547,-2.13681,-1.08398,25.86964535713196,2.748875617980957,4.84736,50.43000030517578,5.50407,2.59924,0.997,,,,816.8,6.482539682,816.8,6.482539682,Corey Seager,13624,608369,2.6878491857595312,1.4989463518235722,1.584479140689075,-0.4337723676157377,2.3555385193011302,2.9646603856612512,1.4231688580991466,12.080870073717968,7.058623058369241,21.6,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Bregman,,129.001,596.053,525.202,136.227,85.6137,27.2782,2.30024,21.0346,76.9204,75.1837,59.7816,0.795861,77.4538,6.43374,4.18549,0.450532,14.7391,2.86523,0.823179,0.25938,0.100296,0.129944,0.771836,0.339894,0.440229,0.339199,0.780123,0.180849,3.43639,0.26733,-1.38387,-0.952364,83.6471,13.9219,120.019,-2.33623,0.22518,11.62475085258484,2.2159420251846313,3.48048,145.5,1.54948,-0.803056,0.581129,,,,724.6,5.617054263,724.6,5.617054263,Alex Bregman,17678,608324,1.5637889966459537,1.4076129760900316,1.4390217356917063,-0.3262822772162211,4.402568330077553,1.8592865424645104,1.7131520640773261,12.05914836783086,7.036901352482133,21.5,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Yelich,MIL,121.889,533.114,456.808,124.238,83.313,22.4969,2.92581,15.5019,75.8316,59.3609,68.0097,4.84765,111.087,3.95081,2.91851,1.42625,7.8154,21.1745,3.81191,0.271969,0.127571,0.208375,0.612217,0.36901,0.435833,0.350156,0.804843,0.163864,6.02939,0.326399,0.385893,1.50384,79.516,17.1533,124.973,1.88973,-0.440457,17.810287594795227,-10.920303463935852,2.54509,116.88999938964844,4.58346,3.40411,0.760899,,,,713.4,5.847540983,713.4,5.847540983,Christian Yelich,11477,592885,0.775305109901438,1.3675324555553174,0.8415751640871152,1.4186264350244748,2.6432081637699154,3.629295056929468,1.321410209579352,11.99695259484708,6.9747055794983535,21.3,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Contreras,MIL,146.012,621.096,545.216,151.314,95.6393,30.5332,1.94206,23.1996,84.7989,82.4085,67.743,3.12957,130.293,3.92619,3.62859,0.581427,17.5972,6.86273,1.72725,0.277531,0.10907,0.209779,0.519929,0.359353,0.46831,0.357348,0.827663,0.19078,4.05691,0.324052,-0.893806,-0.622773,96.234,23.5795,129.814,-1.51658,-1.67385,20.62664222717285,3.959328413009643,4.67529,23.63999938964844,2.41138,-1.47874,0.719919,,,,841.8,5.765753424,841.8,5.765753424,William Contreras,20503,661388,1.8723305070842342,1.6976335317777105,1.7118199756068193,0.05468717580851348,1.6259869618566132,3.042230479920671,1.8690234834229271,11.87371211547749,6.851465100128763,21.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinnie Pasquantino,KCR,139.919,597.393,531.73,144.052,87.5271,31.1188,1.72292,23.6833,74.1495,86.435,54.5541,2.04934,79.1577,5.32702,5.37709,0.405238,13.2304,1.69731,0.513882,0.270912,0.0913203,0.132505,0.689183,0.341604,0.469537,0.348793,0.81114,0.198624,2.92483,0.277178,-1.15487,-1.0159,88.4482,18.5663,126.619,-2.17077,1.18466,16.43462610244751,-10.187335133552551,2.70086,114.45999908447266,2.77384,-0.833954,0.890312,,,,782.3,5.587857142,782.3,5.587857142,Vinnie Pasquantino,27676,686469,1.9412642385387358,1.3056115852472332,1.8638549264730306,-0.43758730375196797,3.4915464853985037,1.9632401954297236,1.721492426730487,11.849422554065745,6.827175538717018,20.9,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adley Rutschman,BAL,142.874,610.565,532.623,138.088,89.1114,27.077,1.06401,20.8352,79.4127,72.479,68.8867,3.11583,95.9402,3.56506,4.54203,0.947975,9.21958,1.72456,0.698613,0.25926,0.112825,0.157134,0.718018,0.345364,0.431447,0.337716,0.77681,0.172187,2.78633,0.278914,0.530121,-1.18857,84.955,13.5323,123.971,-0.658444,-0.392799,16.088374733924866,5.633766621351242,4.34548,68.61000061035156,3.29841,-1.23105,0.639056,,,,741.2,5.183216783,741.2,5.183216783,Adley Rutschman,26288,668939,1.5353718247376889,1.4993586422625773,1.3368960852240939,-0.4349903262422934,3.809372999757577,2.191816648733344,1.803476946780811,11.741302821253797,6.71905580590507,20.6,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac Paredes,HOU,142.889,595.226,509.745,122.971,73.7901,24.4593,1.11485,23.6071,74.4035,77.257,66.9814,1.0391,101.097,14.1271,3.8792,0.493921,15.0645,1.52938,0.751429,0.241241,0.112531,0.169846,0.662545,0.343146,0.432534,0.339434,0.775679,0.191293,2.68012,0.255488,-0.765942,-1.21278,83.6435,14.0151,124.1,-1.97872,-0.969668,14.435132026672363,1.2354130148887634,3.66767,197.13999938964844,1.98829,-0.80628,0.813118,,,,723.7,5.06083916,723.7,5.06083916,Isaac Paredes,20036,670623,1.9304047174785064,1.314961743417528,1.5173066142787959,-0.45359135634645054,3.1979358493833505,2.0569808579281763,1.7080046910070545,11.272003117146962,6.249756101798235,19.2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yandy Díaz,TBR,142.009,616.098,543.125,156.406,109.145,30.165,1.05138,16.0439,74.068,64.463,62.415,0.161023,92.7734,5.81172,3.44132,1.30488,13.0748,1.25032,0.760936,0.287974,0.101307,0.150582,0.672769,0.365379,0.436005,0.35097,0.801384,0.148031,2.40406,0.320644,-1.6304,-1.45674,92.2968,20.2269,128.116,-3.08715,-0.547715,17.180103540420532,-12.15801215171814,2.63868,212.25,1.37162,0.398706,1.1775,,,,776.8,5.470422535,776.8,5.470422535,Yandy Diaz,16578,650490,0.8525473725608137,1.3026114360705436,1.0342232512135265,-0.48018631208405704,3.310627310552316,3.408560721305679,1.8379151755568839,11.266298955175706,6.24405193982698,19.2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian Happ,CHC,150.674,650.566,560.278,137.581,82.7291,30.6164,2.16211,22.0739,87.4128,75.186,79.1878,1.40377,156.787,6.35905,3.82007,0.921413,9.04147,11.9947,2.8476,0.245559,0.121721,0.241,0.505067,0.343462,0.426117,0.336624,0.769579,0.180557,4.70235,0.299835,0.0199949,-0.0713891,89.9487,13.8468,118.247,-0.0513942,-1.66864,13.837981473654509,-8.644277572631836,2.77501,132.4600067138672,1.59607,-1.44235,0.67301,,,,790.3,5.233774834,790.3,5.233774834,Ian Happ,17919,664023,1.711903172996302,1.7938554941451692,1.439108580441984,0.5437738059121651,1.462174315544683,2.076191006663267,2.052449220280127,11.0794555959837,6.057208580634972,18.7,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nolan Schanuel,LAA,137.526,577.11,494.331,127.356,91.5666,21.5873,1.04089,13.1615,69.7969,57.9943,68.9989,1.09199,94.8457,8.23068,4.00329,1.54658,10.5353,8.17388,1.8463,0.257634,0.119559,0.164346,0.727486,0.355453,0.385389,0.329295,0.740842,0.127756,4.00011,0.292562,-1.19231,-0.436577,76.3884,8.87918,113.651,-1.62888,-1.35094,7.385669112205505,-11.962517142295836,1.5142,310.32000732421875,2.78314,-1.04532,0.409211,,,,649.5,4.706521739,649.5,4.706521739,Nolan Schanuel,33189,694384,0.4417667491486657,1.14538521338886,0.7899742789874594,0.17964229734281767,3.9137316416147527,2.805143201228088,1.595247967257308,10.870891348967952,5.848644333619225,18.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Altuve,HOU,142.095,630.722,567.183,157.217,106.107,29.7572,1.09407,20.2588,90.3556,63.9764,52.5213,1.19462,107.611,6.798,2.88208,1.33805,13.7513,17.9677,4.41522,0.27719,0.0832716,0.170615,0.488066,0.344045,0.440668,0.34132,0.784713,0.163478,5.07954,0.309724,-0.640459,0.509167,89.5891,15.8084,125.427,-0.131292,-3.23825,18.219002544879913,-1.4186700582504272,3.90656,65.86000061035156,1.45191,-0.074396,0.744308,,,,795.9,5.604929577,795.9,5.604929577,Jose Altuve,5417,514888,1.4532271011272386,1.9021848069937697,1.0158499227417774,1.1130122156474347,1.2747850812593144,2.111632515247312,1.928937163198543,10.799628806215388,5.777381790866661,17.8,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
