Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tarik Skubal","DET",15,7,23,2.54652,32,32,0,0,,202,800,154,63,57,19,44,,8,247,10.968,1.96709,5.57576,0.857828,0.308524,0.0553331,0.253190778195858,0.206306,0.980121,0.280238,0.792603,,,2.7127,6.08276,6.60006,6.880000114440918,,,,,,,1198.7000000000003,5.934158415841585,1101,5.4504950495049505,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Garrett Crochet","BOS",14,8,22,2.90421,32,32,0,0,,199,806,162,70,64,20,53,,8,246,11.0889,2.39337,4.63318,0.880965,0.30493,0.0658144,0.23911578208208084,0.217302,1.07697,0.296859,0.770825,,,2.86829,5.65702,5.92081,11.869999885559082,,,,,,,1114.4,5.6000000000000005,1044,5.2462311557788945,,,,,,,,,,,,,,,,,,,"Garrett Crochet","27463",676979
"Paul Skenes","PIT",14,7,22,2.73761,32,32,0,0,,191,771,152,64,58,17,51,,8,230,10.8243,2.41534,4.48148,0.785268,0.2987,0.066652,0.23204751312732697,0.213998,1.06354,0.291825,0.776842,,,2.79608,5.49778,6.09531,9.869999885559082,,,,,,,1092.1000000000001,5.717801047120419,1017,5.324607329842932,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Cristopher Sánchez","PHI",15,8,21,3.09022,32,32,0,0,,202,830,177,76,70,18,53,,9,206,9.15507,2.33641,3.91844,0.780942,0.248105,0.0633172,0.18478776514530182,0.229635,1.1317,0.291535,0.749023,,,3.13543,5.08576,5.50789,25.75,,,,,,,1039.2,5.144554455445545,1002,4.96039603960396,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Logan Webb","SFG",13,9,20,3.25159,32,32,0,0,,205,846,191,81,74,17,48,,9,200,8.78043,2.10693,4.16741,0.750646,0.235732,0.0565656,0.1791662499308586,0.242085,1.16913,0.303783,0.735987,,,3.09687,4.57584,4.58811,58.5099983215332,,,,,,,1040.3000000000002,5.074634146341464,1033,5.0390243902439025,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Framber Valdez","DET",13,9,19,3.52312,31,31,0,0,,194,807,177,83,76,16,65,,9,181,8.43537,3.02406,2.78942,0.745239,0.224805,0.0805919,0.14421293139457703,0.241107,1.24919,0.300057,0.725016,,,3.48229,3.84772,3.70658,83.2300033569336,,,,,,,918.6000000000001,4.7350515463917535,902,4.649484536082475,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Max Fried","NYY",14,9,19,3.31909,31,31,0,0,,188,774,162,76,69,18,59,,8,181,8.69079,2.81298,3.08954,0.853987,0.233983,0.075734,0.1582489162683487,0.228296,1.17319,0.282638,0.740515,,,3.50888,3.84368,3.93464,50.15999984741211,,,,,,,909.5999999999999,4.838297872340425,867,4.611702127659575,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Chris Sale","ATL",12,7,18,3.01939,28,28,0,0,,162,666,130,59,54,18,47,,7,198,10.9889,2.61405,4.20377,1.0149,0.297581,0.0707892,0.22679197788238525,0.212604,1.09173,0.282742,0.776678,,,3.16154,3.82541,4.51444,39.349998474121094,,,,,,,873.3999999999999,5.391358024691357,810,5,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Bryan Woo","SEA",14,9,21,3.14412,32,32,0,0,,197,798,162,75,69,24,45,,8,208,9.46244,2.03125,4.65843,1.1126,0.260177,0.0558508,0.204326294362545,0.218002,1.0485,0.268989,0.761841,,,3.43965,3.79701,4.17693,35.040000915527344,,,,,,,998.4000000000001,5.068020304568528,930,4.720812182741117,,,,,,,,,,,,,,,,,,,"Bryan Woo","30279",693433
"Hunter Brown","HOU",12,9,19,3.35541,31,31,0,0,,182,754,154,74,68,19,61,,8,198,9.82433,3.01698,3.25635,0.93267,0.26319,0.0808238,0.18236654251813889,0.225696,1.18537,0.290297,0.74803,,,3.44139,3.79426,3.90256,36.90999984741211,,,,,,,901.6999999999999,4.954395604395604,852,4.681318681318682,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Zack Wheeler","PHI",12,7,17,3.18763,26,26,0,0,,159,646,129,61,56,19,44,,7,188,10.6468,2.47964,4.29366,1.105,0.290798,0.0677271,0.22307046502828598,0.216081,1.08574,0.281293,0.764781,,,3.32055,3.76225,4.19885,112.87000274658203,,,,,,,830.5000000000001,5.223270440251573,771,4.849056603773585,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Sonny Gray","BOS",12,9,18,3.68033,31,31,0,0,,177,741,166,79,72,21,49,,8,188,9.55257,2.48041,3.85121,1.057,0.253255,0.06576,0.18749543279409409,0.241954,1.21232,0.304264,0.730687,,,3.4977,3.68543,3.40781,135.75,,,,,,,824.9,4.66045197740113,817,4.6158192090395485,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Jesús Luzardo","PHI",13,9,18,3.48236,31,31,0,0,,178,737,150,75,69,22,57,,8,200,10.1193,2.88021,3.51337,1.12397,0.271241,0.0772025,0.19403868913650513,0.223025,1.16311,0.283763,0.749287,,,3.60502,3.60716,3.94787,72.45999908447266,,,,,,,861.5999999999999,4.8404494382022465,809,4.544943820224719,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Cole Ragans","KCR",11,8,18,3.37248,29,29,0,0,,164,679,135,67,61,18,59,,8,196,10.7674,3.21904,3.34491,0.995554,0.288903,0.086371,0.2025318294763565,0.220849,1.18303,0.294106,0.752559,,,3.39207,3.60252,3.76296,47.27000045776367,,,,,,,832.2,5.074390243902439,777,4.737804878048781,,,,,,,,,,,,,,,,,,,"Cole Ragans","21846",666142
"Yoshinobu Yamamoto","LAD",13,7,16,3.22123,26,26,0,0,,155,625,124,60,55,16,51,,7,172,10.036,2.9833,3.36405,0.918474,0.275665,0.0819444,0.19372063130140305,0.219191,1.13572,0.286378,0.750166,,,3.3597,3.59285,3.88733,26.75,,,,,,,797.8000000000001,5.147096774193549,737,4.754838709677419,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Jacob deGrom","TEX",11,8,17,3.40508,29,29,0,0,,170,683,139,70,64,22,46,,7,185,9.78208,2.42526,4.03341,1.16247,0.270524,0.0670708,0.20345310866832733,0.221193,1.08921,0.277347,0.744158,,,3.57573,3.46422,3.48025,49.77000045776367,,,,,,,837.0000000000001,4.923529411764706,775,4.5588235294117645,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Logan Gilbert","SEA",12,7,19,3.05293,29,29,0,0,,164,665,133,61,56,20,39,,7,184,10.1017,2.14036,4.71961,1.09136,0.276781,0.0586449,0.21813634410500526,0.214847,1.04905,0.27248,0.771714,,,3.30484,3.41461,3.64938,36.650001525878906,,,,,,,851.8000000000002,5.1939024390243915,790,4.817073170731708,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"George Kirby","SEA",12,8,19,3.21309,31,31,0,0,,172,706,152,67,61,20,34,,7,171,8.93491,1.77413,5.03623,1.05725,0.241559,0.0479643,0.1935950629413128,0.228046,1.08013,0.277185,0.753763,,,3.3901,3.38559,3.45846,64.68000030517578,,,,,,,850.5999999999999,4.945348837209302,819,4.761627906976744,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Nathan Eovaldi","TEX",11,9,17,3.65144,29,29,0,0,,174,719,159,77,71,20,48,,8,166,8.57123,2.49819,3.43097,1.01303,0.230431,0.067162,0.1632687747478485,0.239571,1.19079,0.29147,0.723631,,,3.65694,3.30037,2.97099,137.50999450683594,,,,,,,792.2000000000002,4.552873563218392,774,4.448275862068965,,,,,,,,,,,,,,,,,,,"Nathan Eovaldi","9132",543135
"Dylan Cease","TOR",12,9,18,3.55172,31,31,0,0,,176,736,144,76,69,22,69,,8,203,10.3837,3.5297,2.94181,1.10568,0.275994,0.0938177,0.1821763962507248,0.218156,1.20819,0.281328,0.750016,,,3.74434,3.19536,3.18663,74.02999877929688,,,,,,,832.4000000000002,4.729545454545455,769,4.369318181818182,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Joe Ryan","MIN",10,9,17,3.6218,29,29,0,0,,168,689,146,74,68,25,41,,7,183,9.80213,2.19232,4.47112,1.32272,0.265524,0.0593866,0.20613756775856018,0.227474,1.11165,0.279494,0.74194,,,3.72464,3.12367,3.06255,79.13999938964844,,,,,,,778.1,4.631547619047619,737,4.386904761904762,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Drew Rasmussen","TBR",9,9,18,3.54019,31,31,0,0,,159,653,142,68,62,17,45,,7,148,8.41138,2.56884,3.27439,0.95871,0.227258,0.0694046,0.15785328298807144,0.23552,1.17651,0.286091,0.72698,,,3.63781,3.09951,3.10067,137.5800018310547,,,,,,,738.3000000000002,4.643396226415096,714,4.490566037735849,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
"José Soriano","LAA",11,9,18,3.73468,31,31,0,0,,175,753,162,79,73,13,77,,9,162,8.36326,3.96575,2.10887,0.685982,0.215763,0.102312,0.11345072835683823,0.242622,1.36645,0.302304,0.724925,,,3.7404,3.08287,3.06213,333.17999267578125,,,,,,,779.8999999999999,4.4565714285714275,772,4.411428571428571,,,,,,,,,,,,,,,,,,,"Jose Soriano","22100",667755
"Ranger Suarez","BOS",11,10,15,4.05552,29,29,0,0,,170,717,169,84,77,19,50,,8,154,8.13561,2.66308,3.05497,1.00155,0.214262,0.0701356,0.14412634074687958,0.256586,1.29099,0.308704,0.70369,,,3.79608,2.93328,2.43554,181.60000610351562,,,,,,,718.9,4.228823529411764,737,4.3352941176470585,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"Tyler Glasnow","LAD",11,7,14,3.39209,24,24,0,0,,135,553,107,55,51,16,50,,6,156,10.4013,3.36665,3.0895,1.03835,0.281516,0.0911202,0.19039546698331833,0.215721,1.16895,0.281523,0.751711,,,3.58518,2.79656,3.07454,119.5199966430664,,,,,,,668,4.948148148148148,611,4.525925925925926,,,,,,,,,,,,,,,,,,,"Tyler Glasnow","14374",607192
"Kevin Gausman","TOR",12,10,17,3.9396,31,31,0,0,,181,759,165,86,79,24,57,,8,176,8.74624,2.81799,3.10372,1.20985,0.231503,0.074589,0.15691407024860382,0.238288,1.22801,0.285548,0.721198,,,4.01407,2.76387,2.43745,115.52999877929688,,,,,,,772.2,4.266298342541437,750,4.143646408839779,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Sandy Alcantara","MIA",11,10,17,4.04701,31,31,0,0,,187,784,180,92,84,21,60,,8,161,7.77775,2.87113,2.70895,1.0175,0.205657,0.0759175,0.12973903119564056,0.250752,1.28132,0.296896,0.703611,,,3.96987,2.7576,2.68006,145.8800048828125,,,,,,,775.5,4.147058823529412,780,4.171122994652406,,,,,,,,,,,,,,,,,,,"Sandy Alcantara","18684",645261
"Blake Snell","LAD",11,7,15,3.33095,24,24,0,0,,134,562,103,54,49,15,60,,7,166,11.1591,4.06361,2.7461,1.00186,0.294894,0.107387,0.18750736862421036,0.207576,1.22021,0.279498,0.766629,,,3.60652,2.74276,3.11997,158.91000366210938,,,,,,,670.3,5.002238805970149,606,4.522388059701493,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"Ryan Pepiot","TBR",10,9,17,3.72914,31,31,0,0,,168,705,144,76,70,23,59,,8,177,9.48421,3.1668,2.99489,1.21132,0.250834,0.0837541,0.1670803725719452,0.224929,1.20723,0.275692,0.740742,,,3.97238,2.71887,2.83173,125.68000030517578,,,,,,,738.9000000000002,4.398214285714287,694,4.130952380952381,,,,,,,,,,,,,,,,,,,"Ryan Pepiot","26221",686752
"Nick Lodolo","CIN",9,9,15,3.78613,28,28,0,0,,149,629,136,68,62,21,42,,7,153,9.27859,2.54106,3.65146,1.27291,0.243241,0.0666146,0.17662623524665833,0.234234,1.19855,0.282855,0.738676,,,3.89252,2.71859,2.93048,122.41999816894531,,,,,,,649.7000000000002,4.360402684563759,631,4.23489932885906,,,,,,,,,,,,,,,,,,,"Nick Lodolo","26378",666157
"Aaron Nola","PHI",12,10,16,4.05787,31,31,0,0,,179,747,167,88,81,26,51,,8,173,8.72197,2.5458,3.42602,1.30246,0.231967,0.0677076,0.1642596572637558,0.242106,1.21518,0.287757,0.713753,,,4.05902,2.69522,2.64667,209.9499969482422,,,,,,,739.6000000000001,4.131843575418995,726,4.055865921787709,,,,,,,,,,,,,,,,,,,"Aaron Nola","16149",605400
"Tanner Bibee","CLE",10,10,17,3.85678,31,31,0,0,,181,759,166,85,77,23,54,,8,170,8.46336,2.67258,3.16674,1.16208,0.224016,0.0707401,0.15327543765306473,0.238836,1.21794,0.284163,0.723017,,,3.95787,2.69291,2.52948,187.47000122070312,,,,,,,778.9,4.3033149171270715,760,4.198895027624309,,,,,,,,,,,,,,,,,,,"Tanner Bibee","30134",676440
"Kyle Bradish","BAL",10,8,15,3.51989,26,26,0,0,,137,571,120,58,53,15,44,,6,148,9.75936,2.91944,3.34289,1.01579,0.259266,0.0775572,0.18170838057994843,0.230509,1.20323,0.292873,0.74249,,,3.54317,2.67611,2.60187,73.5999984741211,,,,,,,663.3000000000002,4.84160583941606,636,4.642335766423358,,,,,,,,,,,,,,,,,,,"Kyle Bradish","24586",680694
"Shohei Ohtani","LAD",10,6,14,3.08289,23,23,0,0,,114,464,87,43,39,13,39,,5,138,10.8818,3.08787,3.52405,1.02243,0.297779,0.0844993,0.2132800817489624,0.206624,1.10186,0.274595,0.771867,,,3.35828,2.66574,2.97624,1.2599999904632568,,,,,,,601.5,5.276315789473684,545,4.780701754385965,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Emmet Sheehan","LAD",11,4,15,3.43153,42,24,0,1,,145,600,115,60,55,20,49,,7,177,11.0483,3.07821,3.5892,1.25523,0.295532,0.0823391,0.2131926417350769,0.211278,1.1377,0.273539,0.765307,,,3.65654,2.64539,2.8147,111.0199966430664,,,,,,,718,4.951724137931034,655,4.517241379310345,,,,,,,,,,,,,,,,,,,"Emmet Sheehan","29839",686218
"Jack Flaherty","DET",11,9,16,3.78811,29,29,0,0,,161,688,145,74,68,21,56,,8,175,9.78557,3.11667,3.13975,1.18607,0.254336,0.0810051,0.17333072423934937,0.231901,1.24648,0.28858,0.740847,,,3.85353,2.62277,2.51285,212.82000732421875,,,,,,,714.1000000000001,4.435403726708075,690,4.285714285714286,,,,,,,,,,,,,,,,,,,"Jack Flaherty","17479",656427
"MacKenzie Gore","TEX",10,9,16,3.78196,29,29,0,0,,161,681,138,74,68,21,62,,8,180,10.0628,3.49219,2.88152,1.18092,0.264246,0.0917036,0.17254212498664856,0.22539,1.24344,0.284452,0.740247,,,3.91269,2.61942,2.44716,164.72000122070312,,,,,,,724.3000000000002,4.498757763975156,682,4.236024844720497,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
"Nick Pivetta","SDP",11,9,16,3.75568,29,29,0,0,,174,718,146,79,73,25,55,,8,187,9.67956,2.86007,3.38438,1.31628,0.260592,0.0769984,0.18359342217445374,0.223456,1.15901,0.273305,0.736942,,,3.97313,2.6034,2.7676,95.61000061035156,,,,,,,785.5000000000001,4.514367816091955,730,4.195402298850575,,,,,,,,,,,,,,,,,,,"Nick Pivetta","15454",601713
"Chase Burns","CIN",7,4,12,2.96205,27,19,0,1,,105,438,81,38,35,12,36,,5,138,11.84,3.06588,3.86185,1.05714,0.316041,0.0818367,0.23420463502407074,0.202693,1.10604,0.276527,0.792883,,,3.19048,2.56667,2.92876,101.97000122070312,,,,,,,575.8,5.483809523809524,526,5.0095238095238095,,,,,,,,,,,,,,,,,,,"Chase Burns","35333",695505
"Michael King","SDP",10,9,16,3.7069,29,29,0,0,,162,685,140,73,67,21,58,,8,171,9.5007,3.23819,2.93396,1.16171,0.24957,0.0850625,0.16450709104537964,0.226326,1.22504,0.279032,0.742276,,,3.92236,2.48119,2.64,127.23999786376953,,,,,,,720.5,4.447530864197531,681,4.203703703703703,,,,,,,,,,,,,,,,,,,"Michael King","19853",650633
"Reid Detmers","LAA",9,5,14,3.64744,34,24,0,1,,147,620,126,65,59,19,53,,7,164,10.0364,3.24792,3.09011,1.16514,0.263782,0.0853631,0.1784185692667961,0.224117,1.21693,0.282167,0.747607,,,3.81155,2.46736,2.51736,329.75,,,,,,,678.4999999999999,4.615646258503401,640,4.35374149659864,,,,,,,,,,,,,,,,,,,"Reid Detmers","27468",672282
"Grayson Rodriguez","LAA",8,6,14,3.41261,23,23,0,0,,120,509,103,50,46,15,40,,6,137,10.249,3.00061,3.41564,1.09211,0.269246,0.0788275,0.19041883200407028,0.221907,1.18774,0.283026,0.760022,,,3.57372,2.45806,2.54766,262.75,,,,,,,571.7,4.764166666666667,541,4.508333333333334,,,,,,,,,,,,,,,,,,,"Grayson Rodriguez","24492",680570
"Spencer Strider","ATL",11,9,15,3.80392,28,28,0,0,,156,654,134,72,66,21,56,,7,179,10.2968,3.22535,3.19248,1.23533,0.27355,0.0856859,0.18786421418190002,0.226278,1.21312,0.287448,0.736061,,,3.84617,2.43349,2.66967,107.81999969482422,,,,,,,716.7000000000002,4.59423076923077,676,4.333333333333333,,,,,,,,,,,,,,,,,,,"Spencer Strider","27498",675911
"Shane Smith","CHW",8,10,15,4.0872,29,29,0,0,,161,679,146,80,73,19,63,,8,154,8.59975,3.52927,2.43669,1.09015,0.226495,0.0929519,0.13354356586933136,0.240676,1.30156,0.291749,0.711627,,,4.11916,2.43085,1.97894,246.5,,,,,,,673.1,4.180745341614907,653,4.055900621118012,,,,,,,,,,,,,,,,,,,"Shane Smith","31687",681343
"Mitch Keller","PIT",11,10,16,4.18147,31,31,0,0,,174,746,174,88,81,22,52,,8,154,7.98686,2.71498,2.94178,1.14102,0.206791,0.0702946,0.13649645447731018,0.254615,1.3059,0.299481,0.707589,,,4.05026,2.42391,2.31157,552.8099975585938,,,,,,,692.6,3.9804597701149427,712,4.091954022988506,,,,,,,,,,,,,,,,,,,"Mitch Keller","17594",656605
"Cody Ponce","TOR",10,10,13,4.02477,51,23,0,1,,175,735,165,85,78,23,52,,7,171,8.82353,2.66254,3.31395,1.20743,0.232843,0.0702614,0.16258170455694199,0.244227,1.24183,0.294264,0.718016,,,3.92977,2.41046,1.8344,260.7200012207031,,,,,,,752.0999999999999,4.297714285714285,745,4.257142857142857,,,,,,,,,,,,,,,,,,,"Cody Ponce","17920",664074
"Joe Musgrove","SDP",10,9,16,3.77166,28,28,0,0,,155,654,143,71,65,21,42,,7,148,8.5824,2.41741,3.55025,1.20965,0.22657,0.0638179,0.1627516821026802,0.236792,1.19124,0.28067,0.731276,,,3.91254,2.39559,2.40018,252.35000610351562,,,,,,,665.9000000000001,4.296129032258065,651,4.2,,,,,,,,,,,,,,,,,,,"Joe Musgrove","12970",605397
"Freddy Peralta","NYM",11,9,16,3.74485,29,29,0,0,,163,684,136,74,68,22,62,,8,178,9.84863,3.40307,2.89405,1.2177,0.260699,0.0900812,0.17061778157949448,0.221998,1.21551,0.276145,0.741692,,,3.98188,2.38205,2.58908,56.619998931884766,,,,,,,727.9999999999999,4.4662576687116555,675,4.141104294478527,,,,,,,,,,,,,,,,,,,"Freddy Peralta","18679",642547
"Gavin Williams","CLE",9,10,17,3.86106,31,31,0,0,,167,711,146,78,72,19,72,,8,172,9.2552,3.88992,2.37928,1.01907,0.24129,0.101413,0.13987677544355392,0.231573,1.30756,0.288853,0.730169,,,3.99609,2.34358,2.3768,142.07000732421875,,,,,,,726.4999999999999,4.350299401197604,692,4.1437125748503,,,,,,,,,,,,,,,,,,,"Gavin Williams","30122",668909
"Gerrit Cole","NYY",10,7,13,3.59063,23,23,0,0,,134,556,114,58,54,18,41,,6,143,9.59983,2.71861,3.53115,1.23674,0.257206,0.072839,0.18436671048402786,0.22329,1.15069,0.273912,0.746046,,,3.82775,2.34057,2.37529,244.35000610351562,,,,,,,618.8,4.617910447761194,581,4.335820895522388,,,,,,,,,,,,,,,,,,,"Gerrit Cole","13125",543037
"Brady Singer","CIN",10,11,15,4.31788,31,31,0,0,,168,721,164,88,81,24,56,,8,154,8.27322,3.00572,2.75249,1.27866,0.213984,0.0777421,0.1362423598766327,0.249371,1.3103,0.292327,0.707481,,,4.28566,2.30744,2.16958,362.5899963378906,,,,,,,637.6,3.7952380952380955,644,3.8333333333333335,,,,,,,,,,,,,,,,,,,"Brady Singer","25377",663903
"Eury Pérez","MIA",8,8,16,3.58697,28,28,0,0,,133,552,109,58,53,18,46,,6,150,10.1483,3.14906,3.22263,1.21028,0.271344,0.0841994,0.18714438378810883,0.218808,1.17252,0.275533,0.749008,,,3.81608,2.29882,2.6776,81.3499984741211,,,,,,,623.4000000000001,4.6872180451127825,575,4.323308270676692,,,,,,,,,,,,,,,,,,,"Eury Perez","27768",691587
"Yusei Kikuchi","LAA",10,10,16,4.08963,31,31,0,0,,168,723,156,83,76,24,60,,8,168,9.01828,3.22604,2.79547,1.28372,0.232614,0.0832113,0.14940311014652252,0.237523,1.28517,0.284405,0.726742,,,4.20355,2.28454,2.18692,507.7900085449219,,,,,,,674.4,4.014285714285714,660,3.9285714285714284,,,,,,,,,,,,,,,,,,,"Yusei Kikuchi","20633",579328
"Braxton Ashcraft","PIT",9,4,14,3.73061,45,23,0,1,,147,627,139,67,61,15,49,,7,139,8.4962,2.98437,2.8469,0.9086,0.221511,0.0778076,0.14370308816432953,0.243785,1.2784,0.29796,0.726139,,,3.69338,2.26918,2.3369,248.6999969482422,,,,,,,655.9,4.461904761904762,654,4.448979591836735,,,,,,,,,,,,,,,,,,,"Braxton Ashcraft","23793",677952
"Kris Bubic","KCR",9,6,13,4.08206,34,24,0,1,,147,622,144,73,67,16,48,,7,136,8.33179,2.94039,2.83357,1.01201,0.218267,0.0770291,0.14123822003602982,0.253861,1.30881,0.30725,0.706471,,,3.86363,2.24535,1.87443,194.55999755859375,,,,,,,627.6,4.269387755102041,638,4.340136054421769,,,,,,,,,,,,,,,,,,,"Kris Bubic","21455",663460
"David Peterson","NYM",12,9,16,3.96862,29,29,0,0,,164,709,157,79,72,17,64,,8,145,7.98399,3.48829,2.2888,0.917216,0.205105,0.0896125,0.11549229174852371,0.2464,1.3458,0.295293,0.71828,,,3.99475,2.22779,2.11712,490.20001220703125,,,,,,,670.3000000000002,4.087195121951221,673,4.103658536585366,,,,,,,,,,,,,,,,,,,"David Peterson","20302",656849
"Edward Cabrera","CHC",9,8,15,3.61169,26,26,0,0,,137,575,114,60,55,15,57,,7,150,9.87217,3.76729,2.62049,0.991833,0.260444,0.0993875,0.16105680912733078,0.22384,1.25671,0.286901,0.742368,,,3.77617,2.21136,2.55383,174.94000244140625,,,,,,,640.9000000000002,4.678102189781024,598,4.364963503649635,,,,,,,,,,,,,,,,,,,"Edward Cabrera","21690",665795
"Zac Gallen","ARI",10,11,16,4.20871,31,31,0,0,,181,764,175,92,85,23,60,,8,166,8.2713,2.96337,2.79118,1.13354,0.217509,0.077927,0.13958149403333664,0.251765,1.29857,0.300656,0.701998,,,4.06013,2.19894,2.26137,222.9499969482422,,,,,,,729.5,4.030386740331492,734,4.05524861878453,,,,,,,,,,,,,,,,,,,"Zac Gallen","19291",668678
"Luis Castillo","SEA",12,10,17,3.79421,31,31,0,0,,178,744,159,82,75,24,52,,8,167,8.46562,2.65173,3.19248,1.22187,0.224795,0.0704139,0.1543814092874527,0.232709,1.18945,0.274142,0.729447,,,4.03621,2.17291,2.13185,171.11000061035156,,,,,,,762.6,4.284269662921348,732,4.112359550561798,,,,,,,,,,,,,,,,,,,"Luis Castillo","15689",622491
"Clay Holmes","NYM",11,9,16,3.78976,28,28,0,0,,150,652,141,69,63,13,60,,7,131,7.84737,3.61534,2.17058,0.806538,0.201215,0.092701,0.1085137203335762,0.242053,1.34144,0.291056,0.724951,,,3.90919,2.17198,2.28264,360.3399963378906,,,,,,,644.5,4.296666666666667,642,4.28,,,,,,,,,,,,,,,,,,,"Clay Holmes","13649",605280
"Shane McClanahan","TBR",8,8,13,3.91581,24,24,0,0,,141,574,122,67,61,18,48,,6,133,8.4981,3.06821,2.76972,1.12526,0.231479,0.0835747,0.1479039564728737,0.234851,1.20823,0.282906,0.709472,,,4.03023,2.15053,2.03936,196.36000061035156,,,,,,,608.8000000000002,4.317730496453902,575,4.078014184397163,,,,,,,,,,,,,,,,,,,"Shane McClanahan","21483",663556
"Nolan McLean","NYM",11,8,15,3.68773,26,26,0,0,,145,622,128,65,59,15,61,,7,144,8.95505,3.81125,2.34964,0.921406,0.231211,0.0984029,0.1328084096312523,0.230784,1.30743,0.285994,0.738679,,,3.89566,2.1505,2.39237,88.68000030517578,,,,,,,639.7,4.411724137931035,614,4.23448275862069,,,,,,,,,,,,,,,,,,,"Nolan McLean","33703",690997
"Braxton Garrett","MIA",7,6,12,3.93662,31,23,0,1,,127,538,129,61,56,15,29,,5,114,8.04654,2.0692,3.88871,1.06411,0.211621,0.0544194,0.15720203146338463,0.256579,1.24396,0.30471,0.710498,,,3.7019,2.13295,1.86447,501.5,,,,,,,549.9000000000002,4.329921259842521,570,4.488188976377953,,,,,,,,,,,,,,,,,,,"Braxton Garrett","21844",666129
"Jhoan Duran","PHI",6,3,0,2.41961,70,0,29,3,,70,285,53,21,19,4,23,,3,85,10.8968,3.00141,3.63057,0.545336,0.29738,0.0819099,0.21546965092420578,0.20426,1.08784,0.28647,0.79182,,,2.63631,2.10808,2.5865,41.650001525878906,,,,,,,580,8.285714285714286,547,7.814285714285714,,,,,,,,,,,,,,,,,,,"Jhoan Duran","21029",661395
"Mason Miller","SDP",5,3,0,2.05714,66,0,32,2,,66,259,38,16,15,6,26,,3,101,13.7537,3.60686,3.81319,0.754428,0.389421,0.102125,0.2872966229915619,0.164621,0.973256,0.261931,0.845434,,,2.50829,2.101,2.88166,28.770000457763672,,,,,,,598.8000000000002,9.072727272727276,535,8.106060606060606,,,,,,,,,,,,,,,,,,,"Mason Miller","31757",695243
"Jacob Misiorowski","MIL",9,5,15,3.40975,32,24,0,1,,136,578,101,56,51,16,70,,7,168,11.1324,4.64672,2.39575,1.03191,0.2903,0.121173,0.16912692040205002,0.201942,1.2619,0.269569,0.770035,,,3.85805,2.08211,2.8008,119.4000015258789,,,,,,,656.0000000000001,4.8235294117647065,581,4.272058823529412,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Foster Griffin","WSN",8,9,13,4.07115,34,23,0,1,,147,623,146,72,66,19,43,,6,130,7.98419,2.6087,3.06061,1.14625,0.20911,0.068323,0.14078674465417862,0.253933,1.28239,0.298938,0.71599,,,4.01788,2.05137,1.90669,999,,,,,,,591.4999999999999,4.023809523809523,605,4.115646258503402,,,,,,,,,,,,,,,,,,,"Foster Griffin","16432",656492
"Brayan Bello","BOS",9,10,14,4.41779,28,28,0,0,,150,649,157,81,74,17,52,,7,125,7.46023,3.131,2.3827,0.992398,0.192158,0.080647,0.11151047796010971,0.266139,1.39076,0.313025,0.691231,,,4.09642,2.04653,1.46649,457.5899963378906,,,,,,,565.7,3.7713333333333336,602,4.013333333333334,,,,,,,,,,,,,,,,,,,"Brayan Bello","23920",678394
