Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Brandon Eisert","CHW",1.87499,1.72856,0,4.35244,50.438,0.058,0,0.5969,,52.5429,224.397,50.0115,27.31,25.41,6.97717,17.6755,1.59266,2.13924,50.3795,8.62944,3.02761,2.85025,1.19511,0.224511,0.078769,0.14574211090803146,0.244457,1.28822,0.292303,0.697129,,,4.0751,0.268947,0.0709449,999,,,,,,,220.10000000000002,4.152830188679245,218,4.113207547169812,,,,,,,,,,,,,,,,,,,"Brandon Eisert","27668",685126
"Brock Burke","CIN",2.13532,1.81822,0,4.42152,58.961,0.099,0,12.8437,,59.9862,256.202,60.2494,31.58,29.47,8.05346,17.724,1.68826,2.23364,50.3215,7.54997,2.6592,2.83918,1.2083,0.196413,0.0691795,0.12723369896411896,0.255029,1.29985,0.29345,0.695568,,,4.20079,0.264731,-0.0659491,999,,,,,,,281.6,4.693333333333333,288,4.8,,,,,,,,,,,,,,,,,,,"Brock Burke","17968",656271
"Yerry De los Santos","NYY",1.77733,1.02491,0,3.96902,34.275,0,0,0.691,,37.5508,159.824,34.9041,17.74,16.56,3.44414,13.5857,0.854629,1.96246,29.5279,7.0771,3.25616,2.17345,0.825476,0.184753,0.0850045,0.09974843263626099,0.241927,1.29131,0.28265,0.704172,,,3.99697,0.26365,0.1901,999,,,,,,,169.3,4.455263157894737,167,4.394736842105263,,,,,,,,,,,,,,,,,,,"Yerry De los Santos","21420",660787
"Yennier Cano","BAL",2.59046,1.81752,0,4.21012,56.093,0,2,12.5929,,55.388,237.057,53.8095,27.76,25.91,5.85718,19.7253,1.02582,2.78172,47.8665,7.77782,3.20516,2.42666,0.951733,0.20192,0.0832091,0.11871078610420227,0.250802,1.32763,0.298162,0.700619,,,4.00051,0.257586,0.0755483,999,,,,,,,281.79999999999995,5.123636363636363,286,5.2,,,,,,,,,,,,,,,,,,,"Yennier Cano","25911",666974
"Tanner Houck","BOS",0.924004,1.18078,0.148942,4.11255,6.976,2.718,0,0,,20.8119,88.7202,20.0589,10.2,9.51,2.18308,6.77568,0.323223,1.34473,16.2793,7.03988,2.93011,2.4026,0.94406,0.18349,0.0763714,0.10711847990751266,0.248871,1.28939,0.287683,0.699571,,,4.10491,0.256966,0.26564,999,,,,,,,86.80000000000001,4.133333333333334,87,4.142857142857143,,,,,,,,,,,,,,,,,,,"Tanner Houck","19879",656557
"Jose Quintana","COL",5.53986,9.76676,10.546,5.98971,22.067,22.067,0,0,,127.148,578.142,151.939,90.27,84.62,19.8868,53.6567,0.38428,4.9018,78.579,5.56211,3.79801,1.46448,1.40766,0.135916,0.0928088,0.04310762882232666,0.292425,1.61698,0.313576,0.648794,,,5.31406,0.255383,-0.923079,999,,,,,,,279.6000000000002,2.2015748031496076,356,2.8031496062992125,,,,,,,,,,,,,,,,,,,"Jose Quintana","11423",500779
"Ryan Brasier","TEX",1.70325,1.32352,0,4.20209,38.218,0.313,0,0.6445,,40.0729,168.597,37.8322,20.01,18.71,5.05791,11.0418,0.71194,1.63344,33.5403,7.53285,2.47987,3.03759,1.13596,0.198938,0.0654919,0.13344591110944748,0.242636,1.21963,0.279349,0.690643,,,4.05091,0.254691,0.0921329,999,,,,,,,168.7,4.217499999999999,168,4.2,,,,,,,,,,,,,,,,,,,"Ryan Brasier","5615",518489
"Ethan Roberts","CHC",1.32882,0.971546,0,4.06065,31.04,0,0,0.7226,,33.0908,140.616,29.0793,16,14.93,3.77666,12.4942,1.15192,1.75289,33.062,8.99216,3.39816,2.64618,1.02717,0.235122,0.0888533,0.14626887440681458,0.230114,1.25635,0.282615,0.704773,,,3.91221,0.25285,0.127244,999,,,,,,,147.60000000000005,4.472727272727274,141,4.2727272727272725,,,,,,,,,,,,,,,,,,,"Ethan Roberts","24930",681799
"Spencer Bivens","SFG",2.34841,1.84221,0,4.23056,58.143,0.067,0,14.1837,,67.6081,290.271,65.8521,34.24,31.78,7.47386,23.7935,1.85747,3.62759,50.1475,6.67564,3.16739,2.10762,0.994921,0.172761,0.0819697,0.0907909944653511,0.250531,1.32596,0.284454,0.699723,,,4.30553,0.250644,0.156626,999,,,,,,,317.5,4.669117647058823,321,4.720588235294118,,,,,,,,,,,,,,,,,,,"Spencer Bivens","30226",702352
"Keaton Winn","SFG",1.22291,1.35489,0,4.41053,30.015,1.117,1,6.8229,,38.3627,165.42,38.9386,20.29,18.8,4.61873,12.434,1.04426,1.96172,33.4907,7.85701,2.91705,2.69348,1.08357,0.202459,0.0751662,0.12729256600141525,0.257831,1.33913,0.303945,0.692165,,,4.08005,0.249488,0.0413232,999,,,,,,,175.29999999999998,4.613157894736841,182,4.7894736842105265,,,,,,,,,,,,,,,,,,,"Keaton Winn","23499",676775
"José Leclerc",,1.80299,1.91598,0,4.06899,31.573,0,0,0,,32.8681,140.185,26.582,15.85,14.86,3.91548,15.2303,0.666347,1.92203,35.0082,9.58601,4.17039,2.29859,1.07214,0.249728,0.108644,0.14108391851186752,0.216056,1.27213,0.269489,0.714612,,,4.11912,0.248817,0.127241,999,,,,,,,143.80000000000007,4.357575757575759,132,4,,,,,,,,,,,,,,,,,,,"Jose Leclerc","14524",600917
"Colin Selby","BAL",1.79273,1.20366,0,4.00987,37.587,0,0,0.6611,,40.1759,171.976,34.4076,19.11,17.9,4.51186,17.9379,1.20884,2.19178,40.5601,9.08606,4.01836,2.26114,1.01072,0.235848,0.104305,0.13154269009828568,0.226595,1.30291,0.279991,0.722057,,,4.07906,0.248675,0.194681,999,,,,,,,172.1,4.3025,161,4.025,,,,,,,,,,,,,,,,,,,"Colin Selby","24986",681882
