Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,K,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID,Pos,QS+W,SV+HLD,Impact_ERA,Impact_WHIP,QS+W_Z,SV+HLD_Z,K_Z,Impact_ERA_Z,Impact_WHIP_Z,Total_Z,Rep_Level,Z_Above_Rep,Base_Value,Value,Target,Tier,Primary_Pos,Pos_Tier
Tarik Skubal,DET,14.13,6.58295,17.9858,2.71365,29.374,29.374,0.0,0.0,0.0,188.17,736.482,144.001,61.6701,56.7365,18.3102,38.5156,0.651271,6.39052,228.353,10.9219,1.84217,5.92883,0.875759,0.310059,0.0522968,0.2577619701623916,0.208222,0.969958,0.282507,0.770301,,,2.68897,5.87851,5.79059,6.880000114440918,3.77101,-1.23725,2.03487,3.77101,1.23725,2.28685,1116.4,5.938297872340426,1027,5.462765957446808,,,,,,,,,,,,,,,,,,,Tarik Skubal,22267,669373,SP,32.1158,0.0,29.82105253853079,60.143848187690885,3.908363302973039,-0.6211034172977374,3.8312431119278525,7.5027349295686845,7.930796817431352,23.403777044899115,4.8385671445016785,18.565209900397438,83.41,90.26,False,1,SP,SP 1
Paul Skenes,PIT,12.0727,7.79093,17.441,2.75585,29.8062,29.8062,0.0,0.0,0.0,184.275,732.193,143.612,61.3328,56.4262,15.2274,45.9074,0.836632,6.431,221.243,10.8055,2.24211,4.81933,0.743703,0.302165,0.0626985,0.2394662126898765,0.21124,1.02846,0.289557,0.762104,,,2.66022,5.66255,5.95013,9.869999885559082,2.03257,-0.455226,1.78301,2.03257,0.455226,2.62265,1088.7000000000005,5.916847826086958,1011,5.494565217391305,,,,,,,,,,,,,,,,,,,Paul Skenes,33677,694973,SP,29.5137,0.0,28.33966594057374,48.11813037033931,3.5263690163173185,-0.6211034172977374,3.6742319936703596,7.130030077574388,6.345039878574575,21.028746898135367,4.8385671445016785,16.19017975363369,74.09,78.84,False,1,SP,SP 1
Garrett Crochet,BOS,13.9167,8.00129,16.6134,3.04436,29.2626,29.2626,0.0,0.0,0.712044,183.131,732.417,146.872,67.3331,61.9464,19.5526,47.4782,1.81126,5.1543,225.031,11.0591,2.33332,4.73966,0.960914,0.307244,0.064824,0.2424199134111404,0.216057,1.06126,0.292553,0.760689,,,2.92774,5.08689,5.13163,11.869999885559082,4.67918,-1.5055,1.4763,4.67918,1.5055,3.0316,1020.0,5.573770491803279,949,5.185792349726776,,,,,,,,,,,,,,,,,,,Garrett Crochet,27463,676979,SP,30.530099999999997,0.0,22.29322987688623,41.81204975851634,3.6755788825626103,-0.6211034172977374,3.757882924185041,5.608795808736367,5.5134960789387755,18.638623544644464,4.8385671445016785,13.800056400142786,64.71,67.35,False,1,SP,SP 1
Logan Webb,SFG,13.2254,9.41404,16.8773,3.29943,29.8821,29.8821,0.0,0.176178,0.0,192.772,792.95,181.922,76.8164,70.6711,15.324,44.2836,0.891884,5.77661,182.846,8.53656,2.06748,4.12898,0.715433,0.23059,0.0558467,0.1747428961098194,0.244884,1.17343,0.305841,0.72961,,,3.05058,4.83443,4.47817,58.5099983215332,4.08195,-0.667813,1.15077,4.08195,0.667813,3.46564,986.5,5.11139896373057,986,5.108808290155441,,,,,,,,,,,,,,,,,,,Logan Webb,17995,657277,SP,30.102700000000002,0.176178,18.003356703819193,22.389499739796705,3.6128355759576936,-0.5983217927125787,2.826305705662912,4.52949851507433,2.9523646828538106,14.119692834548912,4.8385671445016785,9.281125690047233,40.79,45.62,False,2,SP,SP 2
Cristopher Sánchez,PHI,11.913,7.49325,16.5242,3.1902,29.2445,29.2445,0.0,0.0,0.0,186.879,763.47,167.718,72.0028,66.2426,16.0722,46.0632,2.17065,5.87057,181.598,8.74567,2.21838,3.94237,0.774027,0.237859,0.060334,0.1775249987840652,0.235712,1.14395,0.295107,0.741208,,,3.14339,4.55234,4.87257,25.75,3.30356,-0.568924,1.12081,3.30356,0.568924,3.50558,958.2,5.124064171122995,935,5.0,,,,,,,,,,,,,,,,,,,Cristopher Sanchez,20778,650911,SP,28.4372,0.0,19.72109698064567,27.214399175572552,3.368336331337924,-0.6211034172977374,2.7987459481966184,4.961668035523723,3.5885942930753405,14.916171472467708,4.8385671445016785,10.077604327966029,39.76,49.45,False,2,SP,SP 2
Chris Sale,ATL,11.0998,6.25278,13.887,3.17937,25.4929,25.4929,0.0,0.0,0.0,156.188,633.357,128.316,59.9735,55.1756,16.5755,41.0376,0.658559,8.90971,192.409,11.0871,2.3647,4.6886,0.955126,0.303792,0.0647938,0.2389982715249061,0.219942,1.08429,0.298433,0.748421,,,3.01033,3.88133,3.9898,39.349998474121094,3.15961,-0.256831,1.12096,3.15961,0.256831,3.50538,846.5000000000002,5.426282051282053,793,5.083333333333333,,,,,,,,,,,,,,,,,,,Chris Sale,10603,519242,SP,24.986800000000002,0.0,16.670342583238796,32.063470104368754,2.8618096464768894,-0.6211034172977374,3.0374867638761893,4.194122974886252,4.22801124839857,14.332088150004568,4.8385671445016785,9.493521005502888,44.59,46.64,False,2,SP,SP 2
Yoshinobu Yamamoto,LAD,12.1748,6.75124,13.7294,3.2472,26.41,26.41,0.0,0.0,0.0,160.333,650.057,130.274,62.8783,57.8481,15.7327,47.2382,0.727526,4.95763,174.583,9.79993,2.65163,3.69581,0.883129,0.268566,0.0726677,0.1958985403180122,0.217901,1.10715,0.281053,0.737261,,,3.20965,3.7746,3.80289,26.75,3.50338,-0.583507,1.0362,3.50338,0.583507,3.6184,843.2,5.2700000000000005,786,4.9125,,,,,,,,,,,,,,,,,,,Yoshinobu Yamamoto,33825,808967,SP,25.9042,0.0,15.9045283209877,29.250183160318024,2.9964860841917953,-0.6211034172977374,2.643832728143691,4.0014503182947605,3.857040520473564,13.496192374716937,4.8385671445016785,8.65762523021526,43.06,42.62,False,2,SP,SP 2
Cole Ragans,KCR,10.195,7.89242,12.913,3.42467,26.0919,26.0919,0.0,0.0,0.0,153.591,627.888,121.921,63.5265,58.4444,16.5837,54.0698,1.74949,4.94744,190.655,11.1718,3.16834,3.52609,0.971759,0.303645,0.0861137,0.2175311893224716,0.214321,1.14584,0.291283,0.73615,,,3.2089,3.76074,3.28013,47.27000045776367,3.49759,-0.583816,0.921543,3.49759,0.583816,3.77128,818.3000000000002,5.313636363636364,754,4.896103896103896,,,,,,,,,,,,,,,,,,,Cole Ragans,21846,666142,SP,23.108,0.0,12.20693151908106,22.077228365816207,2.585997469478016,-0.6211034172977374,2.998752938078209,3.0711649554531317,2.911187390519425,11.527531328704981,4.8385671445016785,6.688964184203303,35.67,33.16,False,3,SP,SP 3
Framber Valdez,DET,12.8722,9.61922,15.8846,3.48747,28.6901,28.6901,0.0,0.0,0.0,186.061,776.722,165.965,78.3673,72.0979,15.7951,61.2185,0.721689,8.10165,173.536,8.39417,2.96121,2.83471,0.76403,0.223421,0.0788165,0.1446049809455871,0.234612,1.22102,0.289863,0.725683,,,3.49106,3.64137,3.78107,83.2300033569336,3.66232,-2.13457,1.13711,3.66232,2.13457,3.48385,889.0000000000001,4.779569892473119,863,4.639784946236559,,,,,,,,,,,,,,,,,,,Framber Valdez,17295,664285,SP,28.7568,0.0,13.489519795246737,12.757221954881011,3.415254349098643,-0.6211034172977374,2.620711681615478,3.3938537622083613,1.6822158596054422,11.228971954814815,4.8385671445016785,6.390404810313137,30.6,31.72,False,3,SP,SP 3
Jesús Luzardo,PHI,11.979,9.14089,14.4458,3.64564,29.2384,29.2384,0.0,0.0,0.0,175.256,718.94,149.938,77.164,70.9909,21.4299,53.8551,0.819171,5.15376,193.344,9.92892,2.76565,3.59008,1.1005,0.26893,0.074909,0.1940205171704292,0.227202,1.16283,0.288679,0.728627,,,3.52843,3.61527,3.49054,72.45999908447266,2.9225,-0.687304,1.01638,2.9225,0.687304,3.64483,855.7,4.889714285714286,811,4.634285714285714,,,,,,,,,,,,,,,,,,,Jesus Luzardo,19959,666200,SP,26.424799999999998,0.0,9.626256973442912,22.213699742689936,3.072911365938449,-0.6211034172977374,3.058134498836915,2.421888172536399,2.9291830258835447,11.604552055859747,4.8385671445016785,6.765984911358069,27.02,33.53,False,3,SP,SP 3
Max Fried,NYY,14.0329,8.23983,15.8474,3.32057,28.6091,28.6091,0.0,0.0,0.0,179.415,738.985,157.185,71.9515,66.1953,16.4466,52.624,0.852693,7.07891,170.267,8.54113,2.63979,3.23554,0.825016,0.230407,0.0712112,0.159195601940155,0.231399,1.16941,0.285724,0.73806,,,3.42709,3.61278,4.08295,50.15999984741211,2.22383,-2.27282,1.1539,2.22383,2.27282,3.46147,879.6000000000001,4.913966480446928,847,4.731843575418995,,,,,,,,,,,,,,,,,,,Max Fried,13743,608331,SP,29.8803,0.0,16.334982663020146,21.561166932000635,3.5801867425722613,-0.6211034172977374,2.5485219002394235,4.109749139182403,2.843137564972326,13.288677151115657,4.8385671445016785,8.45011000661398,41.52,41.63,False,2,SP,SP 2
Hunter Brown,HOU,12.0947,8.61113,15.7728,3.48788,29.271,29.271,0.0,0.0,0.0,178.412,735.557,151.336,75.1545,69.1422,19.5833,58.1369,1.49353,6.90619,193.673,9.76988,2.93272,3.33133,0.987884,0.263302,0.0790379,0.184263601899147,0.225702,1.1741,0.288137,0.737785,,,3.4847,3.56035,3.50795,36.90999984741211,2.66202,0.642935,1.02988,2.66202,-0.642935,3.62683,871.6,4.896629213483147,823,4.623595505617978,,,,,,,,,,,,,,,,,,,Hunter Brown,25880,686613,SP,27.8675,0.0,12.92670611417524,20.603817234746817,3.284703056249432,-0.6211034172977374,3.0653998515664105,3.2522544052319997,2.7168977888200687,12.479305918795733,4.8385671445016785,7.6407387742940545,33.93,37.74,False,2,SP,SP 3
Dylan Cease,TOR,10.4825,9.36845,12.3837,3.71149,28.9767,28.9767,0.0,0.0,0.0,168.055,698.556,139.945,75.3304,69.304,20.4006,64.3465,1.45914,5.22371,199.12,10.6636,3.446,3.0945,1.09253,0.285046,0.0921136,0.1929320842027664,0.222493,1.21562,0.291952,0.733856,,,3.58545,3.55189,2.84443,74.02999877929688,5.75103,-0.957707,1.07936,5.75103,0.957707,3.56085,824.2,4.905952380952381,771,4.589285714285714,,,,,,,,,,,,,,,,,,,Dylan Cease,18525,656302,SP,22.8662,0.0,8.000721750878418,12.429027290122768,2.550500671309862,-0.6211034172977374,3.1856867096745067,2.012916695831449,1.6389388615217826,9.216680903251133,4.8385671445016785,4.378113758749454,24.55,22.05,True,4,SP,SP 4
Sonny Gray,BOS,11.6768,8.57799,13.3297,3.80803,28.0752,28.0752,0.0,0.0,0.0,167.281,689.564,154.068,76.9337,70.779,20.662,43.591,0.647407,5.11752,176.923,9.51873,2.34527,4.05869,1.11165,0.256572,0.0632153,0.1933563351631164,0.240409,1.1816,0.300958,0.715484,,,3.49911,3.44998,2.94659,135.75,2.10697,-1.89786,0.96277,2.10697,1.89786,3.71631,784.1,4.695209580838323,769,4.604790419161676,,,,,,,,,,,,,,,,,,,Sonny Gray,12768,543243,SP,25.006500000000003,0.0,6.1696844140828455,18.06339163142437,2.8647016519521276,-0.6211034172977374,2.6955072733929923,1.552242554086438,2.3819075961926166,9.637497827044127,4.8385671445016785,4.798930682542449,23.74,24.07,False,4,SP,SP 4
Jacob deGrom,TEX,10.1304,6.80732,12.0944,3.4367,26.0189,26.0189,0.0,0.0,0.0,157.221,627.415,129.258,65.2561,60.0356,21.4711,36.1833,0.563385,4.46102,177.389,10.1545,2.07129,4.90251,1.2291,0.28273,0.0576704,0.2250594273209571,0.220287,1.05229,0.277866,0.74002,,,3.4295,3.44273,3.16092,49.77000045776367,2.59658,-1.29976,1.12286,2.59658,1.29976,3.50285,802.1,5.10891719745223,746,4.751592356687898,,,,,,,,,,,,,,,,,,,Jacob deGrom,10954,594798,SP,22.224800000000002,0.0,12.285519028858738,37.3079072302543,2.45634167070997,-0.6211034172977374,2.7057980161648616,3.0909369354620524,4.9195626958116785,13.217033487352406,4.8385671445016785,8.378466342850729,43.29,41.28,False,2,SP,SP 2
Bryan Woo,SEA,13.3627,8.21645,15.3348,3.40685,29.2532,29.2532,0.0,0.0,0.0,182.854,730.651,150.558,75.2362,69.2173,24.064,38.2386,0.924343,6.98917,184.708,9.09128,1.88209,4.83042,1.18442,0.2528,0.052335,0.2004647590219974,0.219656,1.0325,0.26538,0.732142,,,3.56772,3.42495,3.31379,35.040000915527344,3.62875,0.165141,1.40058,3.62875,-0.165141,3.13256,901.4,4.925683060109289,838,4.579234972677596,,,,,,,,,,,,,,,,,,,Bryan Woo,30279,693433,SP,28.697499999999998,0.0,14.894910829996864,47.0084358341502,3.4065489722112505,-0.6211034172977374,2.8674245104723988,3.7474387469267425,6.19871133191316,16.3117287020726,4.8385671445016785,11.473161557570922,50.9,56.16,False,1,SP,SP 2
Logan Gilbert,SEA,10.2975,7.74582,13.3219,3.42681,27.9007,27.9007,0.0,0.0,0.0,164.36,655.311,134.733,68.0231,62.5812,21.6165,36.7576,1.10532,5.5323,183.996,10.0752,2.01276,5.00565,1.18367,0.280776,0.0560919,0.2246843352913856,0.219785,1.04338,0.277648,0.732629,,,3.37785,3.26003,2.87639,36.650001525878906,3.13405,0.452058,1.21392,3.13405,-0.452058,3.38144,831.0,5.067073170731708,773,4.713414634146342,,,,,,,,,,,,,,,,,,,Logan Gilbert,22250,669302,SP,23.6194,0.0,13.023834464754854,40.46492566364927,2.661072169987502,-0.6211034172977374,2.8517013155076545,3.276691110395357,5.335859166666118,14.15176348530418,4.8385671445016785,9.313196340802502,46.14,45.78,False,2,SP,SP 2
Ranger Suarez,BOS,11.0957,8.83243,13.5246,3.67962,26.9363,26.9363,0.0,0.0,0.0,163.986,685.728,156.31,72.8752,67.0452,16.6632,46.8887,0.820189,5.32942,147.959,8.1204,2.57337,3.15554,0.914523,0.21577,0.0683779,0.1473916620016098,0.246737,1.23912,0.297826,0.724542,,,3.60687,3.25562,3.16878,181.6000061035156,2.57399,0.678795,0.861713,2.57399,-0.678795,3.85105,738.9000000000002,4.50548780487805,739,4.5060975609756095,,,,,,,,,,,,,,,,,,,Ranger Suarez,17277,624133,SP,24.6203,0.0,8.387795751626244,8.274522386707122,2.8080066004527846,-0.6211034172977374,2.0558912355294168,2.110301374725204,1.0911100268388192,8.139256415322105,4.8385671445016785,3.3006892708204267,13.5,16.87,False,5,SP,SP 5
Joe Ryan,MIN,11.1901,9.57614,13.4064,3.82038,27.9959,27.9959,0.0,0.0,0.0,168.168,681.858,145.574,77.5923,71.3849,25.2693,38.7226,0.567683,8.19353,185.395,9.92195,2.07236,4.78776,1.35237,0.271896,0.0567899,0.2151062600314617,0.229271,1.09591,0.283551,0.716523,,,3.72063,3.15734,2.63477,79.13999938964844,2.02876,0.72186,1.1358,2.02876,-0.72186,3.48559,785.1,4.673214285714286,744,4.428571428571429,,,,,,,,,,,,,,,,,,,Joe Ryan,21390,657746,SP,24.5965,0.0,5.971801362064338,32.56964993796888,2.8045127055131567,-0.6211034172977374,2.882595626962258,1.5024567832981457,4.294758048517446,11.62461813618229,4.8385671445016785,6.786050991680612,34.93,33.63,False,3,SP,SP 3
Kevin Gausman,TOR,11.3724,9.94286,13.7485,3.91354,28.9204,28.9204,0.0,0.174205,0.0,177.84,733.4,161.384,84.056,77.3316,23.5848,50.6785,1.06674,3.82314,174.346,8.82317,2.5647,3.44024,1.19356,0.237723,0.0691007,0.168622151017189,0.237714,1.19243,0.286504,0.714945,,,3.81786,3.11401,2.52837,115.52999877929688,2.83112,-0.39059,1.00023,2.83112,0.39059,3.66636,786.4,4.417977528089888,761,4.275280898876405,,,,,,,,,,,,,,,,,,,Kevin Gausman,14107,592332,SP,25.1209,0.174205,4.474188082331491,17.276576928835386,2.881495836031684,-0.5985769218734645,2.6385990242017745,1.1256694297894243,2.278155213742336,9.066033167980395,4.8385671445016785,4.2274660234787165,17.26,21.32,False,4,SP,SP 4
George Kirby,SEA,11.7063,8.84013,13.429,3.6182,27.8143,27.8143,0.0,0.0,0.0,164.154,665.305,149.75,71.732,65.9934,19.982,31.4777,0.640922,6.59088,160.672,8.80912,1.72582,5.10432,1.09555,0.241501,0.0473132,0.1941883377730846,0.238745,1.10401,0.29058,0.714477,,,3.45574,3.08245,2.41868,64.68000030517578,2.99691,-0.597212,0.943665,2.99691,0.597212,3.74178,785.6000000000001,4.790243902439025,768,4.682926829268292,,,,,,,,,,,,,,,,,,,George Kirby,25436,669923,SP,25.1353,0.0,9.516875173566367,30.46217198704475,2.8836097892724677,-0.6211034172977374,2.336634181578292,2.394368598922004,4.016857981766869,11.660094130027822,4.8385671445016785,6.821526985526144,36.37,33.8,False,3,SP,SP 3
Zack Wheeler,PHI,9.27636,5.39758,12.2466,3.29709,20.7639,20.7639,0.0,0.0,0.0,129.36,522.0,105.377,51.5111,47.3902,15.0961,34.8358,0.540028,5.60029,149.593,10.4076,2.42363,4.29422,1.05028,0.286576,0.0667353,0.2198406085371971,0.218823,1.0839,0.284911,0.744903,,,3.27716,2.95685,3.09389,112.87000274658205,3.2924,0.418855,0.883442,3.2924,-0.418855,3.82208,674.0999999999999,5.225581395348836,627,4.8604651162790695,,,,,,,,,,,,,,,,,,,Zack Wheeler,10310,554430,SP,21.52296,0.0,12.114954893895648,26.607392259976095,2.3533099385911234,-0.6211034172977374,2.0919750846479457,3.048024382611485,3.5085520500291687,10.80815601880928,4.8385671445016785,5.969588874307601,34.4,29.7,False,3,SP,SP 4
Nathan Eovaldi,TEX,10.7754,7.84355,12.979,3.65923,24.8627,24.8627,0.0,0.170399,0.0,152.811,621.382,133.367,67.5328,62.1302,18.0042,37.0509,0.947716,6.28251,148.398,8.74005,2.18216,4.00523,1.06038,0.238819,0.0596267,0.1791920363903045,0.23072,1.11522,0.280248,0.708517,,,3.57529,2.92809,2.56447,137.50999450683594,4.76647,0.746751,0.816698,4.76647,-0.746751,3.91107,732.0,4.784313725490196,698,4.562091503267974,,,,,,,,,,,,,,,,,,,Nathan Eovaldi,9132,543135,SP,23.754399999999997,0.170399,8.16233420293048,26.64425522139151,2.680890481619846,-0.5990690767575653,2.065585733548409,2.0535770778718745,3.5134129404757215,10.137286839489908,4.8385671445016785,5.29871969498823,21.74,26.48,False,4,SP,SP 4
Kyle Bradish,BAL,7.99666,6.74263,10.2313,3.60916,24.1944,24.1944,0.0,0.0,0.0,135.274,558.734,116.109,58.9643,54.2472,15.2445,42.9896,0.525696,5.98966,146.258,9.7308,2.86017,3.40217,1.01424,0.261766,0.076941,0.1848252937197685,0.227774,1.17612,0.28963,0.726894,,,3.52398,2.88816,2.3684,73.5999984741211,2.81146,-0.169487,0.538848,2.81146,0.169487,4.28154,657.9,4.873333333333333,625,4.62962962962963,,,,,,,,,,,,,,,,,,,Kyle Bradish,24586,680694,SP,18.22796,0.0,7.97837454481168,15.348174024242445,1.869596332453542,-0.6211034172977374,2.0183278160981937,2.007294320051166,2.0238686644223827,7.796943614906579,4.8385671445016785,2.9583764704049003,12.38,15.22,True,5,SP,SP 5
Freddy Peralta,NYM,11.8145,8.44917,12.1996,3.76039,28.1595,28.1595,0.0,0.0,0.0,162.32,672.022,132.69,73.7179,67.8205,21.5557,59.5892,0.623543,7.3923,181.252,10.0497,3.30399,3.0417,1.19518,0.269712,0.0886716,0.1810404360294342,0.219308,1.18457,0.276294,0.731403,,,3.86619,2.85555,2.72451,56.619998931884766,3.13977,0.152927,0.982331,3.13977,-0.152927,3.69023,743.3999999999999,4.588888888888888,685,4.228395061728395,,,,,,,,,,,,,,,,,,,Freddy Peralta,18679,642547,SP,24.0141,0.0,6.846141484053346,17.045580516692272,2.7190150411081406,-0.6211034172977374,2.7911051821042,1.7224336659079862,2.247695147327138,9.474828859229907,4.8385671445016785,4.636261714728229,22.55,23.29,False,4,SP,SP 4
Chase Burns,CIN,7.31474,7.58512,9.42928,3.592,28.5151,23.1255,0.0,0.408918,0.0,127.986,524.168,108.107,55.5226,51.0808,17.0595,40.1816,0.817968,3.43943,151.459,10.6506,2.82557,3.76936,1.19962,0.288951,0.0766579,0.2122935727238655,0.224966,1.15862,0.291791,0.745675,,,3.5236,2.82768,2.69988,101.97000122070312,3.88914,-0.23924,0.605692,3.88914,0.23924,4.19241,630.3,4.92421875,592,4.625,,,,,,,,,,,,,,,,,,,Chase Burns,35333,695505,SP,16.74402,0.408918,7.7923196215996215,16.759708028643296,1.6517505149446492,-0.5682261206879794,2.1331822220134145,1.9604844105284318,2.2099989126044317,7.7476071745504544,4.8385671445016785,2.909040030048776,11.99,14.99,False,5,SP,SP 5
Michael King,SDP,10.0481,8.35256,11.0616,3.72514,27.3297,27.3297,0.0,0.0,0.648778,155.795,651.004,136.52,70.0919,64.4845,20.1396,54.2242,1.65051,6.89453,162.959,9.41384,3.13243,3.00528,1.16343,0.25032,0.0832933,0.1670267581939697,0.231435,1.22433,0.286098,0.742253,,,3.90058,2.81715,2.75821,127.23999786376952,2.31214,0.453,0.782366,2.31214,-0.45308,3.95684,695.2,4.456410256410257,663,4.25,,,,,,,,,,,,,,,,,,,Michael King,19853,650633,SP,21.1097,0.0,7.180663935486018,10.166064789293202,2.2926424166268085,-0.6211034172977374,2.3871383204608363,1.8065968012582887,1.340536010019196,7.857526189759742,4.8385671445016785,3.0189590452580637,22.11,15.51,True,5,SP,SP 5
Brandon Woodruff,MIL,9.82595,7.43477,10.9254,3.73889,24.9335,24.9335,0.0,0.0,0.0,144.491,587.732,122.433,65.2458,60.0261,20.5352,39.1066,0.489122,5.72339,153.496,9.56093,2.43586,3.92507,1.27909,0.261167,0.0665382,0.1946290135383606,0.225517,1.118,0.276244,0.725158,,,3.78884,2.78285,2.53182,132.47000122070312,2.02542,-0.425694,0.772177,2.02542,0.425694,3.97043,661.1000000000001,4.590972222222224,618,4.291666666666667,,,,,,,,,,,,,,,,,,,Brandon Woodruff,16162,605540,SP,20.751350000000002,0.0,6.439262830657669,24.79324168086119,2.2400358094160646,-0.6211034172977374,2.1781655761471015,1.6200662970505886,3.2693312473581098,9.300315017188826,4.8385671445016785,4.461747872687147,18.16,22.45,False,4,SP,SP 4
Drew Rasmussen,TBR,9.59587,7.67306,10.0743,3.62092,28.2259,28.2259,0.0517415,0.0,0.0,151.395,619.511,135.365,66.2063,60.9098,16.8909,38.5768,0.800824,5.01018,138.453,8.23064,2.29328,3.58902,1.00412,0.223487,0.0622697,0.1612176671624183,0.23504,1.14893,0.281692,0.716829,,,3.62021,2.77413,2.85725,137.5800018310547,3.24105,0.713582,0.621617,3.24105,-0.713582,4.17118,701.3000000000002,4.644370860927154,678,4.490066225165563,,,,,,,,,,,,,,,,,,,Drew Rasmussen,25385,656876,SP,19.67017,0.0517415,8.731379075149443,21.29430858997431,2.0813160896334146,-0.6144127100103747,1.8459689162388784,2.1967441519975384,2.8079486079398004,8.860584645219594,4.8385671445016785,4.022017500717916,16.47,20.34,True,4,SP,SP 5
José Soriano,LAA,10.0268,10.1209,12.973,3.76481,29.709,29.709,0.0,0.233438,0.199163,169.845,727.425,151.526,77.2262,71.0481,14.5253,72.6274,1.31432,9.02395,157.523,8.34706,3.8485,2.16891,0.769691,0.216548,0.0998418,0.1167064160108566,0.234642,1.31976,0.289198,0.720875,,,3.83423,2.7394,2.90443,333.17999267578125,2.52008,0.26757,1.25159,2.52008,-0.26757,3.33122,748.3,4.401764705882353,725,4.264705882352941,,,,,,,,,,,,,,,,,,,Jose Soriano,22100,667755,SP,22.9998,0.233438,7.0800155917880705,-5.124522801517985,2.570113459710463,-0.5909174867053236,2.2670943768816896,1.7812744943782706,-0.675739088032798,6.057815047936092,4.8385671445016785,1.2192479034344137,5.49,6.86,False,6,SP,SP 6
Eury Pérez,MIA,8.79941,8.5308,9.1662,3.90673,26.7435,26.7435,0.0,0.0,0.0,143.6,589.096,118.856,67.7545,62.3342,20.0222,47.5709,0.610638,4.79251,160.035,10.0301,2.98146,3.36414,1.25488,0.271663,0.0807524,0.1909100860357284,0.221444,1.15896,0.277099,0.712974,,,3.81277,2.62192,2.36176,81.3499984741211,2.60172,-0.299115,0.721283,2.60172,0.299115,4.03829,671.2000000000002,4.661111111111112,621,4.3125,,,,,,,,,,,,,,,,,,,Eury Perez,27768,691587,SP,17.965609999999998,0.0,3.7213058964395023,18.75692505049909,1.8310827468480202,-0.6211034172977374,2.3225672220382045,0.9362503787132297,2.4733595534337858,7.491858206409554,4.8385671445016785,2.6532910619078756,11.21,13.76,False,5,SP,SP 5
Jack Flaherty,DET,9.95026,9.70801,11.6315,4.04544,27.6856,27.6856,0.0,0.0,0.0,156.655,657.006,140.671,76.5385,70.4154,21.1479,53.7626,1.07176,6.70624,172.707,9.92218,3.08872,3.21239,1.21497,0.262869,0.0818297,0.1810395866632461,0.235812,1.24115,0.296816,0.715267,,,3.84316,2.5991,1.99276,212.82000732421875,2.79236,-0.521969,1.02391,2.79236,0.521969,3.63478,699.9,4.45796178343949,675,4.2993630573248405,,,,,,,,,,,,,,,,,,,Jack Flaherty,17479,656427,SP,21.581760000000003,0.0,1.6453609763699886,7.585704410069222,2.3619419143243223,-0.6211034172977374,2.6024047593882678,0.41395947554869744,1.000279865791236,6.360313927886567,4.8385671445016785,1.5217467833848888,8.34,8.32,False,6,SP,SP 6
Nick Pivetta,SDP,10.325,8.79967,13.2636,3.91717,27.7444,27.7444,0.0,0.0,0.0,167.628,685.182,142.575,79.3028,72.9586,26.0813,50.175,1.07277,4.63392,183.162,9.83399,2.69391,3.65046,1.40031,0.267318,0.0732287,0.1940897181630134,0.226175,1.14986,0.276621,0.726125,,,3.95338,2.5979,2.5865,95.61000061035156,1.74969,0.908918,1.00362,1.74969,-0.908918,3.66184,752.6000000000001,4.479761904761905,703,4.184523809523809,,,,,,,,,,,,,,,,,,,Nick Pivetta,15454,601713,SP,23.5886,0.0,4.149703220113922,23.419876222597896,2.6565506588891603,-0.6211034172977374,2.8332839775854675,1.0440316704671984,3.0882340489950386,9.756276485030375,4.8385671445016785,4.917709340528696,19.91,24.64,False,4,SP,SP 4
MacKenzie Gore,TEX,9.568,9.66741,11.732,3.91322,27.667,27.667,0.0,0.0,0.0,155.883,656.124,136.621,73.6721,67.7783,20.1116,59.4765,0.653917,6.40556,175.814,10.1507,3.43391,2.95602,1.16115,0.267958,0.0906483,0.1773102134466171,0.231467,1.25798,0.295473,0.728978,,,3.82456,2.57769,2.11205,164.72000122070312,4.66624,-1.50003,1.00398,4.66624,1.50003,3.66136,709.2,4.546153846153847,677,4.339743589743589,,,,,,,,,,,,,,,,,,,MacKenzie Gore,22201,669022,SP,21.299999999999997,0.0,3.9273436326927538,4.926247913279577,2.320578895912994,-0.6211034172977374,2.6710170722470625,0.9880878019094497,0.6495938063456236,6.439207344910336,4.8385671445016785,1.600640200408658,7.16,8.7,False,6,SP,SP 6
