Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,K,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID,Pos,QS+W,SV+HLD,Impact_ERA,Impact_WHIP,QS+W_Z,SV+HLD_Z,K_Z,Impact_ERA_Z,Impact_WHIP_Z,Total_Z,Rep_Level,Z_Above_Rep,Base_Value,Value,Target,Tier,Primary_Pos,Pos_Tier
Colin Rea,CHC,5.02488,4.6247,3.62683,4.34187,37.2656,8.85741,0.114707,0.719092,0.0,83.9265,355.749,83.9229,44.0094,40.4887,12.4506,23.8257,0.801427,3.7742,68.0786,7.30052,2.55499,2.85736,1.33516,0.191367,0.0669733,0.1243935227394104,0.255746,1.28384,0.288637,0.705722,,,4.42794,0.5648,0.507386,746.9600219726562,1.62164,0.488367,0.268945,1.62164,-0.488367,4.64141,311.6,3.7095238095238097,320,3.8095238095238098,,,,,,,,,,,,,,,,,,,Colin Rea,12317,607067,RP,8.65171,0.833799,-1.8827987770366983,0.4814159686679163,0.4637807267555119,-0.5132846442529714,0.29188125931903214,-0.4736969002542923,0.06348134260144478,0.04059764002269276,4.921431591770853,-4.88083395174816,0.0,0.0,False,7,RP,RP 7
Stephen Kolek,KCR,3.79929,3.46203,3.36447,4.28776,29.1089,8.07582,0.0,1.42246,0.37877,67.6502,292.539,70.3636,35.0324,32.2298,6.9459,21.209,0.817165,4.10464,48.8814,6.50304,2.82159,2.30474,0.924063,0.167093,0.0724998,0.0945935100317001,0.263312,1.35362,0.299991,0.690793,,,4.14733,0.563895,0.500423,999.0,0.795543,1.42723,0.467671,0.795543,-1.42723,4.37644,262.1,3.854411764705883,276,4.0588235294117645,,,,,,,,,,,,,,,,,,,Stephen Kolek,21487,663568,RP,7.16376,1.42246,-1.1109407730131473,-4.332190519280834,0.24534623198998431,-0.4371647319488009,-0.1320531766039975,-0.2795036872557824,-0.5712591365221368,-0.9816178209746956,4.921431591770853,-5.903049412745548,0.0,0.0,False,7,RP,RP 7
Louis Varland,TOR,3.4846,3.19521,0.253258,3.77327,57.4533,0.346335,4.22736,15.7144,1.80674,64.5373,269.098,59.8355,29.4103,27.0574,8.00675,18.9472,1.04062,2.4543,64.7403,9.02831,2.64226,3.41689,1.11658,0.240583,0.07041,0.1701728254556656,0.241568,1.22073,0.29625,0.73065,,,3.73652,0.559959,0.447234,743.219970703125,3.30404,-0.659403,0.734281,3.30404,0.659403,4.02096,377.6,5.809230769230769,372,5.723076923076923,,,,,,,,,,,,,,,,,,,Louis Varland,27691,686973,RP,3.737858,19.94176,2.6295359379546337,4.443372927796485,-0.2575840899201677,1.957570934138513,0.21816111641059519,0.6615699128914911,0.5859200722317781,3.1185679523805505,4.921431591770853,-1.8028636393903024,0.0,0.0,False,7,RP,RP 7
Bryan King,HOU,3.68187,3.08294,0.0,3.61359,61.7452,0.0,0.677407,19.4105,1.71004,62.8673,260.754,56.5323,27.4368,25.2418,7.24144,17.8357,0.777535,3.44215,62.4552,8.941,2.55333,3.5017,1.03667,0.239518,0.0684004,0.1711173057556152,0.236066,1.18294,0.290323,0.730674,,,3.66104,0.551484,0.550259,999.0,1.46426,1.42027,0.801475,1.46426,-1.42027,3.93137,373.9,5.934920634920635,366,5.809523809523809,,,,,,,,,,,,,,,,,,,Bryan King,25890,687911,RP,3.68187,20.087906999999998,3.6769416841450644,6.704472733964081,-0.2658032575621801,1.9764692420330694,0.1676989354921426,0.9250887027537976,0.8840773017240983,3.7944142299797634,4.921431591770853,-1.1270173617910895,0.0,0.0,False,7,RP,RP 7
Fernando Cruz,NYY,3.39883,3.56726,0.0,3.65489,56.3029,0.0646327,1.82288,18.1733,1.83954,57.4182,241.023,44.8608,25.3451,23.3175,7.01994,26.3243,0.984803,2.75038,76.9977,12.069,4.12619,2.92496,1.10034,0.319463,0.109219,0.2102432176470756,0.211659,1.23976,0.295793,0.747101,,,3.56162,0.550429,0.491205,999.0,2.82629,-1.00247,0.651919,2.82629,1.00247,4.13077,367.69999999999993,6.450877192982455,343,6.017543859649122,,,,,,,,,,,,,,,,,,,Fernando Cruz,7048,518585,RP,3.39883,19.996180000000003,3.0946744335859524,2.860317155393912,-0.3073541829282441,1.9646079989815945,0.4888429843331537,0.7785949854891486,0.3771723106584481,3.2579387634434527,4.921431591770853,-1.6634928283274002,0.0,0.0,False,7,RP,RP 7
Daniel Palencia,CHC,3.29654,3.306,0.0,3.71371,61.541,0.0,28.9296,3.24828,3.77067,63.876,269.045,53.8268,28.6494,26.3574,6.76197,26.046,1.03324,3.36202,70.7151,9.96362,3.66983,2.71501,0.952748,0.262838,0.096809,0.1660285741090774,0.224618,1.25043,0.290237,0.727543,,,3.67837,0.548135,0.455577,102.3000030517578,2.23681,-0.681754,1.97762,2.23681,0.681754,2.36318,459.1,7.1734375,441,6.890625,,,,,,,,,,,,,,,,,,,Daniel Palencia,27914,694037,RP,3.29654,32.17788,3.0253402133772287,2.500473042657945,-0.32237059105322535,4.070800939343442,0.35010345528047826,0.7611510580790658,0.32972189586038253,5.23297448972402,4.921431591770853,0.31154289795316714,2.0,2.5,False,6,RP,RP 6
Raisel Iglesias,ATL,3.87161,3.46018,0.0,3.63534,61.6824,0.0,26.2226,4.04945,3.97152,63.036,257.17,55.5517,27.6761,25.462,7.84628,16.6178,1.44291,2.17998,66.7782,9.53429,2.37261,4.01848,1.12026,0.259665,0.0646177,0.1950474008917808,0.233046,1.14489,0.291334,0.727199,,,3.52917,0.545199,0.551861,101.83999633789062,1.70584,1.19593,1.78709,1.70584,-1.19593,2.61721,445.2000000000001,7.066666666666667,434,6.888888888888889,,,,,,,,,,,,,,,,,,,Raisel Iglesias,17130,628452,RP,3.87161,30.27205,3.534343103676604,9.120525040969781,-0.2379489875686916,3.7873910407147653,0.2631643453693777,0.8892120565755558,1.2026671579526533,5.990507611366686,4.921431591770853,1.0690760195958333,4.91,6.14,False,6,RP,RP 5
Trevor McDonald,SFG,3.38484,3.34664,3.38705,4.14752,24.1131,8.08994,0.0,0.792094,0.0,63.0456,271.782,62.3548,31.58,29.0536,6.95644,22.2481,0.640205,3.71625,50.5763,7.21995,3.176,2.27328,0.993058,0.186091,0.0818602,0.1042312309145927,0.253663,1.34193,0.294226,0.708257,,,4.20062,0.545115,0.544001,747.4400024414062,4.20074,-1.68092,0.539371,4.20074,1.68092,4.28084,246.90000000000003,3.91904761904762,252,4.0,,,,,,,,,,,,,,,,,,,Trevor McDonald,26448,686790,SP,6.77189,0.792094,-0.052840929355385785,-3.3004949818680767,0.18781881140208329,-0.5186775290247593,-0.09462446432064656,-0.013294349214310002,-0.4352158348175777,-1.0096248506867365,4.8385671445016785,-5.848191995188415,0.0,0.0,False,7,SP,SP 7
Spencer Arrighetti,HOU,4.81201,6.83864,5.24884,4.59715,24.5178,15.0291,0.0,0.596138,0.0,91.1866,393.734,83.5529,50.6279,46.5777,13.6605,39.6317,0.66338,5.19594,90.4681,8.92908,3.9116,2.28272,1.34828,0.22977,0.100656,0.1291135400533676,0.239471,1.35091,0.285535,0.697259,,,4.57322,0.53407,0.36037,694.8599853515625,2.92764,3.79822,0.353346,2.92764,-3.79822,4.52887,331.80000000000007,3.646153846153847,322,3.5384615384615383,,,,,,,,,,,,,,,,,,,Spencer Arrighetti,29921,681293,SP,10.06085,0.596138,-4.632177757825409,-5.592097344360431,0.6706457315970024,-0.5440166521116906,0.7863116998571669,-1.1654183506334441,-0.7373952475241975,-0.859425408906744,4.8385671445016785,-5.697992553408422,0.2,0.0,False,7,SP,SP 7
Troy Melton,DET,3.18188,2.78892,2.62638,3.91326,31.6831,4.58972,0.0,2.6698,0.0,56.882,237.435,52.7789,26.8833,24.7327,7.55122,17.816,0.43336,1.45261,50.8447,8.04476,2.81889,2.85387,1.19477,0.214142,0.0750355,0.1391062214970588,0.241921,1.24108,0.28308,0.728245,,,4.08944,0.528772,0.526294,718.4199829101562,3.05373,1.43836,0.747839,3.05373,-1.43836,4.00288,242.59999999999997,4.256140350877192,238,4.175438596491228,,,,,,,,,,,,,,,,,,,Troy Melton,31807,675512,RP,5.808260000000001,2.6698,1.4328242785603849,2.759043847649649,0.046355702970412034,-0.2758708609203414,-0.0886973498142737,0.3604869663402797,0.3638180267050424,0.3379487272512246,4.921431591770853,-4.583482864519628,0.0,0.0,False,7,RP,RP 7
Alex Cobb,,3.22055,2.30479,2.27775,3.96031,12.5639,7.03024,0.0,0.716886,0.0,42.3819,178.532,40.5362,20.2712,18.6495,4.77764,13.1119,0.222376,1.55246,33.5184,7.11779,2.78439,2.55632,1.01456,0.187744,0.0734432,0.1143013015389442,0.247372,1.26583,0.284767,0.710762,,,4.05689,0.522321,0.558289,999.0,2.90271,0.686393,0.887529,2.90271,-0.686393,3.81663,169.70000000000002,4.040476190476191,172,4.095238095238095,,,,,,,,,,,,,,,,,,,Alex Cobb,6562,502171,SP,5.4983,0.716886,0.8460281709770862,1.006791050889607,0.0008528594625502125,-0.528402695741379,-0.4713164409907573,0.21285382538350972,0.13275930128873528,-0.7873933783838196,4.8385671445016785,-5.625960522885498,0.0,0.0,False,7,SP,SP 7
Dylan Lee,ATL,3.18776,3.0584,0.0,3.58692,62.1396,0.0,1.65749,16.9711,3.23245,63.6559,259.796,56.1341,27.576,25.3699,8.81726,17.5298,1.47856,1.31334,69.718,9.85708,2.47846,3.9771,1.24663,0.268357,0.0674754,0.2008811831474304,0.232967,1.15722,0.291328,0.7516,,,3.63341,0.517796,0.606103,999.0,0.746004,0.988023,0.8458,0.746004,-0.988023,3.87227,378.30000000000007,5.910937500000001,364,5.6875,,,,,,,,,,,,,,,,,,,Dylan Lee,19996,669276,RP,3.18776,18.62859,3.911594970704481,8.425536274596555,-0.33833974615964296,1.7877645680968226,0.32808435738813696,0.9841255662961789,1.111023293075524,4.04598414892998,4.921431591770853,-0.8754474428408727,0.0,0.0,False,7,RP,RP 7
Lucas Erceg,KCR,4.45777,4.58612,0.0,3.71743,58.4756,0.0,5.71623,18.3965,4.23596,61.0369,258.607,55.053,27.4034,25.2112,5.45947,22.154,1.61357,3.78294,58.631,8.64524,3.26665,2.64651,0.805009,0.226718,0.0856668,0.141051597893238,0.236614,1.26492,0.294184,0.715941,,,3.65158,0.517783,0.500362,589.3900146484375,1.08721,0.851649,0.739069,1.08721,-0.851649,4.01457,388.9000000000001,6.375409836065575,382,6.262295081967213,,,,,,,,,,,,,,,,,,,Lucas Erceg,19360,668674,RP,4.45777,24.11273,2.865563982245043,1.505023755047419,-0.1518993464841379,2.496920187143767,0.08324859534582701,0.720952654327843,0.198458162660956,3.4763995997920505,4.921431591770853,-1.4450319919788024,0.0,0.0,False,7,RP,RP 7
Camilo Doval,NYY,4.05003,3.43902,0.0,3.64677,60.7494,0.0,4.75011,15.464,4.50687,61.725,264.106,51.3729,27.1856,25.0107,5.24958,29.8735,1.56669,3.23956,68.8009,10.0317,4.3558,2.30307,0.765431,0.260505,0.113112,0.1473932191729545,0.222401,1.31627,0.293888,0.73157,,,3.62087,0.517635,0.554235,683.6099853515625,1.86669,-2.49744,0.670817,1.86669,2.49744,4.10558,388.69999999999993,6.269354838709677,369,5.951612903225806,,,,,,,,,,,,,,,,,,,Camilo Doval,21992,666808,RP,4.05003,20.21411,3.382587614608137,-1.6470155902363708,-0.2117565197061523,1.9927885859211876,0.30783191061542986,0.8510316064684832,-0.2171817466774565,2.785913066638946,4.921431591770853,-2.135518525131907,0.0,0.0,False,7,RP,RP 7
Caleb Thielbar,CHC,3.69945,3.16691,0.0,3.73958,62.0407,0.0,1.53649,18.7034,1.61636,59.8362,246.849,52.1135,27.0244,24.8625,7.59956,19.1989,1.10072,1.41279,61.6809,9.27745,2.88771,3.21273,1.14305,0.249873,0.0777759,0.1720973253250122,0.230349,1.19179,0.283607,0.729945,,,3.75796,0.514379,0.446359,999.0,1.58517,-1.77263,0.751779,1.58517,1.77263,3.99763,360.4,6.006666666666667,346,5.766666666666667,,,,,,,,,,,,,,,,,,,Caleb Thielbar,10078,573204,RP,3.69945,20.23989,2.6619461136527374,5.85122390311055,-0.2632224729807237,1.99612220465795,0.15059996096798278,0.6697240502067128,0.7715646621754514,3.40253839029887,4.921431591770853,-1.518893201471983,0.0,0.0,False,7,RP,RP 7
Jordan Montgomery,TEX,2.87965,3.11312,3.01041,4.50546,15.1751,7.72638,0.00118677,0.48978,0.0,51.3686,220.434,52.6996,27.9516,25.7154,6.62833,16.7326,0.435073,1.51924,40.1605,7.03629,2.93163,2.40013,1.16131,0.182188,0.0759076,0.1062804907560348,0.260654,1.35165,0.296482,0.689591,,,4.3149,0.510962,0.22044,999.0,1.88924,-1.14899,0.613169,1.88924,1.14899,4.18244,176.50000000000006,3.4607843137254912,187,3.6666666666666665,,,,,,,,,,,,,,,,,,,Jordan Montgomery,16511,656756,SP,5.89006,0.49096677,-2.0860207507531823,-3.1882317862878193,0.05836413179652853,-0.5576163721619771,-0.32463802346922527,-0.5248259004359094,-0.4204123824105401,-1.764757968508653,4.8385671445016785,-6.603325113010332,0.0,0.0,False,7,SP,SP 7
Corbin Burnes,ARI,2.29213,1.76534,3.05479,3.59669,5.98121,5.86,0.0,0.0,0.0,35.2262,146.571,31.3801,15.3017,14.0775,3.92074,11.2269,0.226028,1.45581,33.8544,8.64952,2.86838,3.01547,1.00171,0.230976,0.0765969,0.1543791443109512,0.234375,1.20953,0.285698,0.735637,,,3.74005,0.508674,0.73069,735.989990234375,1.28535,-0.548773,1.06659,1.28535,0.548773,3.57789,161.20000000000002,4.605714285714286,155,4.428571428571429,,,,,,,,,,,,,,,,,,,Corbin Burnes,19361,669203,SP,5.34692,0.0,2.1264307925428767,2.820036615556348,-0.021370073981184918,-0.6211034172977374,-0.4638965062882936,0.534992739170027,0.37186076530885154,-0.22964960023127262,4.8385671445016785,-5.068216744732951,10.45,0.0,False,7,SP,SP 7
Jared Koenig,MIL,4.68449,3.35697,0.0,3.52249,59.7126,0.2,1.53451,18.3005,2.20871,62.2995,261.239,55.6519,26.5035,24.3833,6.5875,21.2354,1.4828,3.06018,63.0275,9.10517,3.06774,2.96804,0.951653,0.241264,0.0812872,0.1599765196442604,0.234874,1.23416,0.293222,0.744608,,,3.65632,0.508507,0.565622,999.0,1.15226,-1.29262,0.708457,1.15226,1.29262,4.05539,363.0999999999999,5.856451612903224,355,5.725806451612903,,,,,,,,,,,,,,,,,,,Jared Koenig,27517,657649,RP,4.68449,19.83501,4.27425563784981,3.4529486680610617,-0.11861632712647098,1.9437670629147186,0.18033711593922613,1.0753680484807464,0.4553189583405642,3.6655370539413754,4.921431591770853,-1.2558945378294775,0.0,0.0,False,7,RP,RP 7
Payton Tolle,BOS,2.56471,2.53439,2.36012,4.13709,22.5965,5.92269,0.0,0.906221,0.0,49.0228,205.054,44.4709,24.4942,22.5346,7.19991,16.5606,0.245867,1.36616,49.3469,9.05949,3.04033,2.97977,1.32182,0.240653,0.0807622,0.1598907262086868,0.237651,1.24496,0.285426,0.717099,,,4.12826,0.507124,0.541794,670.010009765625,2.64026,0.461058,0.764336,2.64026,-0.461058,3.98089,210.1,4.287755102040816,202,4.122448979591836,,,,,,,,,,,,,,,,,,,Payton Tolle,35466,801139,RP,4.92483,0.906221,0.015719320751907774,2.187369210902549,-0.08333386032856321,-0.5039197359459957,-0.12177347540162582,0.00395485359619882,0.2884348324742478,-0.4919914600431133,4.921431591770853,-5.413423051813966,0.0,0.0,False,7,RP,RP 7
Edwin Uceta,TBR,4.31818,3.38141,0.0,3.69186,57.6225,0.0,9.92179,15.035,2.0451,61.7348,256.27,50.3358,27.5261,25.324,7.90282,22.4542,1.7773,3.77891,73.352,10.6936,3.27348,3.26674,1.15211,0.28623,0.0876193,0.1986104920506477,0.218817,1.17908,0.285203,0.733303,,,3.69773,0.503528,0.451053,527.260009765625,1.85726,0.70761,0.842445,1.85726,-0.70761,3.87674,408.4,6.587096774193548,384,6.193548387096774,,,,,,,,,,,,,,,,,,,Edwin Uceta,20539,670955,RP,4.31818,24.956789999999998,3.0737955808879764,6.822022303116656,-0.1723914807119816,2.6060658128595153,0.4083344844975222,0.7733420355061116,0.8995778354780469,4.578313991882917,4.921431591770853,-0.3431175998879361,0.0,0.0,False,7,RP,RP 7
Matt Svanson,STL,3.27074,2.74169,0.0,3.6716,57.12,0.0,6.30435,11.6882,1.3294,63.8454,270.185,58.6533,28.311,26.0461,5.68575,23.1392,0.999166,3.55353,59.7313,8.42004,3.26183,2.58139,0.801494,0.221076,0.0856422,0.1354333385825157,0.240884,1.2811,0.297445,0.724363,,,3.67598,0.503416,0.559,601.6699829101562,5.25916,3.1654,0.838668,5.25916,-3.1654,3.88178,363.4,5.678125,359,5.609375,,,,,,,,,,,,,,,,,,,Matt Svanson,29629,694335,RP,3.27074,17.99255,3.322564318666705,0.5413118654535778,-0.32615809060962886,1.7055180645541308,0.10754667318249635,0.8359302320798444,0.07137944360293905,2.1668093136054827,4.921431591770853,-2.75462227816537,0.0,0.0,False,7,RP,RP 7
Jonah Tong,NYM,2.20339,2.19266,1.56348,3.81442,11.2625,4.90012,0.0,0.684373,0.0,31.0899,130.55,25.7939,14.3225,13.1767,3.39037,13.2029,0.292435,1.08148,34.5668,10.0065,3.82201,2.61813,0.981455,0.264778,0.101133,0.1636455953121185,0.221853,1.25432,0.286094,0.720412,,,3.70749,0.502679,0.476614,686.3499755859375,2.13274,-0.598848,0.999659,2.13274,0.598848,3.66712,156.89999999999998,5.0612903225806445,148,4.774193548387097,,,,,,,,,,,,,,,,,,,Jonah Tong,32157,804636,SP,3.76687,0.684373,1.1245470248587361,1.0961429139102459,-0.2533250613492228,-0.5326069605198261,-0.4481644780679506,0.28292690985500246,0.1445415781504389,-0.9349239059961535,4.8385671445016785,-5.773491050497832,0.0,0.0,False,7,SP,SP 7
Robert Garcia,TEX,3.48339,4.07159,0.0,3.65432,61.2281,0.0,17.7178,8.35579,4.73367,60.3617,252.033,53.0527,26.6402,24.509,6.80899,21.4182,1.55682,2.03974,64.9403,9.68268,3.19348,3.03201,1.01523,0.257666,0.0849817,0.1726838126778602,0.232101,1.23374,0.294872,0.736556,,,3.61574,0.496336,0.365642,237.6999969482422,2.16354,-0.306467,1.33327,2.16354,0.306467,3.22231,403.1,6.718333333333333,392,6.533333333333333,,,,,,,,,,,,,,,,,,,Robert Garcia,23363,676395,RP,3.48339,26.073590000000003,3.25717430549521,3.37039869464284,-0.29494057973097737,2.750479521362878,0.22257774420968052,0.8194786351674672,0.4444336045397699,3.9703481323737,4.921431591770853,-0.9510834593971529,0.0,0.0,False,7,RP,RP 7
Cole Sands,MIN,3.64057,3.26782,0.0,3.99878,61.4273,0.203784,5.06935,13.1079,2.32838,65.5892,275.191,61.0755,31.676,29.1419,7.5172,19.9647,1.23101,3.54312,64.0207,8.78477,2.7395,3.2067,1.03149,0.232641,0.0725483,0.1600925028324127,0.242668,1.23557,0.297306,0.700042,,,3.74813,0.495191,0.232345,732.75,1.44466,-3.78693,0.677415,1.44466,3.78693,4.09678,364.4000000000001,5.521212121212122,359,5.4393939393939394,,,,,,,,,,,,,,,,,,,Cole Sands,21461,663485,RP,3.64057,18.17725,1.0289063185428278,3.5423831337200276,-0.2718661928985935,1.7294016712523497,0.20227008958948522,0.25886448392158373,0.467112127500664,2.506439705741522,4.921431591770853,-2.414991886029331,0.0,0.0,False,7,RP,RP 7
Andrew Alvarez,WSN,2.04119,2.69944,2.0547,4.16736,25.5626,6.0909,0.0,0.83496,0.0,51.305,220.778,49.553,25.8221,23.7563,5.34447,19.7884,0.575932,2.1386,39.5233,6.93322,3.47131,1.99729,0.937534,0.179018,0.0896305,0.0893878787755966,0.249197,1.35155,0.2871,0.703523,,,4.23079,0.490409,0.400844,999.0,2.41409,0.50618,0.756156,2.41409,-0.50618,3.99179,203.90000000000003,3.998039215686275,208,4.078431372549019,,,,,,,,,,,,,,,,,,,Andrew Alvarez,29914,674841,RP,4.09589,0.83496,-0.15617653191623576,-3.179449134987073,-0.2050241658434908,-0.5131345150305748,-0.33870939963711194,-0.03929274862692555,-0.4192542685704146,-1.5590582771104695,4.921431591770853,-6.480489868881323,0.0,0.0,False,7,RP,RP 7
Gregory Soto,PIT,2.51551,3.31747,0.0,3.84047,61.3231,0.0,4.13187,17.2913,2.16278,59.3755,255.035,53.6499,27.5398,25.3366,5.18141,23.8038,1.21462,4.79847,63.461,9.61927,3.60812,2.66601,0.785385,0.248833,0.0933354,0.1554973423480987,0.236935,1.30447,0.307171,0.711027,,,3.57712,0.488474,0.375302,739.989990234375,2.93494,-2.32298,0.75555,2.93494,2.32298,3.9926,361.7000000000001,6.130508474576272,357,6.0508474576271185,,,,,,,,,,,,,,,,,,,Gregory Soto,19677,642397,RP,2.51551,21.42317,1.9759256988443152,-0.8841860425772231,-0.4370275979732966,2.149132459849442,0.18991015669374406,0.4971268783956226,-0.11659213807878464,2.236548331382572,4.921431591770853,-2.684883260388281,0.0,0.0,False,7,RP,RP 7
Jon Gray,,2.69112,2.78058,2.48772,4.63765,9.25045,7.56974,0.0,0.0,0.91345,44.8723,191.069,44.4522,25.1331,23.1224,6.9771,14.5547,0.266578,1.48399,38.4147,7.70481,2.91923,2.63933,1.39939,0.201051,0.0761751,0.1248762756586074,0.253968,1.315,0.289073,0.687947,,,4.51659,0.482233,0.291899,999.0,2.91601,-1.18367,0.693468,2.91601,1.18367,4.07538,160.49999999999997,3.566666666666666,162,3.6,,,,,,,,,,,,,,,,,,,Jon Gray,14916,592351,SP,5.17884,0.0,-2.4812963980724083,-1.1404365402958823,-0.04604460597499509,-0.6211034172977374,-0.3631907675274433,-0.6242740470805663,-0.15038230437193958,-1.928737222461277,4.8385671445016785,-6.767304366962955,0.0,0.0,False,7,SP,SP 7
Sam Hentges,SFG,1.79254,1.88473,0.0,3.55472,43.5865,0.0,0.0272431,4.14305,1.23805,43.674,182.91,39.6856,18.7499,17.2499,4.13262,14.7468,0.792074,1.38599,44.2089,9.11024,3.03891,2.99786,0.851619,0.241698,0.0806235,0.1610744968056678,0.237956,1.24634,0.300189,0.733503,,,3.44893,0.477638,0.409979,999.0,1.39852,-0.112672,1.01237,1.39852,0.112672,3.65018,228.40000000000003,5.190909090909091,224,5.090909090909091,,,,,,,,,,,,,,,,,,,Sam Hentges,18548,656529,RP,1.79254,4.170293099999999,2.83998972507729,1.8887586020577836,-0.5431612628683761,-0.08184169441362048,-0.23523664356013466,0.7145183786662996,0.24905890064350092,0.10767657028595985,4.921431591770853,-4.813755021484893,0.0,0.0,False,7,RP,RP 7
Bennett Sousa,HOU,3.42249,1.91691,0.0,3.62953,50.1643,0.0,1.10119,8.89853,1.98128,53.5205,221.153,45.6638,23.4607,21.5838,6.37601,18.1946,0.788741,1.54951,57.9197,9.73976,3.0596,3.18334,1.07219,0.261899,0.0822718,0.1796272099018097,0.226722,1.19316,0.286536,0.735414,,,3.62619,0.472017,0.486768,999.0,3.0002,2.24004,0.826648,3.0002,-2.24004,3.8978,303.20000000000005,5.614814814814816,289,5.351851851851852,,,,,,,,,,,,,,,,,,,Bennett Sousa,21345,656986,RP,3.42249,9.99972,3.035445844919153,5.1606174694654365,-0.30388084031179036,0.6719630665805212,0.06754085857837906,0.7636935530046551,0.6804986683774152,1.7952545679449754,4.921431591770853,-3.1261770238258775,0.0,0.0,False,7,RP,RP 7
Kevin Ginkel,ARI,3.6475,3.66604,0.0,3.94066,58.337,0.0,15.5773,11.0796,4.04277,59.9682,253.261,54.6939,28.5404,26.2571,6.02859,21.2097,0.828637,2.86422,61.3769,9.21142,3.18314,2.89382,0.904769,0.242346,0.0837462,0.1585999429225921,0.238642,1.26573,0.300808,0.702056,,,3.59938,0.469719,0.302944,490.5400085449219,2.14022,-1.39135,1.20247,2.14022,1.39135,3.39671,401.2000000000001,6.686666666666667,396,6.6,,,,,,,,,,,,,,,,,,,Kevin Ginkel,19876,656464,RP,3.6475,26.6569,1.328065659462836,1.4302485890901169,-0.2708488529014665,2.8259074944172258,0.14388668671337265,0.3341305475096221,0.1885980245742407,3.2485880888917684,4.921431591770853,-1.6728435028790845,0.0,0.0,False,7,RP,RP 7
Emilio Pagán,CIN,3.04249,3.48749,0.0,4.05604,63.111,0.0706629,26.1777,4.39237,4.75901,64.9598,268.231,55.8321,31.8212,29.2755,10.4366,21.8082,0.770866,2.12777,70.9863,9.83495,3.02147,3.25502,1.44596,0.264646,0.0813038,0.1833420023322105,0.228544,1.19521,0.278719,0.726952,,,4.14362,0.467741,0.390183,112.95999908447266,1.25755,0.884322,1.828,1.25755,-0.884322,2.56267,428.4,6.59076923076923,411,6.323076923076923,,,,,,,,,,,,,,,,,,,Emilio Pagan,14771,641941,RP,3.04249,30.57007,0.6057844842028631,6.13062088102655,-0.35966571749912896,3.83170864406308,0.35609240257603814,0.15241046249280052,0.8084070114767661,4.921431591770853,4.921431591770853,0.0,0.0,0.0,False,7,RP,RP 7
Tyler Holton,DET,4.02283,3.50218,0.0,3.60043,61.9799,0.537395,1.12002,14.7262,1.70566,68.1677,279.026,62.0199,29.6417,27.2704,8.25048,16.5418,1.05476,2.09615,56.8962,7.51185,2.18397,3.43953,1.08929,0.20391,0.0592842,0.144625786691904,0.238183,1.15248,0.2754,0.73003,,,3.8595,0.466343,0.581536,999.0,2.46957,1.40343,0.881401,2.46957,-1.40343,3.8248,365.6000000000001,5.3764705882352954,358,5.264705882352941,,,,,,,,,,,,,,,,,,,Tyler Holton,26231,663947,RP,4.02283,15.84622,4.086507446355984,9.346067624616346,-0.2157495424942986,1.4279755547296131,0.044938765816558576,1.0281321263930185,1.2324080617770532,3.559909575430584,4.921431591770853,-1.361522016340269,0.0,0.0,False,7,RP,RP 7
Connor Prielipp,MIN,3.28139,3.53372,1.61958,4.1733,36.3795,4.65512,0.0,1.76997,0.0,57.8181,250.727,56.7561,29.1416,26.8103,6.62748,22.6808,0.943616,3.03971,53.6838,8.35646,3.53051,2.36693,1.03164,0.214112,0.09046,0.1236524358391761,0.252242,1.37391,0.304372,0.716882,,,4.10285,0.463391,0.372924,999.0,2.00042,-1.03392,0.515738,2.00042,1.03392,4.31235,232.90000000000003,4.015517241379311,237,4.086206896551724,,,,,,,,,,,,,,,,,,,Connor Prielipp,sa3020808,687570,RP,4.90097,1.76997,-0.21417294240300352,-4.8757794209452605,-0.08683656340669452,-0.3922281203424226,-0.026001109892354272,-0.053884175075957046,-0.6429388387895675,-1.174596293365883,4.921431591770853,-6.096027885136736,0.0,0.0,False,7,RP,RP 7
Tyler Rogers,TOR,3.87012,3.50904,0.0,3.69228,66.2901,0.0,2.93495,22.6017,2.67468,66.782,277.584,67.0658,29.7799,27.3975,6.56809,13.2022,0.916707,2.98047,45.6334,6.14987,1.77922,3.4565,0.88516,0.164395,0.0475611,0.1168338544666767,0.256562,1.20194,0.289186,0.710372,,,3.77403,0.459731,0.449581,743.4099731445312,2.68836,-0.170479,0.887944,2.68836,0.170479,3.81607,386.49999999999994,5.76865671641791,395,5.895522388059701,,,,,,,,,,,,,,,,,,,Tyler Rogers,15541,643511,RP,3.87012,25.53665,3.3219902143177027,5.852795296117198,-0.2381677230081893,2.681047665485554,-0.2037792120611475,0.8357857920823992,0.7717718720403267,3.8615317078903213,4.921431591770853,-1.0598998838805316,0.0,0.0,False,7,RP,RP 7
