Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,K,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID,Pos,norm_name,Impact_AVG,Impact_OBP,R_Z,HR_Z,RBI_Z,SB_Z,Impact_OBP_Z,Total_Z,Rep_Level,Z_Above_Rep,Base_Value,Value,Target,Tier,Primary_Pos,Pos_Tier
Aaron Judge,NYY,144.946,637.138,511.871,148.508,76.2222,24.6921,1.00821,46.5852,107.507,111.948,113.929,10.08,157.016,6.08975,4.73416,0.514365,9.86611,8.80426,2.56624,0.290127,0.178813,0.24644,0.725586,0.421797,0.615334,0.432357,1.03713,0.325207,3.7005,0.325627,-0.958136,-0.51904,136.997,61.7145,181.714,-1.47718,0.79864,60.05706822872162,-6.203563928604126,7.7161,1.850000023841858,4.17744,0.755537,1.48197,4.17744,-0.755537,3.02404,1211.1,8.352413793,1211.1,8.352413793,,,,,,,,,,,,,,,,,,,Aaron Judge,15640,592450,OF/DH,Aaron Judge,23.03696465258941,67.4067816110237,2.593258680475963,4.142820909580461,2.836045018262725,0.3187024904488224,7.579237206509768,18.01970986309979,4.93721430821242,13.082495554887371,76.22,76.22,False,1,OF,OF 1
Bobby Witt Jr.,KCR,151.433,660.363,598.977,174.424,102.956,36.72,6.25772,28.49,100.241,92.0409,48.1526,5.74819,113.119,6.54715,5.99653,0.689998,6.16265,33.884,9.28405,0.291203,0.0729183,0.171298,0.42568,0.347329,0.516096,0.365227,0.863425,0.224893,6.99924,0.314944,1.31972,1.97198,105.999,27.9721,135.6,3.2917,4.97774,31.077025175094604,11.988534450531006,6.69278,3.0999999046325684,3.16688,0.257482,0.669219,3.16688,-0.257482,4.10771,984.5,6.519867549,984.5,6.519867549,,,,,,,,,,,,,,,,,,,Bobby Witt Jr.,25764,677951,SS,Bobby Witt Jr.,27.60170522130484,20.68798655715474,2.329740483567602,2.1269099097123307,2.10643472023892,2.909127532496248,2.3261629422775805,12.342888547513718,6.2323935944793165,6.110494953034402,36.13,36.13,True,2,SS,SS 2
Shohei Ohtani,LAD,148.386,659.827,558.89,158.223,79.6194,27.19,5.11473,46.2993,121.416,109.173,91.7757,10.0296,159.383,4.52467,3.69272,0.944318,7.36547,24.0106,7.02655,0.283103,0.139091,0.241552,0.575819,0.386296,0.598581,0.410764,0.984877,0.315478,6.47473,0.313601,0.415744,0.829473,130.308,52.3441,166.881,1.24522,0.0,53.40271079540253,-14.007638931274414,6.31539,1.2599999904632568,4.30732,-0.997778,0.964152,4.30732,0.997778,3.71446,1182.0,7.986486486,1182.0,7.986486486,,,,,,,,,,,,,,,,,,,Shohei Ohtani,19755,660271,SP,Shohei Ohtani,21.227430704921996,46.38267334899002,3.097700546812103,4.110969979230849,2.734339165726894,1.8893281801045942,5.215280646577592,17.572117866296153,4.8385671445016785,12.733550721794476,74.21,74.21,False,1,SP,SP 7
Juan Soto,NYM,154.598,677.695,543.893,148.661,84.1602,24.867,1.0055,38.6278,109.122,99.2712,124.62,8.88129,121.576,3.64906,4.24422,1.2884,12.579,21.434,5.39333,0.273327,0.183889,0.179396,1.02504,0.409413,0.535808,0.402017,0.945221,0.262481,4.60608,0.283638,-0.908541,0.734382,129.024,48.9492,160.873,-0.17416,-6.56797,48.583340018987656,-13.920023918151855,5.89314,4.599999904632568,1.00144,-0.40592,0.729247,1.00144,0.40592,4.02767,1148.1,7.407096774,1148.1,7.407096774,,,,,,,,,,,,,,,,,,,Juan Soto,20123,665742,OF,Juan Soto,15.340725518539639,63.30498336308506,2.651830368888708,3.2563200590592922,2.3714306934244433,1.6231974641027778,7.118029874675238,17.850889676009302,4.93721430821242,12.913675367796882,75.25,75.25,True,1,OF,OF 1
Gunnar Henderson,BAL,152.559,659.356,581.336,156.799,93.4652,32.8195,4.19767,26.3165,96.906,82.5412,67.2015,3.52165,140.013,5.88665,4.34911,0.582216,9.24177,23.9314,5.05798,0.269721,0.10192,0.212348,0.479968,0.348962,0.476425,0.354239,0.825387,0.206704,6.08521,0.311149,0.810741,1.63867,99.955,22.047,130.01,2.44941,-0.400245,25.77101254463196,6.662692606449127,5.64025,12.3100004196167,2.14217,1.11904,0.439322,2.14217,-1.11904,4.41424,911.7,5.958823529,911.7,5.958823529,,,,,,,,,,,,,,,,,,,Gunnar Henderson,26289,683002,SS,Gunnar Henderson,14.300523100658902,21.733167404063586,2.2087890403128014,1.8847693111992792,1.7582635175958066,1.8811478056936095,2.4436833663817246,10.779840640086702,6.2323935944793165,4.547447045607385,27.15,27.15,True,3,SS,SS 2
Julio Rodríguez,SEA,151.614,659.957,599.956,162.937,102.012,28.1473,2.9873,29.7899,94.3823,91.2708,47.2543,3.93081,145.655,8.86419,3.40173,0.480255,10.5369,28.0997,6.51966,0.271581,0.0716021,0.220703,0.324427,0.332165,0.477415,0.34634,0.809581,0.205834,6.04264,0.311154,-0.182009,1.93204,95.8137,17.8348,129.656,1.75004,4.61052,24.81745219230652,6.759247064590454,5.55468,9.550000190734863,2.09756,-1.08159,0.270813,2.09756,1.08159,4.63892,894.7,5.88618421,894.7,5.88618421,,,,,,,,,,,,,,,,,,,Julio Rodriguez,23697,677594,OF,Julio Rodriguez,15.87448229051819,10.667679358466543,2.1172612570018146,2.2717263642819727,2.0782099717568143,2.3116813240939704,1.1994768236729358,10.609519632258014,4.93721430821242,5.672305324045594,33.61,33.61,False,2,OF,OF 3
Cal Raleigh,SEA,150.13,624.588,538.991,123.773,61.0935,22.5578,0.297751,39.8235,86.2968,101.362,75.5167,8.65411,168.554,5.67394,3.89723,0.509339,5.72546,8.02471,2.29524,0.229638,0.120906,0.269864,0.448027,0.328425,0.494251,0.347875,0.822676,0.264613,3.34378,0.250961,-1.38248,-0.217179,91.4575,17.6576,130.714,-1.59966,3.25178,21.01016080379486,10.01312494277954,5.37351,17.950000762939453,2.5769,1.1138,1.76869,2.5769,-1.1138,2.64175,853.7,5.691333333,853.7,5.691333333,,,,,,,,,,,,,,,,,,,Cal Raleigh,21534,663728,C,Cal Raleigh,-8.345515204402892,7.760008519021808,1.8240220082951601,3.3895280248481385,2.448060097562071,0.23818467640736635,0.8725375086085456,9.275530849542255,3.475655594645327,5.799875254896929,34.35,34.35,False,2,C,C 1
José Ramírez,CLE,150.578,648.708,574.71,157.014,93.5045,32.9517,2.89239,27.6659,91.7865,88.6309,63.7363,10.08,74.2129,4.47434,5.54601,0.241198,6.73427,33.1873,8.04209,0.273206,0.0982511,0.114401,0.858831,0.347319,0.485025,0.352522,0.832344,0.211818,6.01216,0.27039,-0.254642,2.34304,97.4367,20.7869,128.568,2.08839,0.462692,23.93061470985413,1.0615922212600708,4.8414,6.0,2.87142,-1.06995,0.555249,2.87142,1.06995,4.25967,924.5,6.122516556,924.5,6.122516556,,,,,,,,,,,,,,,,,,,Jose Ramirez,13510,608070,3B/DH,Jose Ramirez,16.1403917544265,20.316369263433433,2.023118601409367,2.035100354969011,1.9814556365822766,2.8371670924440604,2.284378190775747,11.669852631555202,4.432236963281538,7.237615668273664,42.61,42.61,True,2,3B,3B 1
Fernando Tatis Jr.,SDP,148.434,645.925,565.422,152.449,93.3581,28.1789,2.4446,28.4674,98.0398,80.8973,70.7144,3.4535,127.999,6.09434,3.0239,0.669995,10.511,25.6142,6.01932,0.26962,0.109478,0.198165,0.552458,0.355298,0.479145,0.359056,0.834443,0.209526,5.8585,0.300941,0.217123,1.55725,100.445,24.1241,131.36,1.77437,5.60178,25.715744018554688,-1.4610400199890137,4.7182,14.149999618530272,2.36237,-0.228491,0.471988,2.36237,0.228491,4.37068,905.6,6.118918918,905.6,6.118918918,,,,,,,,,,,,,,,,,,,Fernando Tatis Jr.,19709,665487,OF,Fernando Tatis Jr.,13.851940454535377,25.383046277632378,2.249908904289501,2.124392137673502,1.6980133370611563,2.054960104415901,2.8540767585101285,11.54627436225936,4.93721430821242,6.609060054046941,39.0,39.0,False,2,OF,OF 3
Ketel Marte,ARI,139.98,611.993,532.572,146.777,86.6072,29.4788,2.42866,28.262,88.0643,86.0661,67.1612,5.12233,99.4306,6.76339,4.90787,0.58839,11.4244,5.24288,1.63331,0.2756,0.109742,0.16247,0.675458,0.360974,0.499273,0.367059,0.860248,0.223674,4.10512,0.28921,-0.00133601,-0.646257,99.1451,26.8334,136.048,-0.647593,0.144701,25.499480307102203,0.2159163653850555,4.71421,32.25,3.23099,0.629526,0.885498,3.23099,-0.629526,3.81934,874.8,6.248571428,874.8,6.248571428,,,,,,,,,,,,,,,,,,,Ketel Marte,13613,606466,2B/DH,Ketel Marte,16.23194821840878,27.523285830854945,1.888124459855238,2.1015093776391884,1.8874537733087988,-0.04914374464958203,3.094725887053828,9.373558022516958,4.290443792376481,5.0831142301404775,30.23,30.23,False,3,2B,2B 1
Ronald Acuña Jr.,ATL,143.703,629.083,532.849,149.175,93.8421,24.952,1.99257,28.3884,105.639,77.2255,85.8224,3.62384,134.37,7.02797,2.52199,0.861714,10.3389,24.9063,6.78965,0.279958,0.136425,0.213597,0.6387,0.385255,0.494094,0.379374,0.879349,0.214136,5.55506,0.324162,1.21387,0.99223,108.204,33.8729,144.998,2.2061,-3.20072,35.75620675086975,-10.616680383682253,4.71346,5.440000057220459,3.31506,-0.569247,0.72967,3.31506,0.569247,4.02711,955.4,6.634722222,955.4,6.634722222,,,,,,,,,,,,,,,,,,,Ronald Acuna Jr.,18401,660670,OF,Ronald Acuna Jr.,18.562546680211724,43.56664220449819,2.5255113653335437,2.115591076121843,1.563439085046357,1.981842843739938,4.89864532421216,13.571993106123934,4.93721430821242,8.634778797911514,50.65,50.65,False,1,OF,OF 2
Kyle Tucker,LAD,142.693,620.06,527.67,141.888,82.2708,27.7487,2.13415,29.7348,94.2214,87.8255,84.46,6.05372,92.1442,3.21173,3.54575,1.17323,8.10493,22.9596,4.59801,0.268896,0.136213,0.148605,0.916607,0.370924,0.498626,0.371774,0.86955,0.22973,5.37201,0.273989,-0.501592,1.62701,102.826,29.5608,140.097,1.12542,0.0631518,30.510842442512512,-6.542994536459446,4.59929,13.210000038146973,1.80751,0.20039,0.276563,1.80751,-0.20039,4.63125,932.5,6.52097902,932.5,6.52097902,,,,,,,,,,,,,,,,,,,Kyle Tucker,18345,663656,OF,Kyle Tucker,12.545043368466244,34.055681664824434,2.111425848540136,2.2655879023642966,1.9519371163544,1.7807729590699326,3.8292302851153726,12.556686989360717,4.93721430821242,7.619472681148297,44.81,44.81,False,2,OF,OF 2
Francisco Lindor,NYM,141.995,626.227,553.988,143.017,89.1241,27.8055,1.24158,24.8462,91.9132,76.5745,55.95,1.27132,114.992,10.5678,4.81233,0.909191,7.90166,22.5957,5.42488,0.25816,0.0893446,0.183627,0.486555,0.335086,0.447383,0.338894,0.782469,0.189223,5.49321,0.282057,-0.401912,1.27845,87.1309,13.1373,117.51,0.876539,2.88592,13.836706638336182,8.988509178161621,4.50374,26.239999771118164,3.03786,1.24471,0.533327,3.03786,-1.24471,4.2889,799.4,5.629577464,799.4,5.629577464,,,,,,,,,,,,,,,,,,,Francisco Lindor,12916,596019,SS,Francisco Lindor,7.223123144979461,11.95166983582953,2.0277136682340697,1.7209693010802356,1.5395794418028161,1.743186617552793,1.3438490688127673,8.782969432772706,6.2323935944793165,2.5505758382933896,15.66,15.66,False,5,SS,SS 4
Corey Seager,TEX,124.044,531.925,463.728,126.684,75.583,24.0861,0.367705,26.6474,71.2985,76.3996,60.0177,9.56997,98.762,4.42344,3.55624,0.199709,9.91257,2.53031,0.577226,0.273187,0.112831,0.185669,0.6077,0.359444,0.499103,0.363497,0.858547,0.225916,2.69554,0.292613,-0.878995,-0.591538,84.6354,21.7844,136.349,-1.47053,0.240694,21.317654013633728,4.329169690608978,4.49713,95.48999786376952,2.54126,-0.609515,0.838261,2.54126,0.609515,3.88232,765.5,6.173387096,765.5,6.173387096,,,,,,,,,,,,,,,,,,,Corey Seager,13624,608369,SS,Corey Seager,13.01471683847153,23.108526109766377,1.2800741728023621,1.921633504458064,1.5331692242862336,-0.3293184695991463,2.5983290804392984,7.438261952051874,6.2323935944793165,1.205868357572557,7.93,7.93,True,6,SS,SS 6
Vladimir Guerrero Jr.,TOR,152.874,662.506,576.644,169.649,108.525,31.8706,0.473735,28.7796,93.782,95.292,74.8798,7.98242,90.5489,6.27367,4.47369,0.235243,15.1692,4.77856,2.07361,0.294201,0.113025,0.136676,0.826955,0.378701,0.500839,0.375735,0.87954,0.206639,2.97282,0.305052,-0.231155,-1.09297,111.995,33.715,143.977,-1.32412,-0.972885,33.01503908634186,-12.963320553302763,4.38451,18.3700008392334,3.14812,0.0285128,1.326,3.14812,-0.0285128,3.23199,987.3,6.452941176,987.3,6.452941176,,,,,,,,,,,,,,,,,,,Vladimir Guerrero Jr.,19611,665489,1B/DH,Vladimir Guerrero Jr.,28.30134778499297,41.53926112960989,2.09548999721595,2.1591730416789194,2.225589998501711,-0.09710222250953841,4.670686034251724,11.612332646269454,5.94346703347981,5.668865612789644,33.59,33.59,True,2,1B,1B 1
William Contreras,MIL,143.873,599.615,522.72,139.101,91.746,27.1916,0.879851,19.2832,76.4496,76.4054,68.659,3.24722,115.548,3.79035,4.08475,0.361499,13.8713,5.74772,2.03111,0.266109,0.114505,0.192703,0.594204,0.353022,0.432166,0.341691,0.785188,0.166056,3.26695,0.305677,-0.449464,-0.744758,84.7898,13.9406,120.409,-1.19422,1.80004,13.309672236442566,8.933224320411682,4.3168,55.25,2.04434,-0.410088,0.57929,2.04434,0.410088,4.22761,742.8,5.158333333,742.8,5.158333333,,,,,,,,,,,,,,,,,,,William Contreras,20503,661388,C/DH,William Contreras,10.970539394803316,22.198469035883484,1.4668906583645227,1.1012185996640367,1.5333817986807226,0.0029999449671054487,2.4960020108245016,7.087671089242524,3.475655594645327,3.612015494597197,21.77,21.77,False,4,C,C 2
Corbin Carroll,ARI,138.111,602.771,524.437,134.904,73.0605,26.3261,10.0393,25.478,96.3026,76.9197,63.521,2.56941,127.318,8.10857,4.59457,2.10979,6.08306,31.635,6.70909,0.257236,0.105382,0.211221,0.498915,0.343844,0.491466,0.356546,0.835309,0.23423,8.14474,0.290844,2.01052,2.64128,92.506,21.284,128.846,4.6518,3.03293,25.259772777557373,-3.1737282276153564,4.31149,14.649999618530272,1.90911,0.368918,0.902884,1.90911,-0.368918,3.79615,856.6,6.207246376,856.6,6.207246376,,,,,,,,,,,,,,,,,,,Corbin Carroll,25878,682998,OF,Corbin Carroll,6.353245278217317,16.783075716651762,2.186905351899024,1.7913555123250238,1.552231283350697,2.6768338197398696,1.8870936851035618,10.640633897072407,4.93721430821242,5.703419588859987,33.79,33.79,False,2,OF,OF 3
Will Smith,LAD,123.452,497.18,425.507,111.483,69.1575,21.1125,1.23009,19.9833,68.6396,68.2164,57.6933,2.6034,96.963,8.20333,5.5876,0.189096,7.01253,2.33801,1.07059,0.262002,0.116041,0.195026,0.595004,0.356908,0.458291,0.352231,0.815199,0.196289,3.36787,0.291265,-0.680435,-0.84522,74.5594,15.8137,126.672,-1.52566,1.81165,14.147441148757936,10.751083493232729,4.26901,97.87000274658205,2.99453,0.258394,0.540813,2.99453,-0.258394,4.27892,649.2,5.27804878,649.2,5.27804878,,,,,,,,,,,,,,,,,,,Will Smith,19197,669257,C,Will Smith,7.182732975717975,20.3382435184089,1.183643050622395,1.1792138299465245,1.2332487441164242,-0.3491806665591515,2.2868377380677605,5.819773307720326,3.475655594645327,2.3441177130749993,14.48,14.48,False,5,C,C 4
Trea Turner,PHI,143.304,627.251,577.423,163.245,112.214,29.1608,3.96109,17.9091,89.3287,71.0144,40.0735,0.556167,113.4,5.36732,3.44866,0.938474,10.4018,27.7249,5.10927,0.282713,0.0638874,0.180789,0.353381,0.333197,0.439981,0.334781,0.773178,0.157268,6.53387,0.323282,1.28788,2.41554,85.1791,11.0646,113.311,3.70342,0.557736,13.598933696746826,7.192198038101196,4.26233,26.3799991607666,2.63208,1.1616,1.02628,2.63208,-1.1616,3.63163,786.1,5.497202797,786.1,5.497202797,,,,,,,,,,,,,,,,,,,Trea Turner,16252,607208,SS,Trea Turner,21.706145222038103,10.78633594538301,1.9339808331240147,0.9481358315863805,1.3357975640786792,2.2729691482197647,1.2128186031921597,8.165437582133155,6.2323935944793165,1.9330439876538383,12.11,12.11,False,5,SS,SS 5
Mookie Betts,LAD,142.534,621.721,545.112,146.231,92.7556,29.8249,2.42981,21.2206,88.3814,80.6075,66.2654,1.89868,72.0362,4.25364,5.54244,0.548169,8.94703,9.05471,2.47491,0.268259,0.106584,0.115866,0.91989,0.348936,0.448674,0.345327,0.79761,0.180415,4.51901,0.273308,-0.305179,-0.267926,89.7516,16.2904,121.93,-0.573104,-1.86597,15.541410863399506,4.732830286026001,4.22714,58.369998931884766,2.02185,-0.126824,0.644132,2.02185,0.126824,4.14116,789.9,5.523776223,789.9,5.523776223,,,,,,,,,,,,,,,,,,,Mookie Betts,13611,605141,SS/OF,Mookie Betts,12.612480298354829,20.476507758112845,1.899624820471759,1.3170562787802949,1.687391947488225,0.34457085877244853,2.3023842075007788,8.328230915908376,4.93721430821242,3.3910166076959563,20.5,20.5,False,4,SS,SS 3
Junior Caminero,TBR,149.053,636.062,584.088,157.397,92.8684,26.8505,1.00653,36.6714,83.9444,103.341,43.2491,1.93227,124.261,3.81745,4.70146,0.206022,15.2299,6.01147,1.62475,0.269475,0.0679951,0.195359,0.348052,0.321556,0.507243,0.352091,0.828799,0.237768,3.57509,0.282163,-0.14742,-0.374117,95.3144,20.1588,126.576,-0.521537,-2.58535,19.457363545894623,-0.8662456274032593,4.10459,16.700000762939453,2.56768,-0.0896757,1.19494,2.56768,0.0896757,3.40675,873.8,5.86442953,873.8,5.86442953,,,,,,,,,,,,,,,,,,,Junior Caminero,28163,691406,3B,Junior Caminero,14.224535031293328,3.5334539538796452,1.73870681335885,3.0383656689369385,2.5205919469921287,0.030242037781465097,0.3973025418907408,8.26912854631825,4.432236963281538,3.836891583036712,23.06,23.06,False,4,3B,3B 4
Zach Neto,LAA,148.022,633.986,566.691,142.382,84.0162,30.3977,1.23457,26.7339,86.0974,75.2035,44.3571,3.3478,155.402,16.5175,3.56918,2.85098,7.80864,26.8472,8.15247,0.251252,0.0699654,0.245118,0.285435,0.32205,0.450776,0.332761,0.772825,0.199524,5.5987,0.297967,0.513626,1.09644,85.0538,10.1434,112.592,1.61007,0.42279,11.019384503364565,7.275662928819656,4.10435,29.88999938964844,1.28691,-0.32861,0.72525,1.28691,0.32861,4.033,786.6,5.314864864,786.6,5.314864864,,,,,,,,,,,,,,,,,,,Zach Neto,31347,687263,SS,Zach Neto,3.4740486498925667,3.835110435070082,1.8167903088094004,1.9312701098279184,1.4893312530364646,2.182313660586917,0.43122088024157323,8.439429460723344,6.2323935944793165,2.207035866244028,13.69,13.69,True,5,SS,SS 5
Elly De La Cruz,CIN,148.465,639.675,571.359,147.492,89.214,30.0376,5.48795,22.7522,92.2094,77.4201,61.1202,5.5238,171.41,3.43831,2.76122,0.996201,8.86111,40.6805,10.0908,0.258142,0.0955488,0.267963,0.356574,0.332014,0.449388,0.335315,0.781402,0.191246,7.30362,0.328298,1.14486,3.02505,87.1431,11.5606,110.406,4.16991,-0.609388,12.059414386749268,6.025340735912323,4.02773,8.550000190734863,1.4935,-0.316895,1.28242,1.4935,0.316895,3.29011,825.8,5.579729729,825.8,5.579729729,,,,,,,,,,,,,,,,,,,Elly De La Cruz,26668,682829,SS,Elly De La Cruz,7.4393289176983215,10.243246054723043,2.038456042294661,1.4876854670400557,1.5705713224890503,4.152789615488087,1.1517534253659545,10.962853920074368,6.2323935944793165,4.730460325595051,28.2,28.2,False,3,SS,SS 2
Geraldo Perdomo,ARI,150.211,647.509,548.566,144.102,100.084,27.6458,3.75218,12.6205,88.2458,64.7582,75.7624,1.01331,86.4252,7.57876,6.26693,9.33538,10.2104,20.5441,5.36734,0.262689,0.117006,0.133473,0.876624,0.356397,0.395785,0.332327,0.752182,0.133096,5.82977,0.288472,0.243807,0.706579,86.6396,10.1314,112.255,0.950387,0.204858,10.355588436126707,7.159079521894455,3.99607,76.66999816894531,3.06401,-0.104018,0.940176,3.06401,0.104018,3.74643,761.5,5.076666666,761.5,5.076666666,,,,,,,,,,,,,,,,,,,Geraldo Perdomo,22799,672695,SS,Geraldo Perdomo,9.636884295399605,26.156905439238532,1.894706974683048,0.3589548933318937,1.1065030939400593,1.5312818682904603,2.9410896971205163,8.20385495976504,6.2323935944793165,1.971461365285724,12.33,12.33,False,5,SS,SS 5
Yordan Alvarez,HOU,129.363,552.796,469.674,136.908,79.4217,27.3834,1.07002,29.0331,77.3778,84.0937,69.3299,9.828,93.2572,6.79252,6.48144,0.518489,7.76816,3.50266,1.22241,0.291496,0.125417,0.168701,0.743427,0.385731,0.539802,0.38946,0.925533,0.248306,3.02066,0.304848,-0.738972,-0.762037,99.609,34.2919,153.404,-1.50101,-1.94057,33.29329037666321,-13.718960285186768,3.94933,33.0099983215332,3.65889,0.340418,1.12052,3.65889,-0.340418,3.50598,886.6,6.872868217,886.6,6.872868217,,,,,,,,,,,,,,,,,,,Yordan Alvarez,19556,670541,OF/DH,Yordan Alvarez,21.78085503733205,38.54657766546885,1.5005539655996365,2.187414422733927,1.8151638188793662,-0.22888681481983783,4.334187876104758,10.015791401025949,4.93721430821242,5.0785770928135285,30.2,30.2,False,3,OF,OF 4
Jackson Merrill,SDP,142.781,606.787,555.691,149.67,92.6181,30.7153,4.10861,22.2277,77.7471,80.6677,39.8247,1.75247,118.716,3.57242,5.10973,2.58916,7.28637,7.88731,2.49293,0.26934,0.0656321,0.195647,0.335461,0.319543,0.459402,0.333447,0.778945,0.190062,4.82696,0.303537,0.882178,-0.329795,81.7424,10.0459,113.768,0.552383,4.27027,10.426650583744047,6.277827739715576,3.81019,70.19999694824219,1.33441,0.759755,0.565759,1.33441,-0.759755,4.24565,745.1,5.21048951,745.1,5.21048951,,,,,,,,,,,,,,,,,,,Jackson Merrill,29490,701538,OF,Jackson Merrill,13.457952938641682,2.149363135572399,1.5139474792410157,1.4292531026875845,1.6895983230999931,0.22399296625497567,0.24167498667176804,5.67300178078315,4.93721430821242,0.7357874725707303,5.23,5.23,False,6,OF,OF 6
Wyatt Langford,TEX,142.457,613.154,531.536,133.228,78.8542,27.824,2.13934,24.4105,84.208,74.3209,71.6504,2.84096,143.499,5.41772,4.00043,0.549511,7.27812,22.8583,5.41806,0.250647,0.116855,0.234034,0.49931,0.343282,0.448816,0.342809,0.792098,0.198169,5.65245,0.296,-0.0895311,1.34227,87.2612,14.8123,122.098,1.25274,1.03416,17.222143292427063,-2.120072841644287,3.70431,40.54999923706055,2.74421,-0.566386,0.580062,2.74421,0.566386,4.22658,791.7,5.575352112,791.7,5.575352112,,,,,,,,,,,,,,,,,,,Wyatt Langford,33333,694671,OF/DH,Wyatt Langford,2.936954776777512,16.727579152310554,1.7482668734613882,1.6724297755351991,1.4569832943164192,1.7703099296781044,1.8808536360278532,8.960971538820464,4.93721430821242,4.0237572306080445,24.13,24.13,False,4,OF,OF 4
Pete Crow-Armstrong,CHC,146.802,617.687,560.754,137.796,81.6349,28.1905,4.95097,23.0194,84.0959,78.2739,34.5857,1.81158,149.361,8.31931,5.79143,8.23659,4.12549,33.3768,7.67114,0.245733,0.0559923,0.241808,0.231557,0.296498,0.436816,0.313909,0.733314,0.191083,7.33166,0.291189,0.238844,2.72369,73.4128,0.428296,100.347,2.96254,9.03077,3.216115027666092,11.296244144439695,3.62366,32.29999923706055,2.64055,-0.473642,1.1107,2.64055,0.473642,3.51906,707.0,4.809523809,707.0,4.809523809,,,,,,,,,,,,,,,,,,,Pete Crow-Armstrong,27769,691718,OF,Pete Crow-Armstrong,0.3428510747296152,-12.046623759473771,1.7442013092068567,1.5174531081363005,1.6018637393881827,2.8567400842481216,-1.3545257143043332,6.739404378127537,4.93721430821242,1.8021900699151168,11.36,11.36,False,5,OF,OF 6
Jeremy Peña,HOU,137.316,591.689,540.844,147.735,102.19,27.2318,1.85825,16.4555,76.3546,65.3129,34.6,1.07734,105.443,10.7195,3.64199,1.88374,11.2291,17.139,4.25054,0.273156,0.0584767,0.178207,0.32814,0.327319,0.421656,0.325546,0.748975,0.148499,5.34586,0.310656,0.274357,0.720439,75.9135,6.0008,109.376,0.994797,0.614714,7.533321976661682,6.971924662590027,3.56766,114.0,3.22982,0.543185,0.689256,3.22982,-0.543185,4.08099,687.0,5.01459854,687.0,5.01459854,,,,,,,,,,,,,,,,,,,Jeremy Pena,21636,665161,SS,Jeremy Pena,15.162242896885468,6.696856608630815,1.4634452649284788,0.7861962990358528,1.1268332692199243,1.1795774123959542,0.7529964131456884,5.63778527321677,6.2323935944793165,-0.5946083212625464,0.0,0.0,False,7,SS,SS 7
Shea Langeliers,ATH,128.383,526.058,478.499,121.309,66.1283,24.7114,1.25347,29.2155,69.4227,76.2065,39.0523,1.14074,119.194,3.76509,4.13279,0.608471,7.80949,5.4918,1.50763,0.253519,0.0742358,0.226579,0.327637,0.312354,0.493572,0.342801,0.805926,0.240053,3.80382,0.275545,-0.128052,-0.230733,74.8624,12.7046,120.194,-0.358785,-2.61891,12.196987241506577,4.645557880401611,3.54478,54.720001220703125,1.8063,0.625111,0.715599,1.8063,-0.625111,4.04587,683.3,5.33828125,683.3,5.33828125,,,,,,,,,,,,,,,,,,,Shea Langeliers,25816,669127,C,Shea Langeliers,4.018152690003814,-1.9184263861390394,1.2120439727251942,2.207734848392441,1.5260919629800465,-0.023433406286168253,-0.21570839456006705,5.1591999687910866,3.475655594645327,1.6835443741457596,10.68,10.68,False,5,C,C 5
Alex Bregman,CHC,148.673,641.229,562.384,142.694,90.96,27.8841,1.16865,22.6808,80.494,79.2825,65.632,1.75447,89.8254,7.98458,4.58533,0.643384,11.8481,2.28665,0.924016,0.25373,0.102353,0.140083,0.730662,0.337675,0.428457,0.33369,0.766132,0.174727,2.90148,0.264076,-0.586292,-0.995969,86.5091,10.7429,113.936,-1.58226,1.28917,8.979222297668457,3.5835100412368774,3.50571,118.13999938964844,1.82496,0.111749,0.745762,1.82496,-0.111749,4.00565,764.9,5.133557046,764.9,5.133557046,,,,,,,,,,,,,,,,,,,Alex Bregman,17678,608324,3B,Alex Bregman,4.841232522400435,13.898127942219235,1.613570123761739,1.479731089890835,1.6388296935747197,-0.3544855154196084,1.5627093577669686,6.471913251771131,4.432236963281538,2.039676288489593,12.73,12.73,False,5,3B,3B 6
