Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Luke Raley","SEA",112,483,427,102,59,19,2,22,59,64,33,2,144,19,3,1,,12,4,0.238166,0.0681276,0.299113,0.227765,0.318469,0.442958,0.329703,0.761427,0.204792,5.20669,0.303304,0.0332163,-0.164444,64.0903,7.58992,122.09,-0.131228,0.369406,12.076893702149391,-7.955594301223755,2.08852,302.510009765625,,,,,,,585.1,5.224107142,585.1,5.224107142,,,,,,,,,,,,,,,,,,,"Luke Raley","19354",670042
"Brandon Marsh","PHI",125,539,475,117,76,21,4,16,70,56,55,1,166,4,4,1,,16,4,0.246607,0.101965,0.30777,0.331303,0.326633,0.407479,0.320536,0.734112,0.160872,6.26043,0.340873,0.93755,0.592912,67.5444,4.49326,104.82,1.53046,-1.97441,4.637189269065857,-2.449408173561096,2.07971,313.29998779296875,,,,,,,610.5,4.884,610.5,4.884,,,,,,,,,,,,,,,,,,,"Brandon Marsh","20202",669016
"Jo Adell","LAA",112,483,436,104,55,22,2,25,60,73,36,1,142,6,4,0,,15,6,0.239416,0.0749864,0.294495,0.254627,0.304812,0.472359,0.331987,0.777171,0.232942,5.33206,0.290519,-0.0332822,0.0524587,64.9784,8.47796,115.545,0.0191765,-5.45184,8.610438343137503,-4.626841306686401,2.0743,282.0199890136719,,,,,,,594.3,5.30625,594.3,5.30625,,,,,,,,,,,,,,,,,,,"Jo Adell","20220",666176
"Jorge Soler","LAA",133,574,501,120,64,26,1,30,70,85,64,2,146,6,4,0,,1,0,0.239208,0.110823,0.254868,0.434824,0.329705,0.470298,0.34407,0.800004,0.23109,2.07768,0.274682,-1.57352,-0.966417,82.8027,15.6573,124.045,-2.53994,-0.217659,13.252000093460083,-12.367658346891403,2.06751,224.2100067138672,,,,,,,746,5.609022556,746,5.609022556,,,,,,,,,,,,,,,,,,,"Jorge Soler","14221",624585
"Brenton Doyle","COL",154,665,611,150,96,27,5,22,80,74,41,0,189,4,6,3,,27,6,0.244733,0.0619886,0.283746,0.218465,0.294474,0.412744,0.305822,0.707218,0.168011,6.45958,0.313654,0.878647,1.74272,75.4582,-2.33223,82.4004,2.62137,6.69221,-11.374007940292358,9.067213535308838,2.04886,76.37999725341797,,,,,,,712.1,4.624025974,712.1,4.624025974,,,,,,,,,,,,,,,,,,,"Brenton Doyle","25479",686668
"Joc Pederson","TEX",105,455,392,99,58,18,2,22,60,62,49,2,105,10,3,0,,4,3,0.252262,0.107735,0.23052,0.467356,0.34787,0.471936,0.353764,0.819806,0.219674,3.62785,0.286959,-0.420609,-1.06491,69.1863,15.9613,132.653,-1.48552,-0.00430398,15.514078855514526,-11.129303977824748,2.01933,329.2099914550781,,,,,,,609,5.8,609,5.8,,,,,,,,,,,,,,,,,,,"Joc Pederson","11899",592626
"Vinnie Pasquantino","KCR",146,630,560,148,91,34,2,21,78,79,57,2,81,5,7,1,,3,1,0.26463,0.090781,0.127835,0.710144,0.334471,0.446605,0.336791,0.781075,0.181975,3.25633,0.27345,-1.16946,-0.979682,87.1903,13.4941,116.228,-2.14914,0.78528,9.54884147644043,-11.064720153808594,2.01242,117.0199966430664,,,,,,,765.1,5.240410958,765.1,5.240410958,,,,,,,,,,,,,,,,,,,"Vinnie Pasquantino","27676",686469
"Josh Naylor","ARI",141,609,546,146,91,31,1,22,72,78,52,2,94,6,5,0,,9,2,0.266572,0.0855485,0.15417,0.554895,0.33403,0.449217,0.337943,0.783247,0.182645,3.88059,0.283923,-1.32573,-0.375602,84.8486,13.6089,115.491,-1.70133,1.05398,9.579815149307251,-10.471017718315125,2.00246,103.20999908447266,,,,,,,759.5,5.386524822,759.5,5.386524822,,,,,,,,,,,,,,,,,,,"Josh Naylor","18839",647304
"Geraldo Perdomo","ARI",125,539,462,113,81,23,4,6,63,40,57,0,89,6,5,9,,13,3,0.24367,0.106553,0.165886,0.642328,0.331437,0.344709,0.302525,0.676146,0.101039,5.45402,0.28758,1.23125,0.0105579,59.7305,-3.32066,91.6516,1.24181,-0.129091,-4.139065504074097,5.445908337831497,1.98872,457.260009765625,,,,,,,522,4.176,522,4.176,,,,,,,,,,,,,,,,,,,"Geraldo Perdomo","22799",672695
"Jorge Polanco","SEA",126,546,484,109,71,19,1,18,57,58,55,1,142,4,4,0,,6,2,0.22478,0.0998699,0.25984,0.384351,0.306145,0.379979,0.301689,0.686124,0.155198,3.16703,0.276351,0.0791555,-0.773728,60.1391,-3.7309,102.384,-0.694572,-1.79246,0.7951021194458008,0.15754342079162598,1.97817,409.8500061035156,,,,,,,539.2,4.279365079,539.2,4.279365079,,,,,,,,,,,,,,,,,,,"Jorge Polanco","13152",593871
"Parker Meadows","DET",133,574,517,119,76,22,7,14,77,55,46,0,140,4,6,1,,21,6,0.230712,0.0801289,0.244569,0.327633,0.294999,0.383919,0.295764,0.678919,0.153208,7.41048,0.284967,1.00407,0.692975,60.4857,-6.65969,93.0278,1.69705,0.790973,-2.8821566104888916,2.8409727811813354,1.97192,183.2100067138672,,,,,,,557.8,4.193984962,557.8,4.193984962,,,,,,,,,,,,,,,,,,,"Parker Meadows","23800",678009
"Danny Jansen","TBR",91,359,314,71,42,15,1,13,40,43,37,1,72,6,3,0,,1,0,0.227091,0.102506,0.200835,0.510396,0.316626,0.404968,0.315947,0.721594,0.177877,2.66639,0.25123,-0.190783,-0.611122,43.6618,1.66667,110.085,-0.801905,-3.13429,3.3405275344848633,3.5657074451446533,1.94923,300.67999267578125,,,,,,,385.9,4.24065934,385.9,4.24065934,,,,,,,,,,,,,,,,,,,"Danny Jansen","16535",643376
"Seiya Suzuki","CHC",130,560,495,130,81,24,4,20,75,67,56,2,142,4,4,0,,11,5,0.2619,0.0999473,0.253802,0.3938,0.339334,0.448301,0.340232,0.787635,0.1864,5.24545,0.324879,-0.663837,-1.03854,79.0533,13.5456,121.212,-1.70238,-0.0946973,12.502046465873718,-12.494696892797947,1.92674,87.05999755859375,,,,,,,700.3,5.386923076,700.3,5.386923076,,,,,,,,,,,,,,,,,,,"Seiya Suzuki","30116",673548
"Dylan Moore","SEA",99,427,365,76,44,17,2,13,52,45,47,1,123,11,3,1,,27,8,0.208322,0.110329,0.28823,0.38278,0.31558,0.372686,0.305604,0.688266,0.164364,6.67831,0.272312,0.173942,1.28354,48.3774,-1.57226,105.138,1.45748,0.114149,3.9679713249206543,0.3391491547226906,1.91491,348.2300109863281,,,,,,,446.4,4.509090909,446.4,4.509090909,,,,,,,,,,,,,,,,,,,"Dylan Moore","18042",664238
"Maikel Garcia","KCR",138,595,540,138,99,29,4,7,68,49,46,0,107,0,6,2,,31,6,0.256417,0.0777244,0.179066,0.434055,0.312429,0.362328,0.296609,0.674757,0.105911,6.39441,0.304194,0.387334,2.45933,63.1032,-6.49878,87.9626,2.84667,1.74758,-5.3484766483306885,3.9725794792175293,1.90638,216.6999969482422,,,,,,,585.6,4.24347826,585.6,4.24347826,,,,,,,,,,,,,,,,,,,"Maikel Garcia","22715",672580
"Luis Arraez","SDP",151,651,602,184,145,31,3,6,73,50,38,2,36,5,4,1,,7,3,0.305803,0.0591165,0.0553461,1.06812,0.350654,0.394238,0.326027,0.744892,0.0884357,3.71465,0.315982,0.442726,-1.45201,84.4564,8.30367,112.782,-1.00929,1.09236,8.940957307815552,-12.182644128799438,1.90416,197.33999633789062,,,,,,,725.7,4.805960264,725.7,4.805960264,,,,,,,,,,,,,,,,,,,"Luis Arraez","18568",650333
"Tyler Stephenson","CIN",121,490,437,111,74,22,1,15,56,54,44,1,113,6,3,0,,1,1,0.25422,0.0896147,0.231047,0.387863,0.328591,0.410741,0.323046,0.739332,0.156521,2.52929,0.308215,-0.88237,-0.970628,62.4192,5.07651,100.624,-1.853,-0.745183,-1.487180083990097,3.5798171758651733,1.90204,154.27999877929688,,,,,,,544.2,4.497520661,544.2,4.497520661,,,,,,,,,,,,,,,,,,,"Tyler Stephenson","17988",663886
"Jake Cronenworth","SDP",144,623,551,130,84,28,4,14,76,61,56,1,112,11,4,0,,5,2,0.235648,0.0905353,0.179334,0.504841,0.316161,0.377847,0.305713,0.694008,0.142199,4.64414,0.269181,0.902213,-0.744441,70.638,-2.23935,99.1093,0.157773,-2.4102,-0.5058216005563736,-1.8351986408233643,1.90088,293.0199890136719,,,,,,,617.5,4.288194444,617.5,4.288194444,,,,,,,,,,,,,,,,,,,"Jake Cronenworth","18036",630105
"Evan Carter","TEX",120,518,448,107,69,21,4,13,68,50,59,1,125,6,5,0,,16,4,0.238038,0.113979,0.240882,0.473174,0.332398,0.387381,0.317353,0.719779,0.149344,6.34382,0.298502,0.165679,0.424418,63.5857,2.99107,107.041,0.590098,-2.81505,4.7632206082344055,-3.665047526359558,1.8968,281.32000732421875,,,,,,,571.3,4.760833333,571.3,4.760833333,,,,,,,,,,,,,,,,,,,"Evan Carter","27790",694497
"Ryan McMahon","COL",147,637,564,135,83,28,2,22,74,76,65,1,182,3,4,0,,6,3,0.240065,0.102315,0.285089,0.358886,0.320169,0.414881,0.320578,0.735051,0.174817,3.67688,0.3103,0.378097,-1.17836,79.8463,5.33129,92.3322,-0.800258,1.43773,-6.641033828258514,3.712727189064026,1.88837,281.8299865722656,,,,,,,698.4,4.751020408,698.4,4.751020408,,,,,,,,,,,,,,,,,,,"Ryan McMahon","15112",641857
"Bo Naylor","CLE",110,435,381,83,51,17,1,14,49,47,46,0,117,3,3,1,,8,2,0.218501,0.106561,0.269278,0.395729,0.305966,0.37876,0.301563,0.684726,0.16026,4.83911,0.274335,0.0233095,0.0289915,47.8908,-3.01802,97.1595,0.052301,-3.74234,-1.3621522933244705,4.757664203643799,1.84899,291.3800048828125,,,,,,,427,3.881818181,427,3.881818181,,,,,,,,,,,,,,,,,,,"Bo Naylor","21865",666310
"Victor Robles","SEA",128,553,485,117,83,24,2,8,59,46,40,1,118,15,4,9,,37,8,0.241402,0.0728347,0.212884,0.342133,0.31698,0.349972,0.296739,0.666952,0.10857,6.27077,0.299804,0.145359,3.05531,58.7068,-5.98211,98.9022,3.20067,2.50838,2.506059229373932,-3.1166200637817383,1.84082,191.1300048828125,,,,,,,539.3,4.21328125,539.3,4.21328125,,,,,,,,,,,,,,,,,,,"Victor Robles","18363",645302
"Adolis García","TEX",143,616,559,132,76,26,2,29,71,85,47,1,173,6,5,0,,13,4,0.236565,0.0761544,0.280204,0.271783,0.299778,0.443479,0.319607,0.743256,0.206914,4.55482,0.285485,0.0237438,0.101008,76.733,4.6745,108.626,0.124752,-1.46355,6.204940006136894,-9.063549757003784,1.82554,154.8300018310547,,,,,,,712.1,4.979720279,712.1,4.979720279,,,,,,,,,,,,,,,,,,,"Adolis Garcia","19287",666969
"Nolan Gorman","STL",115,497,448,104,60,19,1,25,56,70,43,1,157,2,4,0,,6,1,0.232786,0.0859228,0.316688,0.271317,0.300324,0.445591,0.32065,0.745915,0.212805,3.40985,0.294272,0.106303,-0.144732,62.3265,4.1884,106.954,-0.0384287,-0.45907,4.094193547964096,-3.0840700566768646,1.81363,362.6199951171875,,,,,,,573.8,4.989565217,573.8,4.989565217,,,,,,,,,,,,,,,,,,,"Nolan Gorman","22263",669357
"Paul Goldschmidt","NYY",147,637,570,139,85,27,0,26,71,81,61,2,168,3,3,0,,9,2,0.24346,0.0963718,0.263035,0.366384,0.318602,0.428054,0.3242,0.746657,0.184594,3.54061,0.297766,-0.142465,-0.0750626,81.7035,7.18849,111.833,-0.217527,-0.70319,8.4072897285223,-12.228189945220947,1.79846,177.05999755859375,,,,,,,734.6,4.997278911,734.6,4.997278911,,,,,,,,,,,,,,,,,,,"Paul Goldschmidt","9218",502671
"Ke'Bryan Hayes","PIT",136,588,540,137,95,28,3,12,66,56,41,1,115,3,4,0,,15,4,0.254542,0.0692743,0.194859,0.355511,0.308715,0.381117,0.301515,0.689832,0.126576,5.14711,0.301159,0.342612,0.0477069,64.6827,-4.10039,90.02,0.390319,2.20414,-6.626981139183044,4.304137229919434,1.78238,344.3599853515625,,,,,,,587.6,4.320588235,587.6,4.320588235,,,,,,,,,,,,,,,,,,,"Ke'Bryan Hayes","18577",663647
"Tyler Fitzgerald","SFG",134,581,531,123,76,25,3,19,66,66,35,1,181,9,4,1,,21,5,0.230811,0.0609002,0.311096,0.19576,0.287401,0.395548,0.296639,0.682948,0.164737,6.12741,0.308874,0.565083,1.35029,61.6326,-6.33164,91.292,1.91537,2.46853,-4.1346518993377686,1.8935304880142212,1.76675,235.6999969482422,,,,,,,583.9,4.357462686,583.9,4.357462686,,,,,,,,,,,,,,,,,,,"Tyler Fitzgerald","26208",666149
"George Springer","TOR",141,609,543,132,86,24,2,20,71,67,57,1,116,6,3,0,,15,4,0.242348,0.0932004,0.189993,0.490546,0.319202,0.40423,0.316386,0.723432,0.161882,4.76974,0.271964,-0.0826255,0.246894,74.2819,3.04226,107.691,0.164268,-1.26918,5.523448035120964,-8.794183015823364,1.75888,240.1699981689453,,,,,,,671.5,4.762411347,671.5,4.762411347,,,,,,,,,,,,,,,,,,,"George Springer","12856",543807
"Jake McCarthy","ARI",126,546,490,129,92,22,7,8,75,44,38,1,98,10,4,4,,28,6,0.263838,0.0703505,0.179373,0.392202,0.327563,0.387622,0.313624,0.715186,0.123785,7.6031,0.311847,1.08779,1.97788,65.3839,1.51386,99.1222,3.06567,-3.17053,2.4925564527511597,-3.7205254435539246,1.75101,214.08999633789062,,,,,,,591.7,4.696031746,591.7,4.696031746,,,,,,,,,,,,,,,,,,,"Jake McCarthy","21622",664983
"Brayan Rocchio","CLE",130,560,500,117,81,26,2,8,58,48,46,0,107,8,5,1,,15,6,0.234227,0.0812953,0.190459,0.426838,0.305104,0.341906,0.287554,0.647011,0.107679,4.87881,0.279592,-0.369696,-0.405013,55.3101,-10.1976,87.3053,-0.774709,1.11902,-8.908917605876923,7.11902117729187,1.74312,447.67999267578125,,,,,,,490.9,3.776153846,490.9,3.776153846,,,,,,,,,,,,,,,,,,,"Brayan Rocchio","23690",677587
"Keibert Ruiz","WSN",122,480,445,114,77,24,0,13,48,52,26,0,52,5,4,0,,4,2,0.255402,0.0551625,0.107448,0.513389,0.302178,0.394764,0.303224,0.696941,0.139362,3.01128,0.263004,-1.26013,-0.70265,53.4626,-2.68683,94.1211,-1.96278,-3.32853,-5.33719277381897,6.046468257904053,1.72409,204.8300018310547,,,,,,,480.2,3.936065573,480.2,3.936065573,,,,,,,,,,,,,,,,,,,"Keibert Ruiz","19610",660688
"Patrick Bailey","SFG",128,506,455,104,71,22,1,11,50,48,43,0,122,2,5,1,,3,1,0.229533,0.0860179,0.241268,0.356525,0.297033,0.353582,0.287171,0.650615,0.124049,3.12224,0.286326,-0.0807851,-0.68017,49.7814,-9.36273,84.9195,-0.760955,-0.649743,-9.878618657588959,9.225257396697998,1.67141,303.260009765625,,,,,,,438.2,3.4234375,438.2,3.4234375,,,,,,,,,,,,,,,,,,,"Patrick Bailey","27478",672275
"Brice Turang","MIL",139,602,541,131,97,23,3,8,64,45,52,0,110,1,5,2,,39,6,0.241423,0.0870061,0.182807,0.475946,0.30745,0.339595,0.287152,0.647045,0.0981714,6.34711,0.286537,0.538697,4.0123,59.2636,-11.1572,82.5674,4.551,1.56263,-7.998292446136475,3.8626312017440796,1.64331,148.74000549316406,,,,,,,567.9,4.08561151,567.9,4.08561151,,,,,,,,,,,,,,,,,,,"Brice Turang","22186",668930
"Michael Conforto","LAD",115,497,440,108,64,22,1,20,59,64,46,2,117,7,3,0,,2,1,0.244338,0.0931498,0.236102,0.394532,0.324106,0.437994,0.330253,0.762101,0.193656,2.91358,0.285227,-0.232202,-0.759033,66.168,8.02991,113.648,-0.991235,-2.44068,7.119929730892181,-7.765681028366089,1.64262,282.67999267578125,,,,,,,582.3,5.06347826,582.3,5.06347826,,,,,,,,,,,,,,,,,,,"Michael Conforto","16376",624424
"Jose Siri","NYM",96,413,376,81,46,15,2,18,46,53,28,0,146,4,3,1,,16,4,0.21488,0.0681779,0.35468,0.192224,0.275431,0.409198,0.29575,0.684629,0.194318,6.05592,0.292437,0.935533,0.924629,43.5155,-4.79641,92.2401,1.86016,2.09568,-1.9722230434417725,3.570682168006897,1.5855,443.19000244140625,,,,,,,416.9,4.342708333,416.9,4.342708333,,,,,,,,,,,,,,,,,,,"Jose Siri","17452",642350
"Jake Meyers","HOU",96,413,372,88,59,17,2,11,46,41,31,0,98,6,3,1,,9,2,0.237105,0.0747496,0.236975,0.315432,0.304167,0.379038,0.29985,0.683205,0.141933,5.11815,0.29097,0.586113,0.134638,44.8784,-3.43355,96.2563,0.720751,1.31984,-1.0483877062797546,2.4948394298553467,1.57127,445.1099853515625,,,,,,,407.4,4.24375,407.4,4.24375,,,,,,,,,,,,,,,,,,,"Jake Meyers","20308",676694
"Jake Rogers","DET",97,384,348,75,45,14,1,14,41,44,29,0,115,3,3,1,,2,1,0.214664,0.074976,0.298334,0.251316,0.278755,0.382136,0.288312,0.660891,0.167472,3.54908,0.274005,0.224681,-0.385859,38.1612,-6.75843,87.7859,-0.161178,0.281724,-5.52778223156929,7.781723827123642,1.55482,489,,,,,,,346.9,3.576288659,346.9,3.576288659,,,,,,,,,,,,,,,,,,,"Jake Rogers","19452",668670
"Joey Bart","PIT",96,379,340,84,55,17,1,12,41,42,29,1,107,7,2,0,,1,0,0.246478,0.076026,0.281773,0.269812,0.31688,0.402323,0.314431,0.719202,0.155845,2.58203,0.321613,-0.204363,-0.643332,45.6078,1.29648,98.7137,-0.847695,-3.04928,-1.430339753627777,3.725715160369873,1.53985,268.6000061035156,,,,,,,408.1,4.251041666,408.1,4.251041666,,,,,,,,,,,,,,,,,,,"Joey Bart","21524",663698
"TJ Friedl","CIN",131,567,500,122,82,21,5,14,72,54,46,1,93,12,5,4,,16,5,0.243875,0.081638,0.164836,0.495268,0.320449,0.390657,0.312183,0.711107,0.146782,6.08971,0.271089,0.937091,0.102325,67.2409,0.914295,93.3123,1.03942,-2.50602,-3.4950050115585327,-0.48102355003356934,1.53942,251.5500030517578,,,,,,,594.6,4.538931297,594.6,4.538931297,,,,,,,,,,,,,,,,,,,"TJ Friedl","19522",670770
"Trevor Story","BOS",141,609,550,125,77,27,2,19,66,68,49,0,174,6,4,0,,27,6,0.22726,0.0811193,0.286051,0.283583,0.295776,0.386481,0.298391,0.682257,0.15922,5.58688,0.294102,0.419993,1.82359,65.4618,-5.77784,87.8897,2.24359,-5.50753,-6.19514274597168,0.7674741744995117,1.53612,252.27999877929688,,,,,,,617.8,4.381560283,617.8,4.381560283,,,,,,,,,,,,,,,,,,,"Trevor Story","12564",596115
"Lane Thomas","CLE",139,602,544,128,79,29,3,17,69,67,46,1,155,7,5,0,,26,10,0.235917,0.0770663,0.257449,0.299346,0.30122,0.394385,0.30301,0.695605,0.158468,5.67026,0.29497,0.695937,0.000478644,66.9472,-3.47359,98.1774,0.696416,-5.97338,-0.559005856513977,-4.723381042480469,1.52702,178.97999572753906,,,,,,,614.2,4.418705035,614.2,4.418705035,,,,,,,,,,,,,,,,,,,"Lane Thomas","16939",657041
"Matt Vierling","DET",126,546,494,124,85,23,4,12,66,51,43,1,112,4,4,0,,8,3,0.25125,0.0788294,0.205153,0.384246,0.31367,0.386718,0.306164,0.700388,0.135468,4.87926,0.299152,0.552328,-0.73528,62.1056,-1.76442,100.343,-0.182952,-0.913051,0.03162340819835663,-3.563051402568817,1.51506,315.260009765625,,,,,,,550.5,4.369047619,550.5,4.369047619,,,,,,,,,,,,,,,,,,,"Matt Vierling","21558",663837
"Nick Gonzales","PIT",117,504,455,114,74,26,4,10,63,51,36,1,119,8,4,1,,5,2,0.250607,0.0711999,0.235223,0.302691,0.313793,0.392789,0.308373,0.706582,0.142181,5.08667,0.314282,0.568354,-0.80448,58.2245,-0.732445,94.6363,-0.236126,-1.20528,-3.468779355287552,1.3447163105010986,1.51401,392.8699951171875,,,,,,,511.5,4.371794871,511.5,4.371794871,,,,,,,,,,,,,,,,,,,"Nick Gonzales","27490",693304
"Kerry Carpenter","DET",115,497,452,116,70,20,3,22,64,66,34,2,123,7,4,0,,4,2,0.256056,0.0680234,0.246829,0.275589,0.315254,0.462676,0.333378,0.77793,0.20662,4.39523,0.300422,-0.762874,-0.723368,67.418,9.27989,119.486,-1.48624,-0.0228479,9.595040082931519,-11.547848515212536,1.5094,208.77000427246094,,,,,,,604.5,5.256521739,604.5,5.256521739,,,,,,,,,,,,,,,,,,,"Kerry Carpenter","25961",681481
"Michael Massey","KCR",120,518,478,120,76,27,2,16,56,61,28,1,98,5,5,2,,5,1,0.251819,0.0538751,0.189489,0.284318,0.297452,0.413639,0.306987,0.711091,0.16182,4.10839,0.283443,0.423317,-0.276062,59.2638,-1.33085,95.2629,0.147254,-0.592538,-2.6604308784008026,-0.0425378680229187,1.50422,383.7200012207031,,,,,,,539.8,4.498333333,539.8,4.498333333,,,,,,,,,,,,,,,,,,,"Michael Massey","27684",686681
"Joey Ortiz","MIL",146,630,565,137,87,31,5,14,77,64,52,1,130,6,6,1,,13,4,0.242493,0.0828118,0.205643,0.402697,0.309942,0.386941,0.304349,0.696882,0.144448,5.62315,0.288406,0.404152,-0.355966,70.7401,-2.95613,94.1423,0.0481854,-8.71767,-4.364772699773312,-2.067671298980713,1.5024,287.42999267578125,,,,,,,639.7,4.381506849,639.7,4.381506849,,,,,,,,,,,,,,,,,,,"Joey Ortiz","25493",687401
"Connor Wong","BOS",94,371,341,85,56,18,1,10,40,40,22,0,97,5,2,1,,7,3,0.249722,0.0599481,0.26123,0.229484,0.302976,0.396658,0.304743,0.699634,0.146936,4.45228,0.318252,0.343869,-0.389478,41.798,-1.62421,92.3573,-0.0456093,-1.90213,-3.2916977666318417,5.347868204116821,1.49033,243.8300018310547,,,,,,,372.8,3.965957446,372.8,3.965957446,,,,,,,,,,,,,,,,,,,"Connor Wong","19896",657136
"Orlando Arcia","ATL",138,595,544,129,85,26,1,17,59,63,44,0,121,3,5,0,,2,1,0.236734,0.073217,0.203529,0.359738,0.294371,0.380199,0.294738,0.67457,0.143464,2.4447,0.272187,-0.358683,-0.854797,62.2076,-7.3944,86.8528,-1.21348,-1.42051,-10.5677809715271,4.954485058784485,1.46663,431.6600036621094,,,,,,,561.3,4.067391304,561.3,4.067391304,,,,,,,,,,,,,,,,,,,"Orlando Arcia","13185",606115
"Jonny DeLuca","TBR",113,490,443,102,63,21,3,15,57,54,36,0,101,6,3,1,,18,4,0.229428,0.0733399,0.205681,0.35657,0.294605,0.390048,0.298694,0.684653,0.16062,6.21127,0.263011,-0.285649,1.25671,52.7896,-4.52965,97.948,0.97106,-3.00358,-0.17941802740097046,-2.1535762548446655,1.44603,334.80999755859375,,,,,,,496.2,4.391150442,496.2,4.391150442,,,,,,,,,,,,,,,,,,,"Jonny DeLuca","26365",676356
"Tommy Edman","LAD",141,609,555,134,90,27,3,14,67,60,43,1,110,6,4,1,,23,5,0.241576,0.0714264,0.180007,0.396798,0.30122,0.376901,0.296918,0.678121,0.135325,5.73747,0.27544,0.775169,1.4687,64.7398,-6.49984,91.2114,2.24387,-4.58615,-4.156404495239258,-2.3111484050750732,1.42655,174.94000244140625,,,,,,,599.1,4.24893617,599.1,4.24893617,,,,,,,,,,,,,,,,,,,"Tommy Edman","19470",669242
"Michael Busch","CHC",130,560,491,115,69,25,1,20,65,67,57,1,155,7,4,0,,2,1,0.234567,0.101785,0.276077,0.368686,0.320323,0.412849,0.319838,0.733172,0.178282,3.22787,0.296594,-0.228408,-0.83524,69.8613,4.35362,107.485,-1.06365,0.57744,3.948828101158142,-8.822559356689453,1.42263,263.0400085449219,,,,,,,612.2,4.709230769,612.2,4.709230769,,,,,,,,,,,,,,,,,,,"Michael Busch","26319",683737
"Freddy Fermin","KCR",70,275,250,64,45,12,1,6,29,27,21,0,53,2,2,1,,1,0,0.25531,0.0760925,0.192135,0.396037,0.314461,0.385961,0.306719,0.700422,0.130651,3.00121,0.297636,-0.0552814,-0.393321,31.4259,-0.766499,95.0741,-0.448602,1.19076,-1.9997037053108215,6.565761685371399,1.41904,371.8299865722656,,,,,,,276.2,3.945714285,276.2,3.945714285,,,,,,,,,,,,,,,,,,,"Freddy Fermin","21840",666023
"Kyle Isbel","KCR",126,546,494,119,78,25,5,10,69,50,38,0,112,6,4,4,,14,4,0.240443,0.0704494,0.20518,0.343354,0.300502,0.376004,0.296188,0.676506,0.135561,6.51083,0.2888,1.27861,0.406835,57.7217,-6.14829,87.6669,1.68545,-0.469378,-6.019499897956848,1.480622261762619,1.41101,519.3800048828125,,,,,,,514.8,4.085714285,514.8,4.085714285,,,,,,,,,,,,,,,,,,,"Kyle Isbel","21614",664728
"Miguel Amaya","CHC",83,326,288,69,45,14,1,9,37,33,27,1,67,7,3,2,,0,0,0.238773,0.0826206,0.204619,0.403777,0.317325,0.387267,0.30969,0.704592,0.148494,3.13849,0.278827,-0.368242,-0.559111,38.0531,-0.12858,100.654,-0.927353,-3.18189,-0.6719115674495697,3.1931066513061523,1.38296,375.2300109863281,,,,,,,331.3,3.991566265,331.3,3.991566265,,,,,,,,,,,,,,,,,,,"Miguel Amaya","21693",665804
"Connor Norby","MIA",136,588,534,127,82,26,2,17,63,64,44,1,167,4,5,0,,10,4,0.237461,0.0749269,0.284407,0.26345,0.298158,0.390242,0.299954,0.688401,0.152781,4.33334,0.30872,0.0456785,-0.510416,63.944,-4.83913,88.9341,-0.464738,-0.0932214,-8.24556365609169,2.006778486073017,1.37795,275.6400146484375,,,,,,,575.6,4.232352941,575.6,4.232352941,,,,,,,,,,,,,,,,,,,"Connor Norby","29592",681393
"Kristian Campbell","BOS",58,252,220,58,37,12,1,7,32,28,26,1,61,5,2,0,,6,2,0.262196,0.102384,0.241093,0.424665,0.35008,0.42563,0.339117,0.77571,0.163433,5.38126,0.329227,0,-0.00262704,35.3477,5.86926,116.537,-0.00262704,0,4.765575740486383,0.10000002384185791,1.3701,999,,,,,,,309.9,5.343103448,309.9,5.343103448,,,,,,,,,,,,,,,,,,,"Kristian Campbell","sa3023011",692225
"Jacob Young","WSN",139,602,544,130,101,24,3,3,60,36,37,0,113,10,5,6,,35,7,0.239002,0.0619504,0.18745,0.330489,0.298054,0.308401,0.271565,0.606455,0.0693994,6.37295,0.294189,0.579358,2.81756,51.7111,-18.7097,72.8119,3.39692,7.10871,-16.175132274627686,9.258706092834473,1.35612,298.19000244140625,,,,,,,486.8,3.502158273,486.8,3.502158273,,,,,,,,,,,,,,,,,,,"Jacob Young","29931",696285
"Leody Taveras","TEX",75,322,292,72,48,14,2,8,37,33,25,0,70,1,3,1,,13,3,0.247388,0.0779694,0.216892,0.359485,0.30619,0.393412,0.304601,0.699601,0.146024,5.92497,0.295324,0.385001,0.609772,36.2213,-1.44561,98.0707,0.994773,0.843076,0.2839481234550476,1.9930763244628906,1.34375,449.6400146484375,,,,,,,332.7,4.436,332.7,4.436,,,,,,,,,,,,,,,,,,,"Leody Taveras","18900",665750
