Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Paul Skenes","PIT",12.6328,8.38853,12.68,2.82012,29.211,29.211,0,0,,173.45,697.787,133.009,58.2,54.35,13.0641,49.9454,0.384225,7.39075,212.315,11.0166,2.59157,4.25094,0.677873,0.304269,0.0715768,0.23269172757863998,0.207679,1.05479,0.288972,0.757626,,,2.68918,5.49381,5.27067,11.489999771118164,,,,,,,1027.5,5.9393063583815024,949,5.485549132947977,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Tarik Skubal","DET",13.4744,8.36794,14.3669,2.9102,29.486,29.486,0,0,,183.915,730.968,142.889,64.17,59.47,18.0384,41.32,0.416489,6.50803,215.311,10.5364,2.02202,5.21082,0.882722,0.294556,0.0565278,0.2380286566913128,0.209165,1.0016,0.277576,0.755175,,,2.88027,5.45961,5.34315,13.0600004196167,,,,,,,1054.4,5.730434782608696,972,5.282608695652174,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Logan Webb","SFG",13.4261,9.37202,16.3784,3.48988,30.373,30.373,0,0,,196.305,806.331,189.506,81.96,76.12,14.2072,39.8982,0.700942,6.84896,159.869,7.32952,1.82921,4.00692,0.651358,0.198267,0.0494812,0.14878608286380768,0.249486,1.16861,0.299396,0.703743,,,3.19295,4.62084,4.09397,101.05999755859375,,,,,,,963.2,4.914285714285715,977,4.98469387755102,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Zack Wheeler","PHI",13.6792,8.75582,15.7529,3.42015,30.019,30.019,0,0,,191.755,783.03,160.314,78.24,72.87,21.1535,51.8349,0.376348,8.17296,201.222,9.44434,2.43287,3.88198,0.992837,0.256979,0.0661979,0.1907811537384987,0.221727,1.10635,0.277961,0.73361,,,3.44065,4.60582,4.27039,21.149999618530273,,,,,,,968.5000000000002,5.044270833333335,909,4.734375,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"George Kirby","SEA",12.3468,9.2992,13.8537,3.43978,30.075,30.075,0,0,,180.718,723.539,160.156,73.95,69.07,21.327,26.6799,0.465334,6.01887,163.858,8.16035,1.3287,6.14162,1.06212,0.226467,0.0368742,0.18959321081638336,0.231828,1.03386,0.274553,0.71912,,,3.43005,4.33723,3.96854,44.83000183105469,,,,,,,894.1000000000001,4.939779005524863,861,4.7569060773480665,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Logan Gilbert","SEA",13.089,9.66506,15.8017,3.52986,30.783,30.783,0,0,,194.107,782.476,166.276,81.48,76.13,24.8069,40.0746,0.574094,5.84737,202.783,9.40228,1.85811,5.06014,1.1502,0.259156,0.0512151,0.20794043317437172,0.225748,1.06307,0.277954,0.727595,,,3.44823,4.32912,4.06768,24.639999389648438,,,,,,,964.5000000000001,4.9716494845360835,913,4.706185567010309,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"Garrett Crochet","BOS",11.0132,8.46817,9.35037,3.25999,29.404,29.404,0,0,,152.807,624.148,119.946,59.62,55.35,16.8366,48.6254,0.392106,5.33993,205.821,12.1224,2.86393,4.23279,0.991638,0.329763,0.0779069,0.25185634940862656,0.210364,1.10316,0.296696,0.751388,,,2.96446,4.24855,3.63242,23.8700008392334,,,,,,,861.1000000000001,5.6281045751634,794,5.189542483660131,,,,,,,,,,,,,,,,,,,"Garrett Crochet","27463",676979
"Cole Ragans","KCR",12.2852,9.06474,13.6598,3.49991,29.717,29.717,0,0,,178.153,741.62,144.853,74.06,69.28,18.3991,67.6304,0.464748,6.07483,208.506,10.5334,3.41658,3.08302,0.929494,0.281149,0.0911928,0.18995633721351624,0.216873,1.1927,0.286736,0.741324,,,3.40949,4.15304,3.76473,48,,,,,,,914.8,5.139325842696629,852,4.786516853932584,,,,,,,,,,,,,,,,,,,"Cole Ragans","21846",666142
"Chris Sale","ATL",11.8083,6.7526,11.7324,3.34024,25.786,25.786,0,0,,154.444,634.622,129.134,61.88,57.32,15.7526,43.1488,0.332367,8.56696,191.819,11.178,2.51443,4.44552,0.91796,0.302257,0.0679913,0.23426538705825806,0.221535,1.1155,0.302081,0.734896,,,3.01298,4.15085,3.4834,36.150001525878906,,,,,,,835.4000000000002,5.424675324675326,790,5.12987012987013,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Justin Steele","CHC",11.7719,8.5949,12.3627,3.39999,28.789,28.789,0,0,,167.877,686.834,149.636,68.68,63.42,15.9076,41.3779,0.340332,5.94811,156.35,8.38205,2.2183,3.7786,0.852816,0.227639,0.0602444,0.1673947498202324,0.233987,1.13782,0.286204,0.724971,,,3.38137,3.92499,3.64575,120.72000122070312,,,,,,,827.4000000000001,4.925000000000001,803,4.779761904761905,,,,,,,,,,,,,,,,,,,"Justin Steele","17312",657006
"Dylan Cease","SDP",12.239,9.668,13.9126,3.63017,30.704,30.704,0,0,,182.347,757.649,144.964,78.71,73.55,21.6336,69.2711,0.6713,6.95135,217.917,10.7556,3.41898,3.14585,1.06776,0.287622,0.091429,0.1961931437253952,0.212736,1.17488,0.279106,0.736757,,,3.57269,3.87105,3.48099,46.83000183105469,,,,,,,907.1999999999998,4.984615384615384,832,4.571428571428571,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Pablo López","MIN",11.7455,10.2527,14.8805,3.81998,30.373,30.373,0,0,,186.15,772.476,171.535,84.94,79.01,22.8061,46.8098,0.459385,7.6492,194.07,9.3829,2.26317,4.14592,1.10263,0.251231,0.0605971,0.19063368812203407,0.238902,1.17295,0.296781,0.715629,,,3.55174,3.83827,3.09736,64.62000274658203,,,,,,,869.3,4.673655913978495,854,4.591397849462366,,,,,,,,,,,,,,,,,,,"Pablo Lopez","17085",641154
"Yoshinobu Yamamoto","LAD",11.5955,6.77946,11.6513,3.52979,25.667,25.667,0,0,,152.907,630.069,137.316,64.4,59.97,14.9621,39.5651,0.316547,5.39623,157.472,9.26869,2.32877,3.98007,0.880657,0.249928,0.0627949,0.18713312596082687,0.234685,1.15679,0.29649,0.721337,,,3.26096,3.66706,3.19191,58.02000045776367,,,,,,,770.5,5.0359477124183005,749,4.895424836601308,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Spencer Schwellenbach","ATL",11.9531,7.89283,12.3799,3.67978,28.042,28.042,0,0,,164.431,677.662,151.053,72.37,67.23,18.4812,38.8025,0.461474,6.4154,159.063,8.70618,2.12382,4.09929,1.01155,0.234723,0.0572594,0.17746343091130257,0.23884,1.15462,0.291431,0.716455,,,3.51789,3.57486,3.04802,83.52999877929688,,,,,,,782.6,4.771951219512196,769,4.689024390243903,,,,,,,,,,,,,,,,,,,"Spencer Schwellenbach","31846",680885
"Michael King","SDP",12.1968,10.0625,11.9481,3.68274,29.877,29.035,0,0,,168.478,702.317,145.38,74.02,68.94,18.999,55.5262,0.592619,7.75046,182.744,9.76207,2.96618,3.29113,1.01491,0.260201,0.0790614,0.1811397299170494,0.227498,1.19248,0.289005,0.727945,,,3.58985,3.53596,3.08328,61.63999938964844,,,,,,,806.5,4.800595238095238,767,4.565476190476191,,,,,,,,,,,,,,,,,,,"Michael King","19853",650633
"Sonny Gray","STL",10.2393,9.32314,12.8883,3.78973,27.228,27.228,0,0,,164.339,683.089,144.929,73.99,69.2,18.1297,49.9812,0.338273,6.50676,176.005,9.63888,2.73721,3.52142,0.99287,0.25766,0.0731694,0.18449100106954575,0.231294,1.18602,0.2932,0.713273,,,3.48984,3.5357,2.83236,106,,,,,,,796.2,4.854878048780488,767,4.676829268292683,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Joe Ryan","MIN",10.2962,9.04347,12.3156,3.73982,27.169,27.169,0,0,,160.973,653.151,135.643,71.38,66.89,24.3022,35.3559,0.328908,6.29939,177.739,9.93737,1.97675,5.02713,1.35873,0.272125,0.0541313,0.21799374744296074,0.221822,1.06228,0.271925,0.727273,,,3.69711,3.52254,2.95824,91.08999633789062,,,,,,,775.6,4.817391304347826,726,4.509316770186335,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Framber Valdez","HOU",12.6741,8.85909,15.5079,3.52021,28.693,28.693,0,0,,185.537,771.315,165.239,78.5,72.57,16.9766,59.0192,0.409517,9.17618,174.842,8.48121,2.86289,2.96246,0.823499,0.22668,0.0765176,0.1501627266407013,0.235008,1.2087,0.28997,0.727006,,,3.57393,3.43412,3.86348,61,,,,,,,884.3000000000002,4.754301075268819,855,4.596774193548387,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Tanner Bibee","CLE",10.5731,9.911,12.9959,3.79012,28.858,28.858,0,0,,170.282,704.085,147.325,77.13,71.71,21.6685,48.6555,0.342604,6.53608,173.705,9.18094,2.57161,3.57011,1.14525,0.246711,0.0691046,0.17760632187128067,0.227041,1.15092,0.27707,0.717503,,,3.75288,3.40577,2.90396,89.26000213623047,,,,,,,785.2,4.618823529411765,744,4.376470588235295,,,,,,,,,,,,,,,,,,,"Tanner Bibee","30134",676440
"Max Fried","NYY",12.0631,7.82981,13.0254,3.34006,27.286,27.286,0,0,,167.009,688.773,143.398,66.42,61.98,15.5037,52.43,0.388573,6.44951,158.24,8.52745,2.82542,3.01812,0.835483,0.229742,0.0761208,0.15362108498811722,0.227655,1.17256,0.280378,0.7432,,,3.53596,3.39144,3.92074,100.72000122070312,,,,,,,809.2,4.845508982035929,769,4.604790419161676,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Blake Snell","LAD",11.5037,7.70039,11.1418,3.72024,27.891,27.891,0,0,,156.522,657.265,122.164,69.41,64.7,18.0888,71.1789,0.331971,4.44962,205.622,11.8233,4.09278,2.88881,1.0401,0.312845,0.108296,0.2045496180653572,0.210035,1.23524,0.290773,0.737614,,,3.49101,3.34025,2.90895,43.130001068115234,,,,,,,810.1999999999998,5.160509554140126,738,4.7006369426751595,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"Corbin Burnes","ARI",12.2264,9.66706,15.3447,3.95002,29.924,29.924,0,0,,186.88,780.967,169.122,87.6,82.02,21.5249,57.8527,0.436875,7.25389,175.097,8.43256,2.78614,3.02661,1.03662,0.224206,0.0740783,0.15012745559215546,0.23625,1.21455,0.284257,0.708061,,,3.83509,3.33648,2.84335,38.90999984741211,,,,,,,828.7999999999998,4.432085561497325,804,4.2994652406417115,,,,,,,,,,,,,,,,,,,"Corbin Burnes","19361",669203
"Tyler Glasnow","LAD",10.1947,5.71652,10.179,3.43991,22.073,22.073,0,0,,132.701,537.382,105.052,54.3,50.72,16.1852,39.2105,0.264728,3.2145,164.833,11.1793,2.65932,4.20381,1.09771,0.306734,0.0729657,0.23376835137605667,0.212244,1.08712,0.28307,0.739803,,,3.22689,3.25514,2.9584,101.0199966430664,,,,,,,718.4000000000001,5.401503759398497,661,4.969924812030075,,,,,,,,,,,,,,,,,,,"Tyler Glasnow","14374",607192
"Luis Castillo","SEA",11.5292,10.0205,14.4377,3.86016,29.881,29.881,0,0,,181.788,753.331,160.484,83.69,77.97,23.3621,53.8528,0.536938,6.48708,176.081,8.71747,2.66616,3.26968,1.15662,0.233737,0.0714863,0.16225075721740723,0.231581,1.17905,0.277828,0.719302,,,3.89571,3.2474,2.942,92.08999633789062,,,,,,,819.9000000000001,4.504945054945056,783,4.302197802197802,,,,,,,,,,,,,,,,,,,"Luis Castillo","15689",622491
"Zac Gallen","ARI",11.1369,9.40093,13.2915,3.99023,28.91,28.91,0,0,,171.396,718.349,159.473,81.28,75.99,20.2228,49.7044,0.408077,6.51605,169.825,8.9175,2.60998,3.4167,1.0619,0.23641,0.0691926,0.16721750050783157,0.240849,1.22043,0.294971,0.707141,,,3.70271,3.15962,2.54395,118.62000274658203,,,,,,,775.0000000000001,4.532163742690059,764,4.4678362573099415,,,,,,,,,,,,,,,,,,,"Zac Gallen","19291",668678
"Freddy Peralta","MIL",10.9496,9.54452,12.1766,3.71978,29.408,29.408,0,0,,167.55,690.096,132.558,73.88,69.25,23.1388,57.8774,0.364807,7.85657,188.939,10.1489,3.1089,3.26448,1.24291,0.273787,0.0838685,0.18991822749376297,0.21231,1.13659,0.265399,0.737501,,,3.88344,3.12924,3.09559,97.94000244140625,,,,,,,794.5000000000002,4.729166666666668,721,4.291666666666667,,,,,,,,,,,,,,,,,,,"Freddy Peralta","18679",642547
"Jacob deGrom","TEX",8.11777,5.67396,7.31674,3.22016,20.247,20.247,0,0,,110.482,437.322,80.4515,42.04,39.53,13.8121,27.907,0.246631,3.53719,141.752,11.5473,2.27334,5.07944,1.12515,0.324136,0.0638133,0.26032253354787827,0.198216,0.98078,0.266223,0.744971,,,3.07946,3.05037,2.74288,42.619998931884766,,,,,,,621.8,5.652727272727272,556,5.054545454545455,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Cristopher Sánchez","PHI",12.1221,9.71131,12.735,3.82973,28.412,28.392,0,0,,167.158,699.595,164.251,76.91,71.13,16.1882,44.1529,0.361966,5.89606,139.309,7.50059,2.37725,3.15516,0.871594,0.199129,0.0631121,0.1360165774822235,0.25287,1.24675,0.299693,0.707944,,,3.65688,3.04258,2.70757,172.8699951171875,,,,,,,740.6,4.434730538922156,755,4.520958083832335,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Aaron Nola","PHI",11.6999,10.0152,15.3168,4.12983,29.808,29.808,0,0,,185.608,772.846,174.086,91.69,85.17,26.9639,48.366,0.36843,6.12883,179.882,8.72237,2.34523,3.71919,1.30746,0.232753,0.0625816,0.1701715886592865,0.242342,1.19851,0.287627,0.70796,,,3.99753,3.03641,2.36083,86.16999816894531,,,,,,,789.9000000000002,4.246774193548388,777,4.17741935483871,,,,,,,,,,,,,,,,,,,"Aaron Nola","16149",605400
"Spencer Strider","ATL",9.21587,5.43535,7.82794,3.34047,19.229,19.197,0,0,,109.79,450.022,88.3312,43.85,40.75,12.3615,33.5191,0.324174,4.12792,145.301,11.911,2.74772,4.33488,1.01333,0.322875,0.0744832,0.24839216470718384,0.214201,1.10985,0.298257,0.746098,,,3.01198,3.03561,2.5192,117.27999877929688,,,,,,,613.5999999999999,5.578181818181817,570,5.181818181818182,,,,,,,,,,,,,,,,,,,"Spencer Strider","27498",675911
"Bailey Ober","MIN",10.5819,9.96589,13.1768,3.93999,28.963,28.963,0,0,,171.092,703.414,148.789,80.13,74.9,26.8509,43.111,0.346573,5.79803,177.531,9.33871,2.26778,4.118,1.41245,0.252385,0.0612882,0.19109633192420006,0.22733,1.12162,0.270898,0.724327,,,3.989,3.01927,2.64955,80.4000015258789,,,,,,,754.9000000000002,4.414619883040936,713,4.169590643274854,,,,,,,,,,,,,,,,,,,"Bailey Ober","21224",641927
"Hunter Brown","HOU",10.8765,9.48815,12.5871,3.82978,28.957,28.957,0,0,,168.049,701.453,146.931,76.44,71.51,19.3959,57.3487,0.34051,6.8104,168.197,9.00795,3.07136,2.93289,1.03876,0.239784,0.081757,0.15802720189094543,0.230554,1.2156,0.283599,0.721746,,,3.81051,2.97548,2.87973,98.79000091552734,,,,,,,771.3,4.5910714285714285,737,4.386904761904762,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Gerrit Cole","NYY",11.2506,9.24285,13.9052,3.98989,28.38,28.38,0,0,,173.283,717.968,153.527,81.97,76.82,25.5599,48.7761,0.449304,5.86266,177.087,9.19756,2.53334,3.63061,1.32754,0.24665,0.0679363,0.17871373891830444,0.231449,1.16747,0.277777,0.722638,,,3.98607,2.91836,2.56833,60,,,,,,,749.0000000000001,4.329479768786128,716,4.138728323699422,,,,,,,,,,,,,,,,,,,"Gerrit Cole","13125",543037
"Sandy Alcantara","MIA",9.2135,8.95052,13.1667,3.69981,24.494,24.494,0,0,,157.362,653.262,148.112,70.13,64.69,16.5247,40.5059,0.442512,6.22395,128.048,7.32342,2.31665,3.16121,0.945097,0.196013,0.0620056,0.13400701060891151,0.244194,1.19862,0.284845,0.716011,,,3.79507,2.88813,2.80379,168.5500030517578,,,,,,,682.9000000000001,4.349681528662421,679,4.32484076433121,,,,,,,,,,,,,,,,,,,"Sandy Alcantara","18684",645261
"Zach Eflin","BAL",11.3949,9.03219,13.3864,3.96985,28.621,28.621,0,0,,171.097,704.336,166.956,81.14,75.47,23.7014,29.9334,0.496478,5.30306,135.698,7.13794,1.57455,4.53332,1.24674,0.192661,0.0424988,0.15016178414225578,0.249523,1.15075,0.281056,0.707051,,,3.99895,2.87262,2.54395,186.1300048828125,,,,,,,703,4.111111111111111,710,4.152046783625731,,,,,,,,,,,,,,,,,,,"Zach Eflin","13774",621107
"Jack Flaherty","DET",9.62766,9.83945,11.7497,3.9699,27.951,27.951,0,0,,159.329,669.87,141.1,75.61,70.28,20.862,52.6596,0.481563,7.91961,178.409,10.0778,2.97458,3.38797,1.17843,0.266334,0.0786116,0.18772246688604355,0.23158,1.21609,0.293249,0.718003,,,3.76979,2.85901,2.29342,139.42999267578125,,,,,,,724.7000000000002,4.557861635220127,695,4.371069182389937,,,,,,,,,,,,,,,,,,,"Jack Flaherty","17479",656427
"Bryce Miller","SEA",10.9009,9.80426,12.7521,3.82989,29.467,29.467,0,0,,170.676,699.696,149.344,77.77,72.63,23.9421,41.9495,0.44407,6.08236,157.899,8.32623,2.21206,3.76401,1.2625,0.225667,0.0599539,0.16571343317627907,0.229173,1.1208,0.266912,0.71953,,,3.98409,2.82284,2.86248,77.31999969482422,,,,,,,754.8000000000001,4.414035087719299,715,4.181286549707602,,,,,,,,,,,,,,,,,,,"Bryce Miller","29837",682243
"Jared Jones","PIT",9.68583,11.2273,10.2804,4.16132,31.693,28.309,0,0.6021,,161.17,683.124,149.844,79.93,74.52,20.7312,52.0265,0.680051,7.69,166.864,9.31794,2.90525,3.20728,1.15766,0.244265,0.0761597,0.16810563951730728,0.240362,1.25253,0.296257,0.705483,,,3.87956,2.80681,1.96106,143.05999755859375,,,,,,,701.1000000000001,4.354658385093169,690,4.285714285714286,,,,,,,,,,,,,,,,,,,"Jared Jones","27863",683003
"Reynaldo López","ATL",11.6463,9.33214,11.0447,4.20706,28.385,28.162,0,0,,155.845,663.552,144.805,78.09,72.85,18.5854,56.9817,0.386382,5.22089,163.451,9.43927,3.29068,2.86849,1.0733,0.246328,0.0858739,0.16045436263084412,0.240801,1.29479,0.301017,0.703754,,,3.81658,2.80358,1.8936,164.5500030517578,,,,,,,683.7,4.382692307692308,673,4.314102564102564,,,,,,,,,,,,,,,,,,,"Reynaldo Lopez","16400",625643
"Grayson Rodriguez","BAL",10.4304,8.47204,11.8572,3.9698,26.881,26.881,0,0,,156.499,655.322,142.158,73.9,69.03,20.3923,47.8511,0.379653,5.91039,161.193,9.26993,2.75184,3.36863,1.17273,0.245975,0.0730192,0.17295558750629425,0.236315,1.21412,0.289935,0.719121,,,3.83102,2.79247,2.30965,104.48999786376953,,,,,,,699.2,4.482051282051282,680,4.358974358974359,,,,,,,,,,,,,,,,,,,"Grayson Rodriguez","24492",680570
"Mitch Keller","PIT",9.34604,11.8817,14.67,4.7498,29.868,29.868,0,0,,179.477,777.302,188.865,101.35,94.72,21.8985,54.0808,0.365148,9.95853,161.453,8.0962,2.71192,2.98541,1.09812,0.20771,0.069575,0.13813520967960358,0.264791,1.35363,0.315085,0.667,,,4.02392,2.72865,1.02458,299.19000244140625,,,,,,,692.6,3.86927374301676,739,4.128491620111732,,,,,,,,,,,,,,,,,,,"Mitch Keller","17594",656605
"Tanner Houck","BOS",11.555,10.0266,10.9703,3.98165,33.349,28.195,0,0.6474,,170.816,724.407,162.778,81.17,75.57,17.0596,54.0022,0.776376,11.3318,147.17,7.75416,2.84528,2.72527,0.898839,0.20316,0.0745468,0.12861312925815582,0.24698,1.26909,0.294474,0.70302,,,3.8891,2.7016,2.48453,216.8300018310547,,,,,,,735.5000000000002,4.301169590643276,737,4.309941520467836,,,,,,,,,,,,,,,,,,,"Tanner Houck","19879",656557
"MacKenzie Gore","WSN",9.02364,11.549,11.869,4.27999,30.013,30.013,0,0,,165.428,708.421,153.922,84.72,78.67,20.4905,63.1734,0.381693,6.34758,174.073,9.47032,3.43691,2.75548,1.11477,0.245719,0.0891749,0.156544491648674,0.240918,1.31233,0.300294,0.702598,,,3.93294,2.68069,1.74739,201.5500030517578,,,,,,,715.6,4.336969696969697,706,4.278787878787878,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
"Shota Imanaga","CHC",10.92,9.26579,13.8154,3.98981,27.888,27.888,0,0,,171.166,703.821,154.285,81.91,75.88,28.7815,39.0922,0.387264,5.26883,170.57,8.96867,2.05549,4.36327,1.51335,0.242349,0.0555429,0.18680595979094505,0.233956,1.12976,0.272769,0.728148,,,4.1369,2.62266,2.43898,75.94000244140625,,,,,,,718.3000000000001,4.200584795321638,688,4.023391812865497,,,,,,,,,,,,,,,,,,,"Shota Imanaga","33829",684007
"Kevin Gausman","TOR",10.5797,10.8354,14.953,4.5002,29.841,29.841,0,0,,182.072,772.358,173.994,97.36,91.04,26.297,58.7183,0.401161,4.78176,175.309,8.66568,2.9025,2.98559,1.29989,0.226979,0.0760248,0.1509537547826767,0.245457,1.27813,0.291171,0.690938,,,4.16468,2.61501,1.60184,168.57000732421875,,,,,,,732.6,4.025274725274725,730,4.010989010989011,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Seth Lugo","KCR",12.172,11.34,14.7102,4.30555,30.243,29.868,0,0,,183.008,776.755,181.804,94.03,87.55,23.4915,50.8844,0.472075,7.53857,155.858,7.66482,2.5024,3.06298,1.15527,0.200653,0.0655089,0.13514394313097,0.253092,1.27147,0.293725,0.693985,,,4.08962,2.60737,1.96602,187.4499969482422,,,,,,,733.1000000000001,4.006010928961749,751,4.103825136612022,,,,,,,,,,,,,,,,,,,"Seth Lugo","12447",607625
"Erick Fedde","STL",9.7809,10.9796,13.2854,4.31988,29.554,29.554,0,0,,172.109,724.885,164.428,88.17,82.61,22.9517,50.1972,0.361783,5.72895,148.61,7.77117,2.62493,2.96052,1.2002,0.205012,0.0692485,0.13576313853263855,0.245796,1.24703,0.284433,0.692932,,,4.14802,2.60464,1.88324,320.7200012207031,,,,,,,693.5000000000001,4.031976744186047,691,4.017441860465116,,,,,,,,,,,,,,,,,,,"Erick Fedde","17425",607200
"Brandon Woodruff","MIL",8.21624,6.61121,9.34702,3.59982,20.815,20.815,0,0,,123.206,502.541,100.041,52.8,49.28,16.4297,34.8229,0.289197,4.87366,137.626,10.0534,2.54376,3.95217,1.20016,0.27386,0.0692937,0.20456673204898834,0.216144,1.09462,0.270772,0.733616,,,3.63256,2.60163,2.39516,235.57000732421875,,,,,,,609.4000000000001,4.954471544715448,563,4.5772357723577235,,,,,,,,,,,,,,,,,,,"Brandon Woodruff","16162",605540
"Bryan Woo","SEA",9.03784,8.08759,9.30467,3.61977,25.14,25.14,0,0,,137.097,557.795,118.033,58.91,55.14,17.7953,30.8625,0.397889,5.74579,124.192,8.15279,2.02603,4.02403,1.16821,0.222647,0.0553294,0.16731765866279602,0.22647,1.08606,0.26434,0.725795,,,3.84324,2.55412,2.66953,134.32000732421875,,,,,,,622.6000000000001,4.544525547445256,588,4.291970802919708,,,,,,,,,,,,,,,,,,,"Bryan Woo","30279",693433
"Shohei Ohtani","LAD",8.53971,5.0022,7.97936,3.40027,19.367,19.367,0,0,,110.956,456.135,88.0811,45.04,41.92,13.0128,37.8754,0.221457,4.85311,131.727,10.6848,3.0722,3.47789,1.05551,0.288789,0.0830356,0.20575303584337234,0.213062,1.13519,0.27941,0.751045,,,3.47199,2.52188,2.47508,1.5700000524520874,,,,,,,567.7,5.114414414414415,521,4.693693693693693,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Kodai Senga","NYM",10.2098,9.01725,9.25074,3.95592,29.597,25.665,0,0.6738,,149.108,631.617,124.79,70.14,65.54,18.0627,63.9805,0.632774,6.43668,161.236,9.73203,3.8618,2.52008,1.09025,0.255275,0.101296,0.15397854149341583,0.222362,1.266,0.279462,0.725645,,,3.99538,2.5175,2.23254,150.2100067138672,,,,,,,672.2000000000002,4.511409395973155,627,4.208053691275167,,,,,,,,,,,,,,,,,,,"Kodai Senga","31838",673540
"Michael Wacha","KCR",9.78719,9.67326,12.5924,4.28021,27.614,27.614,0,0,,162.013,687.095,153.439,82.55,77.05,21.3171,51.7965,0.411627,6.12895,142.755,7.93017,2.87735,2.75606,1.18419,0.207765,0.0753848,0.1323804408311844,0.243875,1.26678,0.284073,0.699494,,,4.18732,2.50649,1.76193,276.1700134277344,,,,,,,654.7,4.041358024691358,649,4.006172839506172,,,,,,,,,,,,,,,,,,,"Michael Wacha","14078",608379
"Ranger Suárez","PHI",10.2294,9.69772,9.29178,3.96766,32.185,26.954,0,0.5848,,157.196,665.414,151.659,74.87,69.3,16.2564,51.1286,0.8296,5.7193,134.556,7.70379,2.92728,2.63172,0.930732,0.202214,0.0768372,0.125376857817173,0.249207,1.29003,0.295798,0.710541,,,3.88383,2.47915,2.21283,259.2300109863281,,,,,,,672.8,4.2853503184713375,680,4.3312101910828025,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"Sean Manaea","NYM",11.8774,10.5053,12.8207,4.22307,29.589,29.224,0,0,,170.151,720.085,151.532,85.55,79.84,24.483,61.8778,0.434293,6.9521,174.381,9.22374,3.27297,2.81815,1.29501,0.242167,0.0859311,0.15623583644628525,0.232676,1.25423,0.280838,0.713767,,,4.20089,2.47699,1.94934,182.97999572753906,,,,,,,708.5999999999999,4.168235294117647,679,3.9941176470588236,,,,,,,,,,,,,,,,,,,"Sean Manaea","15873",640455
"Shane McClanahan","TBR",9.12613,8.55094,8.44373,3.81952,26.293,23.334,0,0.684,,134.263,555.125,119.844,61.16,56.98,17.7641,37.9897,0.641912,3.2828,141.21,9.4657,2.54655,3.71707,1.19077,0.254376,0.0684345,0.18594127893447876,0.233226,1.17556,0.287648,0.727067,,,3.7052,2.44116,2.2209,122.87000274658203,,,,,,,621.1999999999999,4.635820895522388,599,4.470149253731344,,,,,,,,,,,,,,,,,,,"Shane McClanahan","21483",663556
"Brayan Bello","BOS",10.204,9.56629,12.3333,4.21978,28.35,28.35,0,0,,163.075,697.039,161.743,82.63,76.46,18.6903,53.237,0.33601,7.32972,146.016,8.05853,2.93811,2.74276,1.03151,0.209481,0.0763759,0.13310465961694717,0.254124,1.31829,0.303228,0.700956,,,3.97986,2.43979,1.82499,316.8900146484375,,,,,,,663.3,4.0693251533742325,680,4.171779141104294,,,,,,,,,,,,,,,,,,,"Brayan Bello","23920",678394
"Nestor Cortes","MIL",8.85915,8.90477,7.01252,3.908,32.065,23.434,0,0.5961,,142.761,589.273,122.596,66.44,61.99,21.4398,40.3357,0.974499,4.37458,139.075,8.76762,2.54286,3.44793,1.35162,0.236011,0.06845,0.16756094992160797,0.225128,1.14129,0.263395,0.72596,,,4.11001,2.41911,2.20568,273.0400085449219,,,,,,,630.1000000000001,4.406293706293707,592,4.13986013986014,,,,,,,,,,,,,,,,,,,"Nestor Cortes","17874",641482
