Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Alejandro Kirk","TOR",110,436,385,103,73,19,0,10,42,49,43,1,53,4,4,0,,1,0,0.26676,0.0984654,0.121895,0.807787,0.343688,0.39743,0.325801,0.741118,0.13067,1.727,0.284317,-1.82586,-0.899008,56.5364,5.48714,114.314,-2.72487,3.83483,4.422536134719849,11.734827280044556,3.91231,259.0899963378906,,,,,,,483.8,4.398181818,483.8,4.398181818,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"Anthony Volpe","NYY",157,679,611,147,92,33,5,18,83,76,55,1,150,7,5,2,,28,7,0.241095,0.0805349,0.221507,0.363576,0.308905,0.398463,0.30834,0.707368,0.157368,6.51537,0.289468,1.2763,1.64639,78.4232,-1.00493,100.677,2.92268,4.3914,3.44878351688385,11.666401386260986,3.89874,138.1300048828125,,,,,,,725.2,4.61910828,725.2,4.61910828,,,,,,,,,,,,,,,,,,,"Anthony Volpe","27647",683011
"Rafael Devers","BOS",157,679,598,161,90,35,3,33,97,100,69,13,147,7,4,1,,4,1,0.268886,0.10215,0.216859,0.471044,0.349079,0.502506,0.359165,0.851584,0.233619,3.77159,0.303358,-0.206226,-0.969552,106.199,26.7708,130.639,-1.17578,-3.72773,22.628246903419495,-7.902730941772461,3.85849,34.619998931884766,,,,,,,965.2,6.1477707,965.2,6.1477707,,,,,,,,,,,,,,,,,,,"Rafael Devers","17350",646240
"Brent Rooker","ATH",149,644,568,147,81,25,2,38,87,101,63,3,190,8,4,1,,8,2,0.25798,0.0972551,0.294371,0.330382,0.337714,0.510351,0.36128,0.848064,0.252371,4.05445,0.314666,0.020367,-0.436738,101.821,26.4873,141.893,-0.41637,-0.00707609,30.453267961740494,-15.407075705938041,3.77111,68.79000091552734,,,,,,,918.9,6.167114093,918.9,6.167114093,,,,,,,,,,,,,,,,,,,"Brent Rooker","19627",667670
"Jazz Chisholm Jr.","NYY",141,609,548,137,84,22,3,27,80,87,51,3,153,5,4,1,,34,9,0.248905,0.0831667,0.250819,0.331581,0.316032,0.448949,0.328734,0.764981,0.200044,6.16989,0.293411,0.679873,2.0844,80.3344,9.09474,115.022,2.76428,0.718597,13.232210874557495,2.8935970067977905,3.76211,24.31999969482422,,,,,,,761.3,5.39929078,761.3,5.39929078,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
"Xander Bogaerts","SDP",149,644,580,154,108,28,1,17,74,71,52,1,114,6,6,1,,13,3,0.265596,0.0804157,0.177108,0.45405,0.329424,0.403574,0.320605,0.732998,0.137978,4.41782,0.30216,0.440865,0.223863,80.7378,5.40397,109.132,0.664728,0.955884,7.697567343711853,7.105883955955505,3.74374,147.6199951171875,,,,,,,719.4,4.828187919,719.4,4.828187919,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"Alex Bregman","BOS",157,679,598,155,97,32,3,24,88,89,68,1,87,8,5,0,,3,1,0.259654,0.1005,0.128308,0.78327,0.340396,0.441381,0.339786,0.781777,0.181727,3.3099,0.266991,-1.16734,-1.23291,95.6086,16.1805,117.008,-2.40025,-0.19915,10.81346583366394,2.2258497029542923,3.68434,148.94000244140625,,,,,,,836.4,5.327388535,836.4,5.327388535,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Jordan Westburg","BAL",134,581,529,138,84,30,4,20,74,79,40,0,131,8,3,1,,8,2,0.259896,0.0686749,0.225851,0.304072,0.319574,0.445031,0.330703,0.764605,0.185135,5.22313,0.308684,0.00456957,-0.427388,77.5616,9.59731,119.038,-0.422818,2.77816,12.233323276042938,4.0531628131866455,3.68231,94.55000305175781,,,,,,,695.2,5.188059701,695.2,5.188059701,,,,,,,,,,,,,,,,,,,"Jordan Westburg","27815",676059
"Mike Trout","LAA",120,518,446,114,62,21,3,28,73,78,61,5,139,7,3,0,,8,2,0.254935,0.118677,0.268215,0.44247,0.352685,0.505697,0.365752,0.858382,0.250762,5.10765,0.303215,-0.149882,-0.188034,83.7641,23.1695,139.296,-0.337916,1.0365,22.95305237174034,-5.013503909111023,3.63614,132.52999877929688,,,,,,,747.2,6.226666666,747.2,6.226666666,,,,,,,,,,,,,,,,,,,"Mike Trout","10155",545361
"Bo Bichette","TOR",143,616,573,160,109,31,2,18,76,78,36,1,118,4,3,0,,10,3,0.279842,0.0577347,0.19113,0.30207,0.324522,0.434701,0.328599,0.759223,0.154859,4.15516,0.322998,0.25212,-0.449343,81.1908,9.13232,116.282,-0.197223,-3.42315,11.278648972511292,3.1768503189086914,3.61371,128.02000427246094,,,,,,,724.1,5.063636363,724.1,5.063636363,,,,,,,,,,,,,,,,,,,"Bo Bichette","19612",666182
