Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,NameASCII,PlayerId,MLBAMID
"Paul Skenes","PIT",12.441,6.65637,17.3455,2.66985,28.905,28.905,0,0,0,175.124,700.351,135.372,56.468,51.9506,14.6084,48.1366,0,7.23056,219.989,11.3057,2.47384,4.5701,0.750756,0.314112,0.068732,0.24537987262010574,0.209885,1.04788,0.294268,0.779118,,,2.68701,5.33796,5.8932,11.180000305175781,5.19747,-1.61068,1.76972,5.19747,1.61068,2.64038,1034.5,5.911428571428571,955,5.457142857142857,"Paul Skenes","33677",694973
"Tarik Skubal","DET",14.0918,7.03178,17.7434,2.89201,29.5489,29.5489,0,0,0,184.161,729.788,147.153,64.3229,59.1771,17.335,39.25,0,7.47844,213.807,10.4488,1.91816,5.4473,0.84717,0.292971,0.0537828,0.23918801918625832,0.215431,1.01217,0.287259,0.752957,,,2.82942,5.18114,5.15727,13.359999656677246,3.55305,-0.558403,1.72598,3.55305,0.558403,2.6987,1060.3000000000002,5.762500000000001,989,5.375,"Tarik Skubal","22267",669373
"Zack Wheeler","PHI",14.0194,8.13009,20.0954,3.26369,30.1431,30.1431,0,0,0,191.554,771.867,158.618,75.504,69.4637,21.218,47.5113,0.223592,8.31526,205.494,9.65497,2.23228,4.32516,0.996908,0.26623,0.0615538,0.204676304012537,0.221521,1.07609,0.280793,0.740405,,,3.33523,4.55366,4.61046,20.639999389648438,2.24719,0.266585,1.26693,2.24719,-0.266585,3.31076,991.1000000000003,5.161979166666668,929,4.838541666666667,"Zack Wheeler","10310",554430
"Garrett Crochet","BOS",10.8368,8.07787,13.7972,3.21247,30.8873,29.5163,0,0,1.05138,157.052,632.031,123.938,60.9327,56.0581,16.2331,44.6813,0,6.40869,203.855,11.6821,2.56051,4.56242,0.930255,0.322539,0.0706948,0.25184448063373566,0.21334,1.07366,0.298473,0.738121,,,2.89008,4.27753,4.07378,23.290000915527344,7.44482,-1.73394,1.12337,7.44482,1.73394,3.50217,897.6,5.7171974522293,832,5.2993630573248405,"Garrett Crochet","27463",676979
"Logan Webb","SFG",12.8216,10.2031,18.6237,3.45567,30.5985,30.5985,0,0,0,197.762,816.869,189.585,82.5363,75.9334,15.8936,46.1574,1.62704,5.63918,170.667,7.76692,2.10059,3.6975,0.723306,0.208928,0.0565052,0.15242280438542366,0.2478,1.19205,0.300238,0.717622,,,3.27101,4.23364,4.11607,101.61000061035156,3.79947,0.892177,0.954664,3.79947,-0.892177,3.72711,960.4000000000001,4.850505050505051,968,4.888888888888889,"Logan Webb","17995",657277
"Framber Valdez","HOU",13.6067,8.42726,17.8611,3.33273,28.7139,28.7139,0,0,0,186.215,771.822,163.262,74.9523,68.9562,15.7583,57.6862,0,8.43193,183.835,8.88499,2.78804,3.18682,0.761618,0.238184,0.0747403,0.16344354301691055,0.231346,1.18652,0.291446,0.734066,,,3.35734,3.70125,3.97905,62.61000061035156,5.29706,-0.898838,1.09733,5.29706,0.898838,3.53689,925.8000000000002,4.977419354838711,892,4.795698924731183,"Framber Valdez","17295",664285
"Cole Ragans","KCR",11.6372,8.79651,16.4188,3.4984,29.8387,29.7619,0,0.0933623,0,177.555,736.581,148.417,75.0193,69.0178,18.1492,65.681,1.00671,5.79616,202.116,10.2449,3.32927,3.07723,0.919955,0.274397,0.0891701,0.18522701412439346,0.223149,1.20581,0.292844,0.737079,,,3.42634,3.66672,3.65379,48.540000915527344,1.67368,1.38348,1.01122,1.67368,-1.38348,3.65171,899,5.050561797752809,844,4.741573033707865,"Cole Ragans","21846",666142
"Chris Sale","ATL",11.7702,6.62186,14.4225,3.1351,25.9713,25.9713,0,0,0,155.879,629.476,127.86,59.0211,54.2994,16.0841,40.1624,0,7.98271,186.854,10.7884,2.31886,4.65246,0.928653,0.29684,0.0638029,0.2330370917916298,0.219943,1.0779,0.295395,0.749125,,,3.03703,3.63665,4.09546,35.11000061035156,4.96137,0.0835109,1.12116,4.96137,-0.0835109,3.50513,854.8000000000002,5.4794871794871804,802,5.141025641025641,"Chris Sale","10603",519242
"George Kirby","SEA",12.5123,9.34488,17.0182,3.54947,30.091,30.091,0,0,0,180.853,727.839,169.955,77.5282,71.3259,22.6432,24.6529,0.241997,6.94845,171.252,8.52218,1.22683,6.9465,1.12682,0.235288,0.0338714,0.20141635462641716,0.244105,1.07605,0.293249,0.718688,,,3.42449,3.58279,2.87359,43.11000061035156,1.3819,-0.565478,1.1508,1.3819,0.565478,3.4656,860.5,4.754143646408839,852,4.707182320441989,"George Kirby","25436",669923
"Sonny Gray","STL",10.9106,8.3242,14.6416,3.45532,27.6488,27.6488,0,0,0,167.719,686.225,145.979,69.9907,64.3915,17.5708,46.4782,0,5.70557,180.231,9.67139,2.49408,3.87775,0.942872,0.262641,0.0677303,0.1949106529355049,0.230235,1.1475,0.294352,0.729583,,,3.31262,3.56999,3.53633,105.06999969482422,4.66462,-1.49526,0.793242,4.66462,1.49526,3.94234,846.1999999999999,5.036904761904761,810,4.821428571428571,"Sonny Gray","12768",543243
"Logan Gilbert","SEA",12.0028,9.06661,18.2872,3.42981,30.7361,30.7361,0,0,0,194.807,776.77,163.278,80.6947,74.2392,25.0225,39.4515,1.15944,5.33022,201.666,9.31686,1.82264,5.11174,1.15603,0.259621,0.0507892,0.20883192867040634,0.223061,1.04067,0.273611,0.727706,,,3.45552,3.54466,3.44551,26.860000610351562,3.16797,1.44734,1.41669,3.16797,-1.44734,3.11107,983.7,5.044615384615385,922,4.728205128205128,"Logan Gilbert","22250",669302
"Dylan Cease","SDP",12.3263,9.3217,16.0417,3.53931,30.7298,30.7298,0,0,0,183.409,755.956,147.333,78.3986,72.1267,20.5263,69.0876,1.14913,5.81621,214.619,10.5315,3.39018,3.10648,1.00724,0.283904,0.091391,0.19251306354999542,0.216332,1.17999,0.28438,0.735397,,,3.50624,3.53761,3.6576,46.709999084472656,2.4161,-0.0570658,1.05445,2.4161,0.0570658,3.59406,918.7,5.020218579234973,847,4.628415300546448,"Dylan Cease","18525",656302
"Pablo López","MIN",12.4545,9.38745,17.294,3.7048,30.4106,30.4106,0,0,0,186.859,769.219,171.323,83.6082,76.9195,23.4239,45.8133,0.431133,8.32208,197.929,9.53319,2.20658,4.32035,1.1282,0.257312,0.0595581,0.19775398820638657,0.239585,1.16203,0.299555,0.724347,,,3.54676,3.49253,3.11708,64.54000091552734,2.90222,-0.224898,1.02186,2.90222,0.224898,3.63751,890.3000000000001,4.7609625668449205,870,4.652406417112299,"Pablo Lopez","17085",641154
"Jacob deGrom","TEX",7.07122,4.73103,10.9842,3.00733,20.066,20.066,0,0,0,114.108,451.569,89.8733,41.4446,38.1291,12.5815,25.6771,0,4.49001,142.445,11.235,2.02521,5.54756,0.992337,0.315445,0.0568619,0.25858331099152565,0.213272,1.01264,0.290162,0.756674,,,2.89631,3.47484,3.08212,37,11.7868,-0.324408,1.29891,11.7868,0.324408,3.26812,643.6999999999999,5.6464912280701745,595,5.219298245614035,"Jacob deGrom","10954",594798
"Corbin Burnes","ARI",12.2706,9.0199,17.9193,3.66902,29.9129,29.9129,0,0,0,185.873,766.277,166.448,82.3636,75.7745,20.2187,52.6724,0,6.26652,185.215,8.96817,2.55041,3.51636,0.978993,0.241708,0.0687381,0.17296982556581497,0.235317,1.17888,0.29135,0.716702,,,3.53893,3.38231,3.62741,40.5,3.66572,-0.822377,0.927848,3.66572,0.822377,3.76287,891.8000000000001,4.794623655913979,863,4.639784946236559,"Corbin Burnes","19361",669203
"Blake Snell","LAD",11.0427,5.8899,15.3413,3.29986,28.1091,28.1091,0,0,0,160.241,657.959,117.936,63.8613,58.7524,17.6906,69.65,0,4.07282,206.151,11.5786,3.91193,2.95982,0.993604,0.31332,0.105858,0.20746180415153503,0.201864,1.17065,0.278155,0.759891,,,3.40889,3.28881,3.66335,42.290000915527344,2.72692,0.804758,0.986302,2.72692,-0.804758,3.68493,845.8,5.28625,756,4.725,"Blake Snell","13543",605483
"Cristopher Sánchez","PHI",10.1181,8.3288,14.9577,3.50422,28.8586,28.5602,0,0,0,167.954,698.701,159.979,71.0804,65.394,15.8283,44.9823,0.74987,4.99509,146.081,7.82794,2.41043,3.24753,0.848181,0.209076,0.0643799,0.14469556510448456,0.246605,1.22034,0.29611,0.732383,,,3.54479,3.20907,3.52328,180,4.20867,-1.22117,0.707604,4.20867,1.22117,4.05653,772.4000000000001,4.597619047619048,774,4.607142857142857,"Cristopher Sanchez","20778",650911
"Yoshinobu Yamamoto","LAD",11.5367,5.94942,13.2566,3.46046,26.429,26.429,0,0,0,154.01,628.165,134.279,64.3653,59.2161,16.851,41.2583,0,4.46021,164.046,9.58653,2.41105,3.97608,0.984738,0.261152,0.0656806,0.19547108560800552,0.230542,1.13978,0.292436,0.731655,,,3.3491,3.20457,3.25954,57.11000061035156,5.22234,-0.354236,0.787097,5.22234,0.354236,3.95054,775.1000000000003,5.033116883116885,742,4.818181818181818,"Yoshinobu Yamamoto","33825",808967
"Joe Ryan","MIN",10.1969,8.59669,14.0343,3.82881,27.3375,27.3375,0,0,0,161.995,654.915,141.75,74.9093,68.9165,24.3888,35.0296,0,6.72884,178.315,9.90667,1.94615,5.0904,1.35497,0.272272,0.0534873,0.21878452226519585,0.231181,1.09127,0.285932,0.714202,,,3.69551,3.19993,2.45974,90.45999908447266,2.96544,-0.0951128,1.10278,2.96544,0.0951128,3.52963,764.3999999999999,4.7185185185185174,728,4.493827160493828,"Joe Ryan","21390",657746
"Justin Steele","CHC",10.9461,7.68497,15.2291,3.50879,28.8856,28.8856,0,0,0,168.852,698.946,152.922,71.5539,65.8296,17.3369,48.2982,0,6.36581,165.326,8.81204,2.57434,3.42302,0.924077,0.236536,0.0691015,0.16743427515029907,0.237353,1.1917,0.293716,0.732791,,,3.51424,3.17872,3.38088,120.36000061035156,1.30632,0.759593,0.740752,1.30632,-0.759593,4.01233,811.7000000000003,4.8029585798816585,792,4.686390532544379,"Justin Steele","17312",657006
"Kevin Gausman","TOR",11.6264,10.5864,16.8781,3.86047,30.0983,30.0983,0,0,0,184.045,766.158,174.102,85.8094,78.9446,22.6074,52.3625,0,4.12165,186.802,9.1348,2.56058,3.56747,1.10552,0.243817,0.0683444,0.1754722148180008,0.245326,1.23048,0.302828,0.721996,,,3.6541,3.17625,2.64605,166.36000061035156,2.74066,-0.601488,1.12287,2.74066,0.601488,3.50284,832.3000000000003,4.523369565217393,827,4.494565217391305,"Kevin Gausman","14107",592332
"Tyler Glasnow","LAD",9.33133,5.67353,12.9974,3.39995,22.138,22.138,0,0,0,133.559,536.133,104.62,54.8422,50.4549,15.3851,40.1635,0,2.69294,164.93,11.114,2.70646,4.10647,1.03674,0.307629,0.0749133,0.23271578550338745,0.212093,1.08404,0.285132,0.729781,,,3.15686,3.16107,2.91437,106.5,5.41926,-1.4809,0.86994,5.41926,1.4809,3.84008,735.0999999999999,5.485820895522387,676,5.044776119402985,"Tyler Glasnow","14374",607192
"Michael King","SDP",11.7826,8.68046,13.7877,3.58757,30.2851,29.2013,0.0965948,0.453958,1.32854,170.05,708.018,146.409,73.6797,67.7853,19.4668,59.6346,2.70464,7.12827,186.609,9.87635,3.15619,3.1292,1.03029,0.263565,0.0842275,0.17933721840381622,0.228316,1.21166,0.291699,0.74033,,,3.63775,3.15433,3.21599,59.11000061035156,2.29005,0.58086,0.940782,2.29005,-0.58086,3.74562,817.6999999999999,4.81,776,4.564705882352941,"Michael King","19853",650633
"Max Fried","NYY",12.1471,8.26488,15.4296,3.33689,27.6122,27.6122,0,0,0,167.343,691.354,150.311,67.4405,62.0452,16.1183,48.0567,0.322509,6.01746,159.065,8.55478,2.58457,3.30995,0.866869,0.230078,0.069511,0.1605667844414711,0.235863,1.18539,0.290399,0.744741,,,3.48696,3.12787,3.80433,101.04000091552734,4.23256,-1.85014,0.910413,4.23256,1.85014,3.78612,805,4.820359281437126,783,4.688622754491018,"Max Fried","13743",608331
"Tanner Bibee","CLE",11.2402,8.66122,13.4379,3.73328,28.6971,28.6971,0,0,0,170.876,702.907,151.983,77.0445,70.8809,23.288,45.4631,0,7.5612,180.954,9.53079,2.39453,3.98023,1.22657,0.257437,0.0646787,0.19275780767202377,0.233862,1.15549,0.288786,0.730402,,,3.75116,3.01635,2.78277,86.13999938964844,4.11275,-2.33934,0.867222,4.11275,2.33934,3.8437,790.3,4.621637426900585,759,4.43859649122807,"Tanner Bibee","30134",676440
"Aaron Nola","PHI",11.8475,9.12916,16.4686,3.86904,29.878,29.878,0,0,0,185.473,762.125,172.356,86.6672,79.7338,26.485,44.9245,0.161579,5.11681,184.23,8.93968,2.17994,4.10088,1.28517,0.241732,0.0589464,0.18278571963310242,0.242045,1.17149,0.290947,0.724819,,,3.84565,3.01626,2.93175,84.29000091552734,2.39897,-1.34258,1.04958,2.39897,1.34258,3.60057,820,4.4324324324324325,805,4.351351351351352,"Aaron Nola","16149",605400
"Hunter Brown","HOU",11.7463,9.33596,15.2337,3.7584,28.9384,28.9384,0,0,0,167.391,704.106,152.344,75.981,69.9025,18.7089,58.4688,0,6.18457,179.756,9.66484,3.14365,3.0744,1.00591,0.255297,0.0830398,0.17225772142410278,0.238242,1.2594,0.303037,0.73032,,,3.63044,3.01581,2.60619,101.86000061035156,2.21993,-0.718251,1.13307,2.21993,0.718251,3.48924,774.8999999999999,4.640119760479041,756,4.526946107784431,"Hunter Brown","25880",686613
"Seth Lugo","KCR",11.5454,9.3962,16.317,3.96333,30.3439,29.8169,0.0502508,0.234257,1.33447,183.378,767.855,179.164,87.7761,80.754,21.3921,47.7001,1.00187,7.36141,163.812,8.03971,2.34107,3.4342,1.0499,0.213337,0.0621212,0.1512153558433056,0.251355,1.23714,0.299043,0.706335,,,3.79719,2.91456,2.58441,183.57000732421875,6.17952,0.388845,1.10451,6.17952,-0.388845,3.52732,793.5000000000001,4.336065573770492,805,4.398907103825136,"Seth Lugo","12447",607625
"Roki Sasaki",,9.11024,5.69209,12.3672,3.32313,23.2737,23.1566,0,0,0,136.086,556.362,109.249,54.6175,50.2481,15.3086,44.9092,0,6.53599,162.912,10.7741,2.97005,3.62759,1.01243,0.292817,0.0807194,0.21209802478551865,0.216371,1.1328,0.287548,0.749971,,,3.36873,2.90858,3.04839,999,4.50604,-0.595458,0.754913,4.50604,0.595458,3.99345,708.5000000000001,5.209558823529413,655,4.8161764705882355,"Roki Sasaki","sa3025686",808963
"Gerrit Cole","NYY",11.5899,8.07251,15.5432,3.75112,27.9358,27.9358,0,0,0,171.535,703.484,150.486,77.7108,71.494,24.4725,47.0541,1.01347,6.7777,178.891,9.38598,2.46882,3.80182,1.28401,0.254293,0.0668873,0.18740589171648026,0.231642,1.15161,0.28236,0.733895,,,3.87687,2.9072,2.92872,64.06999969482422,3.64616,0.70351,0.903711,3.64616,-0.70351,3.79505,783.5999999999999,4.5558139534883715,744,4.325581395348837,"Gerrit Cole","13125",543037
"Spencer Schwellenbach","ATL",11.8421,7.93272,14.0174,3.70593,27.4192,27.4192,0,0,0,162.821,667.343,149.014,72.8749,67.0449,19.4511,37.0189,1.31003,7.37913,159.046,8.79134,2.04623,4.29635,1.07517,0.238328,0.055472,0.182855524122715,0.239209,1.14256,0.291514,0.712576,,,3.58391,2.87886,3.0205,86.38999938964844,2.69229,1.60228,0.846353,2.69229,-1.60228,3.87153,771.1,4.730674846625767,754,4.625766871165644,"Spencer Schwellenbach","31846",680885
"Yusei Kikuchi","LAA",9.71558,9.55237,13.2863,3.85489,30.3714,30.3714,0,0,0.114726,170.971,709.55,155.13,79.5985,73.2306,24.9691,51.3829,0,5.25427,191.061,10.0576,2.70482,3.71838,1.31439,0.269271,0.0724162,0.19685504585504532,0.237597,1.20788,0.297931,0.739784,,,3.82383,2.87724,2.70812,145.13999938964844,4.30032,-0.18447,0.932281,4.30032,0.18447,3.75696,768.9000000000001,4.496491228070176,744,4.350877192982456,"Yusei Kikuchi","20633",579328
"Zach Eflin","BAL",11.2069,8.82876,14.8304,3.86157,28.702,28.702,0,0,0,171.552,703.65,170.512,80.0074,73.6068,23.1705,28.648,0.651249,5.27231,147.427,7.73433,1.50294,5.14614,1.21557,0.209518,0.0407135,0.16880401596426964,0.254598,1.16093,0.295195,0.714681,,,3.79675,2.86963,2.40605,179.86000061035156,2.32919,0.899479,0.849127,2.32919,-0.899479,3.86783,737.3000000000001,4.286627906976745,753,4.377906976744186,"Zach Eflin","13774",621107
"Luis Castillo","SEA",11.8592,9.61883,16.5923,3.67338,29.9451,29.9451,0,0,0,182.716,749.58,160.328,81.0611,74.5762,23.9538,51.0627,1.16983,6.48526,185.459,9.13509,2.51518,3.63198,1.17988,0.247417,0.0681218,0.17929521203041077,0.231676,1.15693,0.28257,0.732783,,,3.78561,2.85824,2.66295,91.25,2.75482,1.19594,0.898009,2.75482,-1.19594,3.80266,842,4.601092896174864,802,4.382513661202186,"Luis Castillo","15689",622491
"Shota Imanaga","CHC",11.8645,7.1273,14.8319,3.61369,27.7588,27.7588,0,0,0,172.117,698.852,155.723,75.118,69.1086,25.6881,37.1128,0,5.15583,171.474,8.9664,1.94063,4.62036,1.34323,0.245366,0.0531053,0.19226042553782463,0.237172,1.12038,0.283041,0.750405,,,3.85091,2.83876,3.25392,76.13999938964844,2.14013,3.36736,0.905856,2.14013,-3.36736,3.79219,763.4,4.438372093023256,738,4.290697674418604,"Shota Imanaga","33829",684007
"Tanner Houck","BOS",9.89479,9.40005,13.5152,3.90242,33.1088,28.2192,0.0567622,0.194222,0.451822,171.557,724.325,163.606,80.8563,74.3878,16.0084,50.2543,2.07087,11.2321,152.27,7.98819,2.63637,3.03,0.839812,0.210224,0.0693809,0.14084311574697495,0.246827,1.24658,0.298443,0.694725,,,3.67959,2.82228,2.92491,217.07000732421875,5.25951,1.32783,0.832803,5.25951,-1.32783,3.8896,770.6,4.480232558139535,773,4.494186046511628,"Tanner Houck","19879",656557
"Hunter Greene","CIN",9.0598,7.7466,12.5742,3.9467,25.3833,25.3833,0,0,0,151.678,633.617,125.223,72.2981,66.5142,22.1043,54.844,0,11.7312,179.739,10.665,3.25424,3.27728,1.31159,0.283672,0.086557,0.19711479544639587,0.220835,1.18716,0.282362,0.722694,,,4.00776,2.80592,2.78909,92.31999969482422,3.39582,0.525879,0.860456,3.39582,-0.525879,3.85273,688.1999999999999,4.527631578947368,633,4.1644736842105265,"Hunter Greene","22182",668881
"Freddy Peralta","MIL",10.6701,8.92759,13.8139,3.80807,29.2687,29.2687,0,0,0.39952,168.301,698.945,140.533,77.4037,71.2114,23.311,60.7624,0,7.89303,193.167,10.3297,3.2493,3.17906,1.24657,0.27637,0.0869344,0.1894354745745659,0.222966,1.19605,0.283275,0.734565,,,3.89538,2.79063,2.85591,98.75,1.93753,-1.03858,0.948202,1.93753,1.03858,3.73573,772.7000000000002,4.599404761904763,720,4.285714285714286,"Freddy Peralta","18679",642547
"Zac Gallen","ARI",12.611,8.38849,15.1176,3.87597,29.2205,29.2205,0,0,0,172.459,720.177,158.608,80.7302,74.2718,19.1439,53.3056,0,6.40694,173.717,9.06565,2.78182,3.25889,0.99905,0.241215,0.0740174,0.16719728708267212,0.240147,1.22878,0.298254,0.70867,,,3.63369,2.7689,2.80387,120.70999908447266,5.08423,0.518349,1.13979,5.08423,-0.518349,3.48029,796.6999999999999,4.631976744186046,784,4.558139534883721,"Zac Gallen","19291",668678
"Bailey Ober","MIN",10.8045,8.78343,14.5212,3.95624,28.9761,28.9761,0,0,0,171.741,698.684,151.368,82.0592,75.4944,26.168,40.7467,0,6.8016,177.186,9.28532,2.1353,4.34848,1.37132,0.2536,0.0583192,0.19528034701943398,0.232468,1.11863,0.279601,0.707846,,,3.91445,2.6783,2.35961,81.61000061035156,3.65454,0.633526,1.16042,3.65454,-0.633526,3.45277,770.4,4.47906976744186,732,4.255813953488372,"Bailey Ober","21224",641927
"Ranger Suárez","PHI",10.1812,8.14145,12.482,3.68029,32.2324,26.8924,0,0.187368,0,157.353,661.148,148.287,69.94,64.3448,16.4844,49.8497,0.586189,5.11531,143.813,8.22558,2.85122,2.88493,0.942846,0.21752,0.0753987,0.1421213373541832,0.244624,1.25919,0.295597,0.732307,,,3.74839,2.67651,2.83603,254.67999267578125,2.48395,-0.478817,0.792867,2.48395,0.478817,3.94284,703.2,4.478980891719745,700,4.45859872611465,"Ranger Suarez","17277",624133
"Shane McClanahan","TBR",9.6617,6.86682,12.9984,3.40993,28.6354,24.415,0,0.194708,0,141.127,579.451,118.987,58.1197,53.4701,16.5529,45.958,0.347617,3.82721,155.504,9.91686,2.93086,3.3836,1.05562,0.268364,0.079313,0.18905075639486313,0.224646,1.16878,0.286443,0.753508,,,3.54583,2.65034,2.98558,115.93000030517578,4.86597,-0.291981,0.654928,4.86597,0.291981,4.12676,686.9000000000001,4.87163120567376,646,4.581560283687943,"Shane McClanahan","21483",663556
"Sandy Alcantara","MIA",7.67424,8.6816,12.9141,3.78785,24.1712,24.1712,0,0,0,153.392,640.643,147.855,70.1721,64.5583,16.5542,40.4731,0.274835,5.94478,135.704,7.9622,2.37469,3.35294,0.971289,0.211825,0.0631758,0.14864911139011383,0.248819,1.22776,0.297082,0.715436,,,3.7079,2.64376,2.78534,159.36000061035156,2.05049,-0.0541166,0.399924,2.05049,0.0541166,4.46677,672.3000000000002,4.394117647058825,678,4.431372549019608,"Sandy Alcantara","18684",645261
"Reynaldo López","ATL",10.1117,7.39299,12.6999,3.59934,30.1962,26.8589,0.156346,0.954494,2.25296,153.304,634.426,133.485,66.6416,61.3103,17.5899,50.4633,1.60427,4.36354,163.678,9.60901,2.96255,3.24349,1.03265,0.257993,0.0795418,0.17845147103071213,0.230306,1.19989,0.290951,0.736284,,,3.59565,2.64048,2.96078,155.0399932861328,4.01382,0.641816,0.652957,4.01382,-0.641816,4.12939,735,4.803921568627451,701,4.5816993464052285,"Reynaldo Lopez","16400",625643
"Grayson Rodriguez","BAL",11.5988,7.32873,13.3375,3.69893,26.9392,26.9392,0,0,0,157.594,656.481,140.613,70.402,64.7698,19.4294,51.6024,0,5.65626,171.271,9.78111,2.94695,3.31906,1.10959,0.260893,0.0786045,0.18228863924741745,0.234658,1.21968,0.296638,0.738199,,,3.68563,2.59875,2.5905,104.38999938964844,2.84486,-0.436446,0.887661,2.84486,0.436446,3.81645,736.9,4.663924050632911,711,4.5,"Grayson Rodriguez","24492",680570
"Nathan Eovaldi","TEX",10.6766,7.76423,14.0911,3.77477,26.3284,26.3284,0,0,0,158.445,653.11,145.205,72.2336,66.4549,20.189,41.3506,0,6.14751,153.075,8.69496,2.34879,3.70188,1.14677,0.234379,0.0633133,0.17106518149375916,0.239765,1.17741,0.289155,0.722226,,,3.79005,2.57136,2.57231,202.0399932861328,1.82159,0.911989,0.700613,1.82159,-0.911989,4.06585,711.2,4.50126582278481,695,4.39873417721519,"Nathan Eovaldi","9132",543135
"Spencer Strider","ATL",8.36961,5.10096,10.3274,3.47848,19.3739,19.2083,0,0,0.0568434,110.798,452.339,86.658,46.5468,42.823,12.7838,39.6269,0.301717,3.63322,147.581,11.9879,3.21886,3.72426,1.03842,0.326262,0.0876044,0.23865755647420883,0.211837,1.13978,0.297025,0.735676,,,3.17377,2.56571,2.35007,140.17999267578125,5.31874,-0.524,0.585885,5.31874,0.523569,4.21882,599.3000000000002,5.399099099099101,550,4.954954954954955,"Spencer Strider","27498",675911
"Erick Fedde","STL",10.0026,10.4889,12.6743,4.04633,29.5296,29.5296,0,0,0,172.779,728.153,166.245,84.4347,77.6799,22.2897,53.643,0,5.47967,150.569,7.84308,2.79425,2.80687,1.16107,0.206781,0.0736699,0.13311157375574112,0.248486,1.27265,0.290131,0.71789,,,4.12723,2.5113,2.35868,318.32000732421875,4.80163,0.734472,1.06427,4.80163,-0.734472,3.58098,702.9999999999999,4.063583815028901,704,4.069364161849711,"Erick Fedde","17425",607200
"Jared Jones","PIT",9.02874,9.80658,13.107,3.9292,31.5179,28.1298,0,0.193832,0,162.103,678.782,144.401,76.9245,70.7706,21.1897,54.6206,1.32569,7.44468,167.919,9.32291,3.03255,3.07428,1.17646,0.247383,0.0804685,0.1669144630432129,0.234144,1.22774,0.28814,0.720948,,,3.94267,2.43606,2.59708,137.82000732421875,3.76814,-1.23,0.806188,3.76814,1.22766,3.92508,716.1,4.420370370370371,687,4.2407407407407405,"Jared Jones","27863",683003
"Brady Singer","CIN",9.12329,10.1882,13.171,4.23313,29.0149,29.0149,0,0,0,171.575,730.222,172.823,87.7172,80.6998,24.4425,49.0751,0,9.04109,160.374,8.41245,2.57425,3.26793,1.28214,0.219624,0.0672057,0.1524178609251976,0.257136,1.2933,0.304501,0.71495,,,4.16519,2.4264,2.50346,359.2900085449219,3.31445,0.41112,1.31104,3.31445,-0.41112,3.25195,673.8,3.917441860465116,694,4.034883720930233,"Brady Singer","25377",663903
"Taj Bradley","TBR",9.89803,10.029,13.03,3.85508,28.4971,28.4971,0,0,0,162.472,675.106,144.308,75.6454,69.5938,23.5614,52.8729,0,4.96192,176.835,9.7956,2.92884,3.34453,1.30516,0.261937,0.078318,0.18361854553222656,0.233784,1.21363,0.289647,0.74019,,,3.94282,2.4125,2.48772,187.86000061035156,2.56123,-0.819988,0.840636,2.56123,0.819988,3.87915,709.1999999999999,4.377777777777777,678,4.185185185185185,"Taj Bradley","22543",671737
"MacKenzie Gore","WSN",9.82794,10.2776,12.8565,3.86486,29.8609,29.8609,0,0,0,166.308,704.985,149.819,77.6278,71.4176,20.5623,63.38,0,7.26348,178.949,9.68405,3.4299,2.82342,1.11276,0.253833,0.0899027,0.1639307215809822,0.23618,1.28195,0.297257,0.735154,,,3.89611,2.41223,2.55606,188.92999267578125,6.49462,-0.058303,1.12202,6.49462,0.058303,3.50398,728.1000000000001,4.386144578313254,705,4.246987951807229,"MacKenzie Gore","22201",669022
"Kodai Senga","NYM",10.7602,7.20154,12.127,3.71708,30.5161,25.5191,0,0.1867,0,149.76,638.089,126.222,67.2306,61.8521,17.6037,66.6494,0,9.07799,165.791,9.96345,4.00538,2.48752,1.05792,0.259825,0.104452,0.15537360310554504,0.224451,1.28787,0.286619,0.746857,,,3.99746,2.37657,2.6051,144.2899932861328,1.94551,-0.763107,1.06446,1.94551,0.763107,3.58072,665,4.433333333333334,620,4.133333333333334,"Kodai Senga","31838",673540
"Michael Wacha","KCR",11.7768,8.5754,12.8981,4.06164,27.5431,27.5431,0,0,0,162.761,681.779,155.929,79.84,73.4528,21.6271,46.6916,0.548128,5.52479,142.585,7.88438,2.58185,3.05377,1.19589,0.209137,0.0684848,0.1406521052122116,0.247679,1.2449,0.288604,0.712421,,,4.10424,2.36622,2.13344,267.32000732421875,5.88538,0.213581,1.10658,5.88538,-0.213581,3.52456,656.9999999999999,4.030674846625766,656,4.024539877300613,"Michael Wacha","14078",608379
"Mitch Keller","PIT",10.309,10.7552,14.5333,4.2626,29.8658,29.8658,0,0,0,179.783,766.526,176.59,92.5538,85.1495,22.3201,55.3763,0.201934,11.3901,166.131,8.31656,2.77215,3.00004,1.11735,0.216732,0.0722432,0.14448906481266022,0.252358,1.29025,0.301716,0.694568,,,4.04642,2.36593,2.1796,296.5400085449219,1.87985,1.30271,1.50812,1.87985,-1.30271,2.98918,735.2,4.084444444444444,748,4.155555555555556,"Mitch Keller","17594",656605
