Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,NameASCII,PlayerId,MLBAMID
"Christopher Hernandez","TEX",0.03,0.0913,0.0263,6.99291,0.22,0.166,0,0,,1,4.907,1.1756,0.8209,0.77699,0.179667,0.8044,0.0047,0.0527,0.5255,4.7295,7.2396,0.653282,1.617,0.107092,0.163929,-0.05683717876672745,0.290279,1.98,0.297762,0.670594,0.404009,,7.02245,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,"Christopher Hernandez","sa3024217",816290
"Jonathan Batista",,0.0319,0.0835,0.0204,6.95583,0.4113,0.1253,0,0,,1,4.891,1.1874,0.8167,0.77287,0.181333,0.7784,0.0105,0.0497,0.4913,4.4217,7.0056,0.631166,1.632,0.10045,0.159149,-0.05869966000318527,0.292254,1.9658,0.296751,0.671229,0.403006,,7.02551,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Jonathan Batista","sa3019489",805121
"Juan Cota","MIN",0.0282,0.0937,0.0251,7.08957,0.2018,0.1698,0,0,,1,4.886,1.2166,0.831,0.78773,0.188,0.7329,0.0041,0.0515,0.4688,4.2192,6.5961,0.639651,1.692,0.0959476,0.15,-0.054052405059337616,0.296616,1.9495,0.298595,0.663287,0.396538,,7.02608,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Juan Cota","sa3021984",802399
"Dawel Serda","ARI",0.0301,0.0908,0.0258,6.99597,0.2332,0.1632,0,0,,1,4.877,1.2001,0.821,0.77733,0.186111,0.7467,0.0051,0.0509,0.4763,4.2867,6.7203,0.637873,1.675,0.0976625,0.153106,-0.05544392019510269,0.294185,1.9468,0.296749,0.667637,0.401008,,7.02612,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Dawel Serda","sa3021486",806913
"Damian Jimenez",,0.0309,0.0874,0.0239,6.97023,0.3148,0.1458,0,0,,1,4.923,1.2085,0.821,0.77447,0.167889,0.8076,0.0077,0.0491,0.4457,4.0113,7.2684,0.551882,1.511,0.0905342,0.164046,-0.07351209223270416,0.297199,2.0161,0.30139,0.671007,0.442988,,7.02774,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Damian Jimenez","sa3021491",807763
"Eliazar De Los Santos","ATH",0.0303,0.0896,0.0255,6.97023,0.2604,0.1574,0,0,,1,4.931,1.1941,0.8208,0.77447,0.167556,0.8212,0.006,0.0561,0.4742,4.2678,7.3908,0.577448,1.508,0.0961671,0.166538,-0.0703711211681366,0.29457,2.0153,0.300868,0.670795,0.439019,,7.0282,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Eliazar De Los Santos","sa3019709",800064
"Santiago Peraza","CLE",0.0294,0.0932,0.0277,6.9921,0.1754,0.1754,0,0,,1,4.888,1.1991,0.8213,0.7769,0.181889,0.7608,0.0033,0.0537,0.4706,4.2354,6.8472,0.618559,1.637,0.0962766,0.155646,-0.05936989188194275,0.294366,1.9599,0.297342,0.6677,0.412014,,7.03334,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Santiago Peraza","sa3021002",808071
"Luis Osorio",,0.0298,0.0914,0.0261,7.00578,0.2224,0.1654,0,0,,1,4.88,1.2236,0.8234,0.77842,0.181778,0.7315,0.0048,0.0543,0.4261,3.8349,6.5835,0.582502,1.636,0.0873156,0.149898,-0.06258197873830795,0.298862,1.9551,0.298831,0.665467,0.421009,,7.03479,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Luis Osorio","sa3015988",693754
"Smil Guzman","BOS",0.029,0.0936,0.0267,7.03989,0.1754,0.1754,0,0,,1,4.871,1.208,0.8255,0.78221,0.189889,0.7333,0.0033,0.0488,0.4723,4.2507,6.5997,0.644075,1.709,0.0969616,0.150544,-0.05358242243528366,0.295434,1.9413,0.29711,0.665968,0.396006,,7.03674,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Smil Guzman","sa3019249",703831
"Alvaro Pineda",,0.0297,0.0913,0.0253,7.03116,0.229,0.164,0,0,,1,4.844,1.2344,0.8245,0.78124,0.194556,0.6739,0.005,0.0521,0.4184,3.7656,6.0651,0.620864,1.751,0.0863749,0.139121,-0.052745670080184937,0.299757,1.9083,0.296671,0.662501,0.396996,,7.0369,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Alvaro Pineda","sa3019503",802104
"Winyer Chourio","SDP",0.0309,0.0875,0.0235,6.9966,0.314,0.146,0,0,,1,4.892,1.2022,0.8216,0.7774,0.181667,0.7604,0.0076,0.0552,0.4683,4.2147,6.8436,0.61586,1.635,0.0957277,0.155437,-0.05970972031354904,0.294917,1.9626,0.297841,0.667929,0.41,,7.03835,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Winyer Chourio","sa3024615",826466
"Gabriel Torres",,0.0296,0.092,0.026,7.0218,0.2109,0.1679,0,0,,1,4.88,1.2107,0.8242,0.7802,0.185556,0.7374,0.0044,0.055,0.4582,4.1238,6.6366,0.621372,1.67,0.0938934,0.151107,-0.05721311271190643,0.296188,1.9481,0.297674,0.66569,0.406983,,7.0395,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Gabriel Torres","sa3019383",800512
"Rodolfo Toledano",,0.0287,0.0939,0.0264,7.05987,0.1754,0.1754,0,0,,1,4.869,1.2376,0.8288,0.78443,0.187667,0.6973,0.0033,0.0577,0.4155,3.7395,6.2757,0.59587,1.689,0.0853358,0.143212,-0.05787637084722519,0.300826,1.9349,0.299055,0.661477,0.412998,,7.04015,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Rodolfo Toledano","sa3019276",800511
"Cristian Rueda","MIA",0.0318,0.0838,0.0205,6.99291,0.4113,0.1253,0,0,,1,4.911,1.2066,0.8222,0.77699,0.175111,0.7852,0.0107,0.0526,0.4571,4.1139,7.0668,0.582145,1.576,0.0930768,0.159886,-0.06680919975042343,0.296229,1.9918,0.299765,0.669627,0.424005,,7.04212,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Cristian Rueda","sa3019172",801386
"Kendal Meza","SEA",0.0294,0.0928,0.0269,7.0083,0.1903,0.1723,0,0,,1,4.921,1.1779,0.8235,0.7787,0.175667,0.8239,0.0038,0.0515,0.5162,4.6458,7.4151,0.626532,1.581,0.104897,0.167425,-0.06252793967723846,0.291156,2.0018,0.298841,0.671065,0.414995,,7.04395,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,"Kendal Meza","sa3022125",808111
"Josue Arias","MIA",0.026,0.0958,0.0285,6.89337,0.2068,0.1688,0,0,,1,5.003,1.1706,0.8128,0.76593,0.148111,0.9147,0.0044,0.0665,0.4956,4.4604,8.2323,0.541817,1.333,0.0990606,0.18283,-0.08376973867416382,0.291064,2.0853,0.302683,0.677603,0.441676,,7.04432,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Josue Arias","sa3018350",801738
"Starlin Savinon","TBR",0.0323,0.0849,0.0246,6.84468,0.3486,0.1386,0,0,,1,4.943,1.1881,0.8061,0.76052,0.162667,0.8445,0.0088,0.0488,0.458,4.122,7.6005,0.542333,1.464,0.0926563,0.170848,-0.07819138467311859,0.29338,2.0326,0.299044,0.679552,0.42299,,7.04505,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Starlin Savinon","sa3021735",806710
"Austin Aldeano","CLE",0.0306,0.0883,0.0236,7.00416,0.2958,0.1498,0,0,,1,4.852,1.2123,0.8209,0.77824,0.193778,0.6995,0.007,0.0551,0.4511,4.0599,6.2955,0.644889,1.744,0.092972,0.144167,-0.051195383071899414,0.295871,1.9118,0.295008,0.664976,0.389011,,7.04719,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Austin Aldeano","sa3016259",699054
"Vince Sanchez","ARI",0.0305,0.0888,0.0242,7.00443,0.2835,0.1525,0,0,,1,4.881,1.1953,0.8216,0.77827,0.187111,0.7559,0.0067,0.0491,0.4832,4.3488,6.8031,0.639238,1.684,0.0989961,0.154866,-0.055869705975055695,0.293253,1.9512,0.296031,0.668701,0.395989,,7.04752,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Vince Sanchez","sa3019298",805084
"Daniel Keaney","TEX",0.0335,0.0797,0.018,6.98436,0.4846,0.1096,0,0,,1,4.912,1.1818,0.8194,0.77604,0.187,0.7912,0.013,0.0528,0.5401,4.8609,7.1208,0.682634,1.683,0.109955,0.161075,-0.05111970007419586,0.290511,1.973,0.297764,0.674147,0.399395,,7.04928,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,"Daniel Keaney","sa3023598",806640
"Ezequiel Jimenez","CLE",0.0305,0.0889,0.0242,7.00281,0.2826,0.1526,0,0,,1,4.877,1.1966,0.8213,0.77809,0.188,0.7497,0.0067,0.0499,0.4783,4.3047,6.7473,0.637989,1.692,0.0980726,0.153722,-0.05564896762371063,0.293471,1.9463,0.295682,0.668409,0.394999,,7.05268,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Ezequiel Jimenez","sa3022146",810049
"Henry Montilla",,0.0313,0.0855,0.0218,7.0011,0.3659,0.1349,0,0,,1,4.906,1.1968,0.8223,0.7779,0.179333,0.7783,0.0092,0.0582,0.4772,4.2948,7.0047,0.613131,1.614,0.0972686,0.158642,-0.06137382239103317,0.29409,1.9751,0.298118,0.668665,0.411987,,7.05291,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Henry Montilla","sa3019240",693772
"Julio Polanco","PHI",0.0288,0.0932,0.0259,7.06248,0.1919,0.1719,0,0,,1,4.898,1.2195,0.8296,0.78472,0.181222,0.7534,0.0038,0.0551,0.4468,4.0212,6.7806,0.593045,1.631,0.0912209,0.153818,-0.06259698420763016,0.298203,1.9729,0.299952,0.665023,0.419571,,7.05427,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Julio Polanco","sa3024522",815015
"Jose Silvestre","TEX",0.0289,0.0931,0.0258,7.06059,0.1944,0.1714,0,0,,1,4.913,1.2051,0.8294,0.78451,0.178333,0.7846,0.0039,0.0554,0.4745,4.2705,7.0614,0.604767,1.605,0.0965805,0.159699,-0.06311825662851334,0.295875,1.9897,0.30021,0.666826,0.419006,,7.05581,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Jose Silvestre","sa3023849",821621
"Lewis Sifontes","ATL",0.0304,0.0915,0.0289,6.90102,0.1919,0.1719,0,0,,1,4.927,1.1967,0.8116,0.76678,0.169667,0.8119,0.0039,0.0501,0.4508,4.0572,7.3071,0.555241,1.527,0.0914958,0.164786,-0.07329003512859344,0.294391,2.0086,0.298163,0.675864,0.412986,,7.05655,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Lewis Sifontes","sa3021016",808508
"Ronny Oliver","STL",0.0308,0.0895,0.0266,6.91155,0.2505,0.1595,0,0,,1,4.884,1.1887,0.8118,0.76795,0.179556,0.7619,0.0056,0.0589,0.4529,4.0761,6.8571,0.594435,1.616,0.0927314,0.155999,-0.06326781213283539,0.292553,1.9506,0.294147,0.670189,0.403236,,7.0573,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Ronny Oliver","sa3016624",702390
"Dylan Wilson","SEA",0.0294,0.0891,0.0265,6.79824,0.3131,0.1461,0,0,,1,4.886,1.1521,0.7989,0.75536,0.184667,0.7953,0.0075,0.0492,0.5205,4.6845,7.1577,0.65447,1.662,0.106529,0.162771,-0.05624232441186905,0.285067,1.9474,0.289969,0.680042,0.396648,,7.05965,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,"Dylan Wilson","sa3021017",808511
"Jholbran Herder","LAD",0.0324,0.0808,0.0179,6.98679,0.4846,0.1096,0,0,,1,4.904,1.2025,0.8209,0.77631,0.178222,0.7784,0.0129,0.0528,0.458,4.122,7.0056,0.588386,1.604,0.0933932,0.158728,-0.06533441692590714,0.295251,1.9809,0.298052,0.669982,0.414997,,7.06097,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Jholbran Herder","sa3019272",800408
"Emannoel Madeira","CHC",0.0294,0.0924,0.0259,7.03647,0.2043,0.1693,0,0,,1,4.89,1.197,0.8256,0.78183,0.185778,0.7644,0.0042,0.0512,0.4822,4.3398,6.8796,0.630822,1.672,0.0986094,0.156319,-0.05770961195230484,0.293786,1.9614,0.296858,0.667603,0.401011,,7.06399,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Emannoel Madeira","sa3021737",806892
"Branneli Franco","STL",0.0288,0.0938,0.0264,7.05672,0.1754,0.1754,0,0,,1,4.892,1.2075,0.8283,0.78408,0.184111,0.759,0.0033,0.0525,0.4651,4.1859,6.831,0.61278,1.657,0.0950736,0.155151,-0.06007768213748932,0.29592,1.9665,0.298252,0.666103,0.409,,7.06422,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Branneli Franco","sa3023818",815919
"Anderson Guevara","SEA",0.0322,0.0827,0.02,6.94845,0.4311,0.1211,0,0,,1,4.955,1.1537,0.8172,0.77205,0.167222,0.8795,0.0114,0.0586,0.5449,4.9041,7.9155,0.619557,1.505,0.10997,0.177497,-0.06752774864435196,0.287212,2.0332,0.2985,0.675898,0.421001,,7.06487,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,"Anderson Guevara","sa3019182",803373
"Wilmer Ramirez",,0.0311,0.0893,0.0276,6.88554,0.2431,0.1611,0,0,,1,4.941,1.1775,0.8097,0.76506,0.167889,0.8459,0.0055,0.0494,0.4849,4.3641,7.6131,0.573236,1.511,0.098138,0.1712,-0.07306212931871414,0.29105,2.0234,0.297565,0.678668,0.409005,,7.06514,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Wilmer Ramirez","sa3020967",800247
"Alison Zacarias","COL",0.0292,0.0929,0.0264,7.0308,0.1936,0.1716,0,0,,1,4.904,1.1983,0.8258,0.7812,0.180444,0.784,0.0038,0.0498,0.4727,4.2543,7.056,0.602934,1.624,0.0963907,0.159869,-0.06347879022359848,0.294408,1.9823,0.297875,0.668622,0.413996,,7.06826,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Alison Zacarias","sa3022388",808026
"Gabriel Colmenarez","MIL",0.0295,0.0918,0.0255,7.03854,0.22,0.166,0,0,,1,4.889,1.2153,0.8267,0.78206,0.183,0.748,0.0047,0.0541,0.4414,3.9726,6.732,0.590107,1.647,0.0902843,0.152997,-0.06271221488714218,0.297365,1.9633,0.298137,0.665808,0.415018,,7.06898,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Gabriel Colmenarez","sa3022020",808300
"Manuel Cazorla","LAA",0.0315,0.0876,0.0259,6.87564,0.2892,0.1512,0,0,,1,4.888,1.1991,0.8083,0.76396,0.184,0.766,0.0068,0.0529,0.4726,4.2534,6.894,0.616971,1.656,0.0966858,0.15671,-0.06002454459667206,0.294684,1.9651,0.297465,0.677482,0.410663,,7.06998,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Manuel Cazorla","sa3018829",800173
"Rodolfo Garrido","NYM",0.0334,0.0868,0.0272,6.89022,0.2505,0.1595,0,0,,1,4.904,1.1689,0.8096,0.76558,0.182444,0.7895,0.0057,0.0562,0.5025,4.5225,7.1055,0.636479,1.642,0.102467,0.160991,-0.058523647487163544,0.288027,1.9584,0.292426,0.674583,0.405596,,7.07036,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,"Rodolfo Garrido","sa3018355",802743
"Yoelvin Chirino","BOS",0.0301,0.0894,0.0238,7.03539,0.2785,0.1535,0,0,,1,4.911,1.1944,0.8261,0.78171,0.179889,0.7945,0.0066,0.0506,0.4845,4.3605,7.1505,0.609818,1.619,0.0986561,0.16178,-0.06312360614538193,0.29376,1.9889,0.298253,0.669409,0.411003,,7.07134,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Yoelvin Chirino","sa3022303",811236
"Edelvis Perez","CLE",0.0289,0.0931,0.0258,7.06482,0.1919,0.1719,0,0,,1,4.875,1.2181,0.8287,0.78498,0.189444,0.7288,0.0038,0.0497,0.4459,4.0131,6.5592,0.611828,1.705,0.0914667,0.149497,-0.05803076922893524,0.297351,1.9469,0.2972,0.664931,0.402006,,7.07296,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Edelvis Perez","sa3024783",821821
"Santiago Rojas","MIN",0.0288,0.0933,0.0256,7.07526,0.1919,0.1719,0,0,,1,4.904,1.2014,0.8302,0.78614,0.183778,0.7777,0.0039,0.05,0.4809,4.3281,6.9993,0.618362,1.654,0.0980628,0.158585,-0.06052202731370926,0.294728,1.9791,0.298281,0.667262,0.406012,,7.07689,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Santiago Rojas","sa3024585",821798
"Wander Severino",,0.0317,0.0831,0.0193,7.01415,0.4311,0.1211,0,0,,1,4.92,1.1868,0.8236,0.77935,0.178111,0.81,0.0113,0.0515,0.4941,4.4469,7.29,0.61,1.603,0.100427,0.164634,-0.06420730799436569,0.292423,1.9968,0.297874,0.67138,0.409003,,7.07822,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Wander Severino","sa3018901",805041
"Keegan Zinn","CLE",0.0303,0.0887,0.0233,7.04097,0.2958,0.1498,0,0,,1,4.92,1.1826,0.8265,0.78233,0.179556,0.8111,0.0071,0.0546,0.5096,4.5864,7.2999,0.628283,1.616,0.103577,0.164858,-0.06128048151731491,0.29169,1.9937,0.298069,0.669911,0.406005,,7.0786,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,"Keegan Zinn","sa3023088",815111
"Juan Rasquin","BAL",0.03,0.0907,0.0254,7.00803,0.2406,0.1616,0,0,,1,4.905,1.1904,0.8232,0.77867,0.180111,0.7909,0.0054,0.0519,0.4781,4.3029,7.1181,0.604501,1.621,0.097472,0.161244,-0.06377165764570236,0.293043,1.9813,0.296796,0.669753,0.411997,,7.08012,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Juan Rasquin","sa3021781",808268
"Brendan Morse",,0.031,0.0855,0.021,7.04961,0.375,0.133,0,0,,1,4.912,1.2122,0.8282,0.78329,0.178444,0.7798,0.0096,0.0519,0.4506,4.0554,7.0182,0.57784,1.606,0.0917345,0.158754,-0.06701954454183578,0.297086,1.992,0.29953,0.668015,0.418993,,7.08016,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Brendan Morse","sa3022743",815311
"Keuri Almonte","PIT",0.0309,0.0908,0.0291,6.87267,0.2018,0.1698,0,0,,1,4.961,1.1598,0.8085,0.76363,0.164556,0.8734,0.0041,0.0602,0.5123,4.6107,7.8606,0.586558,1.481,0.103265,0.176053,-0.07278773933649063,0.287977,2.0332,0.29704,0.679324,0.412013,,7.0819,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,"Keuri Almonte","sa3021779",808246
"Sebastian Estiven",,0.0292,0.0922,0.0254,7.05528,0.215,0.167,0,0,,1,4.898,1.2056,0.8282,0.78392,0.183333,0.763,0.0046,0.0568,0.4636,4.1724,6.867,0.607602,1.65,0.0946509,0.155778,-0.061126984655857086,0.295621,1.9686,0.297927,0.666147,0.409995,,7.08201,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Sebastian Estiven","sa3022372",815276
"Deybi Salcedo","BOS",0.028,0.0922,0.0192,7.33347,0.2604,0.1574,0,0,,1,4.912,1.2327,0.8588,0.81483,0.184444,0.7722,0.006,0.049,0.4706,4.2354,6.9498,0.609428,1.66,0.0958062,0.157207,-0.0614006444811821,0.301335,2.0049,0.305102,0.65616,0.408069,,7.08666,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Deybi Salcedo","sa3022389",815190
"Maximo Martinez","CHW",0.0291,0.0919,0.0245,7.08174,0.2266,0.1646,0,0,,1,4.899,1.203,0.8305,0.78686,0.186556,0.7645,0.0049,0.0531,0.4787,4.3083,6.8805,0.626161,1.679,0.0977138,0.156052,-0.05833844095468521,0.294752,1.9675,0.297541,0.666345,0.4,,7.0871,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Maximo Martinez","sa3016026",699059
"Maximo Gonzalez","COL",0.029,0.0936,0.0267,7.04439,0.1754,0.1754,0,0,,1,4.88,1.1961,0.826,0.78271,0.189667,0.7535,0.0033,0.0505,0.4777,4.2993,6.7815,0.633975,1.707,0.0978893,0.154406,-0.056516386568546295,0.293449,1.9496,0.29526,0.667194,0.394001,,7.08875,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Maximo Gonzalez","sa3024541",820947
"Oscar Romero","TEX",0.0297,0.0899,0.0236,7.06464,0.2727,0.1547,0,0,,1,4.904,1.2064,0.8293,0.78496,0.183222,0.7681,0.0063,0.0552,0.4635,4.1715,6.9129,0.603437,1.649,0.0945147,0.156627,-0.06211256980895996,0.295636,1.9745,0.297957,0.666593,0.409004,,7.09127,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Oscar Romero","sa3024520",810047
"Carlos Lopez",,0.0311,0.0892,0.0267,6.90885,0.2513,0.1593,0,0,,1,4.92,1.1792,0.811,0.76765,0.176556,0.8118,0.0057,0.0514,0.4798,4.3182,7.3062,0.591032,1.589,0.0975203,0.165,-0.06747967004776001,0.290672,1.991,0.294857,0.676674,0.39,,7.0917,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Carlos Lopez","sa3015987",693747
"Ronny Lopez","CHC",0.031,0.0859,0.0211,7.02783,0.3659,0.1349,0,0,,1,4.921,1.1742,0.8246,0.78087,0.180889,0.8202,0.0092,0.0511,0.5186,4.6674,7.3818,0.632285,1.628,0.105385,0.166673,-0.06128837168216705,0.289947,1.9944,0.296492,0.671853,0.398988,,7.09474,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,"Ronny Lopez","sa3021754",807832
"Wuilliams Rodriguez","BOS",0.0301,0.0854,0.0161,7.29945,0.4113,0.1253,0,0,,1,4.909,1.2288,0.8549,0.81105,0.184444,0.7722,0.0107,0.0493,0.4662,4.1958,6.9498,0.60373,1.66,0.0949684,0.157303,-0.062334492802619934,0.300624,2.001,0.30387,0.657628,0.405029,,7.09636,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Wuilliams Rodriguez","sa3021523",808252
"Leudy Tirado","LAA",0.0319,0.0859,0.0244,6.89625,0.3354,0.1414,0,0,,1,4.958,1.1831,0.8116,0.76625,0.164333,0.8617,0.0084,0.0495,0.4687,4.2183,7.7553,0.543925,1.479,0.0945341,0.1738,-0.07926583290100098,0.292354,2.0448,0.298429,0.679549,0.418005,,7.09901,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Leudy Tirado","sa3022241",814377
"Renil Ramos","CLE",0.0287,0.0939,0.0264,7.05924,0.1754,0.1754,0,0,,1,4.907,1.2012,0.8289,0.78436,0.181889,0.7762,0.0033,0.057,0.4654,4.1886,6.9858,0.599588,1.637,0.0948441,0.158182,-0.06333808600902557,0.29486,1.9774,0.297478,0.666665,0.413001,,7.09984,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Renil Ramos","sa3022124",808110
"Edinson Salgado","KCR",0.031,0.0895,0.0276,6.88383,0.2389,0.1619,0,0,,1,4.95,1.1693,0.8097,0.76487,0.167,0.8618,0.0054,0.0518,0.4885,4.3965,7.7562,0.566837,1.503,0.0986869,0.174101,-0.07541415095329285,0.289689,2.0311,0.29646,0.679575,0.409982,,7.10128,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Edinson Salgado","sa3019598",805681
"Daniel Nunez",,0.0314,0.0882,0.0265,6.88077,0.2727,0.1547,0,0,,1,4.962,1.1572,0.8091,0.76453,0.166222,0.8784,0.0065,0.057,0.5151,4.6359,7.9056,0.586407,1.496,0.103809,0.177025,-0.07321645319461823,0.287389,2.0356,0.296232,0.680297,0.405984,,7.10337,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,"Daniel Nunez","sa3018805",702907
"Francisco Mercado","NYM",0.0332,0.0862,0.0258,6.93081,0.2727,0.1547,0,0,,1,4.891,1.1838,0.8137,0.77009,0.188333,0.7645,0.0063,0.0501,0.4769,4.2921,6.8805,0.623806,1.695,0.0975056,0.156308,-0.058801889419555664,0.290403,1.9483,0.291826,0.6735,0.399195,,7.10481,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Francisco Mercado","sa3019652",805781
"Daniel Mejia",,0.0288,0.0924,0.0244,7.10091,0.22,0.166,0,0,,1,4.907,1.2132,0.8334,0.78899,0.183778,0.7659,0.0047,0.0545,0.4547,4.0923,6.8931,0.593681,1.654,0.0926635,0.156083,-0.06341961026191711,0.296873,1.9791,0.298546,0.665404,0.41099,,7.10739,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Daniel Mejia","sa3017144",699715
"Daury Vasquez","ARI",0.0299,0.0891,0.0229,7.05816,0.2942,0.1502,0,0,,1,4.921,1.1959,0.829,0.78424,0.178778,0.8007,0.007,0.0557,0.4727,4.2543,7.2063,0.590358,1.609,0.0960577,0.162711,-0.06665311753749847,0.294223,1.9966,0.298003,0.668609,0.414998,,7.11439,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Daury Vasquez","sa3021767",808035
"Yafrerlyn Vasquez",,0.0293,0.0911,0.0239,7.07913,0.2505,0.1595,0,0,,1,4.944,1.2053,0.8327,0.78657,0.171333,0.8236,0.0057,0.0556,0.4572,4.1148,7.4124,0.555124,1.542,0.0924757,0.166586,-0.07411004602909088,0.296521,2.0289,0.300898,0.668629,0.434995,,7.11701,-0.0000999029,-0.000679999,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,"Yafrerlyn Vasquez","sa3019053",703937
