Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,NameASCII,PlayerId,MLBAMID
"Fernando Perez","TOR",0.0462,0.0755,0.0578,5.43303,0.1754,0.1754,0,0,,1,4.521,1.1252,0.6449,0.60367,0.162,0.4347,0.0031,0.0509,0.6227,5.6043,3.9123,1.43248,1.458,0.137735,0.0961513,0.04158370941877365,0.278832,1.5599,0.296305,0.68637,0.421632,,5.48388,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Fernando Perez","sa3018826",800125
"Jose Cabrera","ARI",0.0467,0.075,0.0543,5.61168,0.1754,0.1754,0,0,,1,4.554,1.1646,0.6664,0.62352,0.149222,0.4522,0.0031,0.0537,0.5688,5.1192,4.0698,1.25785,1.343,0.124901,0.0992973,0.02560386061668396,0.287691,1.6168,0.304911,0.675053,0.442516,,5.48647,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Jose Cabrera","sa3018042",703615
"Jordan Fowler",,0.0463,0.0724,0.052,5.29821,0.2785,0.1535,0,0,,1,4.504,1.148,0.6307,0.58869,0.155556,0.4188,0.0059,0.0417,0.5417,4.8753,3.7692,1.29346,1.4,0.120271,0.092984,0.027286849915981293,0.283912,1.5668,0.296585,0.69391,0.428985,,5.4868,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Jordan Fowler","sa3017777",676821
"Grant Kipp","CHC",0.0461,0.0741,0.0538,5.40234,0.2315,0.1635,0,0,,1,4.522,1.113,0.6422,0.60026,0.155667,0.4688,0.0047,0.0507,0.6306,5.6754,4.2192,1.34514,1.401,0.139452,0.103671,0.035780616104602814,0.278076,1.5818,0.297657,0.688924,0.43571,,5.48745,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Grant Kipp","sa3020185",805990
"Spencer Bengard","MIN",0.044,0.072,0.0424,5.43636,0.375,0.133,0,0,,1,4.497,1.1314,0.6439,0.60404,0.166778,0.4134,0.0086,0.0431,0.6079,5.4711,3.7206,1.47049,1.501,0.135179,0.0919279,0.04325106739997864,0.280015,1.5448,0.295369,0.687022,0.406579,,5.48829,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Spencer Bengard","sa3023092",675248
"Jamison Hill","ARI",0.046,0.0711,0.0426,5.57226,0.3313,0.1423,0,0,,1,4.533,1.1198,0.6582,0.61914,0.160667,0.4589,0.0074,0.0535,0.6518,5.8662,4.1301,1.42035,1.446,0.14379,0.101235,0.0425545871257782,0.278516,1.5787,0.298969,0.679955,0.391103,,5.48875,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Jamison Hill","sa3017935",695318
"Felix Arronde","KCR",0.0449,0.0764,0.0544,5.5467,0.1911,0.1721,0,0,,1,4.565,1.1535,0.6602,0.6163,0.141889,0.4836,0.0035,0.0524,0.5643,5.0787,4.3524,1.16687,1.277,0.123614,0.105936,0.01767798513174057,0.286299,1.6371,0.304444,0.679131,0.455186,,5.49044,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Felix Arronde","sa3016526",702373
"Gabriel Barbosa","PHI",0.0484,0.0722,0.0579,5.29146,0.2068,0.1688,0,0,,1,4.478,1.137,0.632,0.58794,0.155556,0.4146,0.0039,0.0493,0.5445,4.9005,3.7314,1.31331,1.4,0.121594,0.092586,0.02900848537683487,0.283252,1.5516,0.296147,0.689447,0.469691,,5.4914,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Gabriel Barbosa","sa3009593",682858
"Justin Nicolino",,0.047,0.0742,0.057,5.39136,0.1936,0.1716,0,0,,1,4.431,1.1464,0.6371,0.59904,0.194889,0.3265,0.0035,0.0397,0.6518,5.8662,2.9385,1.99632,1.754,0.1471,0.0736854,0.07341457903385162,0.282031,1.4729,0.295674,0.696468,0.392081,,5.49504,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Justin Nicolino","11754",592593
"Didier Fuentes","ATL",0.0499,0.0714,0.0558,5.49135,0.1853,0.1733,0,0,,1,4.523,1.0989,0.6493,0.61015,0.168444,0.4736,0.0033,0.0439,0.7067,6.3603,4.2624,1.49219,1.516,0.156246,0.104709,0.05153660476207733,0.274348,1.5725,0.297236,0.690668,0.395024,,5.49536,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Didier Fuentes","sa3018841",800311
"Calvin Ziegler","NYM",0.0499,0.0716,0.0607,5.2785,0.1754,0.1754,0,0,,1,4.541,1.0145,0.6249,0.5865,0.163222,0.5594,0.0031,0.0463,0.8044,7.2396,5.0346,1.43797,1.469,0.177142,0.123189,0.05395287275314331,0.257795,1.5739,0.28685,0.705372,0.379916,,5.49667,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,"Calvin Ziegler","sa3018142",683349
"Michael Cuevas","WSN",0.0438,0.0745,0.0506,5.27508,0.2934,0.1504,0,0,,1,4.498,1.1103,0.629,0.58612,0.151111,0.448,0.0062,0.058,0.5758,5.1822,4.032,1.28527,1.36,0.128012,0.0995998,0.028412625193595886,0.278131,1.5583,0.293771,0.690034,0.451009,,5.49732,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Michael Cuevas","sa3011437",689821
"Elmer Rodriguez-Cruz","NYY",0.049,0.0723,0.0606,5.24781,0.1837,0.1737,0,0,,1,4.545,1.0799,0.6266,0.58309,0.153333,0.5218,0.0033,0.0437,0.6792,6.1128,4.6962,1.30165,1.38,0.149439,0.114807,0.03463146090507507,0.271366,1.6017,0.294432,0.703011,0.459039,,5.49791,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,"Elmer Rodriguez-Cruz","sa3019459",695684
"Levi Stoudt","BAL",0.047,0.0669,0.0379,5.32197,0.4418,0.1188,0,0,,1,4.463,1.0948,0.6292,0.59133,0.179222,0.4026,0.0101,0.0477,0.6743,6.0687,3.6234,1.67486,1.613,0.151087,0.0902084,0.06087833642959595,0.272834,1.4974,0.289815,0.696516,0.383384,,5.49867,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Levi Stoudt","25650",686651
"Santiago Suarez","TBR",0.0439,0.0779,0.0579,5.42394,0.1754,0.1754,0,0,,1,4.476,1.1358,0.6434,0.60266,0.167778,0.4021,0.003,0.0394,0.5855,5.2695,3.6189,1.45611,1.51,0.130809,0.0898347,0.04097408056259155,0.281522,1.5379,0.295019,0.686487,0.417133,,5.50109,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Santiago Suarez","sa3019386",800571
"Chris McMahon","COL",0.0405,0.0815,0.0506,5.80338,0.1754,0.1754,0,0,,1,4.462,1.1837,0.6824,0.64482,0.195778,0.3307,0.003,0.0462,0.6702,6.0318,2.9763,2.02661,1.762,0.150202,0.0741147,0.07608696073293686,0.28976,1.5144,0.306892,0.670799,0.386211,,5.50189,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Chris McMahon","sa3014429",675657
"Braxton Bragg","BAL",0.0481,0.0726,0.0556,5.41278,0.2068,0.1688,0,0,,1,4.496,1.1204,0.642,0.60142,0.170222,0.4264,0.0039,0.0471,0.6484,5.8356,3.8376,1.52064,1.532,0.144217,0.0948399,0.04937722533941269,0.278533,1.5468,0.296571,0.691485,0.418423,,5.50307,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Braxton Bragg","sa3023303",688867
"Reid Johnston","CLE",0.0438,0.0757,0.051,5.45346,0.2546,0.1586,0,0,,1,4.522,1.1113,0.6467,0.60594,0.165556,0.4456,0.0053,0.0561,0.6596,5.9364,4.0104,1.48025,1.49,0.145865,0.0985405,0.04732419550418854,0.276422,1.5569,0.295994,0.68688,0.417969,,5.5046,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Reid Johnston","sa3018183",694773
"Connor Van Scoyoc","COL",0.0402,0.0816,0.0508,5.76207,0.1829,0.1739,0,0,,1,4.528,1.2177,0.6845,0.64023,0.163,0.3895,0.0032,0.0532,0.5536,4.9824,3.5055,1.42131,1.467,0.122261,0.0860203,0.03624116629362106,0.298069,1.6072,0.313088,0.669108,0.476341,,5.50638,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Connor Van Scoyoc","sa3010243",681854
"Edgar Barclay","NYY",0.0504,0.0711,0.0629,5.16672,0.1754,0.1754,0,0,,1,4.48,1.0689,0.6118,0.57408,0.177,0.4322,0.003,0.0457,0.6973,6.2757,3.8898,1.61337,1.593,0.155647,0.0964732,0.059174105525016785,0.267085,1.5011,0.285152,0.709567,0.374281,,5.50658,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Edgar Barclay","sa1170012",687607
"Zach Messinger","NYY",0.0493,0.0719,0.0598,5.26311,0.1886,0.1726,0,0,,1,4.469,1.0685,0.6229,0.58479,0.182333,0.417,0.0034,0.0535,0.7206,6.4854,3.753,1.72806,1.641,0.161244,0.0933095,0.06793466955423355,0.267225,1.4855,0.28627,0.701168,0.38749,,5.50711,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Zach Messinger","sa3018093",684725
"Levi Wells","BAL",0.048,0.0736,0.0578,5.43186,0.1754,0.1754,0,0,,1,4.541,1.114,0.646,0.60354,0.158,0.4899,0.0031,0.0472,0.6609,5.9481,4.4091,1.34905,1.422,0.145541,0.107884,0.037656910717487335,0.278229,1.6039,0.300157,0.692775,0.443457,,5.50998,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Levi Wells","sa3023441",694370
"Wilkin Paredes","ARI",0.0464,0.0734,0.0501,5.58576,0.2389,0.1619,0,0,,1,4.572,1.1904,0.6638,0.62064,0.145333,0.4544,0.0049,0.0452,0.5222,4.6998,4.0896,1.14921,1.308,0.114217,0.0993876,0.014829389750957489,0.292309,1.6448,0.306933,0.68062,0.439486,,5.51021,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Wilkin Paredes","sa3020998",808051
"Adrian Chaidez",,0.0461,0.0688,0.0391,5.39811,0.4113,0.1253,0,0,,1,4.49,1.0362,0.6359,0.59979,0.176778,0.4849,0.0095,0.0554,0.7872,7.0848,4.3641,1.62343,1.591,0.175323,0.107996,0.06732740253210068,0.262349,1.5211,0.287844,0.695032,0.356395,,5.51109,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Adrian Chaidez","sa3017417",686585
"Jack Mahoney","COL",0.0399,0.0819,0.0502,5.79816,0.182,0.174,0,0,,1,4.529,1.2147,0.6879,0.64424,0.166556,0.3978,0.0032,0.0455,0.5737,5.1633,3.5802,1.44218,1.499,0.126673,0.087834,0.03883860260248184,0.297305,1.6125,0.313305,0.670329,0.466329,,5.5142,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Jack Mahoney","sa3023157",694968
"Drew Parrish","CIN",0.0475,0.0716,0.0527,5.28084,0.2653,0.1563,0,0,,1,4.423,1.0988,0.6236,0.58676,0.195667,0.36,0.0054,0.0399,0.6967,6.2703,3.24,1.93528,1.761,0.157518,0.0813927,0.07612479478120804,0.273123,1.4588,0.288473,0.704889,0.376163,,5.51645,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Drew Parrish","sa3011395",669283
"Daniel Federman","BAL",0.0478,0.0711,0.0505,5.40612,0.2727,0.1547,0,0,,1,4.479,1.1205,0.6402,0.60068,0.176111,0.404,0.0057,0.0464,0.6438,5.7942,3.636,1.59356,1.585,0.143737,0.0901987,0.05353874713182449,0.278136,1.5245,0.294322,0.691971,0.404409,,5.51952,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Daniel Federman","sa3017460",679946
"Brendan Beck","NYY",0.0483,0.0733,0.0591,5.36094,0.1754,0.1754,0,0,,1,4.48,1.0995,0.6345,0.59566,0.182556,0.4108,0.003,0.0443,0.6927,6.2343,3.6972,1.68622,1.643,0.154621,0.0916964,0.0629241093993187,0.273174,1.5103,0.291126,0.698003,0.396411,,5.5196,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Brendan Beck","sa3020680",694341
"Eric Yost","SDP",0.0467,0.0734,0.0546,5.382,0.2274,0.1644,0,0,,1,4.508,1.1437,0.6419,0.598,0.153111,0.4444,0.0045,0.0485,0.5576,5.0184,3.9996,1.25473,1.378,0.123691,0.0985803,0.025110915303230286,0.28485,1.5881,0.29978,0.688774,0.465603,,5.52042,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Eric Yost","sa3022858",801293
"Tommy Mace","CLE",0.0441,0.0775,0.0565,5.47317,0.1812,0.1742,0,0,,1,4.488,1.143,0.6488,0.60813,0.173556,0.3794,0.0032,0.0528,0.5987,5.3883,3.4146,1.57802,1.562,0.1334,0.0845365,0.04886362701654434,0.281819,1.5224,0.295243,0.682808,0.41596,,5.5219,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Tommy Mace","sa3018140",676390
"Alex Santos II","HOU",0.0471,0.0737,0.0547,5.45265,0.2068,0.1688,0,0,,1,4.519,1.0672,0.6456,0.60585,0.165333,0.5117,0.0039,0.0449,0.729,6.561,4.6053,1.42466,1.488,0.161319,0.113233,0.048085860908031464,0.269332,1.5789,0.293953,0.69265,0.40591,,5.52761,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,"Alex Santos II","sa3014684",691012
"M.D. Johnson","MIA",0.0412,0.0807,0.0574,5.45067,0.1754,0.1754,0,0,,1,4.482,1.1168,0.6445,0.60563,0.172889,0.3948,0.003,0.0587,0.6221,5.5989,3.5532,1.57573,1.556,0.1388,0.0880857,0.05071397125720978,0.277225,1.5116,0.291915,0.682995,0.389875,,5.53034,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"M.D. Johnson","sa3010364",668724
"Matt Walker",,0.0459,0.0732,0.053,5.33502,0.2604,0.1574,0,0,,1,4.557,1.1338,0.6363,0.59278,0.145222,0.4946,0.0055,0.0431,0.5682,5.1138,4.4514,1.14881,1.307,0.124687,0.108536,0.016150981187820435,0.282089,1.6284,0.299036,0.696167,0.44899,,5.53107,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Matt Walker","sa1169914",687028
"Cody Mincey",,0.0452,0.0761,0.0549,5.51349,0.1911,0.1721,0,0,,1,4.445,1.1416,0.649,0.61261,0.190222,0.3256,0.0035,0.0544,0.6239,5.6151,2.9304,1.91615,1.712,0.14036,0.0732508,0.067109115421772,0.280836,1.4672,0.292653,0.681329,0.360004,,5.53157,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Cody Mincey","sa3016707",686856
"Cole Patten","DET",0.0423,0.0723,0.0401,5.38542,0.4245,0.1225,0,0,,1,4.572,1.1255,0.6424,0.59838,0.141222,0.5049,0.0102,0.0462,0.562,5.058,4.5441,1.11309,1.271,0.122922,0.110433,0.012489065527915955,0.279912,1.6304,0.296677,0.689612,0.452393,,5.53167,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,"Cole Patten","sa3020623",696516
"Izack Tiger","TEX",0.0464,0.0749,0.0558,5.47515,0.1903,0.1723,0,0,,1,4.544,1.0942,0.6486,0.60835,0.166889,0.4967,0.0035,0.044,0.7132,6.4188,4.4703,1.43588,1.502,0.156954,0.109309,0.047645241022109985,0.273324,1.5909,0.29691,0.694269,0.410737,,5.53174,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Izack Tiger","sa3022875",806094
"Christian Young",,0.0442,0.0706,0.0392,5.46723,0.4129,0.1249,0,0,,1,4.485,1.1246,0.6459,0.60747,0.175556,0.4041,0.0097,0.0448,0.6312,5.6808,3.6369,1.56199,1.58,0.140736,0.0901003,0.050635457038879395,0.278635,1.5287,0.293881,0.688117,0.384996,,5.533,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Christian Young","sa3023437",670405
"Tyler Uberstine","BOS",0.0436,0.0782,0.0522,5.72301,0.1754,0.1754,0,0,,1,4.543,1.1547,0.6773,0.63589,0.161333,0.4633,0.0031,0.0441,0.6231,5.6079,4.1697,1.34492,1.452,0.137156,0.101981,0.03517498821020126,0.286128,1.618,0.305542,0.675726,0.428787,,5.53981,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Tyler Uberstine","sa3017643",700413
"Cullen Kafka",,0.0438,0.0696,0.0359,5.43357,0.4624,0.1144,0,0,,1,4.553,1.1405,0.6476,0.60373,0.147778,0.4826,0.0111,0.0476,0.5687,5.1183,4.3434,1.17841,1.33,0.124907,0.105996,0.018910609185695648,0.283509,1.6231,0.30025,0.68881,0.459999,,5.54079,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Cullen Kafka","sa3017818",694394
"Michael Prosecky","COL",0.0411,0.0805,0.0513,5.70663,0.1903,0.1723,0,0,,1,4.559,1.1399,0.6748,0.63407,0.168,0.4836,0.0035,0.0536,0.707,6.363,4.3524,1.46195,1.512,0.155078,0.106076,0.04900198429822922,0.28343,1.6235,0.308853,0.683354,0.42056,,5.54808,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Michael Prosecky","sa3020526",687087
"Jimmy Endersby",,0.0453,0.0742,0.0514,5.43663,0.2505,0.1595,0,0,,1,4.485,1.0918,0.6417,0.60407,0.176889,0.4326,0.0051,0.046,0.676,6.084,3.8934,1.56264,1.592,0.150725,0.0964548,0.05426979064941406,0.272514,1.5244,0.290125,0.691362,0.372997,,5.54984,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Jimmy Endersby","sa3014921",684544
"Marcus Johnson","TBR",0.0439,0.0774,0.0562,5.43618,0.1944,0.1714,0,0,,1,4.452,1.1302,0.6428,0.60402,0.179222,0.369,0.0035,0.0427,0.5907,5.3163,3.321,1.60081,1.613,0.132682,0.0828841,0.049797847867012024,0.279732,1.4992,0.290785,0.686059,0.389165,,5.55007,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Marcus Johnson","sa3020324",687189
"Marcelo Perez","SEA",0.0436,0.0782,0.0601,5.31,0.1754,0.1754,0,0,,1,4.454,1.1215,0.6296,0.59,0.178,0.3639,0.003,0.0496,0.5844,5.2596,3.2751,1.60594,1.602,0.131208,0.0817018,0.0495060533285141,0.277565,1.4854,0.287819,0.692283,0.400642,,5.55218,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Marcelo Perez","sa3020889",681041
"Bryan Garcia",,0.045,0.0767,0.0562,5.51457,0.1754,0.1754,0,0,,1,4.523,1.1115,0.6522,0.61273,0.170111,0.4511,0.0029,0.0502,0.6629,5.9661,4.0599,1.46952,1.531,0.146562,0.0997347,0.04682733118534088,0.276376,1.5626,0.295228,0.687383,0.397987,,5.55602,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Bryan Garcia","19457",650530
"Aaron Davenport","CLE",0.0443,0.0773,0.0561,5.4882,0.182,0.174,0,0,,1,4.495,1.082,0.6469,0.6098,0.183,0.4401,0.0032,0.0458,0.723,6.507,3.9609,1.64281,1.647,0.160845,0.0979088,0.06293658912181854,0.269886,1.5221,0.28971,0.691366,0.363061,,5.55718,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Aaron Davenport","sa3017615",702126
"Elijah Dale","SEA",0.0436,0.0778,0.0603,5.24394,0.1886,0.1726,0,0,,1,4.574,1.0996,0.6285,0.58266,0.137556,0.5255,0.0034,0.0682,0.5882,5.2938,4.7295,1.11931,1.238,0.128596,0.114889,0.013707906007766724,0.276261,1.6251,0.2956,0.695696,0.487816,,5.5594,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,"Elijah Dale","sa3023501",688145
"Jace Kaminska","COL",0.0393,0.0824,0.0485,5.87484,0.1853,0.1733,0,0,,1,4.527,1.1991,0.6942,0.65276,0.177111,0.4017,0.0033,0.0458,0.6244,5.6196,3.6153,1.55439,1.594,0.137928,0.0887343,0.04919373244047165,0.293933,1.6008,0.311773,0.670144,0.435184,,5.56262,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Jace Kaminska","sa3023222",700978
"Edinson Batista","HOU",0.0462,0.0728,0.05,5.45148,0.267,0.156,0,0,,1,4.569,1.1071,0.6502,0.60572,0.144556,0.5203,0.0057,0.0691,0.6256,5.6304,4.6827,1.20238,1.301,0.136923,0.113876,0.023046627640724182,0.278194,1.6274,0.29991,0.685744,0.473762,,5.5627,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,"Edinson Batista","sa3009266",685046
"Erik Rivera",,0.0462,0.0743,0.0563,5.34789,0.215,0.167,0,0,,1,4.579,1.0802,0.636,0.59421,0.148,0.5632,0.0043,0.045,0.6756,6.0804,5.0688,1.19957,1.332,0.147543,0.122996,0.024546846747398376,0.272036,1.6434,0.2962,0.701434,0.422996,,5.56388,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,"Erik Rivera","sa3010867",682992
"Hayden Wynja","SFG",0.0443,0.0759,0.0534,5.42151,0.2315,0.1635,0,0,,1,4.536,1.0929,0.64,0.60239,0.168333,0.4561,0.0047,0.0501,0.6528,5.8752,4.1049,1.43127,1.515,0.143915,0.100551,0.043364204466342926,0.271205,1.549,0.288147,0.692132,0.355399,,5.56781,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Hayden Wynja","sa3020464",676883
"Michael Forret","BAL",0.047,0.0722,0.0502,5.47614,0.2595,0.1575,0,0,,1,4.55,1.0925,0.6492,0.60846,0.164,0.5061,0.0055,0.054,0.703,6.327,4.5549,1.38905,1.476,0.154505,0.111231,0.04327473044395447,0.273816,1.5986,0.29732,0.693499,0.418406,,5.57278,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,"Michael Forret","sa3023479",702650
"Caden Grice","ARI",0.0468,0.0745,0.0536,5.5935,0.1903,0.1723,0,0,,1,4.643,1.1098,0.6642,0.6215,0.137333,0.6014,0.0036,0.0548,0.6736,6.0624,5.4126,1.12005,1.236,0.145079,0.129528,0.015550285577774048,0.278369,1.7112,0.306205,0.6893,0.432483,,5.57321,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,"Caden Grice","sa3023166",694364
"Douglas Orellana","NYM",0.049,0.0706,0.0547,5.29173,0.2431,0.1611,0,0,,1,4.54,1.0273,0.6272,0.58797,0.163778,0.5498,0.0049,0.0441,0.7513,6.7617,4.9482,1.3665,1.474,0.165485,0.121101,0.04438325762748718,0.260333,1.5771,0.284895,0.704772,0.388255,,5.57469,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,"Douglas Orellana","sa3016817",702878
"Cameron Wagoner","MIL",0.0449,0.0765,0.0558,5.47605,0.1903,0.1723,0,0,,1,4.522,1.1345,0.6506,0.60845,0.165444,0.4334,0.0035,0.056,0.6053,5.4477,3.9006,1.39663,1.489,0.133857,0.0958426,0.038014158606529236,0.281332,1.5679,0.297087,0.686459,0.437909,,5.57486,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Cameron Wagoner","sa3019952",687726
"Ixan Henderson","STL",0.0467,0.0736,0.0568,5.27625,0.2233,0.1653,0,0,,1,4.542,1.0936,0.6275,0.58625,0.151333,0.5055,0.0044,0.0475,0.608,5.472,4.5495,1.20277,1.362,0.133862,0.111295,0.02256714552640915,0.274154,1.5991,0.291754,0.700387,0.412649,,5.57681,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,"Ixan Henderson","sa3022953",809100
"Juaron Watts-Brown","TOR",0.0458,0.076,0.0567,5.48757,0.1754,0.1754,0,0,,1,4.568,1.0637,0.6493,0.60973,0.162889,0.5474,0.0031,0.0423,0.738,6.642,4.9266,1.34819,1.466,0.161559,0.119834,0.041725046932697296,0.267375,1.6111,0.292717,0.695417,0.391597,,5.57714,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,"Juaron Watts-Brown","sa3023352",695033
"Devereaux Harrison","TOR",0.0468,0.0748,0.0582,5.41044,0.1754,0.1754,0,0,,1,4.464,1.0908,0.6379,0.60116,0.186,0.402,0.003,0.0375,0.6627,5.9643,3.618,1.64851,1.674,0.148454,0.0900538,0.058400534093379974,0.27104,1.4928,0.284905,0.693687,0.353534,,5.57758,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Devereaux Harrison","sa3020259",687288
"Alfredi Jimenez",,0.0441,0.075,0.049,5.55606,0.2645,0.1565,0,0,,1,4.519,1.1344,0.6573,0.61734,0.170111,0.438,0.0055,0.0434,0.6219,5.5971,3.942,1.41986,1.531,0.137619,0.0969241,0.04069484770298004,0.280959,1.5724,0.297108,0.685856,0.404005,,5.57832,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Alfredi Jimenez","sa3006479",678085
"Hayden Minton","DET",0.0428,0.0787,0.0564,5.43726,0.1911,0.1721,0,0,,1,4.579,1.0939,0.6464,0.60414,0.148333,0.5218,0.0035,0.0579,0.6273,5.6457,4.6962,1.20218,1.335,0.136995,0.113955,0.023039981722831726,0.273523,1.6157,0.29332,0.688407,0.426919,,5.57931,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,"Hayden Minton","sa3023155",688354
"Inohan Paniagua","STL",0.0456,0.075,0.0552,5.39316,0.215,0.167,0,0,,1,4.55,1.0924,0.6408,0.59924,0.153222,0.4882,0.0041,0.0752,0.6331,5.6979,4.3938,1.2968,1.379,0.139143,0.107297,0.031846143305301666,0.274018,1.5806,0.293468,0.687949,0.425245,,5.58237,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,"Inohan Paniagua","sa3006417",681644
"Leandro Lopez","TEX",0.0454,0.0708,0.0427,5.43645,0.3659,0.1349,0,0,,1,4.597,1.0568,0.6455,0.60405,0.154111,0.5958,0.0085,0.0462,0.756,6.804,5.3622,1.26888,1.387,0.164455,0.129606,0.034848809242248535,0.267206,1.6526,0.29646,0.700911,0.42465,,5.58392,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,"Leandro Lopez","sa3016748",699214
