Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,NameASCII,PlayerId,MLBAMID
"Colson Montgomery","CHW",96.3372,387.217,341.354,69.6377,45.4519,13.4662,1.03946,9.68009,38.8359,35.9749,35.0138,1.05583,111.798,7.11603,2.75345,0.979261,6.63989,4.20575,0.937645,0.204004,0.0904243,0.288723,0.313187,0.289375,0.334618,0.277759,0.623993,0.130613,4.12537,0.269316,-0.1847,-0.221501,35.1919,-10.104,77.7537,-0.406201,0,-10.484807938337326,4.460056781768799,0.710203,999,1.91518,-1.2684,0.620882,,,,319.2,3.325,319.2,3.325,"Colson Montgomery","sa3017170",695657
"Wenceel Pérez","DET",90.5198,366.707,331.282,79.2742,52.0552,15.1961,4.06815,7.95482,43.2848,35.7353,29.7053,0,75.3679,2.50608,1.93318,1.27974,4.21102,9.14031,2.84423,0.239295,0.0810055,0.205526,0.394137,0.305083,0.381762,0.30104,0.686845,0.142467,6.30199,0.2854,0.546448,0.0110633,40.1993,-2.6973,96.7393,0.557512,-0.229362,-0.8106492757797241,-4.635004982352257,0.700089,545.4299926757812,5.99931,0.26862,0.827419,,,,360.6,3.962637362,360.6,3.962637362,"Wenceel Perez","22857",672761
"Hunter Renfroe","KCR",100.395,391.818,355.087,85.6281,51.301,18.7313,0.871512,14.7243,44.1077,48.3198,31.2143,0.0525262,82.9531,2.88931,2.05475,0.572606,9.50948,1.06508,0.434243,0.241147,0.0796653,0.211713,0.376289,0.306027,0.423207,0.316596,0.729234,0.18206,2.64565,0.27327,-0.581972,-0.63649,47.8578,2.02363,104.47,-1.21846,-2.26026,0.8308354616165161,-7.1420533657073975,0.696452,537.8900146484375,2.71701,1.17323,0.496702,,,,432.3,4.323,432.3,4.323,"Hunter Renfroe","15464",592669
"Cole Young","SEA",61.6187,237.969,210.477,48.5163,34.0259,10.2778,0.834665,3.37798,23.5955,20.5083,22.4477,0,46.4128,2.44321,1.75553,0.844902,0,5.75273,1.96078,0.230506,0.0943304,0.195038,0.483652,0.309573,0.335416,0.288345,0.644989,0.104909,4.62372,0.277873,-0.0167032,-0.108578,23.6552,-4.1819,92.9979,-0.125281,-0.299101,-2.0318460315465927,0.8019480407238007,0.692262,999,1.35299,0.467585,1.31206,,,,205.1,3.308064516,205.1,3.308064516,"Cole Young","sa3020459",702284
"Rob Refsnyder","BOS",70.3923,259.554,226.667,59.8934,40.3509,11.7997,0.998476,6.74436,31.7169,29.9975,25.8746,0.88837,63.1173,4.55635,1.8751,0.580749,5.58152,3.09965,0.969333,0.264235,0.0996888,0.243176,0.409945,0.348779,0.414366,0.334351,0.763145,0.150131,4.33338,0.334944,-0.274811,-0.324286,35.4118,5.04968,113.185,-0.599096,-0.963516,3.3165233731269836,-5.339759171009064,0.684641,728.1799926757812,3.84429,1.00919,1.21583,,,,311.2,4.445714285,311.2,4.445714285,"Rob Refsnyder","13770",608701
"Edgar Quero","CHW",41.044,151.553,134.595,31.5502,21.3697,6.03942,0.0430233,4.09807,15.1702,15.1643,13.872,0,31.6415,1.95061,1.02105,0.114004,2.56606,0.930598,0.170902,0.234408,0.0915322,0.208782,0.43841,0.312818,0.371261,0.302765,0.684079,0.136852,2.62277,0.274861,-0.0664644,-0.176634,16.8239,-0.904414,94.9555,-0.243099,-0.452269,-1.1375848054885864,2.714702844619751,0.68438,999,0.922299,0.880892,1.51406,,,,149.1,3.636585365,149.1,3.636585365,"Edgar Quero","sa3015239",700337
"Tyler Heineman","TOR",65.0291,195.387,171.335,35.3486,24.8777,6.6086,0.952901,2.90945,18.5722,16.1442,17.9551,0,48.0486,4.56862,0.779138,0.748636,0.914747,2.8217,0.788721,0.206313,0.091895,0.245916,0.373685,0.297333,0.30695,0.274186,0.604284,0.100638,4.5791,0.267747,-0.260364,-0.129209,17.1957,-5.66024,78.0067,-0.389573,0.396102,-5.306472212076187,5.41377979516983,0.683763,999,1.00342,0.501527,1.29787,,,,151.1,2.324615384,151.1,2.324615384,"Tyler Heineman","13897",623168
"Mauricio Dubón","HOU",99.3597,365.464,342.175,90.6541,65.5187,17.9963,0.980159,6.15899,41.7668,36.8681,16.3226,0,50.3698,2.41294,2.85127,1.7019,6.59315,3.85893,1.2676,0.264935,0.0446626,0.137824,0.324055,0.300718,0.377256,0.295556,0.677974,0.112321,4.00403,0.29288,0.0655301,-0.406571,38.4498,-4.30142,93.2358,-0.341041,-0.199414,-3.169625461101532,-2.4504717141389847,0.677795,521.0399780273438,3.26468,0.194487,1.0455,,,,340.7,3.441414141,340.7,3.441414141,"Mauricio Dubon","16530",643289
"Anthony Rendon","LAA",77.8511,313.522,272.346,64.2611,45.4424,13.3907,0.620773,4.80723,33.1995,29.5518,32.3244,0,51.6414,5.23356,3.23993,0.378315,7.83909,5.54595,1.33029,0.235954,0.103101,0.164714,0.625939,0.325151,0.342634,0.299383,0.667786,0.10668,4.24695,0.271309,-0.279347,-0.0846573,33.9508,-2.72437,92.6106,-0.364005,-1.14612,-3.0148338079452515,-0.8748362064361572,0.677682,718.2100219726562,4.36001,-0.335776,0.99422,,,,296.4,3.8,296.4,3.8,"Anthony Rendon","12861",543685
"Roman Anthony","BOS",80.9739,317.824,278.576,67.9018,42.4948,16.3518,1.54538,7.50984,39.471,32.4786,34.3976,0.727069,83.3076,1.62326,2.38237,0.84501,0,6.72205,2.07178,0.243746,0.108228,0.262119,0.412898,0.327854,0.394413,0.316843,0.722266,0.150667,5.26416,0.317617,-0.0474639,-0.108614,38.8832,1.70472,100.869,-0.156077,-0.192015,0.15998047590255737,-4.208579644560814,0.67608,999,2.05075,-1.08987,0.926969,,,,350.5,4.327160493,350.5,4.327160493,"Roman Anthony","sa3020211",701350
"Will Wagner","TOR",68.8837,274.748,245.773,65.4565,45.3974,14.6877,0.968563,4.40273,30.5161,29.4352,24.9372,0,50.4719,2.41934,1.58679,0.0315253,9.69748,1.88351,0.527711,0.266329,0.0907641,0.183703,0.494081,0.337851,0.387714,0.320125,0.725565,0.121385,3.5839,0.317187,-0.191392,-0.411228,34.3389,2.19947,110.321,-0.60262,0.590177,2.6421109437942505,-5.256436824798584,0.675904,501.42999267578125,2.07502,-0.41659,1.27503,,,,286.8,4.156521739,286.8,4.156521739,"Will Wagner","29634",695238
"Christian Encarnacion-Strand","CIN",117.776,479.643,439.098,112.734,68.6996,22.4911,1.08548,20.4573,57.8534,68.8409,29.2178,0.66113,126.949,6.34712,4.03299,0.947048,13.151,2.1117,0.710291,0.256739,0.0609158,0.264675,0.230153,0.309797,0.452673,0.327786,0.76247,0.195934,3.08385,0.312035,-0.230284,-0.683014,62.9047,6.79701,103.814,-0.913298,0.106604,1.274476945400238,-10.746670387685299,0.671345,225.61000061035156,2.6924,-0.461175,0.554539,,,,557.3,4.722881355,557.3,4.722881355,"Christian Encarnacion-Strand","30011",687952
"Luis Torrens","NYM",49.0555,156.579,143.096,32.0583,21.0062,6.81764,0.044828,4.18956,16.2263,16.7913,10.4303,0.0515083,41.2132,1.98801,1.00834,0.0567768,4.33661,0.640723,0.442652,0.224033,0.0666134,0.26321,0.253081,0.284154,0.360138,0.283222,0.644292,0.136104,2.44825,0.282354,-0.0460078,-0.314526,14.9192,-3.39719,81.5123,-0.360534,1.23083,-3.7474697828292847,5.015982031822205,0.669804,748.2899780273438,3.90166,3.91701,1.40467,,,,132,2.693877551,132,2.693877551,"Luis Torrens","15905",620443
"Carlos Narvaez","BOS",61.4833,198.295,174.642,37.1352,25.0018,7.6837,0.0870186,4.36271,20.513,19.4799,19.4011,0.605427,63.4325,2.82879,0.912586,0.511016,0.630121,1.77079,0.558656,0.212636,0.0978395,0.319889,0.305855,0.300151,0.332572,0.282755,0.632723,0.119936,3.10243,0.304127,-0.0119555,-0.240095,18.8193,-4.37692,76.8906,-0.252051,0.62398,-5.495383679866791,5.368060946464539,0.669545,999,0.667506,0.785444,1.20931,,,,160,2.622950819,160,2.622950819,"Carlos Narvaez","19722",665966
"Amed Rosario","WSN",63.9092,248.066,234.065,61.888,44.3733,11.6315,2.40252,3.4808,27.4044,24.6954,10.4152,0,48.1969,2.24942,1.26577,0.0705135,6.94933,7.64801,1.95782,0.264405,0.0419855,0.19429,0.216097,0.30062,0.37924,0.296243,0.67986,0.114835,6.34837,0.318029,0.0824432,0.286505,26.2358,-2.78255,89.4219,0.368948,0.166638,-2.7689500749111176,0.9556403309106827,0.665888,551.6400146484375,4.28377,1.27095,1.4803,,,,233.2,3.64375,233.2,3.64375,"Amed Rosario","15518",642708
"Nick Fortes","MIA",102.05,349.073,319.025,73.6424,50.8878,14.5424,0.722946,7.4893,34.6196,33.6623,18.454,0,53.1946,5.40874,2.90916,3.27636,8.0686,2.96375,1.19188,0.230836,0.0528658,0.152388,0.346915,0.281973,0.351379,0.278265,0.633352,0.120543,3.61503,0.253218,0.360535,-0.479932,31.8674,-8.96644,74.3359,-0.119397,-2.24793,-10.832211032509804,5.626316070556641,0.662896,604.9299926757812,2.02431,0.0623832,0.740286,,,,282.3,2.767647058,282.3,2.767647058,"Nick Fortes","21538",663743
"Jonny DeLuca","TBR",113.755,407.471,369.412,84.2201,54.2686,16.6404,2.81781,10.4933,43.5208,43.5895,29.0075,0.782298,84.2811,5.06847,2.3904,1.59343,0.967566,14.5289,3.87648,0.227985,0.071189,0.206839,0.344176,0.291457,0.373502,0.290825,0.664959,0.145518,5.8899,0.266135,-0.501431,0.644706,41.318,-6.34722,86.7423,0.143275,-1.2578,-6.177256748080254,-0.9858224093914032,0.662337,338.0400085449219,7.02077,-1.2903,0.852585,,,,381.1,3.342982456,381.1,3.342982456,"Jonny DeLuca","26365",676356
"Javier Báez","DET",84.3287,327.053,304.752,68.6568,45.3752,13.7405,1.06268,8.47839,33.3961,36.6804,15.3765,0.770696,77.8113,4.21781,2.2488,0.457873,9.2984,6.78307,1.38237,0.225288,0.0470154,0.237917,0.197613,0.270216,0.360811,0.274426,0.631027,0.135524,5.00876,0.272657,-0.0464421,0.290062,28.8465,-9.41144,78.018,0.24362,-0.366062,-7.9824090749025345,3.4248814284801483,0.655291,718.6099853515625,2.61927,-0.0430866,0.810286,,,,270.4,3.219047619,270.4,3.219047619,"Javier Baez","12979",595879
"Giancarlo Stanton","NYY",111.499,459.62,411.138,91.7185,48.4892,15.8165,0.162395,27.2504,54.3938,70.0462,42.9398,2.45461,138.421,2.65865,2.49626,0.386392,13.8775,0.498411,0.20929,0.223084,0.0934246,0.301164,0.310212,0.299013,0.461185,0.325146,0.760198,0.238101,1.57225,0.25999,-1.79205,-0.708288,59.302,5.53659,110.352,-2.50034,0,3.066359519958496,-12.044649124145508,0.654309,329.42999267578125,4.76356,-0.196876,1.08932,,,,542.4,4.886486486,542.4,4.886486486,"Giancarlo Stanton","4949",519317
"Victor Scott II","STL",112.766,395.443,361.899,83.1982,59.3598,15.4612,1.74296,6.63422,42.6749,35.1808,24.7082,0,82.7481,4.68331,3.28798,0.86516,0,23.4503,4.91813,0.229894,0.0624822,0.209254,0.298595,0.285342,0.337243,0.274983,0.622585,0.10735,6.52866,0.277602,0.144075,1.99772,35.056,-11.2022,75.8441,2.1418,0.453998,-9.034460306167603,2.1942102313041687,0.654289,410.3900146484375,4.22652,-1.43914,1.41372,,,,343.2,3.037168141,343.2,3.037168141,"Victor Scott II","31349",687363
"Endy Rodríguez","PIT",69.0189,264.322,238.425,57.1322,36.7914,13.0194,1.73729,5.58404,31.0442,26.433,21.7128,0,54.2278,1.98831,1.60918,0.587223,3.84382,1.6351,0.516439,0.239624,0.0821452,0.205158,0.400399,0.306495,0.379065,0.30096,0.685559,0.139441,4.30577,0.286026,0.0445826,-0.359573,28.9587,-1.9612,89.6468,-0.31499,0.855683,-3.587421625852585,1.0854115039110184,0.650668,416.75,4.98497,-1.11874,1.03544,,,,259.7,3.763768115,259.7,3.763768115,"Endy Rodriguez","25332",682848
"James McCann",,60.8701,216.238,198.985,45.0695,29.6098,8.94631,0.040611,6.47284,22.7051,23.7537,11.8584,0,54.3768,2.65183,2.00222,0.740898,3.91152,2.04382,0.566103,0.226497,0.0548394,0.251467,0.218078,0.276476,0.369454,0.281874,0.645929,0.142956,3.32593,0.275421,-0.439107,-0.168724,20.3689,-4.92621,80.5848,-0.607832,-0.0822346,-5.519875228404999,4.614532254636288,0.650581,740.3200073242188,0.89299,1.11145,1.16543,,,,181.5,2.975409836,181.5,2.975409836,"James McCann","12859",543510
"Trent Grisham","NYY",63.5071,222.158,191.487,39.1705,22.1929,9.1654,0.387579,7.42467,25.9885,25.2804,25.2543,0.375126,60.7407,2.74643,1.35561,1.31501,3.8544,3.41612,0.937256,0.20456,0.113677,0.273412,0.415772,0.304159,0.372794,0.299463,0.676953,0.168234,4.25132,0.254625,0.248536,-0.0895586,24.0716,-1.91601,92.6846,0.158977,-0.381469,-1.7424815893173218,0.5985789597034454,0.646313,750.9299926757812,4.60599,0.63071,1.00795,,,,206.2,3.221875,206.2,3.221875,"Trent Grisham","18564",663757
"Carson Williams","TBR",51.4641,194.526,174.973,37.8375,23.4312,7.61807,0.961186,5.82698,21.6819,20.2069,15.7065,0.101643,62.1421,1.94346,1.06478,0.838646,0,5.69376,1.71408,0.216248,0.0807422,0.319453,0.252751,0.286479,0.370679,0.288454,0.657158,0.154432,5.69981,0.296205,-0.0431228,0.121111,19.3539,-3.40138,85.1113,0.0779881,0.63419,-3.3106520622968674,3.016787350177765,0.639022,999,1.19271,0.753109,1.29969,,,,182.9,3.586274509,182.9,3.586274509,"Carson Williams","sa3017795",700246
"Josh Bell","WSN",131.794,546.048,483.444,120.704,78.8399,21.9952,1.18185,18.6874,60.7475,66.7869,53.9352,1.72688,108.555,4.64768,3.61145,0.409286,17.3969,0.61813,0.30992,0.249676,0.0987737,0.1988,0.496849,0.328583,0.416027,0.324708,0.744609,0.166351,2.15304,0.283527,-1.45989,-1.07286,70.2609,6.38531,108.581,-2.53275,-1.19555,3.070376396179199,-15.089468002319336,0.636691,335.25,2.6912,-2.16307,0.450034,,,,621.6,4.709090909,621.6,4.709090909,"Josh Bell","13145",605137
"Justin Turner",,109.333,449.736,393.705,100.755,69.8473,19.8108,0.663458,10.4335,54.5081,53.361,44.4871,0.929576,81.7554,7.20476,3.97496,0.363515,11.3961,0.941988,0.599947,0.255915,0.0989183,0.181785,0.544149,0.339244,0.389106,0.321294,0.72835,0.133191,2.43307,0.29566,-1.43243,-1.00649,56.6324,4.02318,107.702,-2.43892,0.237518,1.6137213706970215,-10.44829261302948,0.635141,537.6799926757812,3.83379,0.740085,0.505517,,,,481.4,4.416513761,481.4,4.416513761,"Justin Turner","5235",457759
"Alex Call","WSN",66.3608,246.269,212.649,48.8234,32.2358,9.90915,0.737147,5.94127,28.1368,24.3715,27.9453,0.0813044,48.176,3.71632,1.33487,0.623434,3.1861,6.71937,2.12944,0.229596,0.113474,0.195623,0.580066,0.327647,0.366945,0.30982,0.694592,0.137349,4.84445,0.268236,0.0533739,-0.0222243,28.737,-0.0711266,98.5606,0.0311496,0.309088,-0.3927468601614237,-1.739084392786026,0.626811,723.3200073242188,1.7074,1.29403,1.18267,,,,256.2,3.881818181,256.2,3.881818181,"Alex Call","19296",669743
"Randal Grichuk",,62.1914,233.141,215.331,55.1157,34.3954,11.3367,1.01339,8.37021,28.5229,29.9506,13.9531,0.192394,46.6455,2.51562,1.2872,0.0536674,4.7618,0.786073,0.241063,0.255957,0.0598483,0.200074,0.299131,0.307114,0.434631,0.320357,0.741745,0.178674,3.57501,0.289261,-0.152207,-0.34034,29.1823,1.90988,107.058,-0.492547,-0.664011,1.4326097667217255,-3.159343719482422,0.623913,583.3900146484375,6.41569,1.38301,1.16203,,,,258.7,4.172580645,258.7,4.172580645,"Randal Grichuk","10243",545341
"Nicky Lopez",,84.2253,313.146,278.806,67.6641,53.0326,11.0485,2.40553,1.17745,31.7338,21.9813,25.7937,0,47.2923,3.6749,1.80887,3.06194,3.12412,6.17663,2.39919,0.242692,0.0823696,0.151023,0.545409,0.313247,0.312246,0.281469,0.625492,0.0695534,5.03805,0.286401,1.11844,-0.387496,29.3951,-7.23606,80.306,0.730946,-0.378346,-6.484599053859711,2.0767798125743866,0.622315,999,5.76303,1.11118,1.26621,,,,250.3,2.979761904,250.3,2.979761904,"Nicky Lopez","19339",670032
"Seth Brown","ATH",94.4253,348.773,319.578,74.2597,45.6438,13.4835,0.997062,14.1354,36.3082,44.3585,24.6815,0.357866,94.004,2.10271,1.84818,0.562721,5.64713,3.83876,1.00724,0.232368,0.0707665,0.269527,0.262558,0.29018,0.413493,0.304706,0.703674,0.181126,3.82763,0.281894,-0.601542,-0.208994,39.2624,-1.53645,102.097,-0.810536,-0.671842,0.02634817361831665,-5.638148844242096,0.621189,461.5400085449219,2.00466,0.17797,0.687957,,,,355.2,3.778723404,355.2,3.778723404,"Seth Brown","18171",664913
"Esteury Ruiz","ATH",48.7065,168.042,149.444,36.822,25.1379,7.40936,0.983234,3.29146,20.4611,15.7902,10.352,0.0932594,39.2919,4.45763,1.75376,2.03463,2.11899,16.3451,4.20844,0.246394,0.0616037,0.233822,0.263464,0.31102,0.375206,0.301653,0.686226,0.128812,7.38698,0.308712,0.138718,1.25002,18.5041,-1.15313,99.9499,1.38874,0.566765,1.37910823430866,-0.9807351231575012,0.61968,513.25,6.69124,0.921304,1.86994,,,,173.6,3.542857142,173.6,3.542857142,"Esteury Ruiz","21780",665923
"Christian Vázquez","MIN",85.8541,311.043,288.113,67.9559,48.8879,12.5924,0.161798,6.31381,31.1687,30.5653,16.9107,0.204623,65.1944,1.58587,2.23296,2.20009,9.90584,2.54972,0.913937,0.235865,0.0543676,0.209599,0.259388,0.279924,0.346438,0.274607,0.626361,0.110572,3.06583,0.281679,-1.445,-0.390419,27.48,-8.90523,77.6311,-1.83542,-0.43074,-9.796486854553223,5.382636249065399,0.615012,659.4299926757812,1.31862,1.15489,0.913006,,,,246.8,2.869767441,246.8,2.869767441,"Christian Vazquez","9774",543877
"Ramón Laureano",,80.8509,305.317,276.562,64.2508,38.6627,13.315,1.64644,10.6266,35.5135,33.7573,20.6575,0,88.1791,5.88377,1.85587,0.358172,5.40587,7.86198,1.89584,0.23232,0.0676592,0.288811,0.234268,0.297719,0.407643,0.307135,0.705362,0.175323,5.69173,0.298555,-0.358481,0.289952,34.9674,-0.748014,97.962,-0.0685292,-0.598328,-0.7965425476431847,-3.4939305782318115,0.607497,585.7899780273438,3.75833,0.220914,0.91251,,,,324.5,4.006172839,324.5,4.006172839,"Ramon Laureano","17128",657656
"Will Brennan","CLE",76.2007,275.811,256.467,69.3955,49.3689,13.7508,1.10001,5.17578,28.9916,27.7444,14.8854,1.56565,39.2661,2.66614,1.72467,0.067211,4.39699,5.65961,1.84924,0.270582,0.0539697,0.142366,0.379091,0.315318,0.393319,0.307228,0.708638,0.122737,4.50847,0.300443,-0.0193417,-0.132841,31.6087,-0.655103,101.144,-0.152183,-0.262972,0.20898579061031342,-3.5219955146312714,0.607407,686,3.3136,0.5932,1.42095,,,,283.5,3.730263157,283.5,3.730263157,"Will Brennan","25660",686823
"Ty France","CIN",79.3952,340.795,301.414,76.3728,52.0612,15.4029,0.27198,8.63672,36.2947,36.3805,26.1253,0.225477,63.966,10.4229,2.33746,0.495349,10.8502,0.580619,0.237873,0.253381,0.0766599,0.187696,0.408425,0.331828,0.39225,0.319678,0.724078,0.138869,2.21464,0.293041,-0.816195,-0.677779,42.471,2.60539,106.59,-1.49397,-0.492936,1.133744478225708,-6.619111984968185,0.606172,616.4600219726562,7.59077,0.390216,0.898649,,,,362.6,4.589873417,362.6,4.589873417,"Ty France","17982",664034
"Yasmani Grandal",,65.5754,236.788,207.759,48.1762,32.9289,8.33845,0.0352472,6.87364,24.9518,24.6894,24.3815,0.188922,48.3921,1.71287,1.58052,1.35404,6.35434,0.931377,0.201852,0.231885,0.102968,0.204369,0.503832,0.315463,0.371614,0.304124,0.687076,0.139729,2.31229,0.26807,-1.37354,-0.359821,26.545,-1.15397,95.8907,-1.73336,-4.22751,-2.87182354927063,0.8323225975036621,0.60416,736.1799926757812,1.03014,0.979298,1.11615,,,,229.7,3.48030303,229.7,3.48030303,"Yasmani Grandal","11368",518735
"Austin Hays",,89.4942,356.73,326.659,82.8293,52.8093,19.3982,0.865332,9.75648,40.9859,38.8391,20.7095,0.853541,83.6193,5.76522,2.71509,0.881344,4.67952,3.28076,1.23842,0.253565,0.0580537,0.234405,0.247664,0.307164,0.407849,0.310158,0.715014,0.154284,3.75865,0.309633,-0.0860521,-0.464425,41.7237,-0.00593248,100.042,-0.550477,-1.36281,-0.5330407992005348,-5.506054401397705,0.603817,547.0700073242188,3.4682,0.452403,0.810752,,,,376.5,4.230337078,376.5,4.230337078,"Austin Hays","19363",669720
"Andrew Benintendi","CHW",132.957,548.066,495.243,126.287,87.5034,24.3308,1.13266,13.3196,59.8689,59.5591,46.0472,1.85105,92.3649,2.3884,3.75474,0.632689,11.0118,6.37971,2.10435,0.254999,0.0840178,0.168529,0.498536,0.319166,0.389388,0.309674,0.708554,0.134389,3.66967,0.287219,0.175367,-0.634612,63.8887,-0.222948,99.7083,-0.459244,-5.63005,-0.6462897807359695,-11.785481452941895,0.601988,358.3599853515625,1.34918,0.492076,0.300245,,,,557.9,4.194736842,557.9,4.194736842,"Andrew Benintendi","17901",643217
"Dairon Blanco","KCR",71.885,179.374,162.899,41.389,29.1153,7.60311,0.91572,3.75491,25.1658,17.9332,11.6509,0,44.2589,2.7929,0.891751,1.13966,2.2301,27.3409,5.45506,0.254078,0.064953,0.246741,0.263244,0.313255,0.381147,0.305224,0.694402,0.127068,7.63704,0.325058,-0.809952,2.91507,20.2674,-0.715364,96.6474,2.10511,-0.497455,1.4015010595321655,-1.6067914962768555,0.59603,642,1.4977,1.66205,2.1775,,,,215.4,2.991666666,215.4,2.991666666,"Dairon Blanco","19779",680118
"Mickey Moniak","LAA",86.6066,327.902,306.688,71.6525,43.5746,14.1464,2.04043,11.891,38.0963,39.6456,15.5788,0.223097,95.6202,3.30934,1.63064,0.695765,2.52632,6.10258,2.20704,0.233633,0.0475105,0.291612,0.162924,0.276708,0.409383,0.295879,0.686091,0.17575,5.32744,0.297607,-0.0830008,-0.164569,34.5834,-3.77393,90.1463,-0.24757,-0.255612,-3.9445779770612717,-1.2276280522346497,0.594733,630.25,3.46396,0.991234,0.721354,,,,323.8,3.72183908,323.8,3.72183908,"Mickey Moniak","19956",666160
"Mark Canha",,94.4674,368.227,317.717,78.4559,55.0109,15.7436,0.683158,7.01818,40.6458,37.4854,36.7463,1.05803,72.0155,10.4055,2.96777,0.391166,6.99018,5.03474,0.843495,0.246937,0.0997923,0.195573,0.510255,0.341477,0.367058,0.315754,0.708534,0.120121,4.10076,0.295624,-0.460366,-0.132632,44.7268,1.65227,103.891,-0.592999,-0.753414,1.0833959579467773,-7.612385392189026,0.592784,665.6799926757812,3.48707,0.522224,0.808081,,,,384.4,4.089361702,384.4,4.089361702,"Mark Canha","11445",592192
"Nick Castellanos","PHI",148.052,620.171,572.7,146.184,92.5479,28.8974,2.24435,22.4943,75.2634,84.0891,37.2794,1.05937,144.146,6.041,3.73007,0.420782,14.3074,6.43343,1.73518,0.255254,0.0601115,0.23243,0.258622,0.305775,0.431383,0.318147,0.737158,0.176129,4.16448,0.301837,-1.4555,-0.480043,76.5236,3.97711,103.212,-1.93554,-8.42814,0.4462296962738037,-15.485483169555664,0.579705,180.36000061035156,2.03464,0.19322,0.610217,,,,681.7,4.606081081,681.7,4.606081081,"Nick Castellanos","11737",592206
"Drake Baldwin","ATL",40.5763,149.985,132.654,31.2372,21.818,5.87105,0.0357479,3.51233,16.4165,16.7718,15.0705,0,32.1499,1.11912,1.02924,0.112528,2.56379,0.669523,0.118716,0.235479,0.10048,0.214354,0.468756,0.316447,0.359708,0.300584,0.676155,0.124229,2.57796,0.282846,-0.0421528,-0.214149,16.3867,-1.15829,90.7873,-0.256301,-0.307853,-1.9086398780345917,2.4963306188583374,0.576533,999,2.04382,0.846016,1.46762,,,,145.5,3.548780487,145.5,3.548780487,"Drake Baldwin","sa3019920",686948
"Chase DeLauter","CLE",42.8374,162.531,147.072,38.0117,24.3614,8.59235,0.101786,4.95621,19.0139,19.3196,13.0139,0.0848108,29.5946,1.30052,1.02368,0.121551,2.99205,1.80925,0.565218,0.258457,0.0800701,0.182086,0.439739,0.322186,0.419362,0.322963,0.741547,0.160905,3.25199,0.291124,0.0289149,-0.171642,20.6849,1.67228,112.212,-0.142728,0,2.1284239143133163,-1.9832109212875366,0.574563,999,1.00361,0.258216,1.51729,,,,181.9,4.230232558,181.9,4.230232558,"Chase DeLauter","sa3021053",800050
"Jeimer Candelario","CIN",124.885,512.132,461.943,109.565,62.5506,26.1336,2.0485,18.8328,59.3798,63.1354,38.242,1.01115,121.315,7.81275,3.67794,0.457079,8.72266,4.9614,1.75466,0.237184,0.074672,0.236882,0.315229,0.304138,0.424932,0.315423,0.729071,0.187748,4.22533,0.278772,-0.327343,-0.567547,62.0696,2.16137,95.4931,-0.89489,0.146141,-3.654971480369568,-7.8381108045578,0.574373,297.1400146484375,1.51373,2.40106,0.360788,,,,561.3,4.4904,561.3,4.4904,"Jeimer Candelario","13621",600869
"Chris Taylor","LAD",77.9874,278.668,244.59,52.9894,33.7283,11.1376,1.03885,7.08462,32.1897,29.0151,28.0298,0.770787,88.0875,3.19731,2.00047,0.85019,3.93537,6.84,1.31625,0.216646,0.100585,0.316102,0.318204,0.303136,0.357572,0.292262,0.660708,0.140926,5.40392,0.303165,-0.399878,0.328339,28.5794,-4.01857,87.7307,-0.0715398,0.0529765,-4.071855455636978,0.32042309641838074,0.571466,717.4600219726562,4.16367,0.404779,0.943324,,,,258.7,3.316666666,258.7,3.316666666,"Chris Taylor","13757",621035
"Nathan Lukes","TOR",58.957,194.582,173.018,46.0581,32.7299,9.02746,1.16409,3.13671,20.795,18.978,15.0919,0.135263,34.538,1.47426,2.96667,2.03087,3.66587,2.31949,0.704003,0.266204,0.0775606,0.177499,0.436965,0.325235,0.386225,0.310949,0.71146,0.120021,4.53519,0.310328,-0.0247564,-0.209224,22.8823,0.120533,103.866,-0.233981,0.434452,0.6268300563097,-1.612667828798294,0.568094,735.9600219726562,2.75638,-0.179592,1.56227,,,,193.6,3.281355932,193.6,3.281355932,"Nathan Lukes","18123",664770
"Tommy Pham",,101.915,423.358,382.27,93.576,63.2062,17.6205,2.10102,10.6483,49.9062,43.3373,34.498,0.104865,97.8715,3.28012,2.82614,0.482931,7.60734,9.0766,2.1251,0.24479,0.0814867,0.231179,0.352483,0.310622,0.385443,0.305278,0.696065,0.140653,5.14119,0.299836,-0.0478852,0.158458,47.8537,-1.66985,96.6848,0.110572,-1.38801,-1.5315449014306068,-7.104886531829834,0.564837,627.25,4.96161,1.28396,0.607498,,,,433.9,4.253921568,433.9,4.253921568,"Tommy Pham","2967",502054
"Jacob Stallings","COL",79.9026,280.889,247.135,57.6021,38.1833,12.3781,0.897878,6.14285,27.6568,28.2883,25.3096,0.660582,65.4683,5.44313,1.77642,1.225,9.85734,0.794186,0.22117,0.23308,0.0901054,0.233075,0.386593,0.315932,0.365001,0.301497,0.680933,0.131921,2.88923,0.290238,-1.10104,-0.469597,30.8951,-1.96277,79.4898,-1.57064,-1.60154,-8.459800601005554,4.563790798187256,0.563676,518.25,1.65619,-0.935218,0.980761,,,,266.6,3.3325,266.6,3.3325,"Jacob Stallings","13723",607732
