Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",146.265,641.148,517.048,145.992,75.7201,23.8522,1.03397,45.3854,104.425,111.128,113.713,10.0547,163.841,5.85564,4.14049,0.391191,15.3048,7.61169,1.53469,0.282356,0.177358,0.255543,0.694043,0.414448,0.595821,0.423341,1.01027,0.313465,3.63456,0.322495,0.0102216,-0.561166,133.396,58.3954,177.901,-0.550944,-0.466404,57.88648337125778,-7.60646653175354,7.39902,3.430000066757202,2.85299,0.75435,1.52863,,,,1168.5,8.003424657,1168.5,8.003424657,"Aaron Judge","15640",592450
"Bobby Witt Jr.","KCR",152.85,668.796,606.123,179.804,106.844,35.4102,7.76534,29.7844,105.591,95.9137,49.7579,5.08913,106.977,6.38963,5.48292,1.04197,6.84161,32.8144,10.2321,0.296645,0.0743993,0.159955,0.465126,0.35335,0.528106,0.373345,0.881457,0.231461,7.1745,0.315933,2.1426,1.17256,112.236,34.0013,143.508,3.31516,3.4924,37.360220432281494,10.568763256072998,7.25135,1.6399999856948853,3.91341,1.53989,0.547473,,,,1033.8,6.756862745,1033.8,6.756862745,"Bobby Witt Jr.","25764",677951
"Gunnar Henderson","BAL",151.261,664.562,583.331,158.877,91.8657,30.0736,5.28516,31.6529,104.565,86.3217,70.6284,1.16573,147.597,5.6293,3.63848,1.33458,4.57416,16.8103,3.9511,0.272362,0.106278,0.222097,0.478521,0.354532,0.504825,0.368435,0.859357,0.232463,6.23514,0.312039,1.46909,0.444149,108.899,31.1601,145.58,1.91324,-1.4249,36.572142243385315,5.577927470207214,6.64113,5.960000038146973,2.93863,-0.55818,0.661533,,,,975.8,6.462251655,975.8,6.462251655,"Gunnar Henderson","26289",683002
"Juan Soto","NYM",151.128,674.537,537.573,150.104,84.5339,27.9435,2.40239,35.2245,109.39,97.3784,127.642,5.26238,112.482,3.92128,4.37999,1.02099,12.0763,8.56226,2.97394,0.279226,0.189229,0.166754,1.13477,0.418204,0.53672,0.408174,0.954924,0.257494,4.19417,0.291391,-1.63281,-1.15601,132.108,53.2021,167.467,-2.78882,-3.83187,50.4574613571167,-11.78047251701355,6.31558,7.929999828338623,2.01018,0.412981,1.15134,,,,1128.3,7.47218543,1128.3,7.47218543,"Juan Soto","20123",665742
"Mookie Betts","LAD",147.268,652.328,566.442,159.358,94.5957,33.4141,3.11979,28.2289,103.505,89.6665,75.6837,2.76222,88.3489,5.03834,4.2158,0.947911,9.50639,15.409,3.21505,0.281332,0.116021,0.135436,0.856646,0.368572,0.500843,0.373135,0.869416,0.219511,5.38941,0.288781,0.178268,0.417807,109.362,33.0537,143.364,0.596075,-2.70865,33.69249939918518,2.7972583770751953,6.01326,12.359999656677246,1.91614,0.106017,0.680022,,,,963.5,6.554421768,963.5,6.554421768,"Mookie Betts","13611",605141
"Shohei Ohtani","LAD",145.098,649.135,556.743,158.585,83.3911,28.8816,5.04225,41.2696,112.065,100.02,82.461,9.99975,148.765,4.77831,3.83663,1.31575,6.46441,33.4177,7.09062,0.284843,0.127032,0.229174,0.554305,0.379464,0.577213,0.400955,0.956677,0.29237,6.9175,0.316601,-0.260308,2.54404,123.362,47.4273,162.502,2.28373,0,49.753581047058105,-13.787442207336426,5.9482,1.5,4.78738,0.931424,0.458641,,,,1135.5,7.831034482,1135.5,7.831034482,"Shohei Ohtani","19755",660271
"José Ramírez","CLE",152.444,662.145,590.062,164.229,94.135,36.866,3.04672,30.1818,94.1432,100.173,63.6161,10.1003,78.7329,2.76845,5.29705,0.401139,7.65873,30.9712,6.91974,0.278326,0.0960758,0.118906,0.807999,0.348495,0.504581,0.360357,0.853076,0.226255,5.90543,0.275566,0.794438,2.20452,104.198,26.7416,138.517,2.99896,-0.634818,32.1803936958313,1.129583477973938,5.71982,5,3.37801,0.390139,0.345189,,,,975.1,6.415131578,975.1,6.415131578,"Jose Ramirez","13510",608070
"Yordan Alvarez","HOU",137.754,598.027,507.084,152.39,83.8686,30.0602,2.09065,36.3705,90.5373,97.6792,76.2473,10.1003,99.7318,9.96608,4.3118,0.417986,11.6329,3.46562,0.75814,0.300522,0.127498,0.166768,0.764523,0.399263,0.583223,0.412398,0.982486,0.282701,3.3477,0.309143,-0.809953,-0.876571,119.157,49.2009,175.425,-1.68652,-1.16374,49.92450273036957,-14.712757587432861,5.69549,18.81999969482422,3.30366,0.851086,1.3907,,,,1041.9,7.55,1041.9,7.55,"Yordan Alvarez","19556",670541
"Julio Rodríguez","SEA",147.156,642.171,584.022,160.588,103.174,28.1024,1.6664,27.6448,89.4309,84.1331,45.4345,2.84855,152.639,8.08526,3.75126,0.8786,10.6172,27.0384,6.64808,0.274969,0.0707514,0.237693,0.297659,0.333868,0.4708,0.345689,0.804668,0.195831,5.6632,0.326249,0.882695,1.50096,93.4738,18.3538,133.335,2.38365,3.77033,26.87755846977234,5.8539628982543945,5.59132,13.109999656677246,2.2863,-0.464061,0.224852,,,,864.1,5.878231292,864.1,5.878231292,"Julio Rodriguez","23697",677594
"Francisco Lindor","NYM",150.209,666.988,591.01,153.404,92.9573,30.5244,2.04179,27.8806,99.497,84.1902,59.7659,0.978997,125.715,10.6738,4.22992,1.30758,7.65569,24.615,4.62987,0.259562,0.0896057,0.188482,0.475408,0.336263,0.459643,0.344279,0.795906,0.200081,5.87786,0.284218,0.146927,1.76601,96.3287,18.3057,123.513,1.91293,3.06417,20.262368202209473,9.78174901008606,5.39802,14.710000038146973,3.6968,1.60536,0.632331,,,,876.8,5.845333333,876.8,5.845333333,"Francisco Lindor","12916",596019
"Kyle Tucker","CHC",148.747,646.342,552.572,155.64,90.5523,30.7972,2.18056,32.1096,96.9731,94.1565,85.1196,6.03206,100.277,2.9081,4.90362,0.838643,10.3514,20.4918,3.53257,0.281664,0.131694,0.155146,0.848843,0.377484,0.519619,0.382112,0.897103,0.237955,5.14657,0.290598,0.572216,1.30582,113.028,37.4205,149.539,1.87803,-0.798183,39.34085392951965,-9.023657202720642,5.35518,8.039999961853027,1.79303,0.662712,0.358398,,,,1013.5,6.802013422,1013.5,6.802013422,"Kyle Tucker","18345",663656
"Corey Seager","TEX",125.797,549.463,485.392,137.123,80.3384,27.0829,0.779777,28.922,79.4015,79.036,54.9145,9.40826,93.6918,4.38922,3.86443,0.902914,8.96857,1.73734,0.719269,0.2825,0.0999421,0.170515,0.586118,0.358077,0.520263,0.370672,0.87834,0.237763,2.56936,0.295113,-1.16511,-0.971701,91.0277,26.7526,144.547,-2.13681,-1.08398,25.869645357131958,2.748875617980957,4.84736,50.43000030517578,5.50407,2.59924,0.997,,,,816.8,6.482539682,816.8,6.482539682,"Corey Seager","13624",608369
"Ketel Marte","ARI",141.204,615.308,537.222,149.166,87.0048,30.1383,3.76785,28.2554,92.4768,85.5536,66.9159,4.91262,109.445,5.32824,4.93606,0.905735,11.8499,7.25332,1.63395,0.277663,0.108752,0.177871,0.611409,0.360368,0.505576,0.369143,0.865944,0.227914,4.83501,0.298946,-0.316814,-0.429184,101.179,29.2012,136.491,-0.745998,-0.693401,26.10334038734436,-0.046864449977874756,4.80725,29.93000030517578,3.00241,2.78082,0.802027,,,,894.1,6.341134751,894.1,6.341134751,"Ketel Marte","13613",606466
"Fernando Tatis Jr.","SDP",145.812,634.487,571.753,156.953,90.1352,31.9936,1.88764,32.9362,95.5015,88.2535,51.2327,0,137.293,6.98915,3.41294,1.09908,13.5016,19.3964,4.3494,0.274511,0.0807466,0.216385,0.373162,0.33972,0.509888,0.363844,0.849608,0.235377,5.44285,0.306261,0.891054,0.946852,101.626,27.4053,136.973,1.83791,2.41165,29.284789443016052,-4.52449369430542,4.74048,10.319999694824219,6.76888,-0.385904,0.394698,,,,920.5,6.30479452,920.5,6.30479452,"Fernando Tatis Jr.","19709",665487
"Freddie Freeman","LAD",151.131,663.519,569.776,167.266,105.469,35.1989,2.55161,24.046,96.5482,93.0077,78.0736,9.24376,106.742,9.84143,5.40661,0.421981,11.927,10.7164,2.33846,0.293564,0.117666,0.160873,0.731421,0.384831,0.490905,0.374718,0.875736,0.197341,4.74939,0.322281,0.0832767,-0.257131,112.083,34.4663,144.453,-0.173854,0.66396,34.335865557193756,-10.997359693050385,4.69354,25.110000610351562,2.79404,0.0321782,1.0245,,,,988.7,6.547682119,988.7,6.547682119,"Freddie Freeman","5361",518692
"Jackson Merrill","SDP",153.248,629.943,582.892,162.799,100.035,31.4114,5.59917,25.7535,79.1706,88.4922,37.3202,1.09323,102.483,2.77317,4.69057,2.26663,2.51693,15.5174,3.70662,0.279296,0.0592439,0.162687,0.364159,0.323244,0.484943,0.345134,0.808187,0.205647,5.63817,0.29835,-0.347746,0.504942,91.4123,17.7228,124.102,0.157196,4.50618,17.921233996748924,6.481021165847778,4.68786,25.43000030517578,5.27966,-1.86494,0.500103,,,,837.5,5.473856209,837.5,5.473856209,"Jackson Merrill","29490",701538
"William Contreras","MIL",146.012,621.096,545.216,151.314,95.6393,30.5332,1.94206,23.1996,84.7989,82.4085,67.743,3.12957,130.293,3.92619,3.62859,0.581427,17.5972,6.86273,1.72725,0.277531,0.10907,0.209779,0.519929,0.359353,0.46831,0.357348,0.827663,0.19078,4.05691,0.324052,-0.893806,-0.622773,96.234,23.5795,129.814,-1.51658,-1.67385,20.62664222717285,3.9593284130096436,4.67529,23.639999389648438,2.41138,-1.47874,0.719919,,,,841.8,5.765753424,841.8,5.765753424,"William Contreras","20503",661388
"Vladimir Guerrero Jr.","TOR",154.019,668.76,588.357,173.819,107.321,34.6087,1.06862,30.8207,91.5217,101.033,68.7578,8.62441,95.6821,6.71734,4.52408,0.404295,18.9709,4.02014,1.65187,0.295431,0.102814,0.143074,0.718607,0.372996,0.515039,0.37771,0.888034,0.219608,3.0402,0.306614,-1.78992,-1.23963,114.58,36.3493,150.828,-3.02955,-2.72232,35.86406421661377,-13.418094873428345,4.62059,15.430000305175781,3.12148,0.266649,1.34773,,,,1015,6.59090909,1015,6.59090909,"Vladimir Guerrero Jr.","19611",665489
"Elly De La Cruz","CIN",149.863,650.493,579.507,147.298,84.2033,31.1462,7.37949,24.5687,96.4751,77.8503,60.9385,2.26205,196.351,4.94086,3.26286,1.84403,10.5576,54.9258,13.9209,0.254178,0.0936804,0.301849,0.310355,0.328648,0.460579,0.339421,0.789227,0.206402,8.33732,0.339171,0.0163524,4.18044,91.4032,15.3097,111.646,4.19679,2.51878,13.255446434020996,9.312327146530151,4.56796,4.110000133514404,3.90724,-1.25383,1.86268,,,,871.3,5.808666666,871.3,5.808666666,"Elly De La Cruz","26668",682829
"Corbin Carroll","ARI",150.401,655.393,568.458,147.835,86.6462,26.0663,10.4438,24.6791,109.642,76.1194,68.7799,0.62357,124.653,10.6961,4.44128,3.0179,4.61852,39.4656,7.72943,0.260064,0.104945,0.190196,0.551772,0.348437,0.472906,0.35436,0.821342,0.212842,8.50658,0.29076,2.20958,3.45646,99.9723,23.3056,126.541,5.66604,1.63753,26.46658229827881,-4.751220107078552,4.49677,9.859999656677246,1.55768,-1.31661,1.28869,,,,919.9,6.132666666,919.9,6.132666666,"Corbin Carroll","25878",682998
"Adley Rutschman","BAL",142.874,610.565,532.623,138.088,89.1114,27.077,1.06401,20.8352,79.4127,72.479,68.8867,3.11583,95.9402,3.56506,4.54203,0.947975,9.21958,1.72456,0.698613,0.25926,0.112825,0.157134,0.718018,0.345364,0.431447,0.337716,0.77681,0.172187,2.78633,0.278914,0.530121,-1.18857,84.955,13.5323,123.971,-0.658444,-0.392799,16.088374733924866,5.633766621351242,4.34548,68.61000061035156,3.29841,-1.23105,0.639056,,,,741.2,5.183216783,741.2,5.183216783,"Adley Rutschman","26288",668939
"Rafael Devers","BOS",147.197,639.409,561.237,152.069,86.2508,32.3735,2.92388,30.5212,91.8506,92.2093,67.2296,10.05,139.77,5.98489,4.13124,0.826225,14.1891,3.83353,0.921468,0.270954,0.105143,0.218592,0.481003,0.352787,0.502202,0.36208,0.854989,0.231248,3.912,0.307657,-0.368063,-0.785742,101.507,26.7098,132.689,-1.1538,-4.64129,22.76227366924286,-3.30645489692688,4.21072,37.209999084472656,1.59415,-0.018968,1.02641,,,,915.3,6.226530612,915.3,6.226530612,"Rafael Devers","17350",646240
"Bryce Harper","PHI",143.308,623.251,532.758,149.428,86.2136,34.0723,1.02064,28.1214,88.3529,89.9679,81.4334,9.89974,133.889,4.21271,4.48255,0.364605,16.2957,9.11103,3.08606,0.28048,0.130659,0.214824,0.608214,0.377395,0.50662,0.37578,0.884014,0.22614,3.83542,0.323286,-1.21286,-0.705925,105.814,32.9072,142.002,-1.91878,1.73426,29.38519251346588,-9.509708881378174,4.19621,21.459999084472656,3.19516,-1.05056,0.73806,,,,932.6,6.521678321,932.6,6.521678321,"Bryce Harper","11579",547180
"Austin Riley","ATL",149.223,645.775,578.258,154.122,90.096,30.546,1.99469,31.4853,91.5512,91.9802,53.3183,1.20221,157.733,8.90469,4.89855,0.395171,11.4162,1.55317,0.553938,0.266528,0.0825648,0.244255,0.338028,0.335221,0.489597,0.353612,0.824818,0.223069,3.17149,0.31131,0.121293,-1.10639,98.1162,22.5747,126.479,-0.985099,-3.41812,19.462434113025665,-1.1153013706207275,4.11583,33.25,2.94244,-0.291125,1.14917,,,,864.1,5.799328859,864.1,5.799328859,"Austin Riley","18360",663586
"Michael Harris II","ATL",137.036,579.53,537.513,152.315,98.1062,28.478,3.58036,22.1503,83.991,69.5522,31.8732,1.48733,110.95,5.24223,3.42397,1.47672,7.98837,17.8807,4.51997,0.283369,0.0549985,0.191448,0.287276,0.327704,0.473299,0.343469,0.801003,0.189929,6.05551,0.319158,1.21423,0.690037,83.3202,15.5279,119.652,1.90427,2.26113,15.523244738578796,4.375882863998413,4.04828,37.459999084472656,6.5904,-0.920273,0.613971,,,,755.2,5.512408759,755.2,5.512408759,"Michael Harris II","25931",671739
"Ronald Acuña Jr.","ATL",118.368,537.221,463.464,129.95,82.2995,24.3766,1.79153,21.4824,91.7158,63.0306,62.9603,1.63246,101.499,7.43845,2.41907,0.939125,9.76241,33.3721,8.51431,0.280389,0.117196,0.188933,0.620306,0.373589,0.479772,0.369668,0.853361,0.199383,6.34746,0.316323,2.38058,2.03379,88.5652,25.7222,137.285,4.41436,-2.00731,28.36694622039795,-7.848123788833618,3.96677,32.88999938964844,5.82338,-0.467563,1.04988,,,,790.9,6.702542372,790.9,6.702542372,"Ronald Acuna Jr.","18401",660670
"Trea Turner","PHI",144.036,634.03,585.766,163.04,107.394,31.811,1.97913,21.8555,92.6266,74.7153,38.4849,0.773574,120.984,5.58219,3.30919,0.887861,10.7554,22.73,3.76029,0.278336,0.0606989,0.190817,0.3181,0.32711,0.451333,0.336111,0.778443,0.172997,5.93027,0.31639,0.83788,1.83377,87.4009,13.2333,115.303,2.67165,-3.71513,14.273918151855469,2.953221082687378,3.95977,26.360000610351562,2.04514,2.83417,0.576943,,,,802.3,5.571527777,802.3,5.571527777,"Trea Turner","16252",607208
"Jose Altuve","HOU",142.095,630.722,567.183,157.217,106.107,29.7572,1.09407,20.2588,90.3556,63.9764,52.5213,1.19462,107.611,6.798,2.88208,1.33805,13.7513,17.9677,4.41522,0.27719,0.0832716,0.170615,0.488066,0.344045,0.440668,0.34132,0.784713,0.163478,5.07954,0.309724,-0.640459,0.509167,89.5891,15.8084,125.427,-0.131292,-3.23825,18.219002544879913,-1.4186700582504272,3.90656,65.86000061035156,1.45191,-0.074396,0.744308,,,,795.9,5.604929577,795.9,5.604929577,"Jose Altuve","5417",514888
"Cal Raleigh","SEA",142.327,577.009,510.232,113.538,61.5817,21.4644,0.931133,29.5613,70.2382,82.5536,58.4182,2.16192,159.252,3.88937,4.06758,0.401461,6.46329,3.2811,0.87983,0.222523,0.101243,0.275996,0.366828,0.304967,0.442052,0.321809,0.747019,0.219529,3.15583,0.258005,-1.08335,-0.66084,72.8985,5.40114,116.537,-1.74419,1.46356,9.174009084701538,8.39068615436554,3.80058,83.25,1.19305,-1.68082,1.36879,,,,665.9,4.689436619,665.9,4.689436619,"Cal Raleigh","21534",663728
"Will Smith","LAD",122.732,509.332,442.856,111.012,68.0836,21.9824,1.96237,18.9838,68.0305,68.2595,51.713,3.60966,90.8692,9.65329,4.66064,0.449458,7.82779,1.93399,0.682056,0.250674,0.101531,0.178409,0.569093,0.338739,0.437775,0.335931,0.776514,0.187101,3.65309,0.272545,-0.659926,-0.882623,70.1376,10.5569,117.771,-1.54255,1.82661,9.04775333404541,10.706317901611328,3.79278,103.06999969482422,2.83198,0.242266,0.418131,,,,619.4,5.035772357,619.4,5.035772357,"Will Smith","19197",669257
"Mike Trout","LAA",111.615,481.555,414.661,105.742,57.4652,17.313,2.89044,28.0732,69.3965,67.918,57.6215,3.68849,124.594,6.22878,2.69105,0.35297,2.70442,8.12934,2.05145,0.255008,0.119657,0.258734,0.462472,0.352434,0.513806,0.368939,0.86624,0.258798,5.181,0.293439,-0.329427,-0.133344,79.1057,22.7743,141.538,-0.46277,-2.10302,22.42449977993965,-1.7585310339927673,3.79224,139.88999938964844,2.06241,0.279763,0.588351,,,,709.8,6.3375,709.8,6.3375,"Mike Trout","10155",545361
"Matt Chapman","SFG",149.082,626.063,549.127,132.42,75.4359,31.0721,1.94135,23.9709,80.8298,77.6604,64.9169,1.90949,160.849,7.74707,3.88524,0.387356,9.1569,9.49231,2.51305,0.241147,0.103691,0.256922,0.403589,0.32778,0.435761,0.331388,0.763542,0.194614,4.48785,0.294546,0.97547,-0.273135,83.9225,10.6868,114.646,0.702335,1.51379,11.430160999298096,3.8144400119781494,3.72873,134.5,1.65281,-0.135804,0.729262,,,,744.8,4.998657718,744.8,4.998657718,"Matt Chapman","16505",656305
"Riley Greene","DET",141.695,607.475,536.524,143.725,89.4442,27.3893,4.6976,22.1942,78.8791,73.5879,62.3587,2.26001,155.139,4.59433,3.56943,0.428033,5.88147,6.02137,1.81262,0.267882,0.102652,0.255383,0.401954,0.347055,0.460543,0.348727,0.807598,0.192661,4.89844,0.335018,0.362512,-0.746366,89.9085,18.8473,130.283,-0.383854,1.88866,20.665239721536636,-4.863515496253967,3.72339,115.56999969482422,1.4696,-0.477287,0.517226,,,,789.8,5.56197183,789.8,5.56197183,"Riley Greene","25976",682985
"Willy Adames","SFG",150.463,644.651,570.929,137.63,79.8051,31.7566,1.08151,24.9872,82.5951,83.4846,65.258,2.58307,158.261,3.46506,4.5099,0.489144,11.536,13.8057,4.00507,0.241064,0.10123,0.245499,0.412345,0.320344,0.431773,0.325482,0.752117,0.190709,4.51149,0.287215,0.463112,-0.0127963,83.35,7.93995,110.583,0.450316,-0.887786,8.432491093873978,6.078110933303833,3.71689,91.11000061035156,1.58893,0.432526,0.822428,,,,754.7,5.031333333,754.7,5.031333333,"Willy Adames","15986",642715
"Manny Machado","SDP",148.095,630.542,574.532,154.127,95.8384,27.9803,0.750464,29.5576,79.9126,96.9981,49.8992,4.79771,121.674,2.02709,4.02813,0.0554894,21.4046,7.93475,2.00471,0.268265,0.0791371,0.192967,0.410106,0.326816,0.473918,0.341891,0.800734,0.205653,3.56681,0.291507,-0.923426,-0.353324,89.8531,16.0936,121.871,-1.27675,-1.25075,14.858129858970642,-0.3125263452529907,3.67195,39.38999938964844,3.31572,-1.15042,0.883679,,,,821.9,5.553378378,821.9,5.553378378,"Manny Machado","11493",592518
"Isaac Paredes","HOU",142.889,595.226,509.745,122.971,73.7901,24.4593,1.11485,23.6071,74.4035,77.257,66.9814,1.0391,101.097,14.1271,3.8792,0.493921,15.0645,1.52938,0.751429,0.241241,0.112531,0.169846,0.662545,0.343146,0.432534,0.339434,0.775679,0.191293,2.68012,0.255488,-0.765942,-1.21278,83.6435,14.0151,124.1,-1.97872,-0.969668,14.435132026672363,1.2354130148887634,3.66767,197.13999938964844,1.98829,-0.80628,0.813118,,,,723.7,5.06083916,723.7,5.06083916,"Isaac Paredes","20036",670623
"Marcus Semien","TEX",147.243,657.76,590.697,146.822,94.56,28.489,2.80538,20.9675,94.7602,71.5948,57.467,1.17536,99.3462,4.44063,3.77778,1.37791,6.96057,9.40125,2.31838,0.248557,0.0873677,0.151037,0.578452,0.318,0.412773,0.318279,0.730773,0.164216,5.15416,0.265425,0.971603,-0.284339,81.2314,4.28793,107.692,0.687264,4.49418,6.476169764995575,6.575098514556885,3.61245,97.81999969482422,1.85175,0.89979,0.840379,,,,722.4,4.914285714,722.4,4.914285714,"Marcus Semien","12533",543760
"Dansby Swanson","CHC",150.45,625.166,560.335,137.296,90.631,25.8129,1.96469,18.887,77.8451,73.2583,56.4643,1.08193,151.887,3.85751,4.05192,0.457123,8.42843,15.027,3.46253,0.245024,0.0903189,0.242955,0.371752,0.316336,0.399224,0.312799,0.71556,0.1542,5.01868,0.300825,1.20101,0.420218,74.449,1.31837,101.858,1.62123,4.18125,2.9805514812469482,11.146531581878662,3.61023,173.0399932861328,1.47091,-0.80622,0.503668,,,,672.7,4.484666666,672.7,4.484666666,"Dansby Swanson","18314",621020
"Zach Neto","LAA",131.907,529.535,474.516,121.05,73.4787,26.4191,1.02906,20.1231,65.1398,66.2338,35.3122,0.841329,118.412,14.4477,3.27812,1.981,10.9995,22.3377,6.49401,0.255102,0.0666853,0.223615,0.298215,0.323777,0.442338,0.33219,0.766114,0.187236,5.34708,0.297492,0.384535,0.871414,71.3253,9.38125,115.688,1.25595,-0.168747,10.761413097381592,5.9380382895469666,3.54777,196.9600067138672,2.33551,-0.442916,0.587574,,,,643.7,4.876515151,643.7,4.876515151,"Zach Neto","31347",687263
"Yainer Diaz","HOU",134.619,543.955,511,144.682,94.4063,26.9603,1.98763,21.3277,65.6774,76.0366,23.5558,0.628345,97.6494,4.37294,4.6024,0.424246,15.6836,1.06141,0.469211,0.283135,0.0433047,0.179517,0.241228,0.317573,0.468886,0.336861,0.786459,0.185751,2.81881,0.31101,-1.28509,-0.938313,75.3122,11.6814,122.29,-2.2234,0.0799093,11.650129556655884,4.565334804356098,3.54743,56.11000061035156,2.33727,-1.62858,1.01359,,,,674,4.992592592,674,4.992592592,"Yainer Diaz","23003",673237
"Steven Kwan","CLE",145.862,644.714,570.187,160.915,117.066,28.1146,4.23739,11.4972,90.513,55.971,63.7137,0.85608,64.5995,4.99394,3.41812,2.40145,7.09521,17.0156,3.93484,0.282215,0.0988246,0.100199,0.986288,0.357494,0.406878,0.336269,0.764371,0.124663,5.71212,0.300333,0.728861,0.350039,88.9558,13.5384,121.573,1.0789,2.54978,16.992830514907837,-4.203091621398926,3.54053,140.88999938964844,2.12576,-0.371135,1.27157,,,,767.1,5.254109589,767.1,5.254109589,"Steven Kwan","24610",680757
"Gabriel Moreno","ARI",121.57,455.366,402.67,113.003,79.66,22.4913,1.53707,9.31452,52.3435,55.5311,43.8151,0.664746,74.1285,4.25251,3.82411,0.804326,14.6443,5.00758,1.56102,0.280634,0.0962194,0.162789,0.591069,0.354342,0.413519,0.336607,0.767861,0.132885,3.83748,0.320966,-0.907298,-0.633542,62.9539,9.68602,114.591,-1.54084,4.21277,6.404638886451721,12.467517852783203,3.51519,193.2100067138672,2.17147,-0.601392,1.02098,,,,537.5,4.405737704,537.5,4.405737704,"Gabriel Moreno","22664",672515
"Alex Bregman",,129.001,596.053,525.202,136.227,85.6137,27.2782,2.30024,21.0346,76.9204,75.1837,59.7816,0.795861,77.4538,6.43374,4.18549,0.450532,14.7391,2.86523,0.823179,0.25938,0.100296,0.129944,0.771836,0.339894,0.440229,0.339199,0.780123,0.180849,3.43639,0.26733,-1.38387,-0.952364,83.6471,13.9219,120.019,-2.33623,0.22518,11.624750852584839,2.2159420251846313,3.48048,145.5,1.54948,-0.803056,0.581129,,,,724.6,5.617054263,724.6,5.617054263,"Alex Bregman","17678",608324
"Carlos Correa","MIN",120.301,520.015,455.042,120.983,76.3157,25.0947,1.87978,17.6926,68.1923,63.2369,56.228,3.80109,99.3611,4.11947,3.82184,0.802859,14.5812,0.440126,0.189974,0.265871,0.108128,0.191074,0.565896,0.349241,0.445925,0.34364,0.795167,0.180054,2.61969,0.302186,-0.366738,-1.03752,74.8351,14.0047,126.19,-1.40426,-2.21437,14.178977966308594,1.9799292087554932,3.45917,253.67999267578125,3.94249,0.906338,0.607996,,,,655.7,5.464166666,655.7,5.464166666,"Carlos Correa","14162",621043
"Jordan Westburg","BAL",136.788,560.672,508.807,135.793,82.0953,29.1051,4.06201,20.5306,69.1803,73.1154,39.4937,0,124.528,7.13028,3.84289,1.39835,6.53329,10.0872,2.4962,0.266885,0.0704398,0.222105,0.317147,0.326167,0.461106,0.339341,0.787273,0.194221,5.35887,0.313561,-0.379105,-0.00943277,78.746,13.1596,125.114,-0.388538,-1.92278,15.722872078418732,-1.0326314568519592,3.44747,95.25,2.89528,-0.561694,0.326189,,,,708.3,5.170072992,708.3,5.170072992,"Jordan Westburg","27815",676059
"Jarren Duran","BOS",147.647,646.8,587.456,158.44,93.8374,38.3145,8.23876,18.0491,91.9455,66.6481,48.755,1.09581,148.055,5.29712,3.6428,1.64889,4.88649,29.7991,5.67522,0.269705,0.0753788,0.228905,0.329302,0.329368,0.455148,0.337784,0.784515,0.185443,7.68738,0.330335,0.134361,2.50275,90.0323,14.3709,115.6,2.63712,0.677916,14.181976795196533,-2.376249670982361,3.44608,21.540000915527344,3.37421,0.808214,0.947929,,,,825,5.574324324,825,5.574324324,"Jarren Duran","24617",680776
"Jazz Chisholm Jr.","NYY",142.719,608.33,547.309,136.068,82.9616,22.5425,3.29471,27.2695,82.9328,77.3325,51.3913,2.81914,155.332,4.73578,3.79953,1.09369,4.94812,38.4441,8.85701,0.248613,0.0844794,0.255342,0.330848,0.316509,0.451315,0.329971,0.767824,0.202702,6.72902,0.295242,-0.248342,3.02617,80.8517,9.6905,113.671,2.77783,-1.6377,12.508180618286133,0.5647585391998291,3.44343,25.110000610351562,1.75877,0.555037,1.20609,,,,767.2,5.365034965,767.2,5.365034965,"Jazz Chisholm Jr.","20454",665862
"Masyn Winn","STL",144.438,616.746,561.262,146.34,98.9745,28.7358,4.09974,14.5298,82.1631,59.728,43.8389,0.711317,106.614,3.06441,4.90491,3.67534,2.35797,14.2196,3.73327,0.260733,0.071081,0.172865,0.411193,0.315205,0.404204,0.312791,0.71941,0.143471,5.73808,0.296187,1.40198,0.1862,73.4424,1.29664,101.853,1.58818,2.12163,2.925227999687195,8.808599472045898,3.33409,163.7100067138672,3.98237,-1.43513,0.633316,,,,660.9,4.589583333,660.9,4.589583333,"Masyn Winn","27479",691026
"Matt Olson","ATL",154.694,663.135,573.523,144.684,80.5661,28.3975,1.41291,34.3075,91.0372,103.212,79.3818,5.37234,159.636,5.7584,4.06913,0.402984,13.4556,0.561654,0.115573,0.252273,0.119707,0.240729,0.497269,0.346783,0.486171,0.356535,0.832954,0.233898,2.28002,0.287702,-0.467243,-1.1999,102.314,24.7419,128.446,-1.66714,0.761412,20.890393495559692,-11.17481642961502,3.28409,38.81999969482422,2.26663,-0.390198,1.53359,,,,901.4,5.81548387,901.4,5.81548387,"Matt Olson","14344",621566
