Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId,weighted_zscore,auction_value
Max Fried,NYY,11.7162,8.7008,17.3771,3.35467,29.16,29.16,0.0,0.0,173.047,721.028,162.528,71.3394,64.5016,17.3431,48.0882,,6.4604,164.758,8.5689,2.50102,3.42616,0.902,0.228504,0.0666939,0.1618099436163902,0.24386,1.2171,0.299733,0.74745,0.5092,,3.51084,3.28203,3.52618,97.16999816894533,,,,13743,1.3959257986437916,-3.830952271214885e+16
Luis Gil,NYY,9.852,9.7838,11.7968,4.18109,37.54,27.54,0.0,0.6643,161.383,694.794,138.853,80.1654,74.9728,23.795,75.3366,,7.221,178.718,9.96674,4.20137,2.37226,1.327,0.257224,0.10843,0.1487940475344658,0.226797,1.32722,0.280819,0.740971,0.349285,,4.40312,1.81732,1.67233,192.0800018310547,,,,21052,1.3955928930749981,-3.830038651489461e+16
Ryan Feltner,COL,8.7707,12.655,12.3135,4.88011,30.78,30.78,0.0,0.0,177.345,771.736,189.116,102.85,96.1625,26.5032,61.8685,,7.7922,153.744,7.80231,3.13974,2.48502,1.345,0.199219,0.080168,0.1190509423613548,0.269367,1.41523,0.311621,0.692603,0.430161,,4.5538,1.78261,2.03749,684.8800048828125,,,,21446,1.389013109864745,-3.811981219312256e+16
Robbie Ray,SFG,9.5391,9.6537,14.1182,3.95777,27.54,27.54,0.0,0.0,160.564,678.058,144.746,75.7486,70.6085,22.925,51.034,,7.0728,173.505,9.72536,2.86058,3.39979,1.285,0.255885,0.075265,0.1806200817227363,0.233479,1.21932,0.287638,0.733307,0.365546,,3.94707,1.9057,2.08101,144.9600067138672,,,,11486,1.3885153320460994,-3.8106151273131304e+16
Liam Hendriks,BOS,3.2757,2.8956,0.0,3.69892,63.0,0.0,22.466,6.0484,63.0,260.762,55.6987,27.7513,25.8924,7.896,18.2922,,2.3294,70.9712,10.1387,2.61317,3.87986,1.128,0.272168,0.070149,0.2020194604992866,0.231942,1.17446,0.296408,0.734702,0.374181,,3.52474,0.640785,0.657987,248.75,,,,3548,1.3790564547030475,-3.784656363834646e+16
George Kirby,SEA,11.1775,10.2923,17.4565,3.49976,30.78,30.78,0.0,0.0,180.232,735.043,168.832,76.1084,70.0856,23.0497,27.1804,,7.1667,170.666,8.52229,1.35727,6.27901,1.151,0.232185,0.036978,0.1952069289982319,0.240948,1.08755,0.287549,0.73227,0.411601,,3.50691,3.26638,2.92771,41.959999084472656,,,,25436,1.3781139434474532,-3.782069753830896e+16
Spencer Schwellenbach,ATL,11.505,8.8568,15.8214,3.78329,29.16,29.16,0.0,0.0,171.934,715.793,164.095,78.3866,72.2749,21.4153,42.5876,,7.5888,166.31,8.70564,2.22928,3.90513,1.121,0.232344,0.0594971,0.172847032546997,0.246531,1.20211,0.298562,0.726062,0.440458,,3.72662,2.69854,3.04056,88.25,,,,31846,1.3775596037526316,-3.780548434492172e+16
Brady Singer,CIN,9.9178,10.4348,14.1173,4.23494,29.16,29.16,0.0,0.0,170.362,729.602,173.277,86.7857,80.1637,24.7404,48.4558,,8.8705,160.963,8.50344,2.55985,3.32185,1.307,0.220617,0.066414,0.1542031317949295,0.257747,1.30154,0.305271,0.721271,0.475669,,4.17421,2.28988,2.38031,350.9599914550781,,,,25377,1.3763748197139305,-3.777296935660091e+16
Calvin Faucher,MIA,3.14,3.323,0.0,3.90707,66.0,0.0,22.039,5.8031,66.0,283.262,60.9934,31.0859,28.6518,7.03267,27.128,,2.81,67.0617,9.14478,3.69927,2.47205,0.959,0.236748,0.09577,0.1409779712557792,0.240772,1.33517,0.30107,0.728649,0.447701,,3.88035,0.25691,0.44013,384.4599914550781,,,,20116,1.3708118670820815,-3.762030074025793e+16
Jared Jones,PIT,9.9192,9.9589,13.8952,3.90453,35.54,27.54,0.0,0.5909,166.87,704.489,151.738,77.9887,72.3945,21.1369,57.1514,,7.8198,172.561,9.30691,3.08241,3.01936,1.14,0.244944,0.0811246,0.1638198643922805,0.237269,1.2518,0.292945,0.730074,0.395106,,3.913,2.53375,2.78374,132.1699981689453,,,,27863,1.3705573274590714,-3.76133152031482e+16
Erick Fedde,STL,10.3361,11.1273,14.9204,4.2076,30.78,30.78,0.0,0.0,179.374,765.901,178.687,90.5707,83.8594,24.5543,56.0578,,5.9518,153.931,7.7234,2.81267,2.74593,1.232,0.20098,0.073192,0.127788059413433,0.253855,1.30869,0.293358,0.719543,0.425681,,4.26682,2.1609,1.94148,316.0400085449219,,,,17425,1.3702464643728378,-3.760478393560232e+16
Justin Steele,CHC,11.0946,9.1644,16.1983,3.56013,29.16,29.16,0.0,0.0,169.848,702.724,157.633,73.2985,67.1869,18.8532,47.5077,,6.5894,165.573,8.77345,2.51736,3.48518,0.999,0.235616,0.0676051,0.1680109053850174,0.243026,1.20779,0.298965,0.737594,0.456731,,3.61533,2.81278,3.18672,119.75,,,,17312,1.3667255699475551,-3.7508157177157496e+16
Bryce Miller,SEA,10.3283,10.8575,15.277,3.87899,30.78,30.78,0.0,0.0,174.724,729.538,162.555,80.9657,75.306,24.9662,46.6423,,6.8307,167.545,8.63019,2.40253,3.59213,1.286,0.229659,0.063934,0.1657250151038169,0.240442,1.1973,0.284536,0.735928,0.372362,,4.02434,1.89984,2.0393,78.62999725341797,,,,29837,1.3656121070747935,-3.747759951338007e+16
Jhoan Duran,MIN,3.7242,2.6438,0.0,2.7735,65.0,0.0,22.468,5.01,65.0,264.982,51.7028,22.3172,20.0308,4.63667,21.4073,,3.2945,81.0081,11.2165,2.96409,3.78413,0.642,0.305712,0.0807878,0.2249239608645439,0.215177,1.12477,0.304368,0.762441,0.527851,,2.74134,1.10655,1.17961,66.20999908447266,,,,21029,1.365059296899498,-3.746242829583643e+16
Tanner Houck,BOS,10.7471,10.4776,14.5988,3.96777,39.16,29.16,0.0,0.64,178.822,761.911,180.395,86.1563,78.836,17.8425,54.6167,,10.8892,158.828,7.9937,2.74883,2.90804,0.898,0.20846,0.0716838,0.1367756947875023,0.259038,1.31422,0.312761,0.708727,0.519819,,3.78617,2.76797,2.92546,213.0,,,,19879,1.353959117370774,-3.7157797075339096e+16
Joe Ryan,MIN,10.1114,8.9997,14.6841,3.7251,27.54,27.54,0.0,0.0,159.709,655.081,140.357,70.5251,66.1035,23.3352,36.9571,,6.6936,177.306,9.99162,2.08263,4.79761,1.315,0.270662,0.0564161,0.2142460234463215,0.229555,1.11023,0.284869,0.738284,0.327803,,3.66551,3.18117,2.72474,90.33000183105467,,,,21390,1.3512352249874282,-3.708304308968555e+16
Shane McClanahan,TBR,10.4258,8.5669,15.0101,3.31005,35.92,25.92,0.0,0.667,161.051,658.52,138.132,64.689,59.2317,17.9482,47.3229,,4.6419,180.088,10.0639,2.64455,3.80551,1.003,0.273474,0.0718625,0.2016113251447677,0.227732,1.15153,0.294195,0.753246,0.448507,,3.34683,3.17452,3.14039,112.33000183105467,,,,21483,1.3502062818260798,-3.705480496882878e+16
Ronel Blanco,HOU,9.3034,9.8486,12.7807,4.35144,27.54,27.54,0.0,0.0,159.671,687.645,149.982,82.8518,77.2,23.1168,66.3915,,5.18,157.857,8.89771,3.74221,2.37766,1.303,0.229561,0.0965491,0.1330119520425796,0.243448,1.35512,0.291576,0.725622,0.394247,,4.41605,1.56547,1.44668,236.6699981689453,,,,19407,1.34651246388101,-3.6953432530122744e+16
Tyler Glasnow,LAD,10.6146,6.3232,14.7671,3.21623,24.3,24.3,0.0,0.0,143.689,579.857,116.878,55.9552,51.3484,16.0612,40.6665,,3.5603,178.002,11.1492,2.54716,4.37711,1.006,0.306975,0.070132,0.2368430569767952,0.218206,1.09643,0.295159,0.752185,0.449349,,3.06538,3.69523,3.4521,106.95999908447266,,,,14374,1.3343679964370885,-3.662014207025598e+16
Brayan Bello,BOS,10.0524,10.1138,14.1544,4.07126,29.16,29.16,0.0,0.0,167.363,716.758,167.403,82.5726,75.7087,17.7033,58.7032,,7.5467,152.919,8.22326,3.15678,2.60495,0.952,0.213348,0.081901,0.1314470097422599,0.257343,1.351,0.311949,0.712957,0.512795,,3.90174,2.53772,2.56117,319.1300048828125,,,,23920,1.3343072882168774,-3.661847600538115e+16
Brandon Woodruff,MIL,9.6382,8.7227,14.6697,3.79007,25.92,25.92,0.0,0.0,156.678,649.038,141.927,70.9164,65.98,21.7086,41.7812,,6.3976,166.656,9.57319,2.40003,3.98878,1.247,0.256774,0.064374,0.1924001425504684,0.236207,1.17252,0.291443,0.735682,0.385878,,3.76283,2.62204,2.72609,228.3300018310547,,,,16162,1.3282762339643834,-3.645296089699316e+16
Tyler Kinley,COL,3.0395,3.4224,0.0,4.50606,66.0,0.0,18.773,5.7977,66.0,285.097,63.4128,35.2029,33.0444,9.62133,27.0175,,2.6662,68.5616,9.34931,3.6842,2.53767,1.312,0.240485,0.094766,0.1457191780209541,0.248275,1.37016,0.303512,0.717608,0.375138,,4.33323,0.201217,0.40709,634.5399780273438,,,,18297,1.3185593506007591,-3.618629259394172e+16
Yoshinobu Yamamoto,LAD,11.1843,7.8027,14.9718,3.57023,27.54,27.54,0.0,0.0,158.592,654.529,144.139,68.4908,62.9124,18.9606,43.3128,,5.2801,166.606,9.45475,2.45797,3.84657,1.076,0.254543,0.066174,0.1883690357208252,0.237879,1.18198,0.297783,0.739316,0.456308,,3.53885,3.09984,3.11427,54.290000915527344,,,,33825,1.3145693458485608,-3.607679166070843e+16
Yu Darvish,SDP,10.0569,10.1364,13.8048,4.2035,29.16,29.16,0.0,0.0,167.821,703.652,159.454,83.8324,78.3817,25.1359,46.8759,,8.1075,160.009,8.58106,2.51389,3.41346,1.348,0.227398,0.066618,0.1607800349593162,0.245817,1.22946,0.289776,0.715775,0.379471,,4.18958,2.02617,1.87907,222.5800018310547,,,,13074,1.3112419947489424,-3.598547646856429e+16
Charlie Morton,BAL,9.5776,9.3516,12.7871,4.16243,27.54,27.54,0.0,0.0,156.189,673.521,146.96,78.0267,72.2364,20.565,61.1301,,11.369,155.517,8.96127,3.52246,2.54404,1.185,0.230902,0.090762,0.1401399597525596,0.244518,1.3323,0.297443,0.725399,0.438438,,4.27928,1.36558,1.57046,499.3800048828125,,,,4676,1.2974324040110998,-3.560648868101079e+16
Prelander Berroa,CHW,3.0375,3.5218,0.0,4.24179,67.0,0.0,18.003,5.8372,67.0,293.86,59.5063,33.9377,31.5778,8.90356,36.1477,,2.7567,70.2483,9.43634,4.85566,1.94337,1.196,0.239054,0.12301,0.1160436868667602,0.233399,1.42767,0.287837,0.74188,0.391554,,4.53906,0.00590058,0.101262,549.9600219726562,,,,22932,1.2885693944927972,-3.5363253929730104e+16
Zach Eflin,BAL,11.0087,9.6138,16.1497,3.87955,29.16,29.16,0.0,0.0,175.851,729.671,178.628,82.2059,75.8024,24.58,30.6579,,5.9417,147.796,7.56418,1.56906,4.82083,1.258,0.202552,0.0420161,0.1605360507965088,0.257734,1.19014,0.295851,0.726696,0.438438,,3.92705,2.62866,2.41283,171.25,,,,13774,1.2828361857718995,-3.520591283758889e+16
Cristopher Sánchez,PHI,11.3887,8.8504,16.4597,3.47504,29.16,29.16,0.0,0.0,169.778,706.524,163.755,72.5629,65.5539,16.4684,47.624,,5.7801,148.79,7.88745,2.52457,3.12428,0.873,0.210595,0.0674061,0.1431890502572059,0.250727,1.24503,0.301903,0.737116,0.538346,,3.61837,3.19515,3.53512,175.9199981689453,,,,20778,1.2818188273680382,-3.517799264661815e+16
Andrew Abbott,CIN,8.6474,10.3418,11.3039,4.66118,27.54,27.54,0.0,0.0,156.361,676.302,154.251,86.0675,80.9808,27.8496,56.7559,,5.1818,151.971,8.74732,3.26682,2.67763,1.603,0.224709,0.0839209,0.1407879889011383,0.251074,1.34949,0.290884,0.726319,0.344313,,4.72643,1.64965,1.59403,460.0400085449219,,,,29911,1.274900706278612,-3.4988133044296692e+16
JP Sears,ATH,9.6319,11.7704,14.0465,4.38645,30.78,30.78,0.0,0.0,177.723,756.589,175.332,92.4239,86.6191,27.2508,52.1139,,10.4061,143.781,7.28115,2.63908,2.75897,1.38,0.190038,0.0688801,0.1211579889059066,0.252615,1.27978,0.283118,0.71329,0.34358,,4.59713,1.3704,1.49634,483.9200134277344,,,,23429,1.271505073794338,-3.4894943950789868e+16
Tyler Anderson,LAA,8.9494,11.518,12.7461,4.71579,29.16,29.16,0.0,0.0,171.416,749.197,176.402,95.8586,89.8181,27.1219,63.1078,,7.1353,135.901,7.13533,3.3134,2.15348,1.424,0.181396,0.0842339,0.0971620306372642,0.259814,1.39724,0.28934,0.71277,0.359311,,4.86708,1.14509,1.10846,499.25,,,,12880,1.266475997859265,-3.475692694519904e+16
Jesús Luzardo,PHI,10.0893,9.1382,12.395,3.92669,40.92,25.92,0.0,0.5823,161.257,680.42,146.675,75.7319,70.3561,23.1493,54.9747,,6.0775,166.147,9.27295,3.06823,3.02225,1.292,0.244183,0.0807953,0.1633880510926246,0.236814,1.25049,0.287221,0.744016,0.388583,,4.10785,2.10716,2.44506,278.0400085449219,,,,19959,1.2628325742300834,-3.465693751853487e+16
Jake Irvin,WSN,9.1977,11.1027,13.5531,4.33392,29.16,29.16,0.0,0.0,168.845,719.714,168.733,87.5189,81.3067,24.1261,54.3989,,7.4246,141.078,7.51991,2.89964,2.59339,1.286,0.196019,0.0755841,0.1204350590705871,0.256476,1.32152,0.293506,0.716182,0.423,,4.45141,1.57706,1.81828,428.0,,,,21504,1.245382354714909,-3.417803700570099e+16
Shohei Ohtani,LAD,10.0068,6.7048,13.3495,3.48345,24.3,24.3,0.0,0.0,139.363,574.693,117.175,58.4064,53.9404,17.1107,44.641,,6.5802,162.562,10.4982,2.8829,3.64153,1.105,0.282867,0.077678,0.2051888704299926,0.223841,1.16111,0.291053,0.7501,0.414142,,3.53228,2.83122,2.88385,1.4199999570846558,,,,19755,1.2339447646705939,-3.3864145955044404e+16
José Soriano,LAA,9.0425,8.8419,13.0002,3.89082,25.92,25.92,0.0,0.0,148.176,638.14,140.12,70.1879,64.0585,15.1469,62.1171,,8.9665,144.322,8.76589,3.7729,2.32338,0.92,0.22616,0.0973409,0.1288189068436622,0.247101,1.36485,0.306617,0.729427,0.520076,,3.98657,2.10677,2.27605,351.8299865722656,,,,22100,1.223987069783044,-3.359086886622932e+16
Germán Márquez,COL,8.0792,11.1764,11.7046,4.74093,27.54,27.54,0.0,0.0,160.31,693.683,174.22,90.7424,84.4465,23.3162,52.7171,,5.392,134.45,7.5482,2.9596,2.55041,1.309,0.193821,0.075996,0.1178250014781951,0.274115,1.41561,0.315826,0.700971,0.462324,,4.46732,2.16955,2.02583,735.25,,,,15038,1.219199848723625,-3.345948927994898e+16
Frankie Montas,NYM,9.6799,9.147,12.8685,4.04857,27.54,27.54,0.0,0.0,154.57,659.709,145.538,75.1906,69.5318,20.7467,54.7598,,6.3108,148.287,8.6342,3.18845,2.70796,1.208,0.224777,0.083006,0.1417708396911621,0.243115,1.29584,0.290479,0.730542,0.424514,,4.17796,1.76048,1.78418,310.3299865722656,,,,14309,1.217123701059548,-3.3402511877448056e+16
DJ Herz,WSN,8.8514,9.5036,10.2103,4.01271,45.3,24.3,0.0,0.6015,151.426,651.824,128.428,72.5687,67.5144,20.1565,73.5485,,7.1688,163.778,9.7341,4.37134,2.2268,1.198,0.25126,0.112835,0.1384255811572075,0.224875,1.33382,0.279645,0.744761,0.365635,,4.33293,1.50776,1.9739,312.3299865722656,,,,26389,1.215033441149173,-3.3345147181137844e+16
Ranger Suárez,PHI,10.9751,9.0242,14.1904,3.59241,39.54,27.54,0.0,0.5823,167.063,702.152,159.072,73.3744,66.6843,17.4859,52.9601,,5.5898,150.982,8.13367,2.85306,2.85086,0.942,0.215027,0.0754254,0.139601819217205,0.24716,1.26918,0.297992,0.739304,0.500751,,3.77106,2.831,3.19891,250.4199981689453,,,,17277,1.2114983066890819,-3.3248129621880076e+16
Merrill Kelly,ARI,9.2363,8.8954,12.7835,4.21249,25.92,25.92,0.0,0.0,152.484,653.598,153.121,76.9704,71.371,19.5011,49.5813,,4.7739,140.962,8.31989,2.92641,2.84304,1.151,0.21567,0.075859,0.1398110091686248,0.255524,1.32933,0.304526,0.716826,0.421856,,4.04956,1.70329,1.92523,300.2900085449219,,,,11156,1.2053155068506252,-3.3078450036427796e+16
Bowden Francis,TOR,8.9944,10.1032,12.6404,4.334,27.54,27.54,0.0,0.0,158.484,674.402,153.493,81.4161,76.319,25.7273,44.0256,,8.6559,145.62,8.26943,2.50012,3.30761,1.461,0.215924,0.065281,0.150642953813076,0.246884,1.2463,0.283688,0.718899,0.344517,,4.43639,1.55726,1.40544,213.9199981689453,,,,20548,1.192711065179409,-3.273253613115679e+16
Kyle Harrison,SFG,8.6149,9.1042,12.0089,4.05902,25.92,25.92,0.0,0.0,145.029,621.642,133.714,70.3867,65.4085,18.9666,53.6434,,7.7121,148.209,9.19736,3.32892,2.76286,1.177,0.238416,0.0862931,0.1521229147911071,0.238652,1.29186,0.291895,0.72741,0.38737,,4.0919,1.3248,1.68543,366.9599914550781,,,,27758,1.1908019218858765,-3.268014196490857e+16
Reese Olson,DET,9.3146,9.617,13.7207,3.84365,27.54,27.54,0.0,0.0,155.993,661.55,149.098,72.6018,66.6205,17.4539,49.6745,,6.0161,143.24,8.26416,2.86596,2.88356,1.007,0.216521,0.0750881,0.1414330005645752,0.246094,1.27424,0.29572,0.723718,0.455412,,3.85557,2.1716,2.12227,269.7900085449219,,,,24968,1.1828070909502384,-3.2460733341895668e+16
Michael Wacha,KCR,9.2671,9.8626,12.898,4.29095,27.54,27.54,0.0,0.0,159.265,676.286,159.2,81.4122,75.9333,22.0494,47.2312,,5.6064,138.36,7.81865,2.66901,2.92942,1.246,0.204588,0.0698391,0.1347489058971405,0.255354,1.29615,0.296197,0.712107,0.384692,,4.22405,2.14449,2.09115,261.5400085449219,,,,14078,1.1777498116411933,-3.232194232826173e+16
Chad Green,TOR,3.2467,3.2172,0.0,4.04859,66.0,0.0,19.881,6.8316,66.0,278.834,61.8037,31.7046,29.6897,9.67267,19.9436,,2.3416,64.6635,8.81775,2.71958,3.24232,1.319,0.231907,0.071525,0.1603817865252494,0.240904,1.2386,0.2861,0.733704,0.340852,,4.12517,0.129828,0.116182,318.75,,,,15552,1.1773172861018533,-3.2310072179440756e+16
Jameson Taillon,CHC,9.4828,10.7407,12.9834,4.45917,29.16,29.16,0.0,0.0,167.813,710.772,174.836,88.9631,83.1454,26.0111,40.4373,,5.3621,134.894,7.2345,2.16869,3.33588,1.395,0.189785,0.0568921,0.1328931078314781,0.262922,1.28281,0.295248,0.706205,0.385001,,4.39257,1.33087,1.35489,350.7099914550781,,,,11674,1.1714848444711758,-3.215000775815505e+16
Spencer Arrighetti,HOU,8.4717,9.0313,10.4698,4.38537,25.92,25.92,0.0,0.0,141.287,608.471,129.258,73.6569,68.8439,20.4866,61.1063,,7.0936,144.219,9.18678,3.89248,2.36013,1.305,0.237019,0.100426,0.1365928649902343,0.239247,1.34736,0.289621,0.721828,0.378156,,4.45809,1.23032,1.18796,211.6699981689453,,,,29921,1.1677444995730957,-3.204735844258004e+16
Gavin Williams,CLE,8.4892,9.1132,11.5239,4.11142,25.92,25.92,0.0,0.0,142.965,610.701,132.467,70.2943,65.3099,19.0779,53.3679,,6.3507,145.068,9.13241,3.35964,2.71827,1.201,0.237544,0.0873879,0.1501559689640998,0.240419,1.29986,0.293119,0.726095,0.399879,,4.12498,1.61647,1.59787,245.3800048828125,,,,30122,1.1591259554455071,-3.1810832753089748e+16
Shane Baz,TBR,8.674,9.9114,10.8279,4.23452,43.3,24.3,0.0,0.667,156.519,669.962,147.835,79.0936,73.6427,21.7736,58.2321,,7.1874,149.774,8.61214,3.3484,2.57202,1.252,0.223556,0.0869185,0.1366373002529144,0.244541,1.31656,0.291139,0.72315,0.395565,,4.31501,1.54566,1.24694,171.4600067138672,,,,22264,1.1577981124240013,-3.1774391681193256e+16
Jonathan Cannon,CHW,7.4385,11.8075,11.7408,4.75011,33.92,25.92,0.0,0.5853,164.086,715.583,173.824,92.9589,86.6029,25.6156,57.967,,6.9612,123.385,6.76757,3.17945,2.12854,1.405,0.172426,0.0810067,0.0914190262556076,0.267152,1.41262,0.295439,0.708583,0.427096,,4.87911,1.02088,0.812215,673.7899780273438,,,,31730,1.145730883871186,-3.144322095079634e+16
Miles Mikolas,STL,10.1143,11.1718,14.1382,4.28672,30.78,30.78,0.0,0.0,176.211,743.192,188.8,90.4345,83.9296,25.8442,33.3032,,6.7393,126.601,6.46618,1.70097,3.80147,1.32,0.170348,0.044811,0.1255368702113628,0.268507,1.26044,0.295905,0.708197,0.41725,,4.31794,1.81139,1.85391,642.9600219726562,,,,9803,1.144820077350737,-3.1418224949493536e+16
David Peterson,NYM,10.0468,8.5365,12.8055,3.67222,35.92,25.92,0.0,0.6566,153.875,659.085,145.3,69.0872,62.7846,16.4646,58.8881,,7.3258,142.207,8.31755,3.44431,2.41486,0.963,0.215764,0.0893483,0.1264155507087707,0.245078,1.32697,0.296718,0.745846,0.499751,,4.00007,1.67812,2.25082,373.1700134277344,,,,20302,1.1379769529254855,-3.123042354139152e+16
Edward Cabrera,MIA,7.7302,8.9884,9.6154,4.02132,37.68,22.68,0.0,0.5862,137.121,589.869,121.577,66.3896,61.2674,15.4642,64.1896,,6.8614,148.763,9.76417,4.21312,2.31756,1.015,0.252197,0.10882,0.1433770880103111,0.234334,1.35477,0.299254,0.72739,0.45272,,4.01727,1.66612,1.96002,400.5400085449219,,,,21690,1.1266240394618792,-3.0918856338746764e+16
Austin Gomber,COL,7.626,12.6059,10.1312,5.27133,29.16,29.16,0.0,0.0,166.293,727.757,193.496,103.569,97.3981,29.9327,46.3996,,4.8629,118.966,6.43864,2.51121,2.56396,1.62,0.16347,0.063757,0.0997130796313285,0.286028,1.44261,0.310017,0.688553,0.396865,,5.00047,0.89149,1.25531,749.2899780273438,,,,16561,1.1238146547910877,-3.0841756118980492e+16
Jeffrey Springs,ATH,9.5065,9.0259,13.2556,3.64289,33.92,25.92,0.0,0.6357,153.931,640.008,141.028,67.5002,62.306,19.3098,43.3508,,5.0279,147.867,8.64543,2.53462,3.41093,1.129,0.231039,0.0677348,0.1633038818836212,0.238372,1.1978,0.286764,0.742816,0.39783,,3.81892,2.16111,2.45216,235.8300018310547,,,,17677,1.1234905875789805,-3.083286247990989e+16
Tyler Mahle,TEX,8.7102,9.1523,11.7508,4.29111,25.92,25.92,0.0,0.0,147.511,629.315,144.024,75.2945,70.3319,22.4053,45.6322,,5.903,137.744,8.40409,2.78412,3.01858,1.367,0.21888,0.0725109,0.146368995308876,0.249272,1.28571,0.291212,0.722489,0.374603,,4.32155,1.39847,1.54213,432.8299865722656,,,,16358,1.1227960203835212,-3.0813800909606216e+16
Mitchell Parker,WSN,8.7347,10.2067,11.3572,4.25643,37.92,25.92,0.0,0.6015,157.378,675.409,152.653,79.9622,74.4301,22.6625,57.3988,,4.557,138.583,7.92516,3.28246,2.41439,1.296,0.205184,0.0849838,0.1202004998922348,0.248842,1.33469,0.287458,0.729512,0.383,,4.45835,1.32613,1.71888,473.0,,,,27636,1.119350299997545,-3.0719237213230296e+16
Aroldis Chapman,BOS,3.611,2.7569,0.0,3.13164,65.0,0.0,12.154,9.2199,65.0,272.422,46.1232,24.6838,22.6174,5.82111,35.7089,,2.5485,92.3185,12.7826,4.94431,2.58531,0.806,0.33888,0.131079,0.2078011184930801,0.196969,1.25896,0.296284,0.775602,0.424761,,3.25586,0.794711,1.07459,302.4599914550781,,,,10233,1.1147116093845362,-3.059193386833449e+16
Ryan Weathers,MIA,8.0422,9.7941,11.492,4.14654,34.3,24.3,0.0,0.5862,149.588,643.254,147.205,74.4522,68.9192,19.729,53.9384,,6.7201,133.442,8.02858,3.24522,2.47397,1.187,0.207448,0.0838524,0.123595967888832,0.252672,1.34465,0.296854,0.730113,0.421602,,4.31342,1.37561,2.02845,382.1300048828125,,,,23796,1.0886264212881702,-2.987605691642252e+16
Nick Martinez,CIN,8.8553,10.5353,10.1918,4.59372,42.92,25.92,0.0,0.6081,161.583,694.842,169.717,88.4979,82.4743,26.4817,44.8381,,6.4766,136.555,7.60593,2.49743,3.04551,1.475,0.196526,0.0645299,0.1319963485002517,0.263729,1.32783,0.298102,0.710259,0.425913,,4.55955,1.77716,1.5996,329.9599914550781,,,,12730,1.0855359044486397,-2.979124135876802e+16
Aaron Civale,MIL,8.1754,9.4405,10.5592,4.44661,25.92,25.92,0.0,0.0,142.91,616.521,143.53,75.5404,70.607,23.1672,42.5418,,6.4741,135.112,8.50896,2.67915,3.17599,1.459,0.219153,0.069003,0.1501499488949775,0.252913,1.30202,0.294122,0.719428,0.381284,,4.412,1.48589,1.31093,373.2099914550781,,,,19479,1.0812490643583383,-2.9673594132846484e+16
Javier Assad,CHC,9.0878,10.4295,9.8164,4.45647,46.92,25.92,0.0,0.6185,161.169,700.731,163.161,86.0087,79.8048,22.098,61.4077,,6.563,135.733,7.57963,3.42914,2.21036,1.234,0.193702,0.0876338,0.106068231165409,0.257855,1.39338,0.297018,0.715586,0.429116,,4.52977,0.90607,0.996526,575.8800048828125,,,,21741,1.0794822097246457,-2.9625104909576684e+16
Spencer Strider,ATL,8.2326,5.0481,11.1073,3.18623,19.44,19.44,0.0,0.0,110.212,447.288,84.8899,42.1348,39.0178,12.258,35.7365,,4.3843,145.952,11.9186,2.91828,4.08413,1.001,0.326305,0.079896,0.2464092299342155,0.208489,1.0945,0.291745,0.758628,0.377434,,3.05589,2.67857,2.80917,141.5399932861328,,,,27498,1.0606182040402754,-2.91074047174106e+16
Eduardo Rodriguez,ARI,9.1569,8.4234,11.2035,4.04971,34.3,24.3,0.0,0.6122,146.255,622.103,145.165,71.078,65.8101,17.9244,45.9062,,4.5656,135.547,8.34108,2.8249,2.9527,1.103,0.217886,0.073792,0.1440936550498008,0.253948,1.30642,0.304286,0.72295,0.419847,,3.94141,1.84013,2.03909,396.9200134277344,,,,13164,1.0593292905582148,-2.907203202040695e+16
Nick Lodolo,CIN,8.015,7.4414,10.826,3.90706,22.68,22.68,0.0,0.0,126.527,533.868,114.971,59.2943,54.9275,16.9967,40.2883,,11.184,138.655,9.86271,2.86576,3.44157,1.209,0.259718,0.0754649,0.1842528507113456,0.238334,1.22709,0.299851,0.729973,0.44084,,3.94153,2.19965,2.37999,244.75,,,,26378,1.056664108809111,-2.8998889278257984e+16
Nestor Cortes,MIL,8.6965,8.6398,10.5897,4.02097,40.68,22.68,0.0,0.584,146.219,612.781,135.93,69.5709,65.3266,22.9563,40.1718,,4.841,147.278,9.06521,2.47264,3.6662,1.413,0.240343,0.0655565,0.1747869029641151,0.239411,1.20437,0.284186,0.739988,0.31532,,4.11653,1.92451,1.91678,275.2900085449219,,,,17874,1.0536040649796317,-2.891491001610844e+16
Sean Burke,CHW,6.6841,9.9774,9.1339,4.67104,32.68,22.68,0.0,0.5853,138.695,606.264,134.127,76.904,71.9835,21.806,61.9035,,5.7989,127.456,8.2707,4.01695,2.05895,1.415,0.210233,0.102107,0.1081259995698928,0.249047,1.41339,0.288522,0.719789,0.382633,,4.83685,1.00332,0.833898,404.2099914550781,,,,29878,1.051725707669774,-2.886336073455391e+16
