Name,auction_value
Ivan Johnson,-inf
Diego Mosquera,-inf
Josue Briceño,-inf
Braylin Tavera,-inf
Wilton Lara,-inf
Edgardo Ordonez,-inf
Aniel Mendoza,-inf
Erick Lara,-inf
Juan Ortega,-inf
Edward Lantigua,-inf
Josnaider Orellana,-inf
Domingo Batista,-inf
Daniel Bruzual,-inf
Jerffson Pena,-inf
Joswuill Rondon,-inf
Luis Fragoza,-inf
Jorge Quintana,-inf
Emil Turbi,-inf
Carlos Virahonda,-inf
Enmanuel Ramirez,-inf
Omar Urbina,-inf
Yosweld Vasquez,-inf
Daniel Campos,-inf
Antony Gomez,-inf
Esterling Rodriguez,-inf
Diwarys Encarnacion,-inf
Carlos Carrasquel,-inf
Dario Reynoso,-inf
Robin Ortiz,-inf
Christopher Espinola,-inf
Stiven Martinez,-inf
Luis Parababire,-inf
Emiliano Galan,-inf
Johan Barrios,-inf
Adriel Radney,-inf
Alexey Lumpuy,-inf
Angel Nieblas,-inf
Kevin Verde,-inf
Luis Frias,-inf
Carlos Silva,-inf
Spence Coffman,-inf
Henry Ramos,-inf
Andrés Nolaya,-inf
Jose Rivera,-inf
Claudiel Lantigua,-inf
Moises Alcala,-inf
Adrian Hoyte,-inf
Saul Gomez,-inf
Jancory De La Cruz,-inf
Karniel Pratt,-inf
Jancel Santana,-inf
Josue Brito,-inf
Eduardo Acevedo,-inf
Raynier Ramirez,-inf
Franklin Rojas,-inf
Frederik Jimenez,-inf
Alfredo Benzan,-inf
Ricardo Paez,-inf
Edgardo De Leon,-inf
Reylin Perez,-inf
Yaikel Mijares,-inf
Browm Martinez,-inf
Andry Batista,-inf
Leonardo Pineda,-inf
Alexander Mambel,-inf
Heison Sanchez,-inf
Angel Perez,-inf
Yoerny Junco,-inf
Drew Bowser,-inf
Carlos Sanchez,-inf
Kevin Dume,-inf
Yendry Rojas,-inf
Deward Tovar,-inf
Frandy Lafond,-inf
Luis Marinez,-inf
Carlos Altuve,-inf
Henniel Alcala,-inf
Brahian Silva,-inf
Jose Pirela,-inf
Israfell Bautista,-inf
Angel Gonzalez,-inf
Angel Rodriguez,-inf
Jose Contreras,-inf
Yaxson Lucena,-inf
Alex Acosta,-inf
Railin Familia,-inf
Yovanny Rodriguez,-inf
Eddson Martinez,-inf
Jonathan Rivero,-inf
Albert Jimenez,-inf
Anderson Machado,-inf
Bairon Ledesma,-inf
Omar Mejia,-inf
Luis Corobo,-inf
Breyias Dean,-inf
Rafael Martinez,-inf
Randy Perea,-inf
Dariel Arias,-inf
Aaron Pinero,-inf
Jose Fernandez,-inf
Rafael Castillo,-inf
Starlin Aguilar,-inf
Carlos Concepcion,-inf
Amauri Ramirez,-inf
Alexander Rincon,-inf
Arison Jimenez,-inf
Angel Brachi,-inf
Dennys Riera,-inf
Alfredo Alcantara,-inf
Edrei Campos,-inf
Moises Gallardo,-inf
Alessandro Duran,-inf
Cristopfer Gonzalez,-inf
Carlos Cordero,-inf
Justin Ramirez,-inf
Moises Valdez,-inf
Francisco Caldera,-inf
Bryan Martinez,-inf
Guillermo Batista,-inf
Marwin Rivero,-inf
Bernard Moon,-inf
Nestor Urbina,-inf
Reinaldo De La Cruz,-inf
Heudy Pena,-inf
Richard Ramirez,-inf
Yordani Martinez,-inf
Junior Aybar,-inf
Robert Perez,-inf
Simon Juan,-inf
Grenyerbert Velasquez,-inf
Angelo Hernandez,-inf
Pedro Blanco,-inf
Yemil Rosario,-inf
Frankeli Mesta,-inf
Yorfran Medina,-inf
Gery Holguin,-inf
Rafael Alvarez,-inf
Agustin Acosta,-inf
Bracewell Taveras,-inf
Josias Ramirez,-inf
Eduardo Rojas,-inf
Esteban Romero,-inf
Victor Cardoza,-inf
Reyli Mariano,-inf
Darvin Cruz,-inf
Stone Russell,-inf
Enrique Jimenez,-inf
Luis Puello,-inf
Adrian Rodriguez,-inf
Robert Puason,-inf
Rickardo Perez,-inf
Edgar Montero,-inf
Jose Marcano,-inf
Reminton Batista,-inf
Anibal Salas,-inf
Carlos  Garces,-inf
Willian Berti,-inf
Angel Cruz,-inf
Kleimir Lemos,-inf
Isael Arias,-inf
Yasmil Bucce,-inf
Brando Mayea,-inf
Ezequiel Surun,-inf
Yohander Linarez,-inf
Angel Cepeda,-inf
Yandel Ricardo,-inf
Yorvin Morla,-inf
Kedaur Trujillo,-inf
Yerlin Luis,-inf
Cesar Gonzalez,-inf
Jeffrey Mercedes,-inf
Adan Sanchez,-inf
Luis Martinez,-inf
Ramiro Dominguez,-inf
Cristian Perez,-inf
Alberto Barriga,-inf
Andres Valor,-inf
Anthony Marquez,-inf
Cristian Feliz,-inf
Erick Bautista,-inf
Carlos Tavares,-inf
Jhorvic Abreus,-inf
Yosneiker Rivas,-inf
Estivel Morillo,-inf
Moises De La Rosa,-inf
Kleyver Salazar,-inf
Alexander Benua,-inf
Jorgelys Mota,-inf
Dariel Garcia,-inf
Daiverson Gutierrez,-inf
Junior Marin,-inf
Andrews Sosa,-inf
Jose Urbina,-inf
Yerald Nin,-inf
Keiberg Camacaro,-inf
Andres Villafane,-inf
Alberto Mendez,-inf
Angelo Mora,-inf
Nick Peoples,-inf
Jose Tovar,-inf
Keiver Garcia,-inf
Esmil Valencia,-inf
Derwin Laya,-inf
Queni Pineda,-inf
Alberth Palma,-inf
Angel Feliz,-inf
Raylin Ramos,-inf
German Ramirez,-inf
Manuel German,-inf
Alfonzo Martinez,-inf
Gian Zapata,-inf
Pedro Ibarguen,-inf
Angel Guzman,-inf
Juan Villavicencio,-inf
Pascual Archila,-inf
Ismael Javier,-inf
Edgar Lugo,-inf
Toby Simmons,-inf
Miguel Tamares,-inf
Raimundo De Los Santos,-inf
Eduardo Ponce,-inf
Andru Arthur,-inf
Frederi Montero,-inf
Jhocsuanth Vargas,-inf
David Avitia,-inf
Pedro Dalmagro,-inf
Ricardo Pena,-inf
Jesus Machado,-inf
Jonathan Rangel,-inf
Tavano Baker,-inf
Xavier Guillen,-inf
Juanfel Peguero,-inf
Pablo Arosemena,-inf
Joshua Liranzo,-inf
Samuel Rojas,-inf
Kleiver Chauran,-inf
Luis Vicioso,-inf
Joswa Lugo,-inf
Jose Guerra,-inf
Luis Quesada,-inf
Handelfry Encarnacion,-inf
Curley Martha,-inf
Cherif Neymour,-inf
Edwin Brito,-inf
Yimmy Diaz,-inf
Carlos Pacheco,-inf
Misael Mojica,-inf
Liosward Marin,-inf
Sebastián De Los Santos,-inf
Carlos Cauro,-inf
Alexander Martinez,-inf
Samuel Gonzalez,-inf
Jonathan Linares,-inf
Marcos Terrero,-inf
Reiner Herrera,-inf
J.D. Gonzalez,-inf
Yairo Padilla,-inf
Yeisy Celesten,-inf
Jose Alpuria,-inf
Spencer Bramwell,-inf
Moises Bolivar,-inf
Kendry Chirinos,-inf
Nazzan Zanetello,-inf
Geuri Lubo,-inf
Joseph Tailor,-inf
Freider Rojas,-inf
Adrian Garcia,-inf
Antony Peguero,-inf
Joaquin Arias Jr.,-inf
Lisandro Bonifacio,-inf
Rafael Flores,-inf
Manolfi Jimenez,-inf
Jurdrick Profar,-inf
Jhoan Peguero,-inf
Gustavo Marquez,-inf
Winder Linares,-inf
Daniel Rojas,-inf
Edwardo Espinal,-inf
Carlos Rodríguez,-inf
Kevin Hacen,-inf
D'Angelo Tejada,-inf
Dexters Peralta,-inf
Moises Semerite,-inf
Francisco Loreto,-inf
Jose Castro,-inf
Osvaldo Heredia,-inf
Jose Castro,-inf
Belfi Rivera,-inf
Ramon Landaeta,-inf
Donovan McIntyre,-inf
Derniche Valdez,-inf
Angel Ventura,-inf
Joan Gutierrez,-inf
Victor Rodriguez,-inf
Adolfo Sanchez,-inf
Diego Felix,-inf
Leroy Escalante,-inf
Vicent Nunez,-inf
Khris Almonte,-inf
Juan Alvarez,-inf
Angel Aquino,-inf
Roiber Niazoa,-inf
Humberto Tiberi,-inf
Michael Martinez,-inf
Bryant Mendez,-inf
Manuel De Cesare,-inf
Jonathan Moya,-inf
Jesus Premoli,-inf
Abelardo Medrano,-inf
Louis Pierre,-inf
Juan Perez,-inf
Hojans Hernandez,-inf
Anderson Garcia,-inf
Deinys Gonzalez,-inf
Andy Acevedo,-inf
Isaac Ponce,-inf
Sebastian Cadiz,-inf
Arnold Prado,-inf
Kyle Henley,-inf
Greylin De La Paz,-inf
Andruw Salcedo,-inf
Cristofer Lebron,-inf
Carlos Rodriguez,-inf
John Zorrilla,-inf
Jorge Rodriguez,-inf
Yannic Walther,-inf
Ivan Sosa,-inf
Mairoshendrick Martinus,-inf
Johan Contreras,-inf
Jose Familia,-inf
Brayan Amoroso,-inf
Martin Gonzalez,-inf
Yensi Rivas,-inf
Alexander Garcia,-inf
Manni Ramirez,-inf
Jesus Gamez,-inf
Rafy Peguero,-inf
Carlos Batista,-inf
Breiny Ramírez,-inf
German Guilarte,-inf
Jesus Superlano,-inf
Yadimir Fuentes,-inf
Rocky Solano,-inf
Samuel Brito,-inf
Deshandro Tromp,-inf
John Santana,-inf
Martin Tamara,-inf
Elian Soto,-inf
Byron Castillo,-inf
Adrian Bello,-inf
Edwin Solano,-inf
Klendy Leen,-inf
Yohangel Moris,-inf
Vladi Guerrero,-inf
Eduardo Perez,-inf
Johmphy De La Cruz,-inf
Juan Espinal,-inf
Luis Bolivar,-inf
Helder Rosario,-inf
Cesar Mujica,-inf
Maylerson Casanova,-inf
Dawel Joseph,-inf
Diover De Aza,-inf
Raily Liriano,-inf
Jean C. Gutierrez,-inf
Kendrick Hernandez,-inf
Freiderman Aguilera,-inf
David Freitas,-inf
Ismael Del Rosario,-inf
Eddy Perez,-inf
Carlos De Sousa,-inf
Anderson Navas,-inf
Julio Valdez,-inf
Clay Winklaar,-inf
Cristobal Bena,-inf
Joandrew Pena,-inf
Zeus Nunez,-inf
Gabriel Guanchez,-inf
Brailin Pascual,-inf
Alejandro Loaiza,-inf
Bralyn Brazoban,-inf
Juan Martinez,-inf
Randy Guzman,-inf
Hendry Chivilli,-inf
Derek Cueto,-inf
Gustavo Beltran,-inf
Deuri Castillo,-inf
Anthony Huezo,-inf
Christian Saez,-inf
Jesus Lugo,-inf
Richard Meran,-inf
Jesus Abreu,-inf
Manuel Dos Passos,-inf
Frailin Yan,-inf
Alen Pineda,-inf
Luis Leones,-inf
Daniel Mielcarek,-inf
Joseph Sequera,-inf
Juan Colorado,-inf
Nelson Marin,-inf
Edgar Mota,-inf
Samuel Estevez,-inf
Jose Ramos,-inf
Janero Miller,-inf
Randy Martinez,-inf
Eduardo Herrera,-inf
Francisco Vilorio,-inf
Fabian Alcantara,-inf
Juan Obispo,-inf
Moises Febrillet,-inf
Denilson Aguila,-inf
Abel De Leon,-inf
Gabriel Cesa,-inf
Arfeni Batista,-inf
Francisco Garcia,-inf
Eddy Marmolejos,-inf
Yorman Licourt,-inf
Fabian Lopez,-inf
Elvis Rojas,-inf
Meylin De Leon,-inf
Fidel Montero,-inf
Guillermo Rosario,-inf
Enderson Asencio,-inf
Jairo Diaz,-inf
Javier Roman,-inf
Eduardo Oviedo,-inf
Leandro Morgado,-inf
Jhosmmel Zue,-inf
Wagnel Luna,-inf
Yahil Melendez,-inf
Manuel Cabrera,-inf
Lazaro Morales,-inf
Sheng-En Lin,-inf
Carlos Villarroel,-inf
Christofer Reyes,-inf
Ezequiel Pena,-inf
Hector Liriano,-inf
Jorge Ramirez,-inf
Pedro Tovar,-inf
Alejandro Blasco,-inf
Joenelly Van Der Linden,-inf
Alexander Garcia,-inf
Brayan Rijo,-inf
Engel Paulino,-inf
Evan Estevez,-inf
Franco Willias,-inf
Enmanuel Bonilla,-inf
Tony Ruiz,-inf
Santiago Prado,-inf
Geyber Blanco,-inf
Andres Torres,-inf
Railin Tejada,-inf
Carlos Gonzalez,-inf
Gregori Arias,-inf
Jose Torrez,-inf
Johan Estrada,-inf
Carlos Avila,-inf
Steven Madero,-inf
Alexander Requena,-inf
Douglas Glod,-inf
Robinson Chacon,-inf
Feldi Tavarez,-inf
Jason Hernandez,-inf
Edgar Alfonso,-inf
Victor Hurtado,-inf
Luis Ariza,-inf
Luis Almeyda,-inf
Justin Barry,-inf
Juan Martínez,-inf
Albert Alberto,-inf
Enyel Rosario,-inf
Reynaldo De La Paz,-inf
Jesus Castro,-inf
Frandy Duran,-inf
Juan Garcia,-inf
Eric Martinez,-inf
Dilan Granadillo,-inf
Renair Manrique,-inf
Romtres Cabrera,-inf
Anthony Tandron,-inf
Enmanuel Santos,-inf
Alexi Quiroz,-inf
Luis De La Cruz,-inf
Josi Novas,-inf
Juan Olmos,-inf
Carlos Matias,-inf
Luis Freitez,-inf
Franchely Silverio,-inf
Ariel Castro,-inf
Edwin Darville,-inf
Julian Hernandez,-inf
Jemone Nuel,-inf
Heriberto Caraballo,-inf
Justin Capellan,-inf
George Feliz,-inf
Jose Gerardo,-inf
Facundo Velasquez,-inf
Santiago Contreras,-inf
Gabriel Lopez,-inf
Yaisel Ramos,-inf
Albert Gutierrez,-inf
Bohan Adderley,-inf
Leandro Romero,-inf
Richard Matic,-inf
Alfredo Rodriguez,-inf
Jean Santana,-inf
Yunior Quezada,-inf
Santiago Pinto,-inf
Jose Marchan,-inf
Jaron Elkins,-inf
Eduarlin Tejeda,-inf
Sebastian De Andrade,-inf
Camilo Diaz,-inf
Estivenzon Montero,-inf
Moises Moreno,-inf
Miguel Rivera,-inf
Paulo Asprilla,-inf
Tony Blanco Jr.,-inf
David Carrera,-inf
Wuinder Torres,-inf
Kelvin Diaz,-inf
Santiago Ustariz,-inf
Estuar Suero,-inf
Neifi Vasquez,-inf
Jesus Torres,-inf
Haniel German,-inf
Phillando Williams,-inf
Angel Garcia,-inf
Yhoan Escalona,-inf
Joan Sierra,-inf
Wilmeyber Penuela,-inf
Moises Lopez,-inf
Daiber De Los Santos,-inf
Adrian Ibarra,-inf
Yancel Guerrero,-inf
Adbiel Feliz,-inf
Chad Delancey,-inf
Steven Santos,-inf
Marcelo Alcala,-inf
Jose Perez,-inf
Bryan Andrade,-inf
Daniel Gaitor,-inf
Jehancarlos Mendez,-inf
Kashon Conliffe,-inf
Ludwing Espinoza,-inf
Joan Delgado,-inf
Vladimir Asencio,-inf
Brayan Cota,-inf
Yidel Diaz,-inf
Jesmaylin Arias,-inf
Danny Gonzalez,-inf
Erny Orellana,-inf
Juan Sulbaran,-inf
Oscar Aponte,-inf
Antonio Pimentel,-inf
Ramon Peralta,-inf
Juan Machado,-inf
Edinson Duran,-inf
Arjun Nimmala,-inf
Johnathon Thomas,-inf
Elijah Hainline,-inf
John Cruz,-inf
Juan Gonzalez,-inf
Mitchell Daly,-inf
Jean Joseph,-inf
Alessander De La Cruz,-inf
Brooks Brannon,-inf
Ashly Andujar,-inf
Rodney Green,-inf
Yeiferth Castillo,-inf
Avinson Pinto,-inf
Kade Kern,-inf
Brennon McNair,-inf
Juneiker Caceres,-inf
Lamar King Jr.,-inf
Deivis Nadal,-inf
Yeiker Reyes,-inf
Eliesbert Alejos,-inf
Diego Omana,-inf
Jordan McCants,-inf
Maikol Orozco,-inf
Jorge Mendez,-inf
Yoeilin Cespedes,-inf
Alvin Guzman,-inf
Gabriel Rodriguez,-inf
Blayberg Diaz,-inf
Demetrio Nadal,-inf
Enderso Lira,-inf
Weston Eberly,-inf
Luis Guevara,-inf
Hans Montero,-inf
Roger Lasso,-inf
Jose Suarez,-inf
Carlos Arroyo,-inf
Manuel Sequera,-inf
Elian Rayo,-inf
Diomedes Hernandez,-inf
Renny Hidalgo,-inf
Reece Walling,-inf
Rafael Ramirez Jr.,-inf
Wady Mendez,-inf
Justin Gonzales,-inf
Ronny Ugarte,-inf
Danyer Cueva,-inf
Edwin Sanchez,-inf
Carlos Linarez,-inf
Luis Guanipa,-inf
Anderson Suriel,-inf
Rainiel Rodriguez,-inf
Nick Clarno,-inf
Solomon Maguire,-inf
Derek Bernard,-inf
Oswaldo Osorio,-inf
Erick Alvarez,-inf
Ambioris Tavarez,-inf
Geury Estevez,-inf
Nehomar Ochoa Jr.,-inf
Raimel Medina,-inf
Matt Suggs,-inf
Junior Garcia,-inf
Jirvin Morillo,-inf
Fernando Peguero,-inf
Johan Benitez,-inf
Jose Astudillo,-inf
Wilman Diaz,-inf
Javier Sanchez,-inf
Alcides Hernandez,-inf
Jjam Alvarez,-inf
Dervy Ventura,-inf
Julian Brock,-inf
Williams Wong,-inf
Gerardo Rodriguez,-inf
George Wolkow,-inf
Eriandys Ramon,-inf
Herlinton Herrera,-inf
Ryan Leitch,-inf
Marcos Torres,-inf
Cristhian Vaquero,-inf
Wyatt Hoffman,-inf
Nelson Beltran,-inf
Yoiber Ruiz,-inf
Myles Naylor,-inf
Luis Rodriguez,-inf
Arnaldo Lantigua,-inf
Nik McClaughry,-inf
Carson Jones,-inf
Tommy Specht,-inf
Adari Grant,-inf
Enzo Paulino,-inf
Esteban Mejia,-inf
Gregory Duran,-inf
Starlyn Nunez,-inf
Connor Burns,-inf
Kyle DeBarge,-inf
Darlyn Montero,-inf
Andrew Miller,-inf
Harold Gonzalez,-inf
Raylin Heredia,-inf
Freili Encarnacion,-inf
Yhoangel Aponte,-inf
Juan Castillo,-inf
Rafhlmil Torres,-inf
Maui Ahuna,-inf
Pablo Guerrero,-inf
Joseph Rodriguez,-inf
Robert Gonzalez,-inf
Elvis Rijo,-inf
Charlie Pagliarini,-inf
Angel Ramirez,-inf
Malvin Valdez,-inf
Yeremi Villahermosa,-inf
Tucker Toman,-inf
Jesus Lopez,-inf
Sandro Pereira,-inf
Anyelo Marquez,-inf
Trey Faltine,-inf
Robert Arias,-inf
Juan Matheus,-inf
Ronny Polanco,-inf
Robert Hipwell,-inf
Cole Foster,-inf
Brenner Cox,-inf
Eddy Isturiz,-inf
Nicandro Aybar,-inf
Carlos Caro,-inf
Frank Rodriguez,-inf
Drake Logan,-inf
Caleb Farmer,-inf
Juan Ortuno,-inf
John Michael Faile,-inf
Milo Rushford,-inf
Christian Gonzalez,-inf
Stanley Tucker,-inf
Nomar Fana,-inf
William Sullivan,-inf
Sean McLain,-inf
Alberto Rios,-inf
James Tibbs III,-inf
Cesar Quintas,-inf
Eduardo Valencia,-inf
Mario Gomez,-inf
Chase Jaworsky,-inf
Johan Macias,-inf
Drew Cavanaugh,-inf
Victor Duarte,-inf
Jose Colmenares,-inf
A.J. Ewing,-inf
Miguel Pabon,-inf
Dillon Head,-inf
Wilber Sanchez,-inf
Eduardo Garcia,-inf
Ethan Hearn,-inf
Justin Boyd,-inf
Cristian Arguelles,-inf
Colton Bender,-inf
Ariel Almonte,-inf
José Mejía,-inf
Yasser Mercedes,-inf
Brandon Pimentel,-inf
Marcus Brown,-inf
Kai Roberts,-inf
Yosy Galan,-inf
Axiel Plaz,-inf
Jhonny Severino,-inf
Yonatan Henriquez,-inf
Sergio Campana,-inf
Kevin Richards,-inf
Jose Cordoba,-inf
Archer Brookman,-inf
Kyle Hayes,-inf
Bryson Ware,-inf
Victor Rodrigues,-inf
Jacob Campbell,-inf
Antonio Anderson,-inf
Logan Wagner,-inf
Charlie Condon,-inf
Jose Paulino,-inf
Yael Romero,-inf
Anderson Fermin,-inf
Maikol Escotto,-inf
Angel Mateo,-inf
Diego Gonzalez,-inf
Guillermo Williamson,-inf
Jefferson Pena,-inf
Paulino Santana,-inf
Nikau Pouaka-Grego,-inf
Daniel Pena,-inf
Ricardo Cova,-inf
Yolfran Castillo,-inf
Tayler Aguilar,-inf
Adrian Santana,-inf
Roderick Arias,-inf
Jhon Diaz,-inf
Brian Kalmer,-inf
Yoander Rivero,-inf
Franyerber Montilla,-inf
Ismael Mena,-inf
Aldrin Lucas,-inf
Kyle Sinzza,-inf
Daniel McElveny,-inf
Johanfran Garcia,-inf
Randy Soto,-inf
Casey Martin,-inf
Caleb Bartolero,-inf
Byron Chourio,-inf
Ricardo Gonzalez,-inf
Fenwick Trimble,-inf
Manuel Mejias,-inf
Nick Lucky,-inf
Axel Sanchez,-inf
Eric Bitonti,-inf
Sergio Tapia,-inf
Hyungchan Um,-inf
Kevin Villavicencio,-inf
Kay-Lan Nicasia,-inf
Jared Thomas,-inf
Angel Guzman,-inf
Oswaldo Patino,-inf
Cesar Hernandez,-inf
Estarling Mercado,-inf
Alberto Hernandez,-inf
Samuel Escudero,-inf
Javier Herrera,-inf
Eriel Dihigo,-inf
Brandon Winokur,-inf
Javier Francisco,-inf
Maddux Houghton,-inf
Will Bush,-inf
Braylon Bishop,-inf
Alec Makarewicz,-inf
Luis Cova,-inf
Shalin Polanco,-inf
Joe Vetrano,-inf
Colin Davis,-inf
Karim Ayubi,-inf
Jesus Galiz,-inf
Ricardo Rosario,-inf
Wooyeoul Shin,-inf
Ryan Spikes,-inf
Alfredo Velásquez,-inf
Alfonsin Rosario,-inf
Justin Miknis,-inf
Jesus Made,-inf
Cameron Decker,-inf
Adam Retzbach,-inf
Aroon Escobar,-inf
Derik Alcantara,-inf
Omar De Los Santos,-inf
Rio Foster,-inf
Carlos Colmenarez,-inf
Barrett Riebock,-inf
Cam Fisher,-inf
Kelvin Hidalgo,-inf
Christian Olivo,-inf
Cristian Garcia,-inf
Armando Cruz,-inf
Clayton Campbell,-inf
Arxy Hernandez,-inf
Hedbert Perez,-inf
Tai Peete,-inf
Hunter Haas,-inf
Elio Campos,-inf
Beycker Barroso,-inf
Enderson Delgado,-inf
Malcolm Moore,-inf
Luis Pena,-inf
Jose De La Cruz,-inf
Luis De Leon,-inf
Nicolas Deschamps,-inf
David Beckles,-inf
Newremberg Rondon,-inf
Luis Aguilera,-inf
Jose Marcano,-inf
Javier Mogollon,-inf
Erick Peña,-inf
Lennyn Nunez,-inf
Bjay Cooke,-inf
Braylin Morel,-inf
Darian Castillo,-inf
Ichiro Cano,-inf
Jose Caguana,-inf
Alexis Hernandez,-inf
Felix Morrobel,-inf
Mario Baez,-inf
Jose D. Hernandez,-inf
Jarol Capellan,-inf
Nathaniel Ochoa Leyva,-inf
Walker Martin,-inf
Ricardo Hurtado,-inf
Enyervert Perez,-inf
Hector Salas,-inf
Leny Carela,-inf
Sandy Sanchez,-inf
Jose Anderson,-inf
Jose Aular,-inf
Javier Rivas,-inf
Vladi Gomez,-inf
Oliver Tejada,-inf
Ricson Gonzalez,-inf
Isaiah Drake,-inf
Yilber Herrera,-inf
Anthuan Valencia,-inf
Colin Houck,-inf
Jaeden Calderon,-inf
Raudy De Los Santos,-inf
Michael Guzman,-inf
Logan Glass,-inf
Jhonayker Ugarte,-inf
Elijah Green,-inf
Darison Garcia,-inf
Efren Teran,-inf
Michell Ojeda,-inf
Yeral Martinez,-inf
Luis Marquez,-inf
Carter Johnson,-inf
Jordan Sanchez,-inf
Braden Barry,-inf
Juan Aparicio,-inf
Jeffry Rosa,-inf
Hector Campusano,-inf
Leiker Figueroa,-inf
Avery Owusu-Asiedu,-inf
Kevin Rivas,-inf
Pedro Pineda,-inf
Roosbert Tapia,-inf
Kevin Novoa,-inf
Cruzmel Arias,-inf
Cam Magee,-inf
Alirio Ferrebus,-inf
Anderson Tovar,-inf
Iverson Espinoza,-inf
Cristian Jauregui,-inf
Enddy Azocar,-inf
Victor Leal,-inf
Jayson Bass,-inf
Jorge Julio,-inf
Yensi Reyes,-inf
Fernando Hernandez,-inf
Cleudis Valenzuela,-inf
Juan Hernandez,-inf
Edward Vargas,-inf
Sebastian Baquera,-inf
Diosfran Cabeza,-inf
Jose Cedeno,-inf
Maykel Minoso,-inf
Julio Zayas,-inf
Dashyll Tejeda,-inf
Johan Rodriguez,-inf
Carlos Monteverde,-inf
Anyelo Gonzalez,-inf
Heribert Silva,-inf
Givian Sirvania,-inf
Raynerd Ortega,-inf
Wilian Trinidad,-inf
Jhonson Pena,-inf
Andy Encarnacion,-inf
Jesus Pinto,-inf
Joel Mendez,-inf
Angel Mata,-inf
Abel Lorenzo,-inf
Heriberto Rincon,-inf
Abraham Cohen,-inf
Kelvin Alcantara,-inf
Kevin Ereu,-inf
Jayden Felicia,-inf
Aldo Gaxiola,-inf
Branny De Oleo,-inf
Jorge Hernandez,-inf
Cesar Lugo,-inf
Yordalin Pena,-inf
Carlos Gutierrez,-inf
Rashawn Pinder,-inf
Anielson Buten,-inf
Jose Dickson,-inf
Alfredo Guanchez,-inf
Diego Benitez,-inf
Elvin Garcia,-inf
Miguel Blanco,-inf
Rafael Escalante,-inf
Pedro Catuy,-inf
Pedro Roque,-inf
Roni Cabrera,-inf
Juan Martinez,-inf
Roiner Quintana,-inf
Deivis Mosquera,-inf
John Estevez,-inf
Javier Osorio,-inf
Carlos Tirado,-inf
Juarlin Soto,-inf
Alonso Gallegos,-inf
Bryan Acuna,-inf
Christopher Paciolla,-inf
Brian Sanchez,-inf
Jonathan Martinez,-inf
Edgar Basabe,-inf
Juan Sierra,-inf
Victor Torres,-inf
Eduardo Beltre,-inf
Elias Medina,-inf
Kevin Robledo,-inf
Roderick Flores,-inf
Hayden Alvarez,-inf
Yemal Flores,-inf
Gabriel Silva,-inf
Jonathan Mejia,-inf
Yosmar Gimenez,-inf
Ewry Espinal,-inf
Leandro Alsinois,-inf
Maikol Hernández,-inf
Yimy Tovar,-inf
Walker Janek,-inf
Jose Monserrate,-inf
Chandler Pollard,-inf
Jose Monzon,-inf
TJayy Walton,-inf
Ryan Burrowes,-inf
Caleb Pendleton,-inf
Santiago Camacho,-inf
Cole Urman,-inf
Jose Serrano,-inf
Dariel Ramon,-inf
Jorge Lara,-inf
Edrick Felix,-inf
Joendry Vargas,-inf
Carlos Franco,-inf
Angel Acosta,-inf
Nate Soria,-inf
Willy Fanas,-inf
Sam Shaw,-inf
Omar Reyes,-inf
Samil Dishmey,-inf
B.Y. Choi,-inf
Jesus Fernandez,-inf
Jeremy Rodriguez,-inf
Bryan Broecker,-inf
Kaden Hollow,-inf
Nick Schwartz,-inf
Sandy Luciano,-inf
Daniel Jose Lopez,-inf
Keoni Cavaco,-inf
Miguel Rodriguez,-inf
Nomar Velasquez,-inf
Harry Owen,-inf
Darlyn De Leon,-inf
Ryan Johnson,-inf
David Guzman,-inf
Darling Fernandez,-inf
Lizandro Espinoza,-inf
Luis Pino,-inf
Carter Trice,-inf
Colton Vincent,-inf
Chase Valentine,-inf
Tommy White,-inf
Adam Crampton,-inf
Abel Bastidas,-inf
Franyer Noria,-inf
Josueth Quinonez,-inf
Yoiber Ocopio,-inf
Maikel Hernandez,-inf
Félix Amparo,-inf
Darwin De Leon,-inf
Abraham Nunez,-inf
Luis Lameda,-inf
Adrian Gil,-inf
Julio Henriquez,-inf
Ramon Ramirez,-inf
Ryan Reckley,-inf
David Leon,-inf
Gabriel Gomes,-inf
Emil Morales,-inf
Ross Friedrick,-inf
Edward Florentino,-inf
Edgleen Perez,-inf
Luis Pineda,-inf
Kelvin Diaz,-inf
Luiyin Alastre,-inf
Neurelin Montero,-inf
Ronald Ramirez,-inf
Diego Villegas,-inf
Mahki Backstrom,-inf
Jhonny Level,-inf
Jose Camacho,-inf
Juan Mateo,-inf
Jeremy Almonte,-inf
Ilan Fernandez,-inf
Merphy Hernandez,-inf
Mason Bolivar,-inf
Reginald Preciado,-inf
Gabriel Lara,-inf
Yirer Garcia,-inf
Nolan Beltran,-inf
Daje Morales,-inf
Yojackson Laya,-inf
Rabel Colon,-inf
Jose Gonzalez,-inf
Yosander Asencio,-inf
Yeuni Munoz,-inf
Diego Guzman,-inf
Angel Arevalo,-inf
Fran Alduey,-inf
Athanael Duarte,-inf
Addison Kopack,-inf
Logun Clark,-inf
Fernando Caldera,-inf
Christopher Alvarado,-inf
Jakey Josepha,-inf
Angel Diaz,-inf
Isaias Dipre,-inf
Yeycol Soriano,-inf
Ben McCabe,-inf
Jose Cerice,-inf
Yoffry Solano,-inf
Darius Perry,-inf
JT Mabry,-inf
