Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Andrew Abbott","CIN",8.6474,10.3418,11.3039,4.66118,27.54,27.54,0,0,156.361,676.302,154.251,86.0675,80.9808,27.8496,56.7559,,5.1818,151.971,8.74732,3.26682,2.67763,1.603,0.224709,0.0839209,0.1407879889011383,0.251074,1.34949,0.290884,0.726319,0.344313,,4.72643,1.64965,1.59403,460.0400085449219,,,,"29911"
"Andrew Heaney",,9.4622,10.1488,11.9702,4.25477,29.16,29.16,0,0,157.55,669.57,151.419,79.6544,74.482,23.5274,48.9523,,8.9274,149.582,8.54484,2.79639,3.05567,1.344,0.2234,0.0731101,0.1502898782491684,0.247542,1.2718,0.291603,0.720987,0.37,,4.31108,1.63596,1.79781,446.1700134277344,,,,"15423"
"Max Meyer","MIA",7.4296,9.2435,9.8858,4.20769,34.68,22.68,0,0.5862,138.171,592.034,138.246,69.9671,64.5982,17.471,46.1001,,5.6054,122.098,7.95302,3.0028,2.64854,1.138,0.206234,0.0778673,0.128367118537426,0.255855,1.33418,0.301365,0.715375,0.459747,,4.16556,1.62314,1.65004,467.7099914550781,,,,"27474"
"Gavin Williams","CLE",8.4892,9.1132,11.5239,4.11142,25.92,25.92,0,0,142.965,610.701,132.467,70.2943,65.3099,19.0779,53.3679,,6.3507,145.068,9.13241,3.35964,2.71827,1.201,0.237544,0.0873879,0.15015596896409988,0.240419,1.29986,0.293119,0.726095,0.399879,,4.12498,1.61647,1.59787,245.3800048828125,,,,"30122"
"Casey Mize","DET",8.2861,9.4245,11.7698,4.11798,25.92,25.92,0,0,144.593,617.128,146.717,71.8475,66.1591,17.9938,40.6552,,6.3447,117.452,7.31063,2.53053,2.88897,1.12,0.19032,0.0658781,0.12444192916154861,0.257341,1.29586,0.296133,0.712321,0.455412,,4.13482,1.6131,1.53855,465.2099914550781,,,,"20492"
"Jake Irvin","WSN",9.1977,11.1027,13.5531,4.33392,29.16,29.16,0,0,168.845,719.714,168.733,87.5189,81.3067,24.1261,54.3989,,7.4246,141.078,7.51991,2.89964,2.59339,1.286,0.196019,0.0755841,0.12043505907058716,0.256476,1.32152,0.293506,0.716182,0.423,,4.45141,1.57706,1.81828,428,,,,"21504"
"Lance Lynn",,8.3203,9.3441,10.9092,4.37746,25.92,25.92,0,0,143.85,615.271,140.692,74.8753,69.9666,22.137,45.8586,,6.2149,134.109,8.39056,2.86914,2.92441,1.385,0.217968,0.074534,0.14343419671058655,0.249809,1.29684,0.291325,0.717897,0.38,,4.38846,1.57513,1.42683,589.9199829101562,,,,"2520"
"Ronel Blanco","HOU",9.3034,9.8486,12.7807,4.35144,27.54,27.54,0,0,159.671,687.645,149.982,82.8518,77.2,23.1168,66.3915,,5.18,157.857,8.89771,3.74221,2.37766,1.303,0.229561,0.0965491,0.13301195204257965,0.243448,1.35512,0.291576,0.725622,0.394247,,4.41605,1.56547,1.44668,236.6699981689453,,,,"19407"
"Bowden Francis","TOR",8.9944,10.1032,12.6404,4.334,27.54,27.54,0,0,158.484,674.402,153.493,81.4161,76.319,25.7273,44.0256,,8.6559,145.62,8.26943,2.50012,3.30761,1.461,0.215924,0.065281,0.15064295381307602,0.246884,1.2463,0.283688,0.718899,0.344517,,4.43639,1.55726,1.40544,213.9199981689453,,,,"20548"
"Shane Bieber","CLE",5.8365,5.331,8.0265,3.61222,24.58,14.58,0,0.6528,95.664,398.512,91.4372,41.9088,38.3955,11.0332,23.0433,,3.2339,96.0035,9.03194,2.1679,4.16622,1.038,0.240905,0.0578234,0.18308157101273537,0.245644,1.19669,0.303185,0.732796,0.466259,,3.48276,1.54959,1.49938,443.9599914550781,,,,"19427"
"Shane Baz","TBR",8.674,9.9114,10.8279,4.23452,43.3,24.3,0,0.667,156.519,669.962,147.835,79.0936,73.6427,21.7736,58.2321,,7.1874,149.774,8.61214,3.3484,2.57202,1.252,0.223556,0.0869185,0.13663730025291443,0.244541,1.31656,0.291139,0.72315,0.395565,,4.31501,1.54566,1.24694,171.4600067138672,,,,"22264"
"David Festa","MIN",6.665,6.6049,7.0792,3.89585,40.2,16.2,0,0.6073,112.029,474.399,102.294,52.4589,48.4941,13.3812,40.0823,,4.5808,116.12,9.32866,3.22007,2.89703,1.075,0.244772,0.0844907,0.16028153151273727,0.238039,1.27089,0.296144,0.727237,0.428027,,3.84225,1.52703,1.39919,298.4599914550781,,,,"30056"
"DJ Herz","WSN",8.8514,9.5036,10.2103,4.01271,45.3,24.3,0,0.6015,151.426,651.824,128.428,72.5687,67.5144,20.1565,73.5485,,7.1688,163.778,9.7341,4.37134,2.2268,1.198,0.25126,0.112835,0.1384255811572075,0.224875,1.33382,0.279645,0.744761,0.365635,,4.33293,1.50776,1.9739,312.3299865722656,,,,"26389"
"Mason Miller","ATH",4.0473,2.6143,0,2.46188,68,0,30.338,1.4962,68,270.056,44.3248,20.3142,18.6009,5.53822,23.7959,,2.589,100.131,13.2526,3.14946,4.20791,0.733,0.370778,0.0881147,0.28266357630491257,0.181904,1.00178,0.281058,0.791929,0.370705,,2.44427,1.49246,1.54155,44.41999816894531,,,,"31757"
"Aaron Civale","MIL",8.1754,9.4405,10.5592,4.44661,25.92,25.92,0,0,142.91,616.521,143.53,75.5404,70.607,23.1672,42.5418,,6.4741,135.112,8.50896,2.67915,3.17599,1.459,0.219153,0.069003,0.15014994889497757,0.252913,1.30202,0.294122,0.719428,0.381284,,4.412,1.48589,1.31093,373.2099914550781,,,,"19479"
"Andre Pallante","STL",9.1915,9.5505,11.4064,4.00633,45.3,24.3,0,0.6269,158.215,682.945,162.836,77.7262,70.4291,13.3604,63.8422,,5.7163,117.084,6.66027,3.63163,1.83396,0.76,0.17144,0.0934807,0.07795913517475128,0.265471,1.43272,0.309511,0.716206,0.577346,,4.10313,1.45137,1.71865,500.3299865722656,,,,"26108"
"Jose Quintana",,9.5574,10.8563,13.8797,4.34442,29.16,29.16,0,0,171.061,746.991,176.928,89.4485,82.5734,21.3636,62.9489,,7.2473,137.732,7.24649,3.31192,2.188,1.124,0.184383,0.08427,0.10011298954486847,0.26142,1.40229,0.300491,0.716435,0.449,,4.41078,1.44598,1.69991,502.7099914550781,,,,"11423"
"Chris Paddack","MIN",7.2912,7.6436,6.9073,4.0848,56.2,16.2,0,0.6073,129.528,543.004,128.8,63.13,58.7886,18.2347,30.9325,,4.2191,118.593,8.24016,2.14928,3.83392,1.267,0.218401,0.0569655,0.16143544763326645,0.253617,1.23319,0.297999,0.719818,0.397557,,3.97959,1.43219,1.21295,596.7899780273438,,,,"20099"
"Tyler Mahle","TEX",8.7102,9.1523,11.7508,4.29111,25.92,25.92,0,0,147.511,629.315,144.024,75.2945,70.3319,22.4053,45.6322,,5.903,137.744,8.40409,2.78412,3.01858,1.367,0.21888,0.0725109,0.14636899530887604,0.249272,1.28571,0.291212,0.722489,0.374603,,4.32155,1.39847,1.54213,432.8299865722656,,,,"16358"
"Walker Buehler","BOS",8.6276,10.2229,9.6103,4.5716,39.92,25.92,0,0.64,154.398,667.26,161.152,84.296,78.4276,20.8266,51.5933,,6.3297,130.761,7.62216,3.00741,2.53446,1.214,0.195967,0.0773211,0.11864609271287918,0.264471,1.3779,0.306556,0.699661,0.437846,,4.35168,1.39809,1.47567,240.4199981689453,,,,"19374"
"Ryan Weathers","MIA",8.0422,9.7941,11.492,4.14654,34.3,24.3,0,0.5862,149.588,643.254,147.205,74.4522,68.9192,19.729,53.9384,,6.7201,133.442,8.02858,3.24522,2.47397,1.187,0.207448,0.0838524,0.12359596788883209,0.252672,1.34465,0.296854,0.730113,0.421602,,4.31342,1.37561,2.02845,382.1300048828125,,,,"23796"
"JP Sears","ATH",9.6319,11.7704,14.0465,4.38645,30.78,30.78,0,0,177.723,756.589,175.332,92.4239,86.6191,27.2508,52.1139,,10.4061,143.781,7.28115,2.63908,2.75897,1.38,0.190038,0.0688801,0.12115798890590668,0.252615,1.27978,0.283118,0.71329,0.34358,,4.59713,1.3704,1.49634,483.9200134277344,,,,"23429"
"Charlie Morton","BAL",9.5776,9.3516,12.7871,4.16243,27.54,27.54,0,0,156.189,673.521,146.96,78.0267,72.2364,20.565,61.1301,,11.369,155.517,8.96127,3.52246,2.54404,1.185,0.230902,0.090762,0.14013995975255966,0.244518,1.3323,0.297443,0.725399,0.438438,,4.27928,1.36558,1.57046,499.3800048828125,,,,"4676"
"Steven Matz","STL",7.3389,7.2223,7.8436,3.90762,43.82,17.82,0,0.6269,122.934,516.126,118.837,57.8613,53.3755,15.4214,34.9288,,4.911,108.758,7.96215,2.55714,3.1137,1.129,0.210719,0.0676749,0.1430443376302719,0.249508,1.2508,0.293705,0.725583,0.4377,,4.00011,1.36546,1.53155,632.6300048828125,,,,"13361"
"Yariel Rodríguez","TOR",7.2598,7.6091,6.6089,4.07343,49.82,17.82,0,0.6408,123.924,532.447,111.333,60.3502,56.0884,16.055,51.8768,,5.6599,130.45,9.47392,3.76756,2.5146,1.166,0.245,0.0974309,0.14756923913955688,0.23443,1.31702,0.290124,0.730887,0.389975,,4.13826,1.33487,1.1341,467.5400085449219,,,,"33838"
"Jameson Taillon","CHC",9.4828,10.7407,12.9834,4.45917,29.16,29.16,0,0,167.813,710.772,174.836,88.9631,83.1454,26.0111,40.4373,,5.3621,134.894,7.2345,2.16869,3.33588,1.395,0.189785,0.0568921,0.13289310783147812,0.262922,1.28281,0.295248,0.706205,0.385001,,4.39257,1.33087,1.35489,350.7099914550781,,,,"11674"
"Mitchell Parker","WSN",8.7347,10.2067,11.3572,4.25643,37.92,25.92,0,0.6015,157.378,675.409,152.653,79.9622,74.4301,22.6625,57.3988,,4.557,138.583,7.92516,3.28246,2.41439,1.296,0.205184,0.0849838,0.1202004998922348,0.248842,1.33469,0.287458,0.729512,0.383,,4.45835,1.32613,1.71888,473,,,,"27636"
"Kyle Harrison","SFG",8.6149,9.1042,12.0089,4.05902,25.92,25.92,0,0,145.029,621.642,133.714,70.3867,65.4085,18.9666,53.6434,,7.7121,148.209,9.19736,3.32892,2.76286,1.177,0.238416,0.0862931,0.15212291479110718,0.238652,1.29186,0.291895,0.72741,0.38737,,4.0919,1.3248,1.68543,366.9599914550781,,,,"27758"
"Kyle Freeland","COL",7.3902,11.472,9.3744,5.12387,27.54,27.54,0,0,153.115,668.916,176.593,92.9022,87.1712,25.9615,41.4501,,5.8256,113.249,6.65673,2.43641,2.73219,1.526,0.169303,0.0619661,0.10733693838119507,0.284076,1.42405,0.312236,0.688735,0.407508,,4.81771,1.3071,1.40362,999,,,,"16256"
"Davis Martin","CHW",6.9241,9.8067,10.1943,4.5156,24.3,24.3,0,0,136.926,591.987,137.777,73.7645,68.7006,20.4629,49.6819,,6.577,116.582,7.6628,3.26553,2.34657,1.345,0.196934,0.083924,0.11300990730524063,0.257176,1.36904,0.294253,0.71591,0.41617,,4.63902,1.28118,1.12407,707.5399780273438,,,,"21448"
"Justin Verlander",,7.3836,8.2971,10.4912,4.24906,22.68,22.68,0,0,129.715,550.807,129.088,65.4865,61.2407,19.0969,32.0608,,5.5004,109.926,7.62699,2.22447,3.42868,1.325,0.199573,0.058207,0.14136585965752602,0.251513,1.24233,0.286269,0.711704,0.343677,,4.25418,1.26906,1.29377,514.7899780273438,,,,"8700"
"Alec Marsh","KCR",7.2952,8.2693,8.0264,4.45651,35.06,21.06,0,0.6288,128.05,554.551,126.409,67.8912,63.406,17.6993,46.1112,,7.736,120.485,8.46829,3.24094,2.61292,1.244,0.217265,0.0831505,0.1341148018836975,0.252462,1.34729,0.299871,0.708191,0.391296,,4.34308,1.26233,1.25816,493.3800048828125,,,,"27451"
"Antonio Senzatela","COL",6.5212,10.0878,7.3555,5.10448,34.68,22.68,0,0.5438,136.334,597.155,161.898,83.0014,77.3239,20.4198,37.2563,,5.8282,87.4972,5.77607,2.45945,2.34852,1.348,0.146523,0.0623897,0.08413376659154892,0.292197,1.46078,0.317105,0.680982,0.47133,,4.77808,1.26128,1.09084,999,,,,"15488"
"Eury Pérez","MIA",4.7334,5.1816,6.8293,3.91425,14.58,14.58,0,0,80.6072,338.401,71.1036,37.5028,35.0574,11.1596,26.4149,,3.1681,89.8205,10.0287,2.94929,3.40037,1.246,0.265426,0.078058,0.1873682662844658,0.230244,1.2098,0.288417,0.732837,0.345659,,3.83867,1.26024,1.3608,502.5400085449219,,,,"27768"
"Lucas Giolito","BOS",6.6676,7.3292,7.5326,4.36177,35.82,17.82,0,0.64,118.398,504.965,113.809,61.308,57.3804,17.4308,40.8981,,4.4396,118.57,9.0131,3.10886,2.89916,1.325,0.234809,0.080992,0.15381678938865662,0.247611,1.30667,0.297807,0.716778,0.380232,,4.22624,1.24222,1.37555,426.9599914550781,,,,"15474"
"Luis Garcia","HOU",7.2167,7.2669,8.6063,4.20602,31.44,19.44,0,0.6365,121.187,511.175,114.575,60.5591,56.6349,18.1645,38.0474,,3.798,118.565,8.80527,2.82561,3.11623,1.349,0.231945,0.0744313,0.15751396864652634,0.244125,1.2594,0.289869,0.723814,0.365448,,4.1942,1.23112,1.13896,385.8800048828125,,,,"23735"
"Spencer Arrighetti","HOU",8.4717,9.0313,10.4698,4.38537,25.92,25.92,0,0,141.287,608.471,129.258,73.6569,68.8439,20.4866,61.1063,,7.0936,144.219,9.18678,3.89248,2.36013,1.305,0.237019,0.100426,0.13659286499023438,0.239247,1.34736,0.289621,0.721828,0.378156,,4.45809,1.23032,1.18796,211.6699981689453,,,,"29921"
"Rhett Lowder","CIN",6.7035,7.881,7.158,4.53367,41.82,17.82,0,0.6081,124.205,535.311,129.906,67.4577,62.5671,18.4513,39.6758,,5.3071,101.85,7.38013,2.87494,2.56705,1.337,0.190263,0.0741173,0.11614575237035751,0.264937,1.36534,0.301208,0.710429,0.462198,,4.54417,1.21224,1.13651,426.1700134277344,,,,"33876"
"Tobias Myers","MIL",7.6398,8.9351,9.9732,4.47856,24.3,24.3,0,0,134.958,581.467,135.862,71.8699,67.1577,21.7133,42.1343,,5.5065,120.246,8.01888,2.80982,2.85388,1.448,0.206798,0.0724621,0.13433592021465302,0.254506,1.3189,0.291295,0.719025,0.381284,,4.53507,1.21106,1.21678,330.7099914550781,,,,"22191"
"Zack Littell","TBR",7.8819,9.2214,9.3893,4.31975,39.68,22.68,0,0.667,142.333,601.934,144.453,73.1134,68.316,22.2198,34.7067,,5.5504,122.372,7.7378,2.19457,3.52589,1.405,0.203298,0.0576586,0.14563922584056854,0.257181,1.25873,0.293065,0.716277,0.380202,,4.32492,1.19682,0.974041,382.5400085449219,,,,"15823"
"Kris Bubic","KCR",7.1328,7.359,7.741,4.13005,41.82,17.82,0,0.6288,122.978,526.765,121.774,61.0763,56.434,14.812,44.0275,,4.8146,111.538,8.16278,3.2221,2.53337,1.084,0.211742,0.0835809,0.128160759806633,0.254799,1.34822,0.304239,0.721921,0.446197,,4.10979,1.19542,1.52669,352.7900085449219,,,,"21455"
"Tyler Anderson","LAA",8.9494,11.518,12.7461,4.71579,29.16,29.16,0,0,171.416,749.197,176.402,95.8586,89.8181,27.1219,63.1078,,7.1353,135.901,7.13533,3.3134,2.15348,1.424,0.181396,0.0842339,0.09716203063726425,0.259814,1.39724,0.28934,0.71277,0.359311,,4.86708,1.14509,1.10846,499.25,,,,"12880"
"Spencer Turnbull",,6.3546,6.8546,8.4362,4.21657,19.44,19.44,0,0,107.336,461.263,106.465,54.4545,50.2877,13.0592,36.7032,,5.9457,95.0179,7.96715,3.07752,2.58882,1.095,0.205995,0.0795711,0.12642396241426468,0.254328,1.33384,0.300789,0.710362,0.457,,4.16969,1.14192,1.23487,579.7100219726562,,,,"16207"
"Félix Bautista","BAL",3.6843,2.3895,0,2.73989,62,0,25.563,3.6175,62,251.114,42.7318,20.5871,18.8748,5.82111,23.3596,,2.3233,90.1956,13.0929,3.39091,3.86118,0.845,0.359182,0.0930239,0.2661580219864845,0.189556,1.06599,0.285213,0.785344,0.387776,,2.72022,1.11365,1.08125,56.380001068115234,,,,"20666"
"Jhoan Duran","MIN",3.7242,2.6438,0,2.7735,65,0,22.468,5.01,65,264.982,51.7028,22.3172,20.0308,4.63667,21.4073,,3.2945,81.0081,11.2165,2.96409,3.78413,0.642,0.305712,0.0807878,0.22492396086454391,0.215177,1.12477,0.304368,0.762441,0.527851,,2.74134,1.10655,1.17961,66.20999908447266,,,,"21029"
"Kyle Wright","KCR",5.3783,5.6479,5.6846,4.16562,34.96,12.96,0,0.6288,94.656,405.4,96.4341,47.6134,43.8112,10.286,31.3813,,5.0805,80.3284,7.63772,2.98377,2.55975,0.978,0.198146,0.0774082,0.12073779106140137,0.261383,1.35031,0.309525,0.707155,0.492114,,4.03749,1.06931,1.04909,559.3300170898438,,,,"19665"
"Zebby Matthews","MIN",5.1498,5.2322,4.7703,3.97431,39.34,11.34,0,0.6073,89.4825,372.864,88.6711,42.5999,39.5145,12.3585,18.8578,,3.3091,80.0372,8.05001,1.89669,4.24425,1.243,0.214655,0.0505755,0.16407966241240501,0.252842,1.20168,0.29544,0.719619,0.415998,,3.9162,1.06176,0.840484,404.2900085449219,,,,"31827"
"Edwin Díaz","NYM",3.8238,2.6421,0,2.91334,66,0,35.823,1.5002,66,268.949,46.8515,23.2652,21.3645,6.13067,24.42,,3.1682,91.6827,12.5022,3.33,3.75441,0.836,0.340893,0.0907979,0.2500946447253227,0.194114,1.07987,0.283675,0.76579,0.398605,,2.84978,1.06107,1.06508,41.130001068115234,,,,"14710"
"Simeon Woods Richardson","MIN",7.6925,9.6456,9.1252,4.65992,25.92,25.92,0,0,137.831,599.524,140.167,76.3407,71.3644,20.6133,51.3762,,4.7368,116.319,7.59535,3.35474,2.26407,1.346,0.194019,0.085695,0.10832410305738449,0.257939,1.3897,0.29412,0.708134,0.387542,,4.64419,1.04615,0.817519,523.6300048828125,,,,"24494"
