Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId,weighted_zscore,auction_value
Kay Robles,SEA,0.25,1.0,0.9523,0.0984,0.0756,0.0114,0.001,0.0104,0.0477,0.0495,0.0258,0.0,0.5076,0.012,0.007,0.0029,,0.0083,0.0023,0.103329,0.0258,0.5076,0.0508274,0.136596,0.150163,0.130665,0.286759,0.046834,4.0648,0.199411,0.0,-0.000166515,-0.0275059,-0.144484,-17.9177,-0.000166515,0.0,-0.1350890496833017,0.0040000001899898,-0.0100958,999.0,,,,sa3021161,-0.7528617097755524,-inf
Ian Petrutz,STL,0.25,1.0,0.9117,0.1762,0.1344,0.0248,0.0022,0.0148,0.0848,0.0786,0.0644,0.0,0.236,0.014,0.007,0.0029,,0.0132,0.0037,0.193265,0.0644,0.236,0.272881,0.25534,0.273994,0.238599,0.529334,0.0807283,4.03939,0.241653,0.0,-0.000538031,0.059366,-0.0576121,51.7278,-0.000538031,0.0,-0.0582623207592405,-0.0120000001043081,-0.00381728,999.0,,,,sa3025159,-0.26554013313122643,-inf
Tommy Troy,ARI,0.25,1.0,0.9172,0.1816,0.1336,0.0324,0.0027,0.0129,0.0884,0.0803,0.0619,0.0,0.2578,0.011,0.007,0.0029,,0.022,0.0061,0.197994,0.0619,0.2578,0.240109,0.25524,0.2814,0.24045,0.53664,0.083406,4.9201,0.258148,0.0,0.000299676,0.0608559,-0.0561222,49.8711,0.000299676,0.0,-0.0596448272117413,0.0120000001043081,-0.0014814,999.0,,,,sa3022561,-0.26567351667769823,-inf
Mike Jarvis,PIT,0.25,1.0,0.9186,0.1829,0.1257,0.036,0.0049,0.0163,0.0904,0.0846,0.0605,0.0,0.2603,0.011,0.007,0.0029,,0.0284,0.0073,0.199107,0.0605,0.2603,0.232424,0.25514,0.302199,0.247523,0.557339,0.103092,5.5038,0.256703,0.0,0.00116707,0.0665484,-0.0504297,53.6795,0.00116707,0.0,-0.0542233388405293,0.0040000001899898,-0.0017477,999.0,,,,sa3017401,-0.2657070064597058,-inf
Jeremiah Jackson,BAL,0.25,1.0,0.9276,0.1918,0.1253,0.0372,0.0019,0.0274,0.0988,0.1012,0.0545,0.0,0.2682,0.008,0.007,0.0029,,0.018,0.0052,0.20677,0.0545,0.2682,0.203207,0.25504,0.339586,0.260398,0.594626,0.132816,4.49478,0.257277,0.0,1.17696e-05,0.0769115,-0.0400666,69.5844,1.17696e-05,0.0,-0.0347900786200625,0.0120000001043081,0.00108911,999.0,,,,sa3007740,-0.26588973929104376,-inf
Scott Bandura,SFG,0.25,1.0,0.9054,0.1697,0.1225,0.0296,0.0027,0.0149,0.0857,0.077,0.0727,0.0,0.3008,0.012,0.007,0.0029,,0.0207,0.0057,0.187431,0.0727,0.3008,0.241689,0.25514,0.275458,0.23941,0.530598,0.0880274,4.75913,0.259427,0.0,0.000196154,0.0600185,-0.0569596,52.7726,0.000196154,0.0,-0.0562787257949821,0.0040000001899898,-0.00195998,999.0,,,,sa3022699,-0.26611060134795056,-inf
Andy Lugo,BOS,0.25,1.0,0.9321,0.1964,0.1442,0.0376,0.0022,0.0124,0.087,0.0819,0.046,0.0,0.254,0.012,0.007,0.0029,,0.0199,0.0054,0.210707,0.046,0.254,0.181102,0.25514,0.295676,0.244274,0.550816,0.0849694,4.57263,0.273525,0.0,0.000197118,0.0639333,-0.0530447,49.8221,0.000197118,0.0,-0.0572169037914136,-0.0120000001043081,-0.00370575,999.0,,,,sa3018400,-0.26617090846742497,-inf
Danny De Andrade,MIN,0.25,1.0,0.915,0.1792,0.1298,0.0336,0.0022,0.0136,0.0857,0.0785,0.0611,0.0,0.2414,0.014,0.007,0.0029,,0.0155,0.0044,0.195847,0.0611,0.2414,0.253107,0.25504,0.281967,0.240855,0.537007,0.0861202,4.26295,0.248276,0.0,-0.000299186,0.0611819,-0.0557962,53.8889,-0.000299186,0.0,-0.0530599095509387,0.0120000001043081,-0.000797757,999.0,,,,sa3015698,-0.26672463159171367,-inf
Braedon Karpathios,SDP,0.25,1.0,0.8835,0.1478,0.1084,0.0259,0.0013,0.0122,0.0817,0.0684,0.0986,0.0,0.3495,0.008,0.007,0.0029,,0.0072,0.002,0.167289,0.0986,0.3495,0.282117,0.25514,0.240973,0.229515,0.496113,0.0736842,3.40596,0.25643,0.0,-0.00106688,0.0520549,-0.0649232,47.8228,-0.00106688,0.0,-0.0634607613319531,-0.0120000001043081,-0.00435416,999.0,,,,sa3019863,-0.2667503954676958,-inf
Joe Redfield,LAA,0.25,1.0,0.924,0.188,0.1431,0.0282,0.0031,0.0136,0.0858,0.0792,0.0561,0.001,0.2363,0.01,0.007,0.0029,,0.0206,0.0058,0.203463,0.0561,0.2363,0.23741,0.254839,0.284848,0.240462,0.539688,0.0813853,4.74539,0.256056,0.0,0.000127761,0.0608659,-0.0561122,51.1649,0.000127761,0.0,-0.0557498205162119,0.0040000001899898,-0.00190179,999.0,,,,sa3022439,-0.26737266226350115,-inf
Angel Ortiz,ARI,0.25,1.0,0.9232,0.187,0.1376,0.0308,0.0031,0.0155,0.0884,0.0849,0.0559,0.0,0.2504,0.011,0.007,0.0029,,0.0096,0.0028,0.202556,0.0559,0.2504,0.223243,0.254638,0.293003,0.24381,0.547641,0.0904463,4.06596,0.258166,0.0,-0.000828018,0.0635599,-0.0534182,52.1324,-0.000828018,0.0,-0.0580684707965701,-0.0120000001043081,-0.00379726,999.0,,,,sa3015171,-0.26843062966408027,-inf
William Lugo,NYM,0.25,1.0,0.8961,0.1598,0.1111,0.029,0.0023,0.0175,0.0881,0.08,0.084,0.0,0.2906,0.01,0.007,0.0029,,0.0083,0.0024,0.178328,0.084,0.2906,0.289057,0.254538,0.274523,0.239646,0.529061,0.0961946,3.8844,0.23916,0.0,-0.000930751,0.0602087,-0.0567694,54.4783,-0.000930751,0.0,-0.0553659373545087,0.0120000001043081,-0.00103948,999.0,,,,sa3010876,-0.26885660108901055,-inf
Yohander Martinez,MIN,0.25,1.0,0.8875,0.1513,0.1201,0.0218,0.0017,0.0076,0.0773,0.0623,0.0866,0.002,0.2763,0.016,0.007,0.0029,,0.0097,0.0028,0.170479,0.0866,0.2763,0.313427,0.254638,0.224451,0.222434,0.479089,0.0539718,3.6862,0.235342,0.0,-0.000935875,0.0463553,-0.0706227,40.931,-0.000935875,0.0,-0.0685231541865505,0.0040000001899898,-0.00322099,999.0,,,,sa3008775,-0.268963958349451,-inf
Caleb Cali,SEA,0.25,1.0,0.8987,0.1623,0.1108,0.0281,0.002,0.0214,0.0869,0.0831,0.0814,0.0,0.3312,0.01,0.007,0.0029,,0.0091,0.0025,0.180594,0.0814,0.3312,0.245773,0.254438,0.287749,0.24399,0.542187,0.107155,3.62402,0.254746,0.0,-0.000788364,0.0637049,-0.0532732,61.7975,-0.000788364,0.0,-0.0445000632316805,0.0040000001899898,-0.000739937,999.0,,,,sa3022651,-0.26909898808951144,-inf
Josh Breaux,PHI,0.25,1.0,0.9218,0.1852,0.1134,0.0345,0.0026,0.0347,0.1022,0.1096,0.0603,0.002,0.2916,0.008,0.007,0.0029,,0.0066,0.0018,0.200911,0.0603,0.2916,0.20679,0.254237,0.35691,0.26576,0.611148,0.155999,3.80205,0.249793,0.0,-0.00082728,0.0812267,-0.0357514,67.9515,-0.00082728,0.0,-0.0391510696499608,0.0209999997168779,0.00156465,999.0,,,,sa3008051,-0.2692204830981171,-inf
Aidan Smith,TBR,0.25,1.0,0.904,0.1684,0.1186,0.0298,0.0018,0.0182,0.0882,0.0808,0.0751,0.0,0.3091,0.011,0.007,0.0029,,0.0247,0.0068,0.186283,0.0751,0.3091,0.242963,0.25524,0.283628,0.242497,0.538869,0.0973451,4.69724,0.257324,0.0,0.000570378,0.0625036,-0.0544744,58.4183,0.000570378,0.0,-0.047007774526719,0.0040000001899898,-0.000998928,999.0,,,,sa3022611,-0.2654066422212901,-inf
Caleb Hobson,COL,0.25,1.0,0.9076,0.1711,0.1287,0.0239,0.003,0.0155,0.0852,0.0757,0.0725,0.001,0.3163,0.01,0.007,0.0029,,0.0255,0.0069,0.188519,0.0725,0.3163,0.229213,0.254338,0.272697,0.237397,0.527035,0.0841781,4.92864,0.266987,0.0,0.000646469,0.0583985,-0.0585796,36.3458,0.000646469,0.0,-0.0754717026138678,0.0040000001899898,-0.00394218,999.0,,,,sa3022610,-0.2692314128468373,-inf
Marco Vargas,NYM,0.25,1.0,0.89,0.1536,0.1207,0.0243,0.0018,0.0068,0.08,0.0631,0.0911,0.001,0.2795,0.009,0.007,0.0029,,0.0179,0.0051,0.172584,0.0911,0.2795,0.325939,0.254438,0.226854,0.223147,0.481292,0.0542697,4.27787,0.24038,0.0,-0.000220287,0.0469297,-0.0700483,43.3737,-0.000220287,0.0,-0.0679344345408026,0.0040000001899898,-0.00316375,999.0,,,,sa3018632,-0.26950582954917496,-inf
Cooper Pratt,MIL,0.25,1.0,0.9217,0.185,0.1394,0.0288,0.0027,0.0141,0.0856,0.0806,0.0574,0.0,0.2551,0.011,0.007,0.0029,,0.0184,0.005,0.200716,0.0574,0.2551,0.22501,0.254137,0.283715,0.240406,0.537852,0.0829988,4.65041,0.259136,0.0,1.49227e-05,0.0608207,-0.0561574,51.1043,1.49227e-05,0.0,-0.0584549278382837,0.0120000001043081,-0.00135851,999.0,,,,sa3022867,-0.27029635020467063,-inf
Quincy Scott,TEX,0.25,1.0,0.9066,0.17,0.131,0.0266,0.0022,0.0103,0.0817,0.0702,0.0705,0.0,0.2895,0.013,0.007,0.0029,,0.0119,0.0033,0.187514,0.0705,0.2895,0.243523,0.254237,0.255901,0.2321,0.510138,0.0683874,3.9396,0.260182,0.0,-0.000649446,0.0541357,-0.0628424,47.0723,-0.000649446,0.0,-0.0612098583369515,-0.0120000001043081,-0.00411813,999.0,,,,sa3022656,-0.2703431427084011,-inf
Welbyn Francisca,CLE,0.25,1.0,0.9217,0.185,0.1433,0.0289,0.0021,0.0107,0.0814,0.0747,0.0584,0.0,0.2547,0.01,0.007,0.0029,,0.0152,0.0043,0.200716,0.0584,0.2547,0.229289,0.254137,0.271455,0.236004,0.525592,0.0707388,4.12501,0.262777,0.0,-0.000372353,0.0572774,-0.0597007,51.0439,-0.000372353,0.0,-0.0563883738068398,0.0120000001043081,-0.00114151,999.0,,,,sa3021087,-0.2705994033494072,-inf
Juan Baez,MIL,0.25,1.0,0.9348,0.1981,0.1558,0.0319,0.003,0.0074,0.0818,0.0756,0.0453,0.0,0.1614,0.01,0.007,0.0029,,0.017,0.005,0.211917,0.0453,0.1614,0.280669,0.254137,0.276209,0.236429,0.530346,0.0642918,4.54393,0.246701,0.0,-0.000291122,0.0576199,-0.0593582,48.4276,-0.000291122,0.0,-0.0619617421180009,0.0040000001899898,-0.00254691,999.0,,,,sa3018525,-0.27063840577076403,-inf
David Smith,DET,0.25,1.0,0.8773,0.1405,0.1059,0.0216,0.0023,0.0108,0.0794,0.0638,0.0998,0.0,0.3016,0.013,0.007,0.0029,,0.0192,0.0054,0.16015,0.0998,0.3016,0.330902,0.254037,0.22706,0.225052,0.481097,0.0669098,4.56466,0.226788,0.0,-7.31072e-05,0.0484628,-0.0685153,43.2877,-7.31072e-05,0.0,-0.0649638271133881,-0.0120000001043081,-0.00450583,999.0,,,,sa3022925,-0.2709735103107442,-inf
Drew Lugbauer,ATH,0.25,1.0,0.9032,0.1662,0.0951,0.0341,0.0018,0.0352,0.0979,0.1017,0.0789,0.001,0.4164,0.008,0.007,0.0029,,0.004,0.0011,0.184012,0.0789,0.4164,0.189481,0.253836,0.342671,0.262102,0.596507,0.158658,3.2873,0.285652,0.0,-0.00107404,0.0782831,-0.0386949,72.1291,-0.00107404,0.0,-0.0329641632270067,-0.0209999997168779,-0.00213048,999.0,,,,sa829268,-0.2710330805363655,-inf
Oliver Carrillo,HOU,0.25,1.0,0.8962,0.1592,0.1046,0.0262,0.0015,0.0269,0.0929,0.0907,0.0829,0.002,0.3737,0.011,0.007,0.0029,,0.0055,0.0015,0.177639,0.0829,0.3737,0.221836,0.253836,0.300268,0.247498,0.554104,0.122629,3.29439,0.263231,0.0,-0.00105837,0.0665289,-0.0504492,59.4313,-0.00105837,0.0,-0.0474775254260748,-0.0120000001043081,-0.00269989,999.0,,,,sa3019662,-0.2713881593388699,-inf
Quinn McDaniel,SFG,0.25,1.0,0.9015,0.1644,0.1183,0.0277,0.0034,0.015,0.0858,0.0756,0.0786,0.0,0.3448,0.01,0.007,0.0029,,0.0266,0.0073,0.182363,0.0786,0.3448,0.227958,0.253736,0.270549,0.23726,0.524285,0.0881864,5.26514,0.27228,0.0,0.000730511,0.0582884,-0.0586896,51.3258,0.000730511,0.0,-0.0574744081241078,0.0040000001899898,-0.00208346,999.0,,,,sa3022701,-0.2716725808185962,-inf
Jay Beshears,MIA,0.25,1.0,0.9151,0.1782,0.1336,0.0352,0.0016,0.0078,0.0776,0.0693,0.064,0.002,0.235,0.011,0.007,0.0029,,0.0093,0.0027,0.194733,0.064,0.235,0.27234,0.253936,0.262266,0.23227,0.516203,0.0675336,3.63738,0.250846,0.0,-0.000864092,0.0542723,-0.0627057,43.3783,-0.000864092,0.0,-0.0685727181262336,0.0120000001043081,-0.00240345,999.0,,,,sa3022485,-0.271791312498263,-inf
Tommy Hawke,CLE,0.25,1.0,0.9035,0.1664,0.129,0.0246,0.0025,0.0104,0.0817,0.0698,0.0766,0.002,0.277,0.01,0.007,0.0029,,0.0267,0.0077,0.184173,0.0766,0.277,0.276534,0.253736,0.251577,0.229627,0.505313,0.0674045,4.94237,0.250361,0.0,0.000535629,0.0521449,-0.0648331,46.5583,0.000535629,0.0,-0.060612850356847,-0.0120000001043081,-0.00405647,999.0,,,,sa3023055,-0.2719041827088852,-inf
Wade Stauss,STL,0.25,1.0,0.8918,0.1548,0.1074,0.0306,0.0023,0.0145,0.0836,0.074,0.0783,0.0,0.385,0.02,0.007,0.0029,,0.0086,0.0024,0.173582,0.0783,0.385,0.203377,0.253836,0.26183,0.235504,0.515666,0.0882485,3.96987,0.280993,0.0,-0.000875487,0.0568748,-0.0601033,49.6445,-0.000875487,0.0,-0.0610909784445539,0.0209999997168779,-0.000701253,999.0,,,,sa3017000,-0.2719096952173262,-inf
Narbe Cruz,HOU,0.25,1.0,0.9271,0.1896,0.1402,0.0331,0.0022,0.0141,0.0861,0.0816,0.051,0.0,0.2747,0.012,0.007,0.0029,,0.0101,0.0029,0.204509,0.051,0.2747,0.185657,0.253335,0.290584,0.242025,0.543918,0.0860749,3.85382,0.271967,0.0,-0.000758259,0.0621237,-0.0548544,55.5813,-0.000758259,0.0,-0.0515825657639652,0.0040000001899898,-0.0014714,999.0,,,,sa3015205,-0.2738448818941274,-inf
Miguel Rodríguez,BAL,0.25,1.0,0.9007,0.1632,0.1264,0.0223,0.002,0.0125,0.0833,0.0727,0.0754,0.0,0.2382,0.014,0.007,0.0029,,0.0114,0.0032,0.181192,0.0754,0.2382,0.316541,0.253335,0.252026,0.230935,0.505361,0.0708338,3.91456,0.229376,0.0,-0.000719205,0.0531978,-0.0637802,48.8595,-0.000719205,0.0,-0.0592346867779269,0.0209999997168779,-0.000505974,999.0,,,,sa3021226,-0.2739479684568226,-inf
Alex Mooney,CLE,0.25,1.0,0.9096,0.173,0.124,0.0322,0.0023,0.0145,0.0875,0.0784,0.0665,0.0,0.2522,0.014,0.007,0.0029,,0.0317,0.0084,0.190193,0.0665,0.2522,0.26368,0.254237,0.278474,0.239706,0.532711,0.0882806,5.08611,0.243884,0.0,0.00132395,0.0602575,-0.0567206,53.6484,0.00132395,0.0,-0.0517119800206273,0.0040000001899898,-0.00148477,999.0,,,,sa3023070,-0.2694303747282563,-inf
Jose Perez,TBR,0.25,1.0,0.8817,0.1442,0.1077,0.0219,0.0026,0.012,0.0796,0.0667,0.0974,0.0,0.3096,0.011,0.007,0.0029,,0.0098,0.0028,0.163548,0.0974,0.3096,0.314599,0.253335,0.235114,0.226863,0.488449,0.0715663,3.89981,0.233116,0.0,-0.00087957,0.0499203,-0.0670578,47.4209,-0.00087957,0.0,-0.0610410379595123,-0.0120000001043081,-0.0041007,999.0,,,,sa3016162,-0.2740978614164516,-inf
Trevor Boone,COL,0.25,1.0,0.9243,0.1887,0.1125,0.0362,0.0066,0.0333,0.1014,0.106,0.0558,0.0,0.3973,0.01,0.007,0.0029,,0.0181,0.005,0.204154,0.0558,0.3973,0.140448,0.25524,0.365574,0.269787,0.620814,0.161419,5.78556,0.310365,0.0,0.000187749,0.0844678,-0.0325103,58.1464,0.000187749,0.0,-0.0498610750364605,-0.0120000001043081,-0.00294962,999.0,,,,sa3010336,-0.2648110045935858,-inf
Connor Pavolony,BAL,0.25,1.0,0.8938,0.1587,0.1093,0.0319,0.0023,0.0152,0.0868,0.0768,0.0853,0.0,0.3267,0.011,0.007,0.0029,,0.0074,0.0021,0.177556,0.0853,0.3267,0.261096,0.255742,0.269412,0.238596,0.525153,0.091855,3.79909,0.256754,0.0,-0.000993195,0.0593634,-0.0576147,54.2479,-0.000993195,0.0,-0.0533431391231715,0.0209999997168779,0.000102491,999.0,,,,sa3017156,-0.26406671438061924,-inf
Robert Calaz,COL,0.25,1.0,0.9203,0.1871,0.1306,0.0279,0.0036,0.0249,0.0924,0.0923,0.0588,0.001,0.318,0.011,0.007,0.0029,,0.0123,0.0034,0.203303,0.0588,0.318,0.184906,0.257647,0.322504,0.25566,0.580151,0.1192,4.47297,0.27755,0.0,-0.000490771,0.0730982,-0.0438799,48.6385,-0.000490771,0.0,-0.0619092520792037,-0.0120000001043081,-0.00419393,999.0,,,,sa3021078,-0.25560972564615914,-inf
Boston Baro,NYM,0.25,1.0,0.9186,0.1856,0.1416,0.032,0.0029,0.009,0.0838,0.0748,0.0625,0.0,0.2303,0.009,0.007,0.0029,,0.0096,0.0027,0.202047,0.0625,0.2303,0.271385,0.257848,0.27248,0.238293,0.530328,0.0704333,4.00289,0.257322,0.0,-0.000855392,0.05912,-0.0578581,53.5679,-0.000855392,0.0,-0.056379290879704,0.0040000001899898,-0.00197036,999.0,,,,sa3022962,-0.25561541000189103,-inf
William Simoneit,CHC,0.25,1.0,0.9016,0.1685,0.113,0.0355,0.0027,0.0173,0.0886,0.0823,0.0725,0.0,0.3482,0.016,0.007,0.0029,,0.009,0.0025,0.18689,0.0725,0.3482,0.208214,0.257747,0.289818,0.246116,0.547566,0.102928,4.02789,0.278402,0.0,-0.000802839,0.0654162,-0.0515619,57.865,-0.000802839,0.0,-0.0511881540878675,0.0209999997168779,0.000321487,999.0,,,,sa3014885,-0.25567223849210063,-inf
Will Banfield,CIN,0.25,1.0,0.9347,0.2014,0.1311,0.0398,0.0027,0.0278,0.0977,0.1037,0.0474,0.0,0.2808,0.008,0.007,0.0029,,0.004,0.0011,0.21547,0.0474,0.2808,0.168803,0.257547,0.353054,0.265989,0.610601,0.137584,3.38939,0.274206,0.0,-0.00111744,0.0814111,-0.0355669,62.2208,-0.00111744,0.0,-0.0462941062869504,0.0209999997168779,0.000826934,999.0,,,,sa3007973,-0.2560628373309469,-inf
Michael Trautwein,CIN,0.25,1.0,0.9045,0.1712,0.111,0.0348,0.0037,0.0217,0.0926,0.0886,0.0746,0.0,0.3369,0.011,0.007,0.0029,,0.0095,0.0027,0.189276,0.0746,0.3369,0.221431,0.257547,0.307905,0.251946,0.565452,0.118629,4.30572,0.270392,0.0,-0.000745168,0.0701084,-0.0468697,52.7688,-0.000745168,0.0,-0.0572245844523422,0.0209999997168779,-0.000301941,999.0,,,,sa3017043,-0.2562438949576737,-inf
Ronald Rosario,BOS,0.25,1.0,0.9231,0.1899,0.1383,0.0346,0.0024,0.0145,0.0868,0.0831,0.059,0.001,0.2452,0.008,0.007,0.0029,,0.0059,0.0016,0.20572,0.059,0.2452,0.24062,0.257647,0.295418,0.245568,0.553065,0.0896978,3.34259,0.261635,0.0,-0.00108043,0.0649755,-0.0520026,50.7329,-0.00108043,0.0,-0.0574522699462249,0.0209999997168779,-0.00032189,999.0,,,,sa3015525,-0.25628876782019683,-inf
Cam Smith,HOU,0.25,1.0,0.9221,0.1886,0.1295,0.0274,0.0051,0.0266,0.0969,0.0986,0.057,0.006,0.2601,0.011,0.007,0.0029,,0.0115,0.0032,0.204533,0.057,0.2601,0.219146,0.257346,0.331851,0.256532,0.589198,0.127318,4.76291,0.252179,0.0,-0.000507419,0.0738,-0.043178,65.786,-0.000507419,0.0,-0.0396553812315687,0.0040000001899898,-0.00023959,999.0,,,,sa3025358,-0.2567228630194796,-inf
Logan Cerny,HOU,0.25,1.0,0.9122,0.1783,0.1123,0.0363,0.0022,0.0274,0.0995,0.0976,0.0689,0.0,0.3572,0.009,0.007,0.0029,,0.026,0.0069,0.195462,0.0689,0.3572,0.192889,0.256945,0.330081,0.258923,0.587026,0.13462,5.17491,0.282267,0.0,0.000904317,0.0757244,-0.0412537,67.4678,0.000904317,0.0,-0.0363193011726252,0.0040000001899898,0.000104953,999.0,,,,sa3017661,-0.2578405340473923,-inf
Kevin Parada,NYM,0.25,1.0,0.9075,0.1735,0.1136,0.0347,0.0025,0.0227,0.0929,0.0905,0.0706,0.001,0.3426,0.012,0.007,0.0029,,0.0045,0.0013,0.191185,0.0706,0.3426,0.206071,0.256845,0.309972,0.25178,0.566817,0.118788,3.45991,0.274581,0.0,-0.00116711,0.0699752,-0.0470028,62.6456,-0.00116711,0.0,-0.0458357650786638,0.0209999997168779,0.00087427,999.0,,,,sa3020575,-0.2592353907773955,-inf
Jalen Battles,TBR,0.25,1.0,0.9253,0.1913,0.1402,0.0374,0.0038,0.0099,0.0828,0.0764,0.0548,0.0,0.2792,0.01,0.007,0.0029,,0.0115,0.0033,0.206744,0.0548,0.2792,0.196275,0.256845,0.287474,0.242535,0.544319,0.0807306,4.40502,0.282027,0.0,-0.000654468,0.0625337,-0.0544444,58.4446,-0.000654468,0.0,-0.0482025606324896,0.0040000001899898,-0.00112232,999.0,,,,sa3020205,-0.25962908261108486,-inf
Jadiel Sanchez,LAA,0.25,1.0,0.924,0.1899,0.1356,0.0305,0.0033,0.0205,0.0905,0.0897,0.0561,0.001,0.2222,0.01,0.007,0.0029,,0.0077,0.0022,0.205519,0.0561,0.2222,0.252475,0.256745,0.312229,0.251237,0.568974,0.10671,3.8211,0.246114,0.0,-0.000935023,0.0695381,-0.04744,58.7441,-0.000935023,0.0,-0.0481404602178372,-0.0120000001043081,-0.00276835,999.0,,,,sa3011629,-0.25964073544214394,-inf
Daniel Mateo,TEX,0.25,1.0,0.9378,0.2034,0.1406,0.0359,0.0044,0.0225,0.0969,0.096,0.0433,0.0,0.2625,0.009,0.007,0.0029,,0.0305,0.0097,0.216891,0.0433,0.2625,0.164952,0.256444,0.336532,0.259188,0.592976,0.119642,5.54108,0.274174,0.0,0.00064899,0.0759372,-0.0410409,66.126,0.00064899,0.0,-0.038109962537419,0.0040000001899898,-7.9982e-05,999.0,,,,sa3010886,-0.25994275139005246,-inf
John Garcia,HOU,0.25,1.0,0.9112,0.177,0.125,0.0329,0.002,0.0171,0.089,0.0831,0.0609,0.0,0.2977,0.018,0.007,0.0029,,0.0109,0.0031,0.194249,0.0609,0.2977,0.204568,0.256644,0.291045,0.245356,0.547689,0.0967954,3.98771,0.264998,0.0,-0.000684785,0.0648048,-0.0521732,57.9245,-0.000684785,0.0,-0.0488279667333699,0.0209999997168779,0.000568808,999.0,,,,sa3020419,-0.26012451182013513,-inf
Jheremy Vargas,MIL,0.25,1.0,0.9036,0.1693,0.1274,0.0272,0.0019,0.0128,0.0854,0.0755,0.0765,0.0,0.2331,0.01,0.007,0.0029,,0.0241,0.0072,0.187362,0.0765,0.2331,0.328185,0.256544,0.264166,0.236312,0.52071,0.0768039,4.60805,0.235445,0.0,0.000215765,0.0575258,-0.0594523,48.3489,0.000215765,0.0,-0.0615489671181421,-0.0120000001043081,-0.00415672,999.0,,,,sa3015353,-0.2603298525980945,-inf
Matt O'Neill,NYM,0.25,1.0,0.8838,0.1486,0.0995,0.0296,0.0023,0.0171,0.0874,0.0768,0.0983,0.002,0.3644,0.008,0.007,0.0029,,0.0072,0.002,0.168138,0.0983,0.3644,0.269759,0.255641,0.264766,0.236852,0.520407,0.0966282,3.73055,0.258198,0.0,-0.0009784891,0.0579603,-0.0590178,52.5981,-0.0009784891,0.0,-0.05766205501277,0.0209999997168779,-0.000347122,999.0,,,,sa1170279,-0.264418427681666,-inf
Bryan Rincon,PHI,0.25,1.0,0.8917,0.1574,0.1143,0.0283,0.0018,0.013,0.0865,0.0732,0.0874,0.0,0.2803,0.011,0.007,0.0029,,0.0206,0.006,0.176517,0.0874,0.2803,0.311809,0.256544,0.256028,0.23462,0.512572,0.079511,4.49869,0.23852,0.0,1.12435e-05,0.0561633,-0.0608148,46.9921,1.12435e-05,0.0,-0.0633759493139223,0.0120000001043081,-0.00186674,999.0,,,,sa3020221,-0.26044593183187315,-inf
Ahbram Liendo,BOS,0.25,1.0,0.9041,0.1697,0.1232,0.0341,0.0043,0.008,0.0844,0.0699,0.077,0.0,0.3637,0.009,0.007,0.0029,,0.0293,0.0082,0.1877,0.077,0.3637,0.211713,0.256444,0.261365,0.234863,0.517809,0.0736644,5.65926,0.299778,0.0,0.000887853,0.056359,-0.0606191,43.2024,0.000887853,0.0,-0.0641005367506295,0.0040000001899898,-0.00276423,999.0,,,,sa3016173,-0.2607772816694976,-inf
Peyton Graham,DET,0.25,1.0,0.8985,0.1642,0.1241,0.029,0.002,0.009,0.0799,0.0675,0.0776,0.0,0.2579,0.014,0.007,0.0029,,0.0162,0.0045,0.182749,0.0776,0.2579,0.300892,0.256544,0.249416,0.231657,0.50596,0.0666667,4.19756,0.243032,0.0,-0.000284924,0.0537784,-0.0631996,47.9334,-0.000284924,0.0,-0.0598600199155043,0.0120000001043081,-0.00150006,999.0,,,,sa3019990,-0.26083021379590204,-inf
Dylan Campbell,LAD,0.25,1.0,0.9179,0.1832,0.1325,0.0295,0.0016,0.0195,0.0955,0.0891,0.0632,0.002,0.2651,0.009,0.007,0.0029,,0.0301,0.0082,0.199586,0.0632,0.2651,0.238401,0.256143,0.298834,0.246207,0.554977,0.0992483,5.06073,0.255661,0.0,0.00109915,0.0654895,-0.0514886,57.0792,0.00109915,0.0,-0.0502259032800793,-0.0120000001043081,-0.0029873,999.0,,,,sa3022751,-0.26135330116039934,-inf
Jacob Nottingham,SEA,0.25,1.0,0.9026,0.1679,0.1035,0.0309,0.0024,0.0311,0.0959,0.098,0.0695,0.0,0.3374,0.018,0.007,0.0029,,0.0126,0.0036,0.186018,0.0695,0.3374,0.205987,0.256143,0.328939,0.259188,0.585081,0.14292,4.33895,0.252818,-0.001,-0.000445476,0.0759372,-0.0410408,72.4881,-0.00144548,0.0,-0.0329248195048421,-0.0289999991655349,-0.00295264,999.0,,,,16448,-0.2614795848285923,-inf
Ryan Wrobleski,HOU,0.25,1.0,0.9221,0.1875,0.1281,0.04,0.0024,0.0171,0.0913,0.0867,0.053,0.0,0.2854,0.015,0.007,0.0029,,0.0155,0.0043,0.20334,0.053,0.2854,0.185704,0.256243,0.307667,0.250041,0.56391,0.104327,4.38919,0.271944,0.0,-0.000189232,0.0685754,-0.0484027,61.2198,-0.000189232,0.0,-0.0445618870435282,0.0209999997168779,0.0010094,999.0,,,,sa3020239,-0.26156569667934704,-inf
