Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId,weighted_zscore,auction_value
Diego Mosquera,NYM,0.25,1.0,0.9269,0.1676,0.1378,0.0218,0.0029,0.0051,0.0729,0.0637,0.0522,0.0,0.219,0.011,0.007,0.0029,,0.0098,0.0028,0.180818,0.0522,0.219,0.238356,0.231471,0.227101,0.20841,0.458572,0.0462833,4.06784,0.228938,0.0,-0.000760395,0.0350678,-0.0819103,33.4541,-0.000760395,0.0,-0.0803364697494544,0.0040000001899898,-0.00444461,999.0,,,,sa3016825,-0.3639798919015595,-inf
Josue Briceño,DET,0.25,1.0,0.9156,0.1729,0.1294,0.0264,0.0034,0.0137,0.0808,0.0755,0.0645,0.003,0.2368,0.01,0.007,0.0029,,0.0088,0.0025,0.188838,0.0645,0.2368,0.272382,0.24812,0.269987,0.231646,0.518106,0.081149,3.86624,0.23687,0.0,-0.000838104,0.0537701,-0.0632079,47.9262,-0.000838104,0.0,-0.060421495581977,-0.0209999997168779,-0.00496621,999.0,,,,sa3018584,-0.2953611017394325,-inf
Braylin Tavera,BAL,0.25,1.0,0.9067,0.1471,0.1149,0.0188,0.0022,0.0111,0.0777,0.0661,0.0734,0.0,0.3143,0.01,0.007,0.0029,,0.0251,0.0075,0.162237,0.0734,0.3143,0.233535,0.23117,0.22444,0.209532,0.455611,0.0622036,4.74869,0.231175,0.0,0.000417385,0.0359715,-0.0810065,33.8043,0.000417385,0.0,-0.0753243756480515,0.0040000001899898,-0.0039234,999.0,,,,sa3018416,-0.3644427160411058,-inf
Wilton Lara,HOU,0.25,1.0,0.9431,0.1438,0.1127,0.0198,0.0015,0.0099,0.066,0.0631,0.035,0.0,0.3042,0.012,0.007,0.0029,,0.0126,0.0036,0.152476,0.035,0.3042,0.115056,0.191355,0.208249,0.180167,0.399604,0.0557735,4.29162,0.210535,0.0,-0.000198443,0.0123367,-0.104641,12.0691,-0.000198443,0.0,-0.1008097719459328,0.0040000001899898,-0.00655548,999.0,,,,sa3018604,-0.5281357947868023,-inf
Edgardo Ordonez,MIL,0.25,1.0,0.9237,0.1244,0.094,0.0159,0.0015,0.013,0.0654,0.0624,0.0564,0.0,0.3816,0.01,0.007,0.0029,,0.0091,0.0026,0.134676,0.0564,0.3816,0.147799,0.191355,0.197358,0.178443,0.388713,0.0626827,3.83997,0.207797,0.0,-0.000498961,0.0109487,-0.106029,9.39861,-0.000498961,0.0,-0.108840781613253,0.0209999997168779,-0.00563274,999.0,,,,sa3016553,-0.5281602424706318,-inf
Aniel Mendoza,TEX,0.25,1.0,0.9348,0.1354,0.102,0.0157,0.0016,0.0161,0.0688,0.0681,0.0453,0.0,0.3391,0.01,0.007,0.0029,,0.0087,0.0025,0.144844,0.0453,0.3391,0.133589,0.191255,0.216731,0.184125,0.407985,0.071887,3.85649,0.203375,0.0,-0.000513994,0.0155225,-0.101456,13.3256,-0.000513994,0.0,-0.0996876515564508,-0.0289999991655349,-0.00984775,999.0,,,,sa3021590,-0.5284053816483039,-inf
Erick Lara,TBR,0.25,1.0,0.9314,0.1321,0.1067,0.0173,0.0016,0.0065,0.0605,0.0546,0.0487,0.0,0.33,0.01,0.007,0.0029,,0.0106,0.003,0.14183,0.0487,0.33,0.147576,0.191355,0.184776,0.172911,0.376131,0.0429461,3.95493,0.208673,0.0,-0.000400426,0.00649629,-0.110482,9.46982,-0.000400426,0.0,-0.1039859299489762,0.0120000001043081,-0.00605728,999.0,,,,sa3022307,-0.5284309024302637,-inf
Juan Ortega,BAL,0.25,1.0,0.9205,0.1211,0.0954,0.0142,0.0014,0.01,0.0644,0.0575,0.0526,0.0,0.3583,0.017,0.007,0.0029,,0.0112,0.0031,0.131559,0.0526,0.3583,0.146804,0.191255,0.18251,0.173645,0.373764,0.0509506,4.1815,0.198677,0.0,-0.00031777,0.00708756,-0.109891,8.56069,-0.00031777,0.0,-0.1049435162567533,0.0209999997168779,-0.00522668,999.0,,,,sa3021239,-0.5286456961154418,-inf
Edward Lantigua,NYM,0.25,1.0,0.929,0.1295,0.1012,0.0161,0.0017,0.0106,0.0651,0.0604,0.0471,0.0,0.3592,0.014,0.007,0.0029,,0.0096,0.0027,0.139397,0.0471,0.3592,0.131125,0.191154,0.194726,0.176908,0.38588,0.0553283,4.0014,0.209996,0.0,-0.000454457,0.00971364,-0.107264,12.2516,-0.000454457,0.0,-0.1053847017465159,0.0040000001899898,-0.00703153,999.0,,,,sa3024476,-0.5290643197522387,-inf
Josnaider Orellana,ATL,0.25,1.0,0.9352,0.1357,0.1106,0.0158,0.0014,0.0079,0.0644,0.0582,0.0439,0.0,0.3274,0.011,0.007,0.0029,,0.0093,0.0026,0.145103,0.0439,0.3274,0.134087,0.191154,0.190334,0.174436,0.381488,0.045231,3.95676,0.210578,0.0,-0.000499213,0.00772392,-0.109254,5.88109,-0.000499213,0.0,-0.1130473180091939,0.0209999997168779,-0.00606719,999.0,,,,sa3019404,-0.529186796944297,-inf
Domingo Batista,TBR,0.25,1.0,0.9283,0.1288,0.1045,0.0157,0.0015,0.0071,0.0599,0.0541,0.0518,0.0,0.3681,0.01,0.007,0.0029,,0.0084,0.0023,0.138748,0.0518,0.3681,0.140723,0.191154,0.181838,0.172169,0.372992,0.0430895,3.70699,0.217283,0.0,-0.000564025,0.00589912,-0.111079,8.94792,-0.000564025,0.0,-0.1047466926975175,0.0040000001899898,-0.00696207,999.0,,,,sa3024118,-0.5293169157229837,-inf
Daniel Bruzual,TEX,0.25,1.0,0.9479,0.1482,0.1197,0.0192,0.0018,0.0075,0.0633,0.06,0.0322,0.0,0.2883,0.01,0.007,0.0029,,0.0086,0.0024,0.156346,0.0322,0.2883,0.111689,0.190954,0.204135,0.177768,0.395089,0.0477898,3.85314,0.213473,0.0,-0.000529799,0.0104053,-0.106573,8.85337,-0.000529799,0.0,-0.1048206564155407,0.0209999997168779,-0.00521399,999.0,,,,sa3018531,-0.5300397147740649,-inf
Jerffson Pena,PHI,0.25,1.0,0.9349,0.135,0.1032,0.0171,0.0016,0.0131,0.0676,0.0647,0.0442,0.003,0.3844,0.011,0.007,0.0029,,0.0149,0.0042,0.1444,0.0442,0.3844,0.114984,0.190753,0.208151,0.179209,0.398904,0.0637501,4.44535,0.223916,0.0,5.24907e-05,0.0115654,-0.105413,9.69695,5.24907e-05,0.0,-0.10793257369005,0.0040000001899898,-0.00729467,999.0,,,,sa3018443,-0.5303923631359869,-inf
Joswuill Rondon,TEX,0.25,1.0,0.9398,0.1399,0.109,0.0164,0.0014,0.0132,0.067,0.0652,0.0373,0.0,0.322,0.013,0.007,0.0029,,0.0111,0.0031,0.148861,0.0373,0.322,0.115839,0.190753,0.211534,0.181554,0.402288,0.0626729,4.15008,0.207162,0.0,-0.000292783,0.0134526,-0.103525,11.5166,-0.000292783,0.0,-0.1015362936304882,-0.0120000001043081,-0.00828295,999.0,,,,sa3022246,-0.5305171523440444,-inf
Luis Fragoza,MIN,0.25,1.0,0.9221,0.1222,0.0956,0.0151,0.0013,0.0102,0.0632,0.057,0.053,0.0,0.3914,0.015,0.007,0.0029,,0.0131,0.0036,0.132524,0.053,0.3914,0.135411,0.190753,0.184904,0.174038,0.375657,0.0523804,4.27021,0.212322,0.0,-0.000129223,0.00740361,-0.109574,6.88857,-0.000129223,0.0,-0.1066682193923043,-0.0120000001043081,-0.00881297,999.0,,,,sa3023955,-0.5306477544413132,-inf
Jorge Quintana,MIL,0.25,1.0,0.9328,0.1329,0.106,0.0183,0.0016,0.007,0.0624,0.0567,0.0473,0.0,0.3368,0.01,0.007,0.0029,,0.0157,0.0045,0.142474,0.0473,0.3368,0.140439,0.190753,0.188036,0.17361,0.378789,0.0455617,4.41846,0.211242,0.0,2.86386e-05,0.00705913,-0.109919,6.14595,2.86386e-05,0.0,-0.1122027351793804,0.0120000001043081,-0.00690946,999.0,,,,sa3024107,-0.5306773727068111,-inf
Emil Turbi,SDP,0.25,1.0,0.9243,0.1244,0.097,0.0166,0.0011,0.0096,0.0635,0.0573,0.0548,0.0,0.3874,0.011,0.007,0.0029,,0.0105,0.0029,0.134588,0.0548,0.3874,0.141456,0.190753,0.185979,0.173966,0.376732,0.0513902,3.76415,0.214861,0.0,-0.000359405,0.00734548,-0.109633,10.4343,-0.000359405,0.0,-0.1074626931222155,0.0040000001899898,-0.00724614,999.0,,,,sa3021836,-0.5307487614204985,-inf
Carlos Virahonda,ARI,0.25,1.0,0.9362,0.137,0.1072,0.0204,0.0016,0.0078,0.0648,0.0606,0.0369,0.0,0.291,0.017,0.007,0.0029,,0.0082,0.0023,0.146336,0.0369,0.291,0.126804,0.191455,0.196539,0.176826,0.387994,0.050203,3.9613,0.200497,0.0,-0.000562984,0.00964738,-0.107331,7.04776,-0.000562984,0.0,-0.1117159681743942,0.0209999997168779,-0.00592969,999.0,,,,sa3021144,-0.5279718077608172,-inf
Enmanuel Ramirez,WSN,0.25,1.0,0.9395,0.1394,0.1085,0.0176,0.0017,0.0116,0.0643,0.0633,0.0406,0.0,0.3066,0.01,0.007,0.0029,,0.0091,0.0025,0.148377,0.0406,0.3066,0.13242,0.190553,0.20777,0.179925,0.398323,0.0593933,3.85716,0.203406,0.0,-0.0004482,0.0121414,-0.104837,11.1319,-0.0004482,0.0,-0.1067173065384849,-0.0120000001043081,-0.0088216,999.0,,,,sa3015763,-0.531495879330034,-inf
Omar Urbina,BAL,0.25,1.0,0.9344,0.1343,0.1097,0.0142,0.0015,0.0089,0.0635,0.059,0.0437,0.003,0.2953,0.012,0.007,0.0029,,0.0079,0.0022,0.143729,0.0437,0.2953,0.147985,0.190553,0.190711,0.172873,0.381263,0.046982,3.77269,0.196798,0.0,-0.000592744,0.00646592,-0.110512,8.01739,-0.000592744,0.0,-0.1058401293703354,0.0209999997168779,-0.00531928,999.0,,,,sa3021204,-0.5316648312284781,-inf
Yosweld Vasquez,HOU,0.25,1.0,0.9361,0.1359,0.1048,0.0179,0.0013,0.0119,0.0665,0.064,0.042,0.0,0.2916,0.012,0.007,0.0029,,0.0093,0.0026,0.145177,0.042,0.2916,0.144033,0.190452,0.205213,0.179421,0.395665,0.0600363,3.73151,0.193871,0.0,-0.000446333,0.0117363,-0.105242,11.5444,-0.000446333,0.0,-0.1016580748837441,0.0209999997168779,-0.00488737,999.0,,,,sa3022361,-0.5318667210565862,-inf
Daniel Campos,CHC,0.25,1.0,0.9354,0.1352,0.106,0.0155,0.0015,0.0122,0.0655,0.064,0.0447,0.0,0.2988,0.01,0.007,0.0029,,0.0082,0.0023,0.144537,0.0447,0.2988,0.149598,0.190452,0.203442,0.17882,0.393895,0.0589053,3.78159,0.194805,0.0,-0.000559827,0.0112524,-0.105726,12.5702,-0.000559827,0.0,-0.1051089891116134,0.0209999997168779,-0.00524733,999.0,,,,sa3021182,-0.5319028816139926,-inf
Antony Gomez,MIL,0.25,1.0,0.9116,0.1114,0.0867,0.0127,0.0015,0.0104,0.0628,0.0555,0.0685,0.0,0.4078,0.01,0.007,0.0029,,0.0125,0.0036,0.122203,0.0685,0.4078,0.167975,0.190452,0.173541,0.17098,0.363993,0.0513383,4.10871,0.201839,0.0,-0.000261851,0.00494211,-0.112036,4.37559,-0.000261851,0.0,-0.1146102403290569,0.0040000001899898,-0.00798432,999.0,,,,sa3021242,-0.53190912118997,-inf
Esterling Rodriguez,PHI,0.25,1.0,0.9289,0.1286,0.0998,0.0158,0.0014,0.0116,0.0658,0.0614,0.0512,0.0,0.3624,0.01,0.007,0.0029,,0.0117,0.0033,0.138443,0.0512,0.3624,0.14128,0.190352,0.195931,0.176815,0.386283,0.0574873,4.14586,0.208222,0.0,-0.000267201,0.00963822,-0.10734,8.08532,-0.000267201,0.0,-0.1101794699497986,0.0040000001899898,-0.00752672,999.0,,,,sa3021599,-0.5322327922963542,-inf
Diwarys Encarnacion,MIA,0.25,1.0,0.9431,0.1429,0.1169,0.0189,0.0014,0.0057,0.0588,0.0557,0.036,0.0,0.2749,0.011,0.007,0.0029,,0.0085,0.0024,0.151522,0.036,0.2749,0.130957,0.190452,0.192662,0.173925,0.383115,0.0411409,3.48584,0.204929,0.0,-0.000565583,0.00731247,-0.109666,4.1079,-0.000565583,0.0,-0.1152340717962943,0.0120000001043081,-0.00722253,999.0,,,,sa3023793,-0.5322343616467795,-inf
Carlos Carrasquel,BOS,0.25,1.0,0.9481,0.1478,0.1185,0.0174,0.0018,0.0101,0.0641,0.0637,0.031,0.0,0.3274,0.011,0.007,0.0029,,0.0076,0.0021,0.155891,0.031,0.3274,0.0946854,0.190352,0.209999,0.179679,0.400351,0.0541082,3.73383,0.22296,0.0,-0.000597247,0.0119439,-0.105034,4.38516,-0.000597247,0.0,-0.110000678570941,-0.0209999997168779,-0.0100866,999.0,,,,sa3023771,-0.5324176541480238,-inf
Dario Reynoso,SFG,0.25,1.0,0.9174,0.1171,0.0928,0.0151,0.0016,0.0076,0.0602,0.0522,0.0627,0.0,0.4079,0.01,0.007,0.0029,,0.0107,0.003,0.127643,0.0627,0.4079,0.153714,0.190352,0.172444,0.169789,0.362796,0.0448005,3.93881,0.21517,0.0,-0.000381215,0.00398334,-0.112995,5.91294,-0.000381215,0.0,-0.1128912330896128,0.0040000001899898,-0.00780679,999.0,,,,sa3021329,-0.532520770244533,-inf
Robin Ortiz,CHC,0.25,1.0,0.9324,0.132,0.1032,0.0156,0.0013,0.0119,0.0648,0.0621,0.0467,0.003,0.3695,0.011,0.007,0.0029,,0.0109,0.0031,0.14157,0.0467,0.3695,0.126387,0.190252,0.199378,0.176095,0.38963,0.0578078,4.04602,0.215233,0.0,-0.000321733,0.00905932,-0.107919,10.7363,-0.000321733,0.0,-0.1070639440731611,0.0040000001899898,-0.00720496,999.0,,,,sa3024336,-0.5326634358456661,-inf
Christopher Espinola,CLE,0.25,1.0,0.9277,0.1272,0.0987,0.0148,0.0012,0.0125,0.0641,0.0611,0.0524,0.0,0.3792,0.01,0.007,0.0029,,0.0114,0.0032,0.137113,0.0524,0.3792,0.138186,0.190151,0.196076,0.176944,0.386228,0.058963,3.78697,0.211234,0.0,-0.00028749,0.0097426,-0.107235,9.50015,-0.00028749,0.0,-0.1038382888655178,-0.0120000001043081,-0.0085207,999.0,,,,sa3015786,-0.533054908063185,-inf
Stiven Martinez,BAL,0.25,1.0,0.9245,0.124,0.0947,0.0134,0.0018,0.0141,0.0663,0.0628,0.0546,0.006,0.4157,0.011,0.007,0.0029,,0.0082,0.0023,0.134127,0.0546,0.4157,0.131345,0.190151,0.198269,0.175041,0.388421,0.0641428,3.78285,0.219055,0.0,-0.000509316,0.00821053,-0.108768,9.54212,-0.000509316,0.0,-0.1040120957186445,0.0040000001899898,-0.0068862,999.0,,,,sa3024627,-0.5330742952473346,-inf
Luis Parababire,ATL,0.25,1.0,0.9242,0.1237,0.0961,0.0162,0.0012,0.0102,0.0658,0.0587,0.0539,0.0,0.3601,0.012,0.007,0.0029,,0.0099,0.0028,0.133845,0.0539,0.3601,0.149681,0.190151,0.187081,0.17416,0.377232,0.0532352,3.79752,0.202353,0.0,-0.00043259,0.00750161,-0.109476,5.69518,-0.00043259,0.0,-0.1132029987347778,0.0209999997168779,-0.00608326,999.0,,,,sa3021634,-0.533182400452522,-inf
Emiliano Galan,TBR,0.25,1.0,0.9466,0.146,0.1129,0.0157,0.0015,0.0159,0.0673,0.07,0.0335,0.0,0.2954,0.01,0.007,0.0029,,0.0095,0.0026,0.154236,0.0335,0.2954,0.113406,0.190051,0.224382,0.185038,0.414433,0.0701458,3.91587,0.202553,0.0,-0.000387392,0.016257,-0.100721,18.0004,-0.000387392,0.0,-0.0942121730186045,-0.0120000001043081,-0.00752654,999.0,,,,sa3023742,-0.5333179398794103,-inf
Johan Barrios,MIL,0.25,1.0,0.9308,0.1302,0.1037,0.014,0.0015,0.011,0.0633,0.0604,0.0493,0.0,0.3825,0.01,0.007,0.0029,,0.0103,0.0029,0.13988,0.0493,0.3825,0.128889,0.190051,0.193597,0.175612,0.383648,0.0537172,3.94034,0.218997,0.0,-0.000400983,0.00867002,-0.108308,7.49307,-0.000400983,0.0,-0.1110214596264995,-0.0209999997168779,-0.0101956,999.0,,,,sa3018417,-0.5335636230533151,-inf
Adriel Radney,ARI,0.25,1.0,0.9392,0.1391,0.1111,0.0164,0.002,0.0096,0.0649,0.0623,0.0399,0.0,0.331,0.011,0.007,0.0029,,0.0088,0.0025,0.148105,0.0399,0.331,0.120544,0.190553,0.20049,0.17732,0.391042,0.052385,3.89664,0.213838,0.0,-0.000531088,0.0100449,-0.106933,7.38015,-0.000531088,0.0,-0.1112866065232083,-0.0120000001043081,-0.00929351,999.0,,,,sa3023886,-0.5315737506047281,-inf
Alexey Lumpuy,CHC,0.25,1.0,0.9305,0.1298,0.0981,0.0164,0.0039,0.0114,0.066,0.0622,0.0476,0.0,0.3781,0.012,0.007,0.0029,,0.0143,0.0041,0.139495,0.0476,0.3781,0.125893,0.189951,0.202257,0.178598,0.392208,0.0627619,4.90943,0.216058,0.0,-4.51613e-05,0.0110735,-0.105905,12.4207,-4.51613e-05,0.0,-0.1047731596445373,-0.0289999991655349,-0.0103765,999.0,,,,sa3022296,-0.5337879879880348,-inf
Angel Nieblas,ATL,0.25,1.0,0.9421,0.1429,0.1172,0.0177,0.0016,0.0064,0.0644,0.0582,0.037,0.0,0.301,0.011,0.007,0.0029,,0.0118,0.0033,0.151682,0.037,0.301,0.122924,0.191455,0.194247,0.175129,0.385702,0.0425645,4.22017,0.212716,0.0,-0.000280349,0.00828193,-0.108696,6.34773,-0.000280349,0.0,-0.112270435958635,0.0040000001899898,-0.00774267,999.0,,,,sa3021289,-0.5279204652687933,-inf
Kevin Verde,NYY,0.25,1.0,0.951,0.152,0.1209,0.0205,0.0015,0.009,0.0661,0.0639,0.0291,0.0,0.2475,0.01,0.007,0.0029,,0.0126,0.0035,0.159832,0.0291,0.2475,0.117576,0.191656,0.212829,0.180927,0.404484,0.0529968,4.03798,0.203849,0.0,-0.00016031,0.0129479,-0.10403,11.0519,-0.00016031,0.0,-0.1019356209289981,0.0040000001899898,-0.00667175,999.0,,,,sa3021326,-0.5269256107947106,-inf
Luis Frias,SFG,0.25,1.0,0.9373,0.14,0.1095,0.0191,0.002,0.0094,0.0639,0.0601,0.0418,0.001,0.3752,0.011,0.007,0.0029,,0.0136,0.0039,0.149365,0.0418,0.3752,0.111407,0.193361,0.204097,0.179693,0.397458,0.0547317,4.25398,0.233339,0.0,-0.000132573,0.0119549,-0.105023,12.5792,-0.000132573,0.0,-0.10467105054704,0.0040000001899898,-0.00695783,999.0,,,,sa3018608,-0.5199440332537695,-inf
Carlos Silva,MIN,0.25,1.0,0.922,0.1247,0.0973,0.0176,0.0012,0.0086,0.0629,0.0563,0.0581,0.0,0.3271,0.01,0.007,0.0029,,0.0083,0.0023,0.135249,0.0581,0.3271,0.177622,0.193361,0.184924,0.175152,0.378285,0.0496746,3.49248,0.195685,0.0,-0.000576921,0.00829982,-0.108678,7.67183,-0.000576921,0.0,-0.1062197095598094,0.0209999997168779,-0.00535848,999.0,,,,sa3021090,-0.5201842854992206,-inf
Spence Coffman,SDP,0.25,1.0,0.9383,0.1409,0.1127,0.016,0.0014,0.0108,0.066,0.0628,0.0418,0.0,0.3076,0.01,0.007,0.0029,,0.0132,0.0037,0.150165,0.0418,0.3076,0.135891,0.19326,0.204732,0.180332,0.397992,0.0545668,3.99871,0.207529,0.0,-0.000156827,0.0124694,-0.104509,14.7193,-0.000156827,0.0,-0.1021361573511967,-0.0120000001043081,-0.00834847,999.0,,,,sa3020285,-0.5202844065487285,-inf
Henry Ramos,KCR,0.25,1.0,0.9371,0.1396,0.11,0.018,0.0018,0.0098,0.0653,0.0612,0.043,0.001,0.3363,0.01,0.007,0.0029,,0.0124,0.0034,0.14897,0.043,0.3363,0.127862,0.19316,0.203393,0.179361,0.396554,0.0544232,4.19755,0.217057,0.0,-0.000175594,0.0116879,-0.10529,5.48832,-0.000175594,0.0,-0.1083167705364758,-0.0120000001043081,-0.00898323,999.0,,,,sa3018432,-0.5207723627789221,-inf
Andrés Nolaya,BAL,0.25,1.0,0.9285,0.131,0.1057,0.0153,0.0017,0.0083,0.0643,0.0575,0.0516,0.001,0.3329,0.01,0.007,0.0029,,0.0132,0.0037,0.141088,0.0516,0.3329,0.155002,0.19316,0.188045,0.174858,0.381205,0.0469575,4.2392,0.206461,0.0,-0.000171034,0.00806379,-0.108914,9.41388,-0.000171034,0.0,-0.1038205529330298,0.0209999997168779,-0.0051107,999.0,,,,sa3018563,-0.5208326760218931,-inf
Jose Rivera,MIA,0.25,1.0,0.9301,0.1326,0.1102,0.0163,0.0015,0.0045,0.0585,0.051,0.05,0.0,0.3439,0.01,0.007,0.0029,,0.017,0.0047,0.142565,0.05,0.3439,0.145391,0.19316,0.177723,0.171376,0.370883,0.0351575,4.38115,0.217598,0.0,0.00015318,0.00526062,-0.111717,2.39204,0.00015318,0.0,-0.116567153861979,0.0040000001899898,-0.00818643,999.0,,,,sa3018605,-0.5209365786762633,-inf
Claudiel Lantigua,TEX,0.25,1.0,0.9398,0.1423,0.1185,0.017,0.0015,0.0052,0.0613,0.055,0.0403,0.0,0.3162,0.01,0.007,0.0029,,0.0097,0.0027,0.151415,0.0403,0.3162,0.127451,0.19316,0.189189,0.174331,0.382349,0.037774,3.90348,0.21922,0.0,-0.000485758,0.00763902,-0.109339,6.43577,-0.000485758,0.0,-0.1075428601761814,0.0040000001899898,-0.00725085,999.0,,,,sa3024354,-0.5210988787097542,-inf
Moises Alcala,ARI,0.25,1.0,0.9332,0.1356,0.1058,0.0161,0.0019,0.0117,0.0674,0.0645,0.0469,0.0,0.3288,0.01,0.007,0.0029,,0.0112,0.0031,0.145306,0.0469,0.3288,0.14264,0.19306,0.204136,0.180529,0.397196,0.0588298,4.12551,0.206603,0.0,-0.000299617,0.0126275,-0.104351,9.5399,-0.000299617,0.0,-0.10847248826758,0.0209999997168779,-0.00559471,999.0,,,,sa3016628,-0.5211141508967186,-inf
Adrian Hoyte,DET,0.25,1.0,0.9287,0.1311,0.1021,0.0164,0.0019,0.0107,0.0635,0.0596,0.0494,0.0,0.3456,0.012,0.007,0.0029,,0.0107,0.003,0.141165,0.0494,0.3456,0.14294,0.19306,0.19748,0.178751,0.39054,0.0563153,3.98705,0.207801,0.0,-0.00036543,0.0111968,-0.105781,10.7185,-0.00036543,0.0,-0.1025221438030712,-0.0120000001043081,-0.00838477,999.0,,,,sa3022209,-0.5212378256378495,-inf
Saul Gomez,BAL,0.25,1.0,0.9365,0.1389,0.1112,0.0149,0.0015,0.0113,0.0657,0.0629,0.0426,0.0,0.3376,0.011,0.007,0.0029,,0.0084,0.0023,0.148318,0.0426,0.3376,0.126185,0.19306,0.203631,0.180084,0.39669,0.0553123,3.81019,0.214598,0.0,-0.000552186,0.0122699,-0.104708,13.0899,-0.000552186,0.0,-0.0999955695006065,-0.0209999997168779,-0.00905333,999.0,,,,sa3024152,-0.5212485377340736,-inf
Jancory De La Cruz,MIA,0.25,1.0,0.9211,0.1233,0.0933,0.0154,0.0016,0.013,0.0635,0.0601,0.059,0.002,0.4008,0.01,0.007,0.0029,,0.0096,0.0027,0.133862,0.059,0.4008,0.147206,0.192859,0.196396,0.178126,0.389255,0.0625339,3.80014,0.214466,0.0,-0.000438673,0.0106938,-0.106284,6.9356,-0.000438673,0.0,-0.1117257895239163,0.0040000001899898,-0.00768642,999.0,,,,sa3021280,-0.5220178396382835,-inf
Karniel Pratt,HOU,0.25,1.0,0.9202,0.1222,0.0931,0.0145,0.0014,0.0133,0.0671,0.0614,0.0599,0.0,0.4247,0.01,0.007,0.0029,,0.0157,0.0044,0.132797,0.0599,0.4247,0.141041,0.192659,0.195066,0.178762,0.387725,0.0622691,4.41961,0.222608,0.0,7.15069e-05,0.0112054,-0.105773,11.0805,7.15069e-05,0.0,-0.1016710736148525,-0.0120000001043081,-0.00829687,999.0,,,,sa3018636,-0.5225805883206498,-inf
Jancel Santana,BOS,0.25,1.0,0.9291,0.1312,0.1055,0.017,0.0018,0.0069,0.0623,0.0559,0.05,0.0,0.3464,0.011,0.007,0.0029,,0.0104,0.0029,0.141212,0.05,0.3464,0.144342,0.192759,0.185664,0.174234,0.378423,0.0444516,3.99012,0.213281,0.0,-0.000408607,0.00756139,-0.109417,0.554973,-0.000408607,0.0,-0.1141945666167885,0.0040000001899898,-0.00793783,999.0,,,,sa3018478,-0.522645769583234,-inf
Josue Brito,BOS,0.25,1.0,0.9241,0.1261,0.0956,0.015,0.0015,0.014,0.0671,0.0639,0.056,0.0,0.3745,0.01,0.007,0.0029,,0.0112,0.0031,0.136457,0.056,0.3745,0.149533,0.192659,0.201385,0.180504,0.394044,0.064928,4.06554,0.206598,0.0,-0.000290935,0.012608,-0.10437,4.96557,-0.000290935,0.0,-0.1090302444354165,-0.0120000001043081,-0.00905691,999.0,,,,sa3023763,-0.5226880619786534,-inf
Eduardo Acevedo,TBR,0.25,1.0,0.9325,0.1335,0.1055,0.0164,0.002,0.0096,0.0632,0.0591,0.0466,0.003,0.3217,0.011,0.007,0.0029,,0.0119,0.0034,0.143164,0.0466,0.3217,0.144855,0.191656,0.195925,0.175453,0.387581,0.0527614,4.10603,0.203716,0.0,-0.000260599,0.00854229,-0.108436,11.258,-0.000260599,0.0,-0.101800106029259,-0.0120000001043081,-0.0083102,999.0,,,,sa3024943,-0.5269925954152986,-inf
Raynier Ramirez,LAD,0.25,1.0,0.9219,0.1238,0.091,0.0151,0.0012,0.0165,0.0708,0.0681,0.0582,0.0,0.3897,0.01,0.007,0.0029,,0.0083,0.0023,0.134288,0.0582,0.3897,0.149346,0.192558,0.206964,0.182744,0.399522,0.072676,3.86407,0.20528,0.0,-0.000527988,0.0144103,-0.102568,14.3639,-0.000527988,0.0,-0.102932269917801,0.0040000001899898,-0.00677825,999.0,,,,sa3021650,-0.5230484069699807,-inf
Franklin Rojas,TOR,0.25,1.0,0.9272,0.1291,0.1026,0.0152,0.0012,0.0101,0.0636,0.0593,0.0509,0.0,0.3097,0.012,0.007,0.0029,,0.0083,0.0023,0.139236,0.0509,0.3097,0.164353,0.192558,0.190897,0.176371,0.383456,0.0516609,3.51811,0.193685,0.0,-0.000577711,0.00928093,-0.107697,9.20136,-0.000577711,0.0,-0.1044703872175887,-0.0289999991655349,-0.0103417,999.0,,,,sa3025018,-0.5233950566870439,-inf
Frederik Jimenez,BOS,0.25,1.0,0.9371,0.1388,0.1049,0.0185,0.0017,0.0137,0.0677,0.0668,0.043,0.002,0.3595,0.01,0.007,0.0029,,0.0105,0.0029,0.148117,0.043,0.3595,0.119611,0.192358,0.215345,0.182833,0.407703,0.0672287,4.04949,0.219128,0.0,-0.000304947,0.0144826,-0.102495,6.60386,-0.000304947,0.0,-0.1071697125444188,-0.0209999997168779,-0.00979426,999.0,,,,sa3021288,-0.5239268972600178,-inf
Alfredo Benzan,ARI,0.25,1.0,0.9442,0.1459,0.1171,0.0185,0.0016,0.0086,0.0655,0.0626,0.0359,0.0,0.3215,0.01,0.007,0.0029,,0.0122,0.0034,0.154522,0.0359,0.3215,0.111664,0.192358,0.204724,0.179087,0.397081,0.0502012,4.2227,0.221059,0.0,-0.000223487,0.0114674,-0.105511,8.56975,-0.000223487,0.0,-0.1095564653951441,0.0040000001899898,-0.00746238,999.0,,,,sa3023904,-0.5240918035910099,-inf
